db_id	provider_name	scientific_name	taxon_family	ncbi_id	long_list	sequencing_status_phyloalps
PHA000460	Anchusa hybrida	Anchusa undulata L. subsp. hybrida (Ten.) Cout.	Boraginaceae	256482	PHYLOALPS	sample_acquired
PHA000463	Anchusa italica	Anchusa azurea Mill.	Boraginaceae	764719	PHYLOALPS	sample_acquired
PHA000465	Anchusa ochroleuca	Anchusa ochroleuca M. Bieb.	Boraginaceae	256478	PHYLOALPS	sample_acquired
PHA000467	Anchusa officinalis	Anchusa officinalis L.	Boraginaceae	89630	PHYLOALPS	sample_acquired
PHA000470	Andromeda polifolia	Andromeda polifolia L.	Ericaceae	95630	PHYLOALPS	sample_acquired
PHA000473	Androsace adfinis adfinis	Androsace adfinis Biroli subsp. adfinis	Primulaceae	229424	PHYLOALPS	sample_acquired
PHA000475	Androsace adfinis brigantiaca	Androsace adfinis Biroli subsp. brigantiaca (Jordan & Fourr.) Kress	Primulaceae	229425	PHYLOALPS	sample_acquired
PHA000476	Androsace adfinis puberula	Androsace adfinis Biroli subsp. puberula (Jord. & Fourr.) Kress	Primulaceae	229426	PHYLOALPS	sample_acquired
PHA000477	Androsace alpina	Androsace alpina (L.) Lam.	Primulaceae	199609	PHYLOALPS	sample_acquired
CLA000481	Androsace brachystegia	Androsace brachystegia Hand.-Mazz.	Primulaceae	1851330	PHYLOALPS	sample_acquired
PHA000482	Androsace brevis	Androsace brevis (Hegetschw.) Ces.	Primulaceae	229429	PHYLOALPS	sample_acquired
CLA000486	Androsace cantabrica	Androsace adfinis Biroli	Primulaceae	229430	PHYLOALPS	sample_acquired
CLA000487	Androsace carnea rosea	Androsace halleri L.	Primulaceae	229439	PHYLOALPS	sample_acquired
PHA000489	Androsace chaixii	Androsace chaixii Gren. & Godron	Primulaceae	229431	PHYLOALPS	sample_acquired
PHA000490	Androsace chamaejasme	Androsace chamaejasme Wulfen	Primulaceae	175028	PHYLOALPS	sample_acquired
CLA000495	Androsace ciliata	Androsace ciliata DC.	Primulaceae	229432	PHYLOALPS	sample_acquired
CLA000498	Androsace cylindrica hirtella	Androsace cylindrica DC. subsp. hirtella (Dufour) Greuter & Burdet	Primulaceae	522400	PHYLOALPS	sample_acquired
CLA000501	Androsace cylindrica subsp. willkommii	Androsace cylindrica DC. subsp. Willkommii	Primulaceae	229435	PHYLOALPS	sample_acquired
CLA000502	Androsace dasyphylla	Androsace villosa L. var. dasyphylla (Bunge) Kar. & Kir.	Primulaceae	1851331	PHYLOALPS	sample_acquired
CLA000503	Androsace delavayi	Androsace delavayi Franch.	Primulaceae	229436	PHYLOALPS	sample_acquired
CLA000504	Androsace globifera	Androsace globifera Duby	Primulaceae	1430403	PHYLOALPS	sample_acquired
CLA000507	Androsace halleri nuria	Androsace halleri L. subsp. nuria Schönsw. & Schneew.	Primulaceae	1904702	PHYLOALPS	sample_acquired
PHA000512	Androsace hausmannii	Androsace hausmannii Leyb.	Primulaceae	229440	PHYLOALPS	sample_acquired
CLA000514	Androsace hedraeantha	Androsace hedreantha Griseb.	Primulaceae	229441	PHYLOALPS	sample_acquired
CLA000520	Androsace helvetica	Androsace helvetica (L.) All.	Primulaceae	199610	PHYLOALPS	sample_acquired
PHA000523	Androsace lactea	Androsace lactea L.	Primulaceae	184984	PHYLOALPS	sample_acquired
CLA000526	Androsace lactiflora	Androsace amurensis Prob.	Primulaceae	229445	PHYLOALPS	sample_acquired
CLA000527	Androsace laggeri	Androsace laggeri A.Huet	Primulaceae	229446	PHYLOALPS	sample_acquired
CLA000528	Androsace lehmanniana	Androsace lehmanniana Spreng.	Primulaceae	229447	PHYLOALPS	sample_acquired
CLA000530	Androsace mariae	Androsace tibetica (Maxim.) R. Knuth var. mairae (Kanitz) R. Knuth	Primulaceae	265245	PHYLOALPS	sample_acquired
CLA000531	Androsace mathildae	Androsace mathildae Levier	Primulaceae	229448	PHYLOALPS	sample_acquired
PHA000534	Androsace maxima	Androsace maxima L.	Primulaceae	229449	PHYLOALPS	sample_acquired
CLA000535	Androsace mucronifolia	Androsace mucronifolia Watt	Primulaceae	1851332	PHYLOALPS	sample_acquired
PHA000536	Androsace obtusifolia	Androsace obtusifolia All.	Primulaceae	229450	PHYLOALPS	sample_acquired
CLA000539	Androsace primuloides	Androsace sarmentosa Wall. subsp. primuloides (Duby) Govaerts	Primulaceae	229527	PHYLOALPS	sample_acquired
PHA000540	Androsace pubescens	Androsace pubescens DC.	Primulaceae	229451	PHYLOALPS	sample_acquired
CLA000543	Androsace pyrenaica	Androsace pyrenaica Lam.	Primulaceae	229452	PHYLOALPS	sample_acquired
CLA000545	Androsace rioxana	Androsace rioxana A.Segura	Primulaceae	229455	PHYLOALPS	sample_acquired
CLA000550	Androsace sarmentosa	Androsace sarmentosa Wall.	Primulaceae	764907	PHYLOALPS	sample_acquired
CLA000551	Androsace sempervivoides	Androsace sempervivoides Jacq. ex Duby	Primulaceae	175029	PHYLOALPS	sample_acquired
PHA000552	Androsace septentrionalis	Androsace septentrionalis L.	Primulaceae	184985	PHYLOALPS	sample_acquired
CLA000555	Androsace tanggulashanensis	Androsace tanggulashanensis Y.C.Yang & R.F.Huang	Primulaceae	265253	PHYLOALPS	sample_acquired
CLA000556	Androsace tapete	Androsace tapete Maxim.	Primulaceae	265249	PHYLOALPS	sample_acquired
PHA000559	Androsace vandellii	Androsace vandellii (Turra) Chiov.	Primulaceae	229460	PHYLOALPS	sample_acquired
PHA000562	Androsace villosa	Androsace villosa L.	Primulaceae	229461	PHYLOALPS	sample_acquired
CAR000568	Androsace villosa arachnoidea	Androsace villosa L. subsp. arachnoidea (Schott, Nyman & Kotschy) R. Knuth	Primulaceae	1907864	PHYLOALPS	sample_acquired
PHA000570	Androsace vitaliana cinerea	Androsace vitaliana (L.) Lapeyr. subsp. cinerea (Sünd.) I.K. Ferguson	Primulaceae	1534732	PHYLOALPS	sample_acquired
PHA000573	Androsace vitaliana sesleri	Androsace vitaliana (L.) Lapeyr. sesleri (Buser ex Sünd.) Kress	Primulaceae	2755088	PHYLOALPS	sample_acquired
PHA000574	Androsace vitaliana vitaliana	Androsace vitaliana (L.) Lapeyr.	Primulaceae	175111	PHYLOALPS	sample_acquired
PHA000577	Androsace wulfeniana	Androsace wulfeniana (Sieber ex Koch) Rchb.	Primulaceae	229462	PHYLOALPS	sample_acquired
CLA000579	Androsace yargongensis	Androsace yargongensis Petitm.	Primulaceae	265246	PHYLOALPS	sample_acquired
CLA000581	Androsace zambalensis	Androsace zambalensis (Petitm.) Hand.-Mazz.	Primulaceae	229463	PHYLOALPS	sample_acquired
PHA000583	Andryala integrifolia	Andryala integrifolia L.	Asteraceae	122529	PHYLOALPS	sample_acquired
PHA000585	Anemone baldensis	Anemone baldensis L.	Ranunculaceae	1077386	PHYLOALPS	sample_acquired
PHA000587	Anemone coronaria	Anemone coronaria L.	Ranunculaceae	167998	PHYLOALPS	sample_acquired
PHA000589	Anemone narcissiflora	Anemone narcissiflora L.	Ranunculaceae	168002	PHYLOALPS	sample_acquired
PHA000592	Anemone nemorosa	Anemone nemorosa L.	Ranunculaceae	37489	PHYLOALPS	sample_acquired
PHA000594	Anemone ranunculoides	Anemone ranunculoides L.	Ranunculaceae	168005	PHYLOALPS	sample_acquired
PHA000596	Anemone trifolia	Anemone trifolia L.	Ranunculaceae	46975	PHYLOALPS	sample_acquired
PHA000599	Angelica archangelica	Angelica archangelica L.	Apiaceae	40949	PHYLOALPS	sample_acquired
PHA000600	Angelica sylvestris	Angelica sylvestris L.	Apiaceae	54703	PHYLOALPS	sample_acquired
PHT000602	Aniba panurensis	Aniba panurensis (Meis.) Mez	Lauraceae	128595	PHYLOALPS	sample_acquired
FAM000603	Anigozanthos sp.	Anigozanthos sp.	Haemodoraceae	1904703	PHYLOALPS	sample_acquired
PHA000604	Anogramma leptophylla	Anogramma leptophylla (L.) Link	Pteridaceae	220730	PHYLOALPS	sample_acquired
PHA000608	Antennaria carpatica	Antennaria carpatica (Wahlenb.) Hook.	Asteraceae	49050	PHYLOALPS	sample_acquired
PHA000611	Antennaria dioica	Antennaria dioica (L.) Gaertner	Asteraceae	49054	PHYLOALPS	sample_acquired
PHA000613	Anthemis arvensis arvensis	Anthemis arvensis L.	Asteraceae	127977	PHYLOALPS	sample_acquired
PHA000615	Anthemis arvensis incrassata	Anthemis arvensis L. subsp. incrassata (Loisel.) Nyman	Asteraceae	158216	PHYLOALPS	sample_acquired
PHA000616	Anthemis austriaca	Cota austriaca (Jacq.) Sch.Bip.	Asteraceae	461348	PHYLOALPS	sample_acquired
PHA000618	Anthemis carpatica	Anthemis cretica L. subsp. carpatica (Willd.) Grierson	Asteraceae	158218	PHYLOALPS	sample_acquired
PHA000620	Anthemis cretica	Anthemis cretica L. subsp. columnae (Ten.) R. Franzén	Asteraceae	127978	PHYLOALPS	sample_acquired
CAR000621	Anthemis cretica cretica	Anthemis cretica L.	Asteraceae	883855	PHYLOALPS	sample_acquired
CAR000622	Anthemis cretica pyrethriformis	Anthemis cretica L. subsp. pyrethriformis (Schur) Govaerts	Asteraceae	1851333	PHYLOALPS	sample_acquired
PHA000624	Anthemis gerardiana	Anthemis gerardiana Jordan	Asteraceae	589732	PHYLOALPS	sample_acquired
PHA000626	Anthemis ruthenica	Anthemis ruthenica M. Bieb.	Asteraceae	589788	PHYLOALPS	sample_acquired
PHA000628	Anthemis tinctoria tinctoria	Cota tinctoria (L.) J. Gay.	Asteraceae	99028	PHYLOALPS	sample_acquired
PHA000630	Anthemis triumfettii	Cota triumfetti (L.) J. Gay	Asteraceae	158232	PHYLOALPS	sample_acquired
PHA000632	Anthericum liliago	Anthericum liliago L.	Asparagaceae	51434	PHYLOALPS	sample_acquired
PHA000635	Anthericum ramosum	Anthericum ramosum L.	Asparagaceae	81729	PHYLOALPS	sample_acquired
PHA000637	Anthoxanthum alpinum	Anthoxanthum odoratum L. subsp. nipponicum (Honda) Tzvelev	Poaceae	464093	PHYLOALPS	sample_acquired
PHA000638	Anthoxanthum odoratum	Anthoxanthum odoratum L.	Poaceae	29661	PHYLOALPS	sample_acquired
PHA000642	Anthriscus caucalis	Anthriscus caucalis M. Bieb.	Apiaceae	54826	PHYLOALPS	sample_acquired
PHA000643	Anthriscus cerefolium	Anthriscus cerefolium (L.) Hoffm.	Apiaceae	40888	PHYLOALPS	sample_acquired
PHA000646	Anthriscus nitida	Anthriscus nitida (Wahlenb.) Garcke	Apiaceae	109081	PHYLOALPS	sample_acquired
PHA000648	Anthriscus sylvestris	Anthriscus sylvestris (L.) Hoffm.	Apiaceae	48027	PHYLOALPS	sample_acquired
PHA000650	Anthriscus sylvestris alpina	Anthriscus sylvestris (L.) Hoffm.	Apiaceae	110151	PHYLOALPS	sample_acquired
CAR000653	Anthriscus sylvestris nemorosus	Anthriscus nemorosa (M.Bieb.) Spreng.	Apiaceae	110153	PHYLOALPS	sample_acquired
PHA000654	Anthyllis montana jacquinii	Anthyllis montana L. subsp. jacquinii (A.Kern.) Hayek	Fabaceae	168128	PHYLOALPS	sample_acquired
PHA000655	Anthyllis montana montana	Anthyllis montana L.	Fabaceae	168129	PHYLOALPS	sample_acquired
PHA000658	Anthyllis vulneraria alpestris	Anthyllis vulneraria L. subsp. alpestris (Hegetschw.) Asch. & Graebn.	Fabaceae	1532265	PHYLOALPS	sample_acquired
PHA000660	Anthyllis vulneraria forondae	Anthyllis vulneraria L. subsp. forondae (Sennen) Cullen	Fabaceae	1532266	PHYLOALPS	sample_acquired
PHA000663	Anthyllis vulneraria polyphylla	Anthyllis vulneraria L. subsp. polyphylla (DC.) Nyman, p.p.	Fabaceae	1532267	PHYLOALPS	sample_acquired
PHA000665	Anthyllis vulneraria rubriflora	Anthyllis vulneraria L. subsp. praepropera (A. Kerner) Bornm.	Fabaceae	1532268	PHYLOALPS	sample_acquired
PHA000667	Anthyllis vulneraria valesiaca	Anthyllis vulneraria L. subsp. alpestris (Hegetschw.) Asch. & Graebn.	Fabaceae	118891	PHYLOALPS	sample_acquired
PHA000668	Anthyllis vulneraria vulneraria	Anthyllis vulneraria L.	Fabaceae	212026	PHYLOALPS	sample_acquired
PHA000670	Antirrhinum latifolium	Antirrhinum latifolium Miller	Plantaginaceae	237483	PHYLOALPS	sample_acquired
PHA000672	Antirrhinum majus	Antirrhinum majus L.	Plantaginaceae	4151	PHYLOALPS	sample_acquired
PHA000673	Apera interrupta	Apera interrupta (L.) P. Beauv.	Poaceae	388729	PHYLOALPS	sample_acquired
PHA000676	Apera spica-venti	Apera spica-venti (L.) P. Beauv.	Poaceae	325525	PHYLOALPS	sample_acquired
PHA000678	Aphanes arvensis	Aphanes arvensis L.	Rosaceae	57945	PHYLOALPS	sample_acquired
PHA000680	Aphanes australis	Aphanes arvensis L.	Rosaceae	1155250	PHYLOALPS	sample_acquired
FAM000683	Aphloia theiformis	Aphloia theiformis (Vahl) Benn.	Aphloiaceae	112806	PHYLOALPS	sample_acquired
PHA000685	Aphyllanthes monspeliensis	Aphyllanthes monspeliensis L.	Asparagaceae	59052	PHYLOALPS	sample_acquired
PHA000686	Apium inundatum	Apium inundatum (L.) Reichenb. fil.	Apiaceae	99496	PHYLOALPS	sample_acquired
PHA000687	Apium nodiflorum	Apium nodiflorum (L.) Lag.	Apiaceae	99497	PHYLOALPS	sample_acquired
PHA000688	Apium repens	Apium repens (Jacq.) Lag.	Apiaceae	254039	PHYLOALPS	sample_acquired
FAM000689	Apodytes clusiifolia	Apodytes clusiifolia (Baill.) Villiers	Metteniusaceae	1904704	PHYLOALPS	sample_acquired
FAM000690	Aponogeton distachyos	Aponogeton distachyos L. f.	Aponogetonaceae	55311	PHYLOALPS	sample_acquired
PHA000691	Aposeris foetida	Aposeris foetida (L.) Cass. ex Less.  	Asteraceae	379615	PHYLOALPS	sample_acquired
PHA000696	Aquilegia atrata	Aquilegia atrata Koch	Ranunculaceae	560536	PHYLOALPS	sample_acquired
PHA000699	Aquilegia bertolonii	Aquilegia bertolonii Schott	Ranunculaceae	1291431	PHYLOALPS	sample_acquired
PHA000702	Aquilegia einseleana	Aquilegia einseleana F.W. Schultz	Ranunculaceae	560540	PHYLOALPS	sample_acquired
PHA000705	Aquilegia nigricans	Aquilegia nigricans Baumg.	Ranunculaceae	560545	PHYLOALPS	sample_acquired
PHA000708	Aquilegia thalictrifolia	Aquilegia thalictrifolia Schott & Kotschy	Ranunculaceae	560551	PHYLOALPS	sample_acquired
CAR000710	Aquilegia transsilvanica	Aquilegia transsilvanica Schur	Ranunculaceae	1291457	PHYLOALPS	sample_acquired
PHA000712	Aquilegia vestinae	Aquilegia vestinae Pfenn. & D.M. Moser	Ranunculaceae	1291458	PHYLOALPS	sample_acquired
PHA000714	Aquilegia vulgaris	Aquilegia vulgaris L.	Ranunculaceae	3451	PHYLOALPS	sample_acquired
CAR000716	Arabidopsis arenosa borbasii	Arabidopsis arenosa (L.) Lawalrée subsp. borbasii (Zapał.) O'Kane & Al-Shehbaz	Brassicaceae	1532269	PHYLOALPS	sample_acquired
CAR000718	Arabidopsis halleri ovirensis	Arabidopsis halleri (L.) O'Kane & Al-Shehbaz subsp. ovirensis (Wulfen) O'Kane & Al-Shehbaz	Brassicaceae	97982	PHYLOALPS	sample_acquired
CAR000719	Arabidopsis neglecta	Arabidopsis neglecta (Schult.) O'Kane & Al-Shehbaz	Brassicaceae	45251	PHYLOALPS	sample_acquired
PHA000720	Arabidopsis thaliana	Arabidopsis thaliana (L.) Heynh.	Brassicaceae	3702	PHYLOALPS	sample_acquired
PHA000722	Arabis allionii	Arabis allionii DC.	Brassicaceae	1282088	PHYLOALPS	sample_acquired
PHA000723	Arabis alpina alpina	Arabis alpina L.	Brassicaceae	50452	PHYLOALPS	sample_acquired
PHA000725	Arabis auriculata	Arabis nova Vill.	Brassicaceae	571350	PHYLOALPS	sample_acquired
PHA000727	Arabis bellidifolia bellidifolia	Arabis pumila Jacq.	Brassicaceae	126272	PHYLOALPS	sample_acquired
PHA000728	Arabis bellidifolia stellulata	Arabis stellulata Desv. & Berthel.	Brassicaceae	586531	PHYLOALPS	sample_acquired
PHA000731	Arabis caerulea	Arabis caerulea (All.) Haenke	Brassicaceae	586519	PHYLOALPS	sample_acquired
PHA000737	Arabis ciliata	Arabis ciliata Clairv.	Brassicaceae	571353	PHYLOALPS	sample_acquired
PHA000740	Arabis collina	Arabis collina Ten.	Brassicaceae	571354	PHYLOALPS	sample_acquired
PHA000741	Arabis hirsuta	Arabis hirsuta (L.) Scop.	Brassicaceae	78191	PHYLOALPS	sample_acquired
PHA000743	Arabis nova	Arabis nova Vill.	Brassicaceae	571360	PHYLOALPS	sample_acquired
PHA000745	Arabis planisiliqua	Arabis planisiliqua (Pers.) Rchb.	Brassicaceae	571364	PHYLOALPS	sample_acquired
CAR000747	Arabis procurrens	Arabis procurrens Waldst. et Kit.	Brassicaceae	81981	PHYLOALPS	sample_acquired
PHA000750	Arabis sagittata	Arabis sagittata (Bertol.) DC.	Brassicaceae	571369	PHYLOALPS	sample_acquired
PHA000751	Arabis scabra	Arabis scabra All.	Brassicaceae	50454	PHYLOALPS	sample_acquired
PHA000757	Arabis serpillifolia	Arabis serpillifolia Vill.	Brassicaceae	586530	PHYLOALPS	sample_acquired
PHA000759	Arabis subcoriacea	Arabis soyeri Reuter & Huet subsp. subcoriacea (Gren.) Breistr.	Brassicaceae	81975	PHYLOALPS	sample_acquired
PHA000760	Arabis sudetica	Arabis sudetica Tausch	Brassicaceae	1282100	PHYLOALPS	sample_acquired
PHA000762	Arabis turrita	Arabis turrita L.	Brassicaceae	81982	PHYLOALPS	sample_acquired
PHA000764	Arabis verna	Arabis verna (L.) R. Br.	Brassicaceae	571374	PHYLOALPS	sample_acquired
PHA000765	Arabis vochinensis	Arabis procurrens Waldst. & Kit. var. vochinensis (Spreng.) Govaerts	Brassicaceae	586533	PHYLOALPS	sample_acquired
PHA000767	Arbutus unedo	Arbutus unedo L.	Ericaceae	84005	PHYLOALPS	sample_acquired
PHA000771	Arceuthobium oxycedri	Arceuthobium oxycedri (DC.) M. Bieb.	Santalaceae	35989	PHYLOALPS	sample_acquired
PHA000772	Arctium lappa	Arctium lappa L.	Asteraceae	4217	PHYLOALPS	sample_acquired
PHA000773	Arctium minus minus	Arctium minus (J. Hill) Bernh.	Asteraceae	143172	PHYLOALPS	sample_acquired
PHA000775	Arctium nemorosum	Arctium nemorosum Lej.	Asteraceae	1532270	PHYLOALPS	sample_acquired
PHA000776	Arctium tomentosum	Arctium tomentosum Mill.	Asteraceae	4218	PHYLOALPS	sample_acquired
PHA000780	Arctostaphylos alpina	Arctous alpina (L.) Nied.	Ericaceae	84011	PHYLOALPS	sample_acquired
PHA000781	Arctostaphylos uva-ursi	Arctostaphylos uva-ursi (L.) Sprengel	Ericaceae	84009	PHYLOALPS	sample_acquired
PHA000784	Aremonia agrimonoides	Aremonia agrimonoides (L.) DC.	Rosaceae	57914	PHYLOALPS	sample_acquired
PHA000788	Arenaria aggregata	Arenaria aggregata (L.) Loisel.	Caryophyllaceae	305638	PHYLOALPS	sample_acquired
PHA000793	Arenaria biflora	Arenaria biflora L.	Caryophyllaceae	1403277	PHYLOALPS	sample_acquired
PHA000797	Arenaria ciliata multicaulis	Arenaria ciliata L. subsp. multicaulis (L.) Arcang.	Caryophyllaceae	1403275	PHYLOALPS	sample_acquired
PHA000798	Arenaria cinerea	Arenaria cinerea DC.	Caryophyllaceae	693397	PHYLOALPS	sample_acquired
PHA000802	Arenaria grandiflora	Arenaria grandiflora L.	Caryophyllaceae	305635	PHYLOALPS	sample_acquired
PHA000803	Arenaria huteri	Arenaria huteri A. Kern.	Caryophyllaceae	1532271	PHYLOALPS	sample_acquired
PHA000804	Arenaria leptoclados	Arenaria serpyllifolia L. subsp. leptoclados (Rchb.) Nyman	Caryophyllaceae	693400	PHYLOALPS	sample_acquired
PHA000806	Arenaria marschlinsii	Arenaria serpyllifolia L. subsp. marschlinsii (K.Koch) Nyman	Caryophyllaceae	1532272	PHYLOALPS	sample_acquired
PHA000807	Arenaria purpurascens	Arenaria purpurascens Ramond ex DC.	Caryophyllaceae	645711	PHYLOALPS	sample_acquired
PHA000809	Arenaria serpyllifolia	Arenaria serpyllifolia L.	Caryophyllaceae	254029	PHYLOALPS	sample_acquired
FAM000811	Argophyllum montanum	Argophyllum montanum Schltr. 	Argophyllaceae	1927899	PHYLOALPS	sample_acquired
PHA000813	Argyrolobium zanonii	Argyrolobium zanonii (Turra) P.W. Ball	Fabaceae	49795	PHYLOALPS	sample_acquired
PHT000816	Aristida rufescens	Aristida rufescens Steud.	Poaceae	1485642	PHYLOALPS	sample_acquired
PHA000817	Aristolochia clematitis	Aristolochia clematitis L.	Aristolochiaceae	158538	PHYLOALPS	sample_acquired
PHA000819	Aristolochia lutea	Aristolochia lutea Desf.	Aristolochiaceae	360038	PHYLOALPS	sample_acquired
PHA000821	Aristolochia pallida	Aristolochia pallida Willd.	Aristolochiaceae	360042	PHYLOALPS	sample_acquired
PHA000822	Aristolochia pistolochia	Aristolochia pistolochia L.	Aristolochiaceae	212733	PHYLOALPS	sample_acquired
PHA000825	Aristolochia rotunda	Aristolochia rotunda L.	Aristolochiaceae	360044	PHYLOALPS	sample_acquired
PHA000827	Armeria alpina	Armeria alpina (DC.) Willd.	Plumbaginaceae	71836	PHYLOALPS	sample_acquired
PHA000828	Armeria arenaria arenaria	Armeria arenaria (Pers.) Schult.	Plumbaginaceae	218560	PHYLOALPS	sample_acquired
PHA000829	Armeria arenaria bupleuroides	Armeria arenaria (Pers.) Schult.	Plumbaginaceae	427337	PHYLOALPS	sample_acquired
PHA000832	Armeria arenaria praecox	Armeria arenaria (Pers.) Schult. subsp. praecox (Jord.) Kerguelen	Plumbaginaceae	427338	PHYLOALPS	sample_acquired
CAR000833	Armeria maritima barcensis	Armeria maritima (Mill.) Willd. subsp. barcensis (Simonk.) P. Silva	Plumbaginaceae	1907865	PHYLOALPS	sample_acquired
PHA000834	Armeria maritima serpentini	Armeria maritima (Mill.) Willd. subsp. halleri (Wallr.) Rothm.	Plumbaginaceae	1532273	PHYLOALPS	sample_acquired
PHA000836	Armoracia rusticana	Armoracia rusticana P. Gaertn., B. Mey. & Scherb.	Brassicaceae	3704	PHYLOALPS	sample_acquired
PHA000838	Arnica montana	Arnica montana L.	Asteraceae	436207	PHYLOALPS	sample_acquired
PHA000840	Arnoseris minima	Arnoseris minima (L.) Schweigger & Koerte	Asteraceae	122531	PHYLOALPS	sample_acquired
PHA000843	Arrhenatherum elatius	Arrhenatherum elatius (L.) P. Beauv. ex J. & C. Presl	Poaceae	52139	PHYLOALPS	sample_acquired
PHA000845	Artemisia absinthium	Artemisia absinthium L.	Asteraceae	72332	PHYLOALPS	sample_acquired
PHA000849	Artemisia alba	Artemisia alba Turra	Asteraceae	1227615	PHYLOALPS	sample_acquired
PHA000851	Artemisia annua	Artemisia annua L.	Asteraceae	35608	PHYLOALPS	sample_acquired
PHA000852	Artemisia atrata	Artemisia atrata Lam.	Asteraceae	669120	PHYLOALPS	sample_acquired
PHA000856	Artemisia borealis	Artemisia campestris L. subsp. borealis (Pallas) H.M. Hall & Clem. 	Asteraceae	401879	PHYLOALPS	sample_acquired
PHA000857	Artemisia campestris alpina	Artemisia campestris L. subsp. alpina (DC.) Arcangeli	Asteraceae	1532274	PHYLOALPS	sample_acquired
PHA000859	Artemisia campestris campestris	Artemisia campestris L.	Asteraceae	223864	PHYLOALPS	sample_acquired
PHA000861	Artemisia chamaemelifolia	Artemisia chamaemelifolia Vill. 	Asteraceae	72339	PHYLOALPS	sample_acquired
PHA000863	Artemisia eriantha	Artemisia umbelliformis Lam. subsp. eriantha (Ten.) Vallès-Xirau & Oliva Brañas	Asteraceae	333950	PHYLOALPS	sample_acquired
PHA000865	Artemisia genipi	Artemisia genipi Weber ex Stechm.	Asteraceae	223866	PHYLOALPS	sample_acquired
PHA000867	Artemisia glacialis	Artemisia glacialis L.	Asteraceae	223867	PHYLOALPS	sample_acquired
PHA000869	Artemisia insipida	Artemisia insipida Vill.	Asteraceae	1236771	PHYLOALPS	sample_acquired
PHA000872	Artemisia nitida	Artemisia nitida Bertol.	Asteraceae	1287616	PHYLOALPS	sample_acquired
PHA000874	Artemisia nivalis	Artemisia nivalis Braun-Blanq.	Asteraceae	1532275	PHYLOALPS	sample_acquired
PHA000877	Artemisia pontica	Artemisia pontica L.	Asteraceae	669136	PHYLOALPS	sample_acquired
PHA000880	Artemisia umbelliformis	Artemisia umbelliformis Lam.	Asteraceae	72355	PHYLOALPS	sample_acquired
