ORDER	FAMILY	SPECIES	JUSTIFICATION	COPO	NHM	WYTHAM	TOL_SCOTLAND	long_list	family_representative	sample_collected
Psocodea	Sphaeropsocidae	Badonnelia titei	Monospecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Psocodea	Stenopsocidae	Stenopsocus immaculatus	Availability	COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Psocodea	Stenopsocidae	Graphopsocus cruciatus	Availability	COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Psocodea	Trichopsocidae	Trichopsocus brincki	Availability	COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Psocodea	Trichopsocidae	Trichopsocus dalii	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Psocodea	Trogiidae	Cerobasis guestfalica	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Psocodea	Trogiidae	Lepinotus patruelis	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Raphidioptera	Raphidiidae	Xanthostigma xanthostigma	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Raphidioptera	Raphidiidae	Phaeostigma notata	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Siphonaptera	Ceratophyllidae	Dasypsyllus gallinulae	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Siphonaptera	Ceratophyllidae	Leptopsylla segnis	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Siphonaptera	Ctenophthalmidae	Ctenophthalmus nobilis	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Siphonaptera	Ctenophthalmidae	Palaeopsylla minor	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Siphonaptera	Hystrichopsyllidae	Hystrichopsylla talpae	Dispecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Siphonaptera	Hystrichopsyllidae	Typhloceras poppei 	Dispecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Siphonaptera	Ischnopsyllidae	Ischnopsyllus octactenus	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Siphonaptera	Ischnopsyllidae	Ischnopsyllus simplex	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Siphonaptera	Pulicidae	Ctenocephalides felis	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Siphonaptera	Pulicidae	Spilopsyllus cuniculi	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Siphonaptera	Vermipsyllidae	Chaetopsylla trichosa	Monospecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Strepsiptera	Elenchidae	Elenchus tenuicornis	Monospecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Strepsiptera	Halictophagidae	Halictophagus curtisi	Dispecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Strepsiptera	Halictophagidae	Halictophagus silwoodensis	Dispecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Strepsiptera	Stylopidae	Stylops melittae	Availability	COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Strepsiptera	Stylopidae	Stylops hamella	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Strepsiptera	Xenidae	Pseudoxenos heydeni	Dispecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Strepsiptera	Xenidae	Paraxenos sphecidarum	Dispecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Thysanoptera	Aeolothripidae	Aeolothrips albicinctus	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Thysanoptera	Aeolothripidae	Aeolothrips vittatus	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Thysanoptera	Melanthripidae	Melanthrips fuscus	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Thysanoptera	Melanthripidae	Melanthrips ficalbii	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Thysanoptera	Phlaeothripidae	Haplothrips setiger	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Thysanoptera	Phlaeothripidae	Hoplothrips ulmi	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Thysanoptera	Thripidae	Limothrips denticornis	Community survey	NOT COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Thysanoptera	Thripidae	Odontothrips ulicis	Availability	COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Trichoptera	Apataniidae	Apatania muliebris	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Trichoptera	Apataniidae	Apatania wallengreni	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Trichoptera	Beraeidae	Beraeodes minutus	Availability	NOT COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Trichoptera	Beraeidae	Beraea pullata	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Trichoptera	Brachycentridae	Brachycentrus subnubilus	Monospecific family	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Trichoptera	Ecnomidae	Ecnomus tenellus	Monospecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Trichoptera	Glossosomatidae	Agapetus fuscipes	Availability	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Trichoptera	Glossosomatidae	Glossosoma intermedium	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Trichoptera	Goeridae	Silo pallipes	Availability	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Trichoptera	Goeridae	Goera pilosa	Availability	NOT COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Trichoptera	Hydropsychidae	Hydropsyche pellucidula	Availability	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Trichoptera	Hydropsychidae	Diplectrona felix	Availability	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Trichoptera	Hydroptilidae	Hydroptila sparsa	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Trichoptera	Hydroptilidae	Agraylea multipunctata	Availability	NOT COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Trichoptera	Lepidostomatidae	Lepidostoma hirtum	Availability	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Trichoptera	Lepidostomatidae	Lepidostoma basale	Availability	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Trichoptera	Leptoceridae	Athripsodes cinereus	Availability	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Trichoptera	Leptoceridae	Mystacides azurea	Availability	NOT COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Trichoptera	Limnephilidae	Limnephilus affinis	Availability	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Trichoptera	Limnephilidae	Anabolia nervosa	Availability	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Trichoptera	Molannidae	Molanna angustata	Dispecific family	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Trichoptera	Molannidae	Molanna albicans	Dispecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Trichoptera	Odontoceridae	Odontocerum albicorne	Monospecific family	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Trichoptera	Philopotamidae	Philopotamus montanus	Availability	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Trichoptera	Philopotamidae	Wormaldia occipitalis	Availability	NOT COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Trichoptera	Phryganeidae	Phryganea bipunctata	Availability	NOT COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Trichoptera	Phryganeidae	Hagenella clathrata	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Trichoptera	Polycentropodidae	Plectrocnemia conspersa	Availability	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Trichoptera	Polycentropodidae	Polycentropus flavomaculatus	Availability	NOT COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Trichoptera	Psychomyiidae	Psychomyia pusilla	Availability	NOT COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Trichoptera	Psychomyiidae	Tinodes waeneri	Availability	NOT COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Trichoptera	Rhyacophilidae	Rhyacophila dorsalis	Availability	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Trichoptera	Rhyacophilidae	Rhyacophila munda	Availability	NOT COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Trichoptera	Sericostomatidae	Sericostoma personatum	Community survey	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Trichoptera	Sericostomatidae	Notidobia ciliaris	Dispecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Zygentoma	Lepismatidae	Lepisma saccharina	Availability	COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Zygentoma	Lepismatidae	Thermobia domestica	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Geophilomorpha	Geophilidae	Geophilus flavus	Availability	NOT COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Geophilomorpha	Geophilidae	Geophilus truncorum	Availability	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Geophilomorpha	Himantariidae	Haplophilus subterraneus	Community survey	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Geophilomorpha	Himantariidae	Haplophilus souletinus	Dispecific family	NOT COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Geophilomorpha	Schendylidae	Schendyla nemorensis	Availability	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Geophilomorpha	Schendylidae	Hydroschendyla submarina	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Lithobiomorpha	Henicopidae	Lamyctes emarginatus	Dispecific family	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Lithobiomorpha	Henicopidae	Lamyctes coeculus	Dispecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Lithobiomorpha	Lithobiidae	Lithobius forficatus	Community survey	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Lithobiomorpha	Lithobiidae	Lithobius melanops	Availability	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Scolopendromorpha	Cryptopidae	Cryptops anomalans	Community survey	NOT COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Scolopendromorpha	Cryptopidae	Cryptops hortensis	Availability	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Scutigeromorpha	Scutigeridae	Scutigera coleoptrata	Monospecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Glomerida	Glomeridae	Glomeris marginata	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Glomerida	Glomeridae	Geoglomeris subterranea	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
NA	Scolopendrellidae	Symphylella vulgaris		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
NA	Scolopendrellidae	Symphylella isabellae		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
NA	Scutigerellidae	Scutigerella linsleyi		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
NA	Scutigerellidae	Scutigerella immaculata	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Araneae	Agelenidae	Eratigena atrica	Community survey	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Araneae	Agelenidae	Eratagina duellica	Community survey	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Araneae	Amaurobiidae	Amaurobius similis	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Araneae	Amaurobiidae	Amaurobius ferox	Availability	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Araneae	Anyphaenidae	Anyphaena numida	Availability	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Araneae	Anyphaenidae	Anyphaena accentuata	Availability	NOT COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Araneae	Atypidae	Atypus affinis	Community survey	NOT COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Araneae	Cheiracanthiidae	Cheiracanthium erraticum	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Araneae	Cheiracanthiidae	Cheiracanthium virescens	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Araneae	Clubionidae	Clubiona reclusa	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Araneae	Clubionidae	Clubiona comta	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Araneae	Corinnidae	Phrurolithus festivus	Dispecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Araneae	Corinnidae	Phrurolithus minimus	Dispecific family	NOT COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Araneae	Cybaeidae	Argyroneta aquatica	Monospecific family	NOT COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Araneae	Dictynidae	Cicurina cicur	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Araneae	Dictynidae	Nigma walckenaeri	Availability	COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Araneae	Dysderidae	Dysdera crocata	Availability	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Araneae	Dysderidae	Dysdera erythrina	Availability	NOT COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Araneae	Eresidae	Eresus sandaliatus	Community survey	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Araneae	Gnaphosidae	Drassodes cupreus	Availability	NOT COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Araneae	Gnaphosidae	Zelotes latreillei	Availability	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Araneae	Hahniidae	Antistea elegans	Availability	NOT COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Araneae	Hahniidae	Hahnia montana	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Araneae	Linyphiidae	Stemonyphantes lineatus	Availability	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Araneae	Linyphiidae	Erigone atra	Community survey	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Araneae	Liocranidae	Agroeca brunnea	Availability	NOT COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Araneae	Liocranidae	Agroeca proxima	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Araneae	Lycosidae	Pardosa saltans	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Araneae	Lycosidae	Alopecosa fabrilis	Availability	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Araneae	Mimetidae	Ero cambridgei	Availability	NOT COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Araneae	Mimetidae	Ero furcata	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Araneae	Mysmenidae	Trogloneta granulum	Monospecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Araneae	Nesticidae	Nesticus cellulanus	Monospecific family	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Araneae	Oecobiidae	Oecobius navus	Monospecific family	NOT COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Araneae	Oonopidae	Oonops domesticus	Dispecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Araneae	Oonopidae	Oonops pulcher	Dispecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Araneae	Oxyopidae	Oxyopes heterophthalmus	Monospecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Araneae	Philodromidae	Philodromus aureolus	Availability	NOT COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Araneae	Philodromidae	Philodromus cespitum	Availability	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Araneae	Pholcidae	Pholcus phalangioides	Availability	COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Araneae	Pholcidae	Psilochorus simoni	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Araneae	Pisauridae	Dolomedes fimbriatus	Community survey	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Araneae	Pisauridae	Pisaura mirabilis	Community survey	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Araneae	Salticidae	Myrmarachne formicaria	Availability	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Araneae	Salticidae	Evarcha falcata	Availability	COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Araneae	Scytodidae	Scytodes thoracica	Monospecific family	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Araneae	Segestriidae	Segestria senoculata	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Araneae	Segestriidae	Segestria florentina	Availability	NOT COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Araneae	Sparassidae	Micrommata virescens	Monospecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Araneae	Tetragnathidae	Meta bourneti	Availability	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Araneae	Tetragnathidae	Tetragnatha montana	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Araneae	Theridiidae	Enoplognatha latimana	Community survey	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Araneae	Theridiidae	Parasteatoda tepidariorum	Community survey	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Araneae	Theridiosomatidae	Theridiosoma gemmosum	Monospecific family	NOT COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Araneae	Thomisidae	Diaea dorsata	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Araneae	Thomisidae	Misumena vatia	Availability	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Araneae	Uloboridae	Uloborus plumipes	Availability	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Araneae	Uloboridae	Hyptiotes paradoxus	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Araneae	Zodariidae	Zodarion italicum	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Araneae	Zodariidae	Zodarion fuscum	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Araneae	Zoridae	Zora spinimana	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Araneae	Zoridae	Zora nemoralis	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Araneae	Zoropsidae	Zoropsis spinimana	Monospecific family	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Opiliones	Assamiidae	Boeorix manducus	Monospecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Opiliones	Nemastomatidae	Nemastoma bimaculatum	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Opiliones	Nemastomatidae	Mitostoma chrysomelas	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Opiliones	Phalangiidae	Paroligolophus agrestis	Availability	COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Opiliones	Phalangiidae	Dicranopalpus ramosus	Availability	COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Opiliones	Phalangodidae	Scotolemon doriae	Monospecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Opiliones	Sabaconidae	Sabacon viscayanum	Monospecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Opiliones	Trogulidae	Anelasmocephalus cambridgei	Dispecific family	COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Opiliones	Trogulidae	Trogulus tricarinatus	Dispecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Pseudoscorpiones	Cheiridiidae	Cheiridium museorum	Monospecific family	NOT COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Pseudoscorpiones	Cheliferidae	Chelifer cancroides	Dispecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Pseudoscorpiones	Cheliferidae	Dactylochelifer latreillii	Dispecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Pseudoscorpiones	Chernetidae	Chernes cimicoides	Availability	COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Pseudoscorpiones	Chernetidae	Pselaphochernes scorpioides	Availability	COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Pseudoscorpiones	Chthoniidae	Chthonius ischnocheles	Community survey	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Pseudoscorpiones	Chthoniidae	Ephippiochthonius kewi 	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Pseudoscorpiones	Larcidae	Larca lata	Monospecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Pseudoscorpiones	Neobisiidae	Neobisium carcinoides	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Pseudoscorpiones	Neobisiidae	Roncus lubricus	Availability	NOT COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Pseudoscorpiones	Withiidae	Withius piger	Monospecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Scorpiones	Euscorpiidae	Euscorpius flavicaudis	Community survey	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
