family	genus	species	merged_genus_species	number_chromosomes	min_k	reference	ncbi_taxon_code	name	preferred_name_at_ncbi	taxid
Geometridae	Pseudoboarmia	punctinalis	Pseudoboarmia punctinalis	32	32	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Pseudoboarmia punctinalis	NA	NA
Geometridae	Psychophora	sabini frigidaria	Psychophora sabini frigidaria	29	29	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Psychophora sabini frigidaria	NA	NA
Geometridae	Selenia	lunaria	Selenia lunaria	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Selenia lunaria	NA	NA
Geometridae	Zonosoma	pendularia	Zonosoma pendularia	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Zonosoma pendularia	NA	NA
Gracilariidae	Gracilaria	elongella	Gracilaria elongella	29	29	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Gracilaria elongella	NA	NA
Hesperidae	Aegiale	alliae	Aegiale alliae	38	38	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Aegiale alliae	NA	NA
Hesperidae	Aegiale	aryxna	Aegiale aryxna	5	5	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Aegiale aryxna	NA	NA
Hesperidae	Aegiale	baueri	Aegiale baueri	15	15	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Aegiale baueri	NA	NA
Hesperidae	Aegiale	chisosensis	Aegiale chisosensis	18	18	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Aegiale chisosensis	NA	NA
Hesperidae	Aegiale	estelleae estelleae	Aegiale estelleae estelleae	9	9	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Aegiale estelleae estelleae	NA	NA
Hesperidae	Aegiale	estelleae valverdiensis	Aegiale estelleae valverdiensis	9	9	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Aegiale estelleae valverdiensis	NA	NA
Hesperidae	Aegiale	freemani	Aegiale freemani	15	15	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Aegiale freemani	NA	NA
Hesperidae	Aegiale	gilberti	Aegiale gilberti	21	21	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Aegiale gilberti	NA	NA
Hesperidae	Aegiale	mariae chinatiensis	Aegiale mariae chinatiensis	22	22	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Aegiale mariae chinatiensis	NA	NA
Hesperidae	Aegiale	mariae lajitaensis	Aegiale mariae lajitaensis	22	22	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Aegiale mariae lajitaensis	NA	NA
Hesperidae	Aegiale	mariae mariae	Aegiale mariae mariae	22	22	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Aegiale mariae mariae	NA	NA
Hesperidae	Aegiale	mariae rindgei	Aegiale mariae rindgei	22	22	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Aegiale mariae rindgei	NA	NA
Hesperidae	Aegiale	micheneri	Aegiale micheneri	20	20	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Aegiale micheneri	NA	NA
Hesperidae	Aegiale	neumoegeni florenceae	Aegiale neumoegeni florenceae	10	10	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Aegiale neumoegeni florenceae	NA	NA
Hesperidae	Aegiale	polingi	Aegiale polingi	10	10	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Aegiale polingi	NA	NA
Hesperidae	Aegiale	remingtoni	Aegiale remingtoni	9	9	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Aegiale remingtoni	NA	NA
Hesperidae	Alera	vulpina	Alera vulpina	27	27	Saura, A., Von Schuoltz, B., Saura, A., Brown, K. (2013) Chromosome evolution in Neotropical butterflies. Hereditas, 150: 26-37.	3	Alera vulpina	NA	NA
Hesperidae	Amblyscirtes	cassus	Amblyscirtes cassus	29	29	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Amblyscirtes cassus	NA	NA
Hesperidae	Arotis	derasa	Arotis derasa	28	28	Saura, A., Von Schuoltz, B., Saura, A., Brown, K. (2013) Chromosome evolution in Neotropical butterflies. Hereditas, 150: 26-37.	3	Arotis derasa	NA	NA
Hesperidae	Astraptes	longipennis	Astraptes longipennis	31	31	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Astraptes longipennis	NA	NA
Hesperidae	Augiades	venata	Augiades venata	13	13	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Augiades venata	NA	NA
Hesperidae	Bibasis	jain formosana	Bibasis jain formosana	31	31	Maeki, K. & Ae, S.A. (1968). Studies of the chromosomes of Formosan Rhopalocera 1. Papilionidae and Hesperiidae. Kontyu 36: 116–123.	3	Bibasis jain formosana	NA	NA
Hesperidae	Bibasis	jaina formosana	Bibasis jaina formosana	31	31	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Bibasis jaina formosana	NA	NA
Hesperidae	Butleria	quilla	Butleria quilla	29	29	Saura, A., Von Schuoltz, B., Saura, A., Brown, K. (2013) Chromosome evolution in Neotropical butterflies. Hereditas, 150: 26-37.	3	Butleria quilla	NA	NA
Hesperidae	Carcharodus	dravira	Carcharodus dravira	37–48	37	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Carcharodus dravira	NA	NA
Hesperidae	Carcharodus	stauderi ambiguus	Carcharodus stauderi ambiguus	30	30	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Carcharodus stauderi ambiguus	NA	NA
Hesperidae	Catia	otho	Catia otho	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Catia otho	NA	NA
Hesperidae	Chiomara	asychis georgina	Chiomara asychis georgina	31	31	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Chiomara asychis georgina	NA	NA
Hesperidae	Coeliades	anchises jucunda	Coeliades anchises jucunda	30	30	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Coeliades anchises jucunda	NA	NA
Hesperidae	Coeliades	ernesti	Coeliades ernesti	31	31	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Coeliades ernesti	NA	NA
Hesperidae	Coeliades	fervida	Coeliades fervida	23	23	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Coeliades fervida	NA	NA
Hesperidae	Coeliades	forestan arbogastes	Coeliades forestan arbogastes	31	31	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Coeliades forestan arbogastes	NA	NA
Hesperidae	Cynea	iquita	Cynea iquita	29	29	Saura, A., Von Schuoltz, B., Saura, A., Brown, K. (2013) Chromosome evolution in Neotropical butterflies. Hereditas, 150: 26-37.	3	Cynea iquita	NA	NA
Hesperidae	Daimio	tethys moorei	Daimio tethys moorei	30	30	Maeki, K. & Ae, S.A. (1968). Studies of the chromosomes of Formosan Rhopalocera 1. Papilionidae and Hesperiidae. Kontyu 36: 116–123.	3	Daimio tethys moorei	NA	NA
Hesperidae	Eagris	lucetia	Eagris lucetia	30	30	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Eagris lucetia	NA	NA
Hesperidae	Eagris	sabadius astoria	Eagris sabadius astoria	30	30	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Eagris sabadius astoria	NA	NA
Hesperidae	Enosis	immaculata immaculata	Enosis immaculata immaculata	29	29	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Enosis immaculata immaculata	NA	NA
Hesperidae	Entheus	priassus pralina	Entheus priassus pralina	22	22	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Entheus priassus pralina	NA	NA
Hesperidae	Epargyreus	barisses	Epargyreus barisses	31	31	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Epargyreus barisses	NA	NA
Hesperidae	Epargyreus	clavicornis tenda	Epargyreus clavicornis tenda	29–30	29	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Epargyreus clavicornis tenda	NA	NA
Hesperidae	Eretis	lugens	Eretis lugens	28	28	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Eretis lugens	NA	NA
Hesperidae	Erionota	thrax thrax	Erionota thrax thrax	29	29	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Erionota thrax thrax	NA	NA
Hesperidae	Erynnis	lucilus	Erynnis lucilus	31	31	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Erynnis lucilus	NA	NA
Hesperidae	Erynnis	tristis tatius	Erynnis tristis tatius	31	31	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Erynnis tristis tatius	NA	NA
Hesperidae	Euphyes	leptosema	Euphyes leptosema	28	28	Saura, A., Von Schuoltz, B., Saura, A., Brown, K. (2013) Chromosome evolution in Neotropical butterflies. Hereditas, 150: 26-37.	3	Euphyes leptosema	NA	NA
Hesperidae	Gegenes	gambica	Gegenes gambica	41	41	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Gegenes gambica	NA	NA
Hesperidae	Hesperia	alveus	Hesperia alveus	24	24	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Hesperia alveus	NA	NA
Hesperidae	Hesperia	malvae	Hesperia malvae	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Hesperia malvae	NA	NA
Hesperidae	Hesperia	onopordi	Hesperia onopordi	30	30	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Hesperia onopordi	NA	NA
Hesperidae	Hesperia	orbifer	Hesperia orbifer	30	30	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Hesperia orbifer	NA	NA
Hesperidae	Hesperia	sao	Hesperia sao	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Hesperia sao	NA	NA
Hesperidae	Hesperia	serratulae	Hesperia serratulae	30	30	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Hesperia serratulae	NA	NA
Hesperidae	Hylephila	fasciolata	Hylephila fasciolata	29	29	Saura, A., Von Schuoltz, B., Saura, A., Brown, K. (2013) Chromosome evolution in Neotropical butterflies. Hereditas, 150: 26-37.	3	Hylephila fasciolata	NA	NA
Hesperidae	Hylephila	signata	Hylephila signata	29	29	Saura, A., Von Schuoltz, B., Saura, A., Brown, K. (2013) Chromosome evolution in Neotropical butterflies. Hereditas, 150: 26-37.	3	Hylephila signata	NA	NA
Hesperidae	Lavatheria	lavatherae	Lavatheria lavatherae	30	30	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Lavatheria lavatherae	NA	NA
Hesperidae	Lychnuchus	celsus	Lychnuchus celsus	30	30	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Lychnuchus celsus	NA	NA
Hesperidae	Megathymus	coloradensis	Megathymus coloradensis	27	27	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Megathymus coloradensis	NA	NA
Hesperidae	Megathymus	coloradensis kendalli	Megathymus coloradensis kendalli	27	27	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Megathymus coloradensis kendalli	NA	NA
Hesperidae	Megathymus	coloradensis louiseae	Megathymus coloradensis louiseae	27	27	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Megathymus coloradensis louiseae	NA	NA
Hesperidae	Megathymus	coloradensis navajo	Megathymus coloradensis navajo	27	27	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Megathymus coloradensis navajo	NA	NA
Hesperidae	Megathymus	coloradensis reinthali	Megathymus coloradensis reinthali	27	27	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Megathymus coloradensis reinthali	NA	NA
Hesperidae	Megathymus	coloradensis reubeni	Megathymus coloradensis reubeni	27	27	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Megathymus coloradensis reubeni	NA	NA
Hesperidae	Megathymus	coloradensis stallingsi	Megathymus coloradensis stallingsi	27	27	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Megathymus coloradensis stallingsi	NA	NA
Hesperidae	Megathymus	coloradensis wilsonorum	Megathymus coloradensis wilsonorum	27	27	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Megathymus coloradensis wilsonorum	NA	NA
Hesperidae	Megathymus	yuccae buchholzi	Megathymus yuccae buchholzi	26	26	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Megathymus yuccae buchholzi	NA	NA
Hesperidae	Mimoniades	nurscia malis	Mimoniades nurscia malis	28	28	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Mimoniades nurscia malis	NA	NA
Hesperidae	Moeris	vopiscus	Moeris vopiscus	27	27	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Moeris vopiscus	NA	NA
Hesperidae	Nastra	vherminieri	Nastra vherminieri	30	30	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Nastra vherminieri	NA	NA
Hesperidae	Ocybadistes	walkeri sothis	Ocybadistes walkeri sothis	28	28	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Ocybadistes walkeri sothis	NA	NA
Hesperidae	Ocybadystes	walkeri sotis	Ocybadystes walkeri sotis	28	28	Maeki, K. & Ogata, M. (1971). A chromosomal study of eighteen species of butterflies from Australia (Lepidoptera, Rhopalocera). Kontyu 39: 7–14.	3	Ocybadystes walkeri sotis	NA	NA
Hesperidae	Pardaleodes	incerta	Pardaleodes incerta	17	17	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Pardaleodes incerta	NA	NA
Hesperidae	Pelopidas	conjucta conjucta	Pelopidas conjucta conjucta	16	16	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Pelopidas conjucta conjucta	NA	NA
Hesperidae	Pelopidas	lubricans	Pelopidas lubricans	16	16	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Pelopidas lubricans	NA	NA
Hesperidae	Pelopidas	pellucida	Pelopidas pellucida	16-18	16	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Pelopidas pellucida	NA	NA
Hesperidae	Phocides	polybius phanias	Phocides polybius phanias	16	16	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Phocides polybius phanias	NA	NA
Hesperidae	Poanes	hobomok hobomok	Poanes hobomok hobomok	29	29	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Poanes hobomok hobomok	NA	NA
Hesperidae	Poanes	themistocles	Poanes themistocles	29	29	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Poanes themistocles	NA	NA
Hesperidae	Poanes	vibex catilina	Poanes vibex catilina	29	29	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Poanes vibex catilina	NA	NA
Hesperidae	Poanes	vibex praeceps	Poanes vibex praeceps	27	27	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Poanes vibex praeceps	NA	NA
Hesperidae	Poanes	vibex vibex	Poanes vibex vibex	29	29	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Poanes vibex vibex	NA	NA
Hesperidae	Polites	vibex catilina	Polites vibex catilina	29	29	Saura, A., Von Schuoltz, B., Saura, A., Brown, K. (2013) Chromosome evolution in Neotropical butterflies. Hereditas, 150: 26-37.	3	Polites vibex catilina	NA	NA
Hesperidae	Polytremis	Iubricans taiwana	Polytremis Iubricans taiwana	16	16	Maeki, K. & Ae, S.A. (1968). Studies of the chromosomes of Formosan Rhopalocera 1. Papilionidae and Hesperiidae. Kontyu 36: 116–123.	3	Polytremis Iubricans taiwana	NA	NA
Hesperidae	Polytremis	mathiades	Polytremis mathiades	16	16	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Polytremis mathiades	NA	NA
Hesperidae	Pyrgus	bocchoris	Pyrgus bocchoris	30	30	Saura, A., Von Schuoltz, B., Saura, A., Brown, K. (2013) Chromosome evolution in Neotropical butterflies. Hereditas, 150: 26-37.	3	Pyrgus bocchoris	NA	NA
Hesperidae	Pyrgus	bolkariensis	Pyrgus bolkariensis	30	30	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Pyrgus bolkariensis	NA	NA
Hesperidae	Pyrgus	carlinae cirsii	Pyrgus carlinae cirsii	30	30	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Pyrgus carlinae cirsii	NA	NA
Hesperidae	Pyrgus	fides	Pyrgus fides	30	30	Saura, A., Von Schuoltz, B., Saura, A., Brown, K. (2013) Chromosome evolution in Neotropical butterflies. Hereditas, 150: 26-37.	3	Pyrgus fides	NA	NA
Hesperidae	Pyrrhopyge	charybdis	Pyrrhopyge charybdis	14	14	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Pyrrhopyge charybdis	NA	NA
Hesperidae	Reverdinus	stauderi ambigua	Reverdinus stauderi ambigua	30	30	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Reverdinus stauderi ambigua	NA	NA
Hesperidae	Sarangesa	phidyle	Sarangesa phidyle	29	29	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Sarangesa phidyle	NA	NA
Hesperidae	Tarsoctenus	praecia plutia	Tarsoctenus praecia plutia	15	15	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Tarsoctenus praecia plutia	NA	NA
Hesperidae	Tarsoctenus	praecia plutia Hesp	Tarsoctenus praecia plutia Hesp	15	15	Saura, A., Von Schuoltz, B., Saura, A., Brown, K. (2013) Chromosome evolution in Neotropical butterflies. Hereditas, 150: 26-37.	3	Tarsoctenus praecia plutia Hesp	NA	NA
Hesperidae	Telicota	ancilla horisha	Telicota ancilla horisha	29	29	Maeki, K. & Ae, S.A. (1968). Studies of the chromosomes of Formosan Rhopalocera 1. Papilionidae and Hesperiidae. Kontyu 36: 116–123.	3	Telicota ancilla horisha	NA	NA
Hesperidae	Telicota	colon stinga	Telicota colon stinga	29	29	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Telicota colon stinga	NA	NA
Hesperidae	Thanaos	tages	Thanaos tages	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Thanaos tages	NA	NA
Hesperidae	Theagenes	albiplaga	Theagenes albiplaga	31	31	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Theagenes albiplaga	NA	NA
Hesperidae	Thorybes	pylades pylades	Thorybes pylades pylades	31	31	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Thorybes pylades pylades	NA	NA
Hesperidae	Trina	geometrina geometrina	Trina geometrina geometrina	31	31	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Trina geometrina geometrina	NA	NA
Hesperidae	Tuttia	tessellum	Tuttia tessellum	30	30	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Tuttia tessellum	NA	NA
Hesperidae	Udranomia	spitzi	Udranomia spitzi	29	29	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Udranomia spitzi	NA	NA
Hesperidae	Urbanus	doryssus doryssus	Urbanus doryssus doryssus	14	14	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Urbanus doryssus doryssus	NA	NA
Hesperidae	Vettius	phyllus prona	Vettius phyllus prona	26	26	Saura, A., Von Schuoltz, B., Saura, A., Brown, K. (2013) Chromosome evolution in Neotropical butterflies. Hereditas, 150: 26-37.	3	Vettius phyllus prona	NA	NA
Hesperidae	Vettius	triangularis	Vettius triangularis	26	26	Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.	3	Vettius triangularis	NA	NA
Hesperidae	Zera	zera	Zera zera	34	34	Saura, A., Von Schuoltz, B., Saura, A., Brown, K. (2013) Chromosome evolution in Neotropical butterflies. Hereditas, 150: 26-37.	3	Zera zera	NA	NA
