"Order","Suborder","Family","species","Reproductive mode","Meioformula","Sex chromosome system","Ploidy level","B chromosomes","Notes","Citation","Ploidy","Chrnum","Haploid_autosome_num","Sex_chromosomes","estimated_haploid"
"Coleoptera","Adephaga","Carabidae","Brachinus longicornis","Sexual diplodiploidy","2n=32M","","NA","","","Galian,Ortiz,and Serrano (1990a)","2","32","","",""
"Coleoptera","Adephaga","Carabidae","Brachinus longicornis","Sexual diplodiploidy","2n=34M","","NA","","","Galian,Ortiz,and Serrano (1990a)","2","34","","",""
"Coleoptera","Adephaga","Carabidae","Brachinus pateri","Sexual diplodiploidy","2n=20M","","NA","","","Galian,Ortiz,and Serrano (1990a)","2","20","","",""
"Coleoptera","Adephaga","Carabidae","Brachinus pateri","Sexual diplodiploidy","2n=22M/2n=22F","","NA","","","Galian,Ortiz,and Serrano (1990a)","2/2","22/22","","",""
"Coleoptera","Adephaga","Carabidae","Brachinus pecoudi","Sexual diplodiploidy","2n=18M","","NA","","","Serrano and Yadav (1984)","2","18","","",""
"Coleoptera","Adephaga","Carabidae","Brachinus plagiatus","Sexual diplodiploidy","2n=32M","","NA","","","Serrano and Yadav (1984)","2","32","","",""
"Coleoptera","Adephaga","Carabidae","Brachinus sexmaculatus","Sexual diplodiploidy","2n=28M 13+XY","XY","NA","","","Serrano and Yadav (1984)","2","28","13","XY","14/14"
"Coleoptera","Adephaga","Carabidae","Brachinus variventris","Sexual diplodiploidy","2n=32M","","NA","","","Serrano and Yadav (1984)","2","32","","",""
"Coleoptera","Adephaga","Carabidae","Bradybaenus festivus","Sexual diplodiploidy","2n=37M 18+XO","XO","NA","","","Serrano and Yadav (1984)","2","37","18","XO","19/18"
"Coleoptera","Adephaga","Carabidae","Bradybaenus festivus","Sexual diplodiploidy","2n=36M 17+XY","XY","NA","","","Serrano and Yadav (1984)","2","36","17","XY","18/18"
"Coleoptera","Adephaga","Carabidae","Broscus glaber","","2n=30M","","NA","","","Serrano and Galian (1998)","2","30","","",""
"Coleoptera","Adephaga","Carabidae","Broscus rutilans","Sexual diplodiploidy","2n=30M","","NA","","","Serrano and Yadav (1984)","2","30","","",""
"Coleoptera","Adephaga","Carabidae","Calachroa sexpunctata","Sexual diplodiploidy","2n=23M 10+XXY","XXY","NA","","","Serrano and Yadav (1984)","2","23","10","XXY","12/11"
"Coleoptera","Adephaga","Carabidae","Calathus ambiguus chevrolati","Sexual diplodiploidy","2n=37M 18+XO","XO","NA","","","Serrano and Yadav (1984)","2","37","18","XO","19/18"
"Coleoptera","Adephaga","Carabidae","Calathus amplius","Sexual diplodiploidy","2n=36M","","NA","","","Serrano and Yadav (1984)","2","36","","",""
"Coleoptera","Adephaga","Carabidae","Calathus baeticus mateui","","2n=37M","","NA","","","Serrano and Galian (1998)","2","37","","",""
"Coleoptera","Adephaga","Carabidae","Calathus cf fuscipes","","2n=38M","","NA","","","Serrano and Galian (1998)","2","38","","",""
"Coleoptera","Adephaga","Carabidae","Calathus ciliatus","Sexual diplodiploidy","2n=37M","","NA","","","Serrano and Yadav (1984)","2","37","","",""
"Coleoptera","Adephaga","Carabidae","Calathus cogtus","","2n=37M","","NA","","","Serrano and Galian (1998)","2","37","","",""
"Coleoptera","Adephaga","Carabidae","Calathus dejeani hispanicus","Sexual diplodiploidy","2n=37M 18+XO","XO","NA","","","Serrano and Yadav (1984)","2","37","18","XO","19/18"
"Coleoptera","Adephaga","Carabidae","Calathus fuscipes fuscipes","Sexual diplodiploidy","2n=37M 18+XO","XO","NA","","","Serrano and Yadav (1984)","2","37","18","XO","19/18"
"Coleoptera","Adephaga","Carabidae","Calathus fuscipes graecus","Sexual diplodiploidy","2n=37M 18+XO","XO","NA","","","Serrano and Yadav (1984)","2","37","18","XO","19/18"
"Coleoptera","Adephaga","Carabidae","Calathus fuscipes graecus","Sexual diplodiploidy","2n=39M 19+XO","XO","NA","","","Serrano and Yadav (1984)","2","39","19","XO","20/19"
"Coleoptera","Adephaga","Carabidae","Calathus gratensis","Sexual diplodiploidy","2n=37M 18+XO","XO","NA","","","Serrano and Yadav (1984)","2","37","18","XO","19/18"
"Coleoptera","Adephaga","Carabidae","Calathus luctosus","","2n=38F","","NA","","","Serrano and Galian (1998)","2","38","","",""
"Coleoptera","Adephaga","Carabidae","Calathus rubricus","Sexual diplodiploidy","2n=36M 17+XY","XY","NA","","","Serrano and Yadav (1984)","2","36","17","XY","18/18"
"Coleoptera","Adephaga","Carabidae","Calathus rufocastaneus","Sexual diplodiploidy","2n=37M 18+XO","XO","NA","","","Serrano and Yadav (1984)","2","37","18","XO","19/18"
"Coleoptera","Adephaga","Carabidae","Calosoma beesoni","Sexual diplodiploidy","2n=28M/2n=28F 13+XY","XY","NA","","","Serrano and Yadav (1984)","2/2","28/28","13","XY","14/14"
"Coleoptera","Adephaga","Carabidae","Calosoma maderae indicum","Sexual diplodiploidy","2n=28M/2n=28F 13+XY","XY","NA","","","Serrano and Yadav (1984)","2/2","28/28","13","XY","14/14"
"Coleoptera","Adephaga","Carabidae","Calosoma maderae indigator","Sexual diplodiploidy","2n=28M 13+XY","XY","NA","","","Serrano and Galian (1998)","2","28","13","XY","14/14"
"Coleoptera","Adephaga","Carabidae","Calosoma orientale","Sexual diplodiploidy","2n=27M 13+XO","XO","NA","","","Serrano and Yadav (1984)","2","27","13","XO","14/13"
"Coleoptera","Adephaga","Carabidae","Carabus alpestris alpestris","Sexual diplodiploidy","2n=28M","","NA","","","Serrano and Yadav (1984)","2","28","","",""
"Coleoptera","Adephaga","Carabidae","Carabus alpestris hoppei","Sexual diplodiploidy","2n=28M","","NA","","","Serrano and Yadav (1984)","2","28","","",""
"Coleoptera","Adephaga","Carabidae","Carabus arcensis arcensis","Sexual diplodiploidy","2n=28M","","NA","","","Serrano and Yadav (1984)","2","28","","",""
"Coleoptera","Adephaga","Carabidae","Carabus auronitens auronitens","Sexual diplodiploidy","2n=28M 13+XY","XY","NA","","","Serrano and Yadav (1984)","2","28","13","XY","14/14"
"Coleoptera","Adephaga","Carabidae","Carabus auronitens festivus","Sexual diplodiploidy","2n=29M 14+XO","XO","NA","","","Weber (1966)","2","29","14","XO","15/14"
