"Phylum","Class","Order","Family","Genus","Species","2N","N","Reference"
"Arthropoda","Arachnida","Prostigmata","Pyemotidae","Pyemotes","Pediculoides ventricosus","6","3","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Prostigmata","Scutacaridae","Scutacaridae","Scutacaridae flechtmanni","6","3","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Prostigmata","Siteroptidae","Siteroptes","Pediculopsis graminum","6","3","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Prostigmata","Siteroptidae","Siteroptes","Siteroptes cerealium","6","3","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Prostigmata","Siteroptidae","Siteroptes","Siteroptes reniformis","6","3","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Prostigmata","Stigmaeidae","Agistemus","Agistemus camerounensis","4","2","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Prostigmata","Stigmaeidae","Agistemus","Agistemus exsertus","6","3","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Prostigmata","Stigmaeidae","Agistemus","Agistemus sanctiluciae","4","2","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Prostigmata","Stigmaeidae","Agistemus","Agistemus tranatalensis","6","3","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Prostigmata","Tenuipalpidae","Aegyptobia","Aegyptobia ephedrae","4","2","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Prostigmata","Tenuipalpidae","Aegyptobia","Aegyptobia thujae","4","2","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Prostigmata","Tenuipalpidae","Aegyptobia","Aegyptobia vannus","4","2","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Prostigmata","Tenuipalpidae","Brevipalpus","Brevipalpus pluchea","4","2","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Prostigmata","Tenuipalpidae","Brevipalpus","Brevipalpus spinosus","4","2","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Prostigmata","Tenuipalpidae","Cenopalpus","Cenopalpus lanceolatisetae","4","2","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Prostigmata","Tenuipalpidae","Dolichotetranychus","Dolichotetranychus summersi","4","2","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Prostigmata","Tetranychidae","Anatetranychus","Anatetranychus tephrosiae","6","3","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Prostigmata","Tetranychidae","Aponychus","Aponychus grandidieri","4","2","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Prostigmata","Tetranychidae","Duplanychus","Duplanychus ranjatoi","6","3","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Prostigmata","Tetranychidae","Eonychus","Eonychus curtisetosus","4","2","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Prostigmata","Tetranychidae","Eonychus","Eonychus grewiae","4","2","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Prostigmata","Tetranychidae","Eotetranychus","Eotetranychus ancora","6","3","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Prostigmata","Tetranychidae","Eotetranychus","Eotetranychus befandrianae","4","2","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Prostigmata","Tetranychidae","Eotetranychus","Eotetranychus friedmanni","6","3","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Prostigmata","Tetranychidae","Eotetranychus","Eotetranychus grandis","6","3","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Prostigmata","Tetranychidae","Eotetranychus","Eotetranychus paracybelus","6","3","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Prostigmata","Tetranychidae","Eotetranychus","Eotetranychus rinoreae","6","3","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Prostigmata","Tetranychidae","Eotetranychus","Eotetranychus roedereri","6","3","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Prostigmata","Tetranychidae","Eotetranychus","Eotetranychus sakalavensis","4","2","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Prostigmata","Tetranychidae","Eotetranychus","Eotetranychus tulearensis","4","2","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Prostigmata","Tetranychidae","Eurytetranychus","Eurytetranychus madagascariensis","6","3","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Prostigmata","Tetranychidae","Eutetranychus","Eutetranychus eliei","8","4","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Prostigmata","Tetranychidae","Neotetranychus","Neotetranychus rubi","14","7","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Prostigmata","Tetranychidae","Oligonychus","Oligonychus andrei","4","2","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Prostigmata","Tetranychidae","Oligonychus","Oligonychus bessardi","8","4","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Prostigmata","Tetranychidae","Oligonychus","Oligonychus chazeaui","8","4","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Prostigmata","Tetranychidae","Oligonychus","Oligonychus licinus","4","2","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Prostigmata","Tetranychidae","Oligonychus","Oligonychus monsarrati","8","4","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Prostigmata","Tetranychidae","Oligonychus","Oligonychus pratensis","8","4","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Prostigmata","Tetranychidae","Oligonychus","Oligonychus randriamasii","4","2","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Prostigmata","Tetranychidae","Oligonychus","Oligonychus virens","8","4","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Prostigmata","Tetranychidae","Porcupinychus","Porcupinychus insularis","8","4","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Prostigmata","Tetranychidae","Schizonobia","Schizonobia oudemansi","8","4","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Prostigmata","Tetranychidae","Schizonobia","Schizonobia sycophanta","8","4","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Prostigmata","Tetranychidae","Schizotetranychus","Schizotetranychus australis","12","6","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Prostigmata","Tetranychidae","Tenuipalpoides","Tenuipalpoides acaciae","6","3","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Prostigmata","Tetranychidae","Tetranychus","Tetranychus kaliphorae","6","3","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Prostigmata","Tetranychidae","Tetranychus","Tetranychus neocalendonicus","6","3","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Prostigmata","Tetranychidae","Tetranychus","Tetranychus panici","8","4","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Prostigmata","Tetranychidae","Tetranychus","Tetranychus roseus","8","4","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Prostigmata","Tetranychidae","Tetranychus","Tetranychus tumidus","12","6","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Prostigmata","Trombiculidae","Leptotrombidium","Leptotrombidium arenicola","28","14","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames; Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Prostigmata","Tydeidae","Tydeus","Tydeus caudatus","4","2","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Pseudoscorpiones","Chernetidae","Chelanops","Chelanops cyrneus","61,62","31","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Sarcoptiformes","Epidermoptidae","Myialges","Myialges pari","16","8","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Sarcoptiformes","Galumnidae","Orthogalumna","Orthogalumna terebrantis","18","9","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Scorpiones","Buthidae","Ananteris","Ananteris balzanii","12","6","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Scorpiones","Vaejovidae","Vaejovis","Vejovis boreus","100","50","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Trombidiformes","Arrenuridae","Arrenurus","Arrenurus caudatus","26","13","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Arachnida","Trombidiformes","Eupalopsellidae","Eupalopsellus","Eupalopsellus brevipilus","8","4","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Trombidiformes","Eupalopsellidae","Eupalopsellus","Eupalopsellus olearius","6","3","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Trombidiformes","Eupalopsellidae","Saniosulus","Saniosulus nudus","6","3","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Arachnida","Trombidiformes","Eylaidae","Eylais","Eylais mutila","6","3","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
