row_number	ncbi_taxid	phylum	subphylum	class	order	family	genus_species	common_name	c_value	chromosome_number	c_value_method	cell_type	standard_species	references
2642	NA	Echinodermata	Asterozoa	Stelleroidea	Forcipulatida	Asteriidae	Pisaster giganteus giganteus	Sea star	0.68	NA	BFA	S	SP	218
2647	NA	Echinodermata	Asterozoa	Stelleroidea	Ophiurida	Ophiothrichidae	Ophiothrix spinosum	Serpent star	2.2	NA	BFA	S	SP	218
1784	NA	Arthropoda	Chelicerata	Arachnida	Araneae	Agelenidae	Cicurina sp.	Funnel-web spider	5.36	NA	FIA	HE	GD	176
1785	NA	Arthropoda	Chelicerata	Arachnida	Araneae	Agelenidae	Coras sp.	Funnel-web spider	4.67	NA	FIA	HE	GD	176
1786	NA	Arthropoda	Chelicerata	Arachnida	Araneae	Agelenidae	Unidentified sp.1	Funnel-web spider	1.77	NA	FIA	HE	GD	176
1787	NA	Arthropoda	Chelicerata	Arachnida	Araneae	Agelenidae	Unidentified sp.2	Funnel-web spider	1.08	NA	FIA	HE	GD	176
1791	NA	Arthropoda	Chelicerata	Arachnida	Araneae	Anyphaenidae	Anyphaena pecterosa	Ghost spider	1.27	NA	FIA	HE	GD	176
1803	NA	Arthropoda	Chelicerata	Arachnida	Araneae	Araneidae	Hyposinga sp.	Orb-web spider	4.09	NA	FIA	HE	GD	176
1814	NA	Arthropoda	Chelicerata	Arachnida	Araneae	Gnaphosidae	Sergiolus sp.	Stealthy ground spider	1.59	NA	FIA	HE	GD	176
1817	NA	Arthropoda	Chelicerata	Arachnida	Araneae	Linyphiidae	Erigone sp.	Dwarf spider	1.87	NA	FIA	HE	GD	176
1822	NA	Arthropoda	Chelicerata	Arachnida	Araneae	Linyphiidae	Neriene sp.1	Sheetweb weaver	1.4	NA	FIA	HE	GD	176
1823	NA	Arthropoda	Chelicerata	Arachnida	Araneae	Linyphiidae	Neriene sp.2	Sheetweb weaver	2.06	NA	FIA	HE	GD	176
1826	NA	Arthropoda	Chelicerata	Arachnida	Araneae	Linyphiidae	Unidentified sp.	Sheetweb weaver	0.9	NA	FIA	HE	GD	176
1839	NA	Arthropoda	Chelicerata	Arachnida	Araneae	Lycosidae	Unidentified sp.	Wolf spider	4.18	NA	FIA	HE	GD	176
1929	NA	Arthropoda	Chelicerata	Arachnida	Trombidiformes	Unknown	Unidentified sp.	Red water mite	0.19	NA	FIA	SC	GD	575
709	NA	Arthropoda	Hexapoda	Insecta	Ephemeroptera	Ephemeridae	Unidentified sp.	Mayfly	0.69	NA	FCM	BR	DV	725
1827	NA	Arthropoda	Chelicerata	Arachnida	Araneae	Liphistiidae	Liphistius sp.	Trapdoor spider	2.8	NA	FD	HE	GD	732
1837	NA	Arthropoda	Chelicerata	Arachnida	Araneae	Lycosidae	Schizocosa sp.	Wolf spider	1.83	NA	FIA	HE	GD	176
1855	NA	Arthropoda	Chelicerata	Arachnida	Araneae	Salticidae	Habronattus viridepes	Jumping spider	5.54	NA	FIA	HE	GD	176
1856	NA	Arthropoda	Chelicerata	Arachnida	Araneae	Salticidae	Neon sp.	Jumping spider	2.52	NA	FIA	HE	GD	176
1860	NA	Arthropoda	Chelicerata	Arachnida	Araneae	Salticidae	Pelegrina sp.	Jumping spider	3.91	NA	FIA	HE	GD	176
1861	NA	Arthropoda	Chelicerata	Arachnida	Araneae	Salticidae	Pellenes sp.	Jumping spider	2.8	NA	FIA	HE	GD	176
1866	NA	Arthropoda	Chelicerata	Arachnida	Araneae	Salticidae	Phidippus whitmani	Jumping spider	1.98	NA	FIA	HE	GD	176
1883	NA	Arthropoda	Chelicerata	Arachnida	Araneae	Theridiidae	Latrodectus various	Northern black widow	1.07	NA	FIA	HE	GD	176
1884	NA	Arthropoda	Chelicerata	Arachnida	Araneae	Theridiidae	Rugathodes sp.	Cobweb weaver	3.17	NA	FIA	HE	GD	176
1891	NA	Arthropoda	Chelicerata	Arachnida	Araneae	Thomisidae	Ozyptila sp.	Leaflitter crab spider	2.3	NA	FIA	HE	GD	176
1901	NA	Arthropoda	Chelicerata	Arachnida	Araneae	Thomisidae	Xysticus sp.1	Ground crab spider	4.25	NA	FIA	HE	GD	176
1902	NA	Arthropoda	Chelicerata	Arachnida	Araneae	Thomisidae	Xysticus sp.2	Ground crab spider	2.27	NA	FIA	HE	GD	176
1526	NA	Arthropoda	Crustacea	Malacostraca	Amphipoda	Acanthogammaridae	Garjajewia cabanisi	Freshwater amphipod	10.57	NA	FIA	G	GD	721
1529	NA	Arthropoda	Crustacea	Malacostraca	Amphipoda	Acanthogammaridae	Palicarinus puzylli	Freshwater amphipod	5.64	NA	FIA	G	GD	721
1534	NA	Arthropoda	Crustacea	Malacostraca	Amphipoda	Aoridae	Arctolembos arcticus	Amphipod	16.09	NA	FCM	G	GD	651
1545	NA	Arthropoda	Crustacea	Malacostraca	Amphipoda	Eulimnogammaridae	Eulimnogammarus melanochlorus	Freshwater amphipod	4.22	NA	FIA	G	GD	721
1551	NA	Arthropoda	Crustacea	Malacostraca	Amphipoda	Eusiridae	Rachotropis aculeata	Amphipod	7.16	NA	FCM	G	GD	651
1554	NA	Arthropoda	Crustacea	Malacostraca	Amphipoda	Gammaridae	"Sp.1 (""Gammaridea sp."")"	Marine amphipod	1.58	NA	FD	WB	NS (V)	435
1555	NA	Arthropoda	Crustacea	Malacostraca	Amphipoda	Gammaridae	"Sp.2 (""Gammaridea sp."")"	Marine amphipod	3.8	NA	FD	WB	NS (V)	17
1556	NA	Arthropoda	Crustacea	Malacostraca	Amphipoda	Hyalellidae	Hyalella azteca (sp. A)	Amphipod	3.23	NA	FCM	WB	HA	745
1557	NA	Arthropoda	Crustacea	Malacostraca	Amphipoda	Hyalellidae	Hyalella azteca (sp. B)	Amphipod	1.76	NA	FCM	WB	HA	745
1558	NA	Arthropoda	Crustacea	Malacostraca	Amphipoda	Hyalellidae	Hyalella azteca (sp. C)	Amphipod	1.57	NA	FCM	WB	HA	745
1559	NA	Arthropoda	Crustacea	Malacostraca	Amphipoda	Hyalellidae	Hyalella azteca (sp. D)	Amphipod	2.61	NA	FCM	WB	HA	745
1560	NA	Arthropoda	Crustacea	Malacostraca	Amphipoda	Hyalidae	Apohyale crassipes	Amphipod	0.94	50	FCM	EM	GD	663
1562	NA	Arthropoda	Crustacea	Malacostraca	Amphipoda	Hyalidae	Hyale crassipes	Amphipod	0.96	50	FCM	EM	GD	645
1563	NA	Arthropoda	Crustacea	Malacostraca	Amphipoda	Hyalidae	Protohyale schmidti	Amphipod	1.05	22	FCM	EM	GD	663
1462	NA	Arthropoda	Crustacea	Copepoda	Calanoida	Clausocalanidae	Diaptomus forbesii	Calanoid copepod	3.81	NA	FD	EP	V	174
1463	NA	Arthropoda	Crustacea	Copepoda	Calanoida	Clausocalanidae	Diaptomus insularis	Calanoid copepod	1.91	NA	FD	EP	V	174
1465	NA	Arthropoda	Crustacea	Copepoda	Calanoida	Clausocalanidae	Diaptomus nudus	Calanoid copepod	3.33	NA	FD	EP	V	174
1469	NA	Arthropoda	Crustacea	Copepoda	Calanoida	Clausocalanidae	Hesperodiaptomus novemdecimus	Calanoid copepod	3.23	NA	FD	EP	V	578
1471	NA	Arthropoda	Crustacea	Copepoda	Calanoida	Clausocalanidae	Hesperodiaptomus sp.	Calanoid copepod	5.54	NA	FD	EP	V	174
1474	NA	Arthropoda	Crustacea	Copepoda	Calanoida	Clausocalanidae	Leptodiaptomus wilsonae	Calanoid copepod	3.25	NA	FD	EP	V	174
1486	NA	Arthropoda	Crustacea	Copepoda	Calanoida	Diaptomidae	Phyllodiaptomus sp.	Calanoid copepod	0.41	NA	FIA	WB	GD	796
1489	NA	Arthropoda	Crustacea	Copepoda	Calanoida	Temoridae	Eurytemora composita	Calanoid copepod	0.79	NA	FD	EP	V	174
1377	NA	Arthropoda	Crustacea	Branchiopoda	Cladocera	Daphniidae	Ctenodaphnia angulata	Water flea	0.36	NA	FD	EXP	V	34
1378	NA	Arthropoda	Crustacea	Branchiopoda	Cladocera	Daphniidae	Ctenodaphnia carinata	Water flea	0.26	NA	FD	EXP	V	36
1379	NA	Arthropoda	Crustacea	Branchiopoda	Cladocera	Daphniidae	Ctenodaphnia cephalata	Water flea	0.27	NA	FD	EXP	V	36
1380	NA	Arthropoda	Crustacea	Branchiopoda	Cladocera	Daphniidae	Ctenodaphnia exilis	Water flea	0.38	NA	FD	EXP	V	36
1381	NA	Arthropoda	Crustacea	Branchiopoda	Cladocera	Daphniidae	Ctenodaphnia longicephala	Water flea	0.27	NA	FD	EXP	V	36
1382	NA	Arthropoda	Crustacea	Branchiopoda	Cladocera	Daphniidae	Ctenodaphnia lumholtzi	Water flea	0.26	NA	FD	EXP	V	36
1388	NA	Arthropoda	Crustacea	Branchiopoda	Cladocera	Daphniidae	Ctenodaphnia magniceps	Water flea	0.3	NA	FD	EXP	V	36
1389	NA	Arthropoda	Crustacea	Branchiopoda	Cladocera	Daphniidae	Ctenodaphnia nivalis	Water flea	0.46	NA	FD	EXP	V	36
1390	NA	Arthropoda	Crustacea	Branchiopoda	Cladocera	Daphniidae	Ctenodaphnia projecta	Water flea	0.24	NA	FD	EXP	V	36
1391	NA	Arthropoda	Crustacea	Branchiopoda	Cladocera	Daphniidae	Ctenodaphnia salina	Water flea	0.4	NA	FD	EXP	V	36
1393	NA	Arthropoda	Crustacea	Branchiopoda	Cladocera	Daphniidae	Ctenodaphnia thomsoni	Water flea	0.21	NA	FD	EXP	V	36
1401	NA	Arthropoda	Crustacea	Branchiopoda	Cladocera	Daphniidae	Daphnia minnihaha	Water flea	0.28	NA	FD	EXP	V	36
1402	NA	Arthropoda	Crustacea	Branchiopoda	Cladocera	Daphniidae	Daphnia neo-obtusa	Water flea	0.42	NA	FD	EXP	V	36
1403	NA	Arthropoda	Crustacea	Branchiopoda	Cladocera	Daphniidae	Daphnia nevadensis	Water flea	0.39	NA	FD	EXP	V	34
1407	NA	Arthropoda	Crustacea	Branchiopoda	Cladocera	Daphniidae	Daphnia pilescens	Water flea	0.31	NA	FD	EXP	V	36
1422	NA	Arthropoda	Crustacea	Branchiopoda	Cladocera	Daphniidae	Hyalodaphnia dentifera	Water flea	0.36	NA	FD	EXP	V	36
1423	NA	Arthropoda	Crustacea	Branchiopoda	Cladocera	Daphniidae	Hyalodaphnia dubia	Water flea	0.35	NA	FD	EXP	V	36
1424	NA	Arthropoda	Crustacea	Branchiopoda	Cladocera	Daphniidae	Hyalodaphnia laevis	Water flea	0.32	NA	FD	EXP	V	36
1425	NA	Arthropoda	Crustacea	Branchiopoda	Cladocera	Daphniidae	Hyalodaphnia longiremis	Water flea	0.22	NA	FD	EXP	V	36
1426	NA	Arthropoda	Crustacea	Branchiopoda	Cladocera	Daphniidae	Hyalodaphnia longispina	Water flea	0.29	NA	FCM	WB	GD	257
1427	NA	Arthropoda	Crustacea	Branchiopoda	Cladocera	Daphniidae	Hyalodaphnia mendotae	Water flea	0.33	NA	FD	EXP	V	36
1428	NA	Arthropoda	Crustacea	Branchiopoda	Cladocera	Daphniidae	Hyalodaphnia thorata	Water flea	0.36	NA	FD	EXP	V	36
1496	NA	Arthropoda	Crustacea	Copepoda	Cyclopoida	Cyclopidae	Cyclops divulsus	Cyclopoid copepod	1.8	NA	FD	WB, S	GD	39
1512	NA	Arthropoda	Crustacea	Copepoda	Cyclopoida	Cyclopidae	Mesocyclops ruttneri	Cyclopoid copepod	0.73	NA	FD	SQ	GD, OM	567
1513	NA	Arthropoda	Crustacea	Copepoda	Cyclopoida	Cyclopidae	Mesocyclops woutersi	Cyclopoid copepod	0.38	NA	FD	SQ	GD, OM	567
1515	NA	Arthropoda	Crustacea	Copepoda	Cyclopoida	Oithonidae	Diothona culvata	Cyclopoid copepod	0.25	NA	FD	SQ	GD, OM	567
1602	NA	Arthropoda	Crustacea	Malacostraca	Decapoda	Alvinocarididae	Microcaris fortunata	Atlantic hydrothermal vent shrimp	9	NA	FD	NS	NS	112, 577
1607	NA	Arthropoda	Crustacea	Malacostraca	Decapoda	Atyidae	Antecaridina sp.	Shrimp	3.3	NA	FD	WB	NS (V)	17
1608	NA	Arthropoda	Crustacea	Malacostraca	Decapoda	Atyidae	Atya bisulcata	Shrimp	7.2	NA	FD	WB	NS (V)	17
1617	NA	Arthropoda	Crustacea	Malacostraca	Decapoda	Cambaridae	Cambarus sp.	Crayfish	5.64	NA	FD	WB	NS (V)	435
1623	NA	Arthropoda	Crustacea	Malacostraca	Decapoda	Cancridae	Cancer anthonyi	Yellow crab	1.72	NA	FD	WB	NS (V)	435
1631	NA	Arthropoda	Crustacea	Malacostraca	Decapoda	Crangonidae	Sclerocrangon ferox	Polar shrimp	40.89	NA	FCM	G	GD	659
1644	NA	Arthropoda	Crustacea	Malacostraca	Decapoda	Grapsidae	Unknown sp.	Grapsid crab	3.02	NA	FD	WB	NS (V)	435
1747	NA	Arthropoda	Crustacea	Malacostraca	Isopoda	Cirolanidae	Unknown sp.	Marine isopod	2.4	NA	FD	WB	NS (V)	17
1749	NA	Arthropoda	Crustacea	Malacostraca	Isopoda	Family	Unknown sp.	Terrestrial isopod	5.7	NA	FD	WB	NS (V)	17
1756	NA	Arthropoda	Crustacea	Malacostraca	Isopoda	Sphaeromatidae	Unknown sp.	Marine isopod	2.8	NA	FD	WB	NS (V)	17
1445	NA	Arthropoda	Crustacea	Cirripedia	Thoracica	Lepadidae	Unknown sp.	Goose barnacle	1.46	NA	FD	S	GD	324
1777	NA	Arthropoda	Crustacea	Ostracoda	Unknown	Unknown	Unknown sp.	Ostracode	1.03	NA	FD	EP	V	578
1116	NA	Arthropoda	Hexapoda	Insecta	Lepidoptera	Notodontidae	Unknown sp.	Prominent moth	0.46	NA	FIA	S	DM	177
1341	NA	Arthropoda	Hexapoda	Insecta	Orthoptera	Tridactylidae	Unknown sp.	Pygmy mole cricket	2.63	NA	FCM	BR	DV	725
4056	NA	Chordata	Vertebrata	Aves	Anseriformes	Anatidae	Unknown sp.	Goose	1.08	NA	BCA	RBC	GD	524
2103	NA	Porifera	NA	Demospongiae	Halichondrida	Dictyonellidae	Unknown sp.	Demosponge	0.04	NA	FIA	WB	GD	703
2905	NA	Annelida	NA	Polychaeta	Phyllodocida	Nereididae	Unknown sp.	Polychaete	1.45	NA	FD	S	GD	324
3055	NA	Annelida	NA	Polychaeta	Phyllodocida	Nereididae	Unknown sp.	Polychaete	1.45	NA	FD	S	GD	324
1989	NA	Platyhelminthes	NA	Turbellaria	Proseriata	Archimonocelidae	Unknown sp.	Flatworm	1.65	NA	FD	MC, PH, S	HS	314
2439	NA	Mollusca	NA	Cephalopoda	Teuthida	Loliginidae	Unknown sp.	Squid	4.5	NA	FD	S	GD	324
2163	NA	Porifera	NA	Demospongiae	Unknown	Unknown	Unknown sp.	Tube sponge	0.06	NA	FD	SC	GD	324
1646	NA	Arthropoda	Crustacea	Malacostraca	Decapoda	Hippolytidae	Bythocaris irene	Deep-sea shrimp	38.47	NA	FCM	G	GD	659
1649	NA	Arthropoda	Crustacea	Malacostraca	Decapoda	Leucosiidae	Randallia ornata	Purple globe crab	1.65	NA	FD	WB	NS (V)	435
1652	NA	Arthropoda	Crustacea	Malacostraca	Decapoda	Majidae	Libinia sp.1	Spider crab	4.55	NA	FD	WB	NS (V)	435
1653	NA	Arthropoda	Crustacea	Malacostraca	Decapoda	Majidae	Libinia sp.2	Spider crab	3.9	NA	FD	WB	NS (V)	17
1661	NA	Arthropoda	Crustacea	Malacostraca	Decapoda	Ocypodidae	Uca crennulata	Fiddler crab	1.96	NA	FD	WB	NS (V)	435
1664	NA	Arthropoda	Crustacea	Malacostraca	Decapoda	Ocypodidae	Uca sp.1	Fiddler crab	1.82	NA	FD	WB	NS (V)	435
1665	NA	Arthropoda	Crustacea	Malacostraca	Decapoda	Ocypodidae	Uca sp.2	Fiddler crab (smaller)	2.98	NA	FIA	HE	GD	575
1666	NA	Arthropoda	Crustacea	Malacostraca	Decapoda	Ocypodidae	Uca sp.3	Fiddler crab (larger)	4.01	NA	FIA	HE	GD	575
1667	NA	Arthropoda	Crustacea	Malacostraca	Decapoda	Oplophoridae	Hymenodora sp.	Atlantic deep-sea shrimp	38	NA	FD	NS	NS	112, 577
1685	NA	Arthropoda	Crustacea	Malacostraca	Decapoda	Palaemonidae	Palaemonetes sp.	Grass shrimp	10.42	NA	FIA	HE	GD	575
1694	NA	Arthropoda	Crustacea	Malacostraca	Decapoda	Penaeidae	Litopenaeus vanname	Pacific white shrimp	2.5	NA	FCM	HE	HS	84
1727	NA	Arthropoda	Crustacea	Malacostraca	Decapoda	Xanthidae	Neopanope sp.	Mud crab	2.66	NA	FD	WB	NS (V)	435
1741	NA	Arthropoda	Crustacea	Malacostraca	Euphausiacea	Euphausiidae	Thysanoessa sp.	Krill	12.52	NA	FIA	G	GD, OM	710
1742	NA	Arthropoda	Crustacea	Malacostraca	Euphausiacea	Euphausiidae	Thysanoessa sp.	Krill	12.77	NA	FCM	L	OM	710
1743	NA	Arthropoda	Crustacea	Malacostraca	Isopoda	Armadillidiidae	Armadillidium sp.	Pill bug	2.35	NA	FD	WB	NS (V)	435
1746	NA	Arthropoda	Crustacea	Malacostraca	Isopoda	Asellidae	Caecidotea racovitzae	Freshwater isopod	1.71	NA	FIA	HE	GD	575
1748	NA	Arthropoda	Crustacea	Malacostraca	Isopoda	Cymothoidae	Nerocila munda	Parasitic isopod	8.82	NA	FD	WB	NS (V)	435
1755	NA	Arthropoda	Crustacea	Malacostraca	Isopoda	Sphaeromatidae	Sphaeroma destructor	Marine isopod	6.79	NA	FD	WB	NS (V)	435
1759	NA	Arthropoda	Crustacea	Ostracoda	Podocopida	Candonidae	Candocyprinotus ovatus	Ostracode	0.8	NA	FD	EP	V	578
