institute	id_number	project	higher_group	family	genus	species	standard	buffer	mean1	mean2	cv1	cv2	ratio	ave_sample	ave_standard	gs_pg_2c_replicate	gs_pg_2c	gs_pg_1c	x1c_gbp	cv_sample	cv_standard	sd_r_sample	stdv_gs	measured_by	date	d_to_l_specimen_id	previous_estimate_2c_prime	comments_on_d_to_l_sample	x30	x31	x32	primary
RBGE	DMR221	DTOL	Angiosperm	Caryophyllaceae	Spergularia	media	<Solanum	GPB3%PVP	103.44	308.26	7.86	4.6	2.98	107.75	325.97	NA	0.66	0.33	0.32	6.51	3.56	0.041	NA	Sahr Mian	NA	NA	-	Endopolyploid	NA	NA	NA	1
RBGE	DMR224	DTOL	Angiosperm	Rosaceae	Prunus	spinosa	<Solanum	GPB3%PVP	207.11	297.14	4.91	4.23	1.435	213.59	304.07	NA	1.4	0.7	0.69	5.18	4.18	0.010	NA	Sahr Mian	NA	NA	1.30	NA	NA	NA	NA	1
RBGE	DMR225	DTOL	Angiosperm	Cyperaceae	Carex	paniculata	<Solanum	GPB3%PVP	135.05	296.85	4.78	4.25	2.198	138.71	304.27	NA	0.91	0.46	0.45	4.45	3.87	0.004	NA	Sahr Mian	NA	NA	0.76	NA	NA	NA	NA	1
RBGE	DMR231	DTOL	Angiosperm	Brassiaceae	Sinapis	arvensis	<Solanum	GPB3%PVP	200.87	332.73	3.74	3.1	1.656	200.91	334.53	NA	1.2	0.6	0.59	4.17	2.77	0.009	NA	Sahr Mian	NA	NA	0.76	polyploid	NA	NA	NA	1
RBGE	DMR220	DTOL	Angiosperm	Orchidaceae	Dactylorhiza	purpurella	>Pisum	GPB3%PVP	130.46	408.02	1.92	3.42	3.127	410.24	132.62	NA	28.12	14.06	13.75	3.51	2.17	0.039	NA	Sahr Mian	NA	NA	-	NA	NA	NA	NA	1
RBGE	DMR228	DTOL	Angiosperm	Poaceae	Arrhenatherum	elatius	>Pisum	GPB3%PVP	211.36	378.19	2.72	2.83	1.789	384.75	215.37	NA	16.24	8.12	7.94	2.61	2.54	0.005	NA	Sahr Mian	NA	NA	16.00	NA	NA	NA	NA	1
RBGE	DMR230	DTOL	Angiosperm	Asteraceae	Pilosella	officinarum	>Petro	GPB3%PVP	208.25	431.60	3.29	3.21	2.073	434.5	210.09	NA	9.31	4.65	4.55	3.11	3.36	0.004	NA	Sahr Mian	NA	NA	-	NA	NA	NA	NA	1
RBGE	DMR238	DTOL	Angiosperm	Cyperaceae	Eleocharis	palustris	>Pisum	GPB3%PVP	313.74	391.89	1.9	2.8	1.249	401.83	320.95	NA	11.38	5.69	5.57	2.69	1.82	0.003	NA	Sahr Mian	NA	NA	4.20	polyploid	NA	NA	NA	1
RBGE	DMR226	DTOL	Angiosperm	Rosaceae	Rosa	rugosa	<Petro	GPB3%PVP	96.91	366.90	5.14	2.69	3.78	97.6	371.35	NA	1.18	0.59	0.58	4.96	2.86	0.023	NA	Sahr Mian	NA	NA	1	NA	NA	NA	NA	1
RBGE	DMR232	DTOL	Angiosperm	Brassicaceae	Descurainia	sophia	<Oryza	GPB3%PVP	199.04	293.91	4.99	4.21	1.477	200.01	294.25	NA	0.68	0.34	0.33	4.71	3.86	0.005	NA	Sahr Mian	NA	NA	-	NA	NA	NA	NA	1
RBGE	DMR239	DTOL	Angiosperm	Caryophyllaceae	Silene	flos - cuculi	<Pisum	GPB3%PVP	137.53	213.56	2.81	2.4	1.553	139.33	216.06	NA	5.86	2.93	2.87	2.82	2.52	0.002	NA	Sahr Mian	NA	NA	-	NA	NA	NA	NA	1
RBGE	DMR240	DTOL	Angiosperm	Orchidaceae	Neottia	ovata	>Pisum	GPB3%PVP	109.91	479.06	3.22	2.35	4.359	482.97	111.62	NA	39.33	19.67	19.23	2.26	3.38	0.045	NA	Sahr Mian	NA	NA	34.63	NA	NA	NA	NA	1
RBGE	DMR214	DTOL	Angiosperm	Polygalaceae	Polygala	serpylifolia	<Solanum	GPB3%PVP	154.90	339.35	5.36	2.23	2.191	164.25	354.26	NA	0.93	0.46	0.45	4.62	2.28	0.029	NA	Sahr Mian	NA	NA	-	NA	NA	NA	NA	1
RBGE	DMR244	DTOL	Angiosperm	Poaceae	Glyceria	fluitans	>Solanum	GPB3%PVP	329.95	423.87	2.71	2.51	1.285	443.36	343.43	NA	2.58	1.29	1.26	2.73	2.84	0.006	NA	Sahr Mian	NA	NA	3.40	NA	NA	NA	NA	1
RBGE	DMR248	DTOL	Angiosperm	Cyperaceae	Carex	capillaris	<Solanum	GPB3%PVP	190.47	327.25	4.91	3.95	1.718	194.18	334.11	NA	1.16	0.58	0.57	4.89	3.77	0.005	NA	Sahr Mian	NA	NA	1	NA	NA	NA	NA	1
RBGE	DMR249	DTOL	Angiosperm	Brassicaceae	Draba	incana	<Solanum	GPB3%PVP	262.19	329.69	4.42	3.41	1.257	266.08	334.53	NA	1.59	0.8	0.78	4.4	3.51	0.001	NA	Sahr Mian	NA	NA	-	NA	NA	NA	NA	1
RBGE	DMR251	DTOL	Angiosperm	Cyperaceae	Eriphorum	vaginatum	<Solanum	GPB3%PVP	145.70	310.26	4.54	3.97	2.129	149.96	316.74	NA	0.95	0.47	0.46	4.41	3.89	0.017	NA	Sahr Mian	NA	NA	-	NA	NA	NA	NA	1
RBGE	DMR242	DTOL	Angiosperm	Poaceae	Schedonorus	arundinaceus	>Petro	GPB3%PVP	152.83	571.43	2.68	1.85	3.739	581.12	156.94	NA	16.66	8.33	8.15	1.81	2.54	0.039	NA	Sahr Mian	NA	NA	-	NA	NA	NA	NA	1
RBGE	DMR243	DTOL	Angiosperm	Poaceae	Phleum	pratense	>Petro	GPB3%PVP	216.20	433.08	2.84	2.73	2.006	439.98	220.5	NA	8.98	4.49	4.39	2.61	2.92	0.009	NA	Sahr Mian	NA	NA	8.30	NA	NA	NA	NA	1
RBGE	DMR245	DTOL	Angiosperm	Asteraceae	Crepis	paludosa	>Petro	GPB3%PVP	227.62	488.17	3.71	2.82	2.145	487.45	229.67	NA	9.55	4.78	4.67	2.71	3.31	0.022	NA	Sahr Mian	NA	NA	8.32	NA	NA	NA	NA	1
RBGE	DMR247	DTOL	Angiosperm	Juncaceae	Juncus	squarrosa	<Solanum	GPB3%PVP	120.78	323.47	3.42	2.41	2.678	124.37	329.94	NA	0.75	0.38	0.37	3.56	2.55	0.025	NA	Sahr Mian	NA	NA	-	NA	NA	NA	NA	1
RBGE	DMR246	DTOL	Angiosperm	Crassulaceae	Rhodiola	rosea	<Petro	GPB3%PVP	107.66	310.00	5.96	3.82	2.879	107.43	308.65	NA	1.57	0.78	0.77	5.72	3.54	0.008	NA	Sahr Mian	NA	NA	-	NA	NA	NA	NA	1
RBGE	DMR250	DTOL	Fern	Equisetaceae	Equisetum	fluviatale	>Pisum	GPB3%PVP	145.82	486.51	3.33	3.47	3.336	498.33	150.59	NA	30.08	15.04	14.71	3.22	3.34	0.036	NA	Sahr Mian	NA	NA	27	NA	NA	NA	NA	1
RBGE	SM50	DTOL	Angiosperm	Ranunculaceae	Aquilegia	vulgaris	<Solanum	GPB3%PVP	124.59	308.55	3.59	2.59	2.477	128.62	314.09	NA	0.82	0.41	0.4	3.8	2.67	0.032	NA	Sahr Mian	NA	NA	0.78	NA	NA	NA	NA	1
RBGK	IL2	DTOL	Angiosperm	Hypericaceae	Hypericum	hirsutum	<Solanum	GPB3%PVP	129.66	313.55	4.26	2.92	2.418	131.08	314.83	NA	0.83	0.42	0.41	4.58	2.98	0.017	NA	Sahr Mian	NA	NA	0.30	polyploid	NA	NA	NA	1
RBGK	SM53	DTOL	Angiosperm	Euphorbiaceae	Euphorbia	exigua	<Solanum	GPB3%PVP	238.99	329.13	3.52	2.94	1.377	245.19	335.15	NA	1.46	0.73	0.72	3.34	2.87	0.009	NA	Sahr Mian	NA	NA	-	NA	NA	NA	NA	1
RBGK	IL5	DTOL	Angiosperm	Poaceae	Brachypodium	pinnatum	<Solanum	GPB3%PVP	325.36	410.32	3.98	3.61	1.261	326.5	411.77	NA	1.59	0.79	0.78	4.3	3.66	0.000	NA	Sahr Mian	NA	NA	0.76	ployploid	NA	NA	NA	1
RBGK	SM54	DTOL	Angiosperm	Lamiaceae	Clinopodium	vulgare	<Solanum	GPB3%PVP	325.36	410.32	3.98	3.61	1.261	326.5	411.77	NA	1.59	0.79	0.78	4.3	3.66	0.000	NA	Sahr Mian	NA	NA	0.89	polyploid	NA	NA	NA	1
RBGK	SM57	DTOL	Angiosperm	Fabaceae	Lotus	pedunculatus	<Solanum	GPB3%PVP	176.31	304.86	4.19	2.23	1.729	178.7	308.36	NA	1.16	0.58	0.57	4.01	3.09	0.004	NA	Sahr Mian	NA	NA	0.78	triploid?	NA	NA	NA	1
RBGK	SM59	DTOL	Angiosperm	Scrophulariaceae	Scrophularia	nodosa	<Solanum	GPB3%PVP	259.62	330.01	3.46	2.7	1.271	257.73	327.23	NA	1.58	0.79	0.77	3.35	2.84	0.002	NA	Sahr Mian	NA	NA	1.19	NA	NA	NA	NA	1
RBGK	IL3	DTOL	Angiosperm	Euphorbiaceae	Euphorbia	helioscopia	<Petro	GPB3%PVP	165.14	338.82	4.21	2.29	2.052	169.62	346.89	NA	2.2	1.1	1.08	4.49	2.93	0.009	NA	Sahr Mian	NA	NA	-	NA	NA	NA	NA	1
RBGK	SM56	DTOL	Angiosperm	Poaceae	Deschampsia	cespitosa	>Petro	GPB3%PVP	208.90	437.50	1.87	1.57	2.094	441.77	211.91	NA	9.38	4.69	4.59	1.53	1.77	0.009	NA	Sahr Mian	NA	NA	10.43	NA	NA	NA	NA	1
RBGK	ARL1	DTOL	Angiosperm	Asteraceae	Jacobaea	erucifolia	<Pisum	GPB3%PVP	254.54	341.56	2.75	2.44	1.342	256.36	343.14	NA	6.79	3.4	3.32	2.67	2.39	0.004	NA	Sahr Mian	NA	NA	-	NA	NA	NA	NA	1
RBGK	IL4	DTOL	Angiosperm	Poaceae	Festuca	rubra	>Pisum	GPB3%PVP	248.61	357.68	2.54	3	1.439	356.84	247.83	NA	13.09	6.54	6.4	3.18	2.6	0.003	NA	Sahr Mian	NA	NA	13.68	NA	NA	NA	NA	1
RBGK	IL6	DTOL	Angiosperm	Primulaceae	Lysimachia	nummularia	<Pisum	GPB3%PVP	197.38	357.25	2.44	1.47	1.81	197.38	357.25	NA	5.02	2.51	2.46	2.44	1.47	#DIV/0!	NA	Sahr Mian	NA	NA	3.18	NA	NA	NA	NA	1
RBGK	SM55	DTOL	Angiosperm	Poaceae	Bromus	racemosus	>Pisum	GPB3%PVP	181.04	524.06	2.78	2.79	2.895	529.54	182.04	NA	26.44	13.22	12.93	2.97	3.17	0.004	NA	Sahr Mian	NA	NA	27	NA	NA	NA	NA	1
RBGK	SM58	DTOL	Angiosperm	Lamiaceae	Mentha	aquatica	<Pisum	GPB3%PVP	147.87	419.47	4.04	2.74	2.837	154.19	429.14	NA	3.27	1.63	1.6	3.84	2.76	0.046	NA	Sahr Mian	NA	NA	3.00	NA	NA	NA	NA	1
RBGK	SM60	DTOL	Angiosperm	Orchidaceae	Epipactis	purpurata	>Pisum	GPB3%PVP	110.68	365.96	2.92	2.92	3.307	368.62	113.16	NA	29.61	14.81	14.48	2.81	2.88	0.044	NA	Sahr Mian	NA	NA	-	NA	NA	NA	NA	1
RBGK	SM52	DTOL	Angiosperm	Ericaceae	Monotropa	hypopitys	>Allium	GBP3%PVP	211.63	412.45	3.02	2.79	1.949	417.08	214.88	NA	67.72	33.86	33.12	2.59	2.86	0.008	NA	Sahr Mian	NA	NA	-	NA	NA	NA	NA	1
RBGK	MC/SB001	DTOL	Fern	Ophioglossaceae	Ophioglossum	azoricum	>Allium	GBP3%PVP	195.35	388.02	3.23	3.62	1.986	397.74	201.27	NA	68.95	34.47	33.71	3.44	3.07	0.009	NA	Sahr Mian	NA	NA	-	NA	NA	NA	NA	1
RBGK	MC9406	DTOL	Angiosperm	Juncaceae	Juncus	conglomeratus	<Solanum	LB01	217.20	368.44	4.98	2.87	1.696	224.4	380.34	NA	1.17	0.58	0.57	4.83	2.98	0.011	NA	Nacho	21/07/2023	NA	-	NA	NA	NA	NA	1
RBGE	DMR253	DTOL	Angiosperm	Juncaceae	Juncus	conglomeratus	<Solanum	GPB3%PVP	113.90	365.53	3.83	2.71	3.209	116.73	374.11	NA	0.62	0.31	0.3	3.6	2.6	0.008	NA	Sahr Mian	NA	NA	-	NA	NA	NA	NA	1
RBGK	MC9404	DTOL	Angiosperm	Asteraceae	Tanacetum	parthenium	<Pisum	LB01	147.48	275.51	4.48	3.14	1.868	154.48	287.06	NA	4.89	2.45	2.39	4.12	2.82	0.022	NA	Nacho	21/07/2023	NA	-	NA	NA	NA	NA	1
RBGK	MC9408	DTOL	Angiosperm	Ranunculaceae	Ranunculus	flammula	>Pisum	LB01	271.92	397.15	3.63	4.05	1.461	408.58	280.34	NA	13.25	6.62	6.48	3.69	3.32	0.007	NA	Nacho	21/07/2023	NA	13.70	NA	NA	NA	NA	1
RBGK	MC9400	DTOL	Angiosperm	Adoxaceae	Sambucus	ebulus	>Pisum	OXPRO	161.24	427.43	3.68	4.01	2.651	453.57	170.13	NA	24.23	12.12	11.85	3.01	2.97	0.013	NA	Nacho	21/07/2023	NA	21.67	NA	NA	NA	NA	1
RBGK	MC9402	DTOL	Angiosperm	Apiaceae	Eryngium	maritimum	<Petro	LB01	176.49	288.07	3.85	5.15	1.632	183.15	297.37	NA	2.77	1.39	1.36	3.84	4.3	0.007	NA	Nacho	21/07/2023	NA	2.49	NA	NA	NA	NA	1
RBGK	MC9407	DTOL	Angiosperm	Ranunculaceae	Ranunculus	omiophyllus	>Petro	OXPRO	245.68	403.62	4.47	4.45	1.643	437.93	267.47	NA	7.37	3.68	3.6	4.17	4.25	0.019	NA	Nacho	21/07/2023	NA	-	NA	NA	NA	NA	1
RBGK	MC9405	DTOL	Angiosperm	Poaceae	Cynosurus	cristatus	>Petro	GPB3%PVP	274.37	409.80	4.37	4.09	1.494	460.46	309.55	NA	6.69	3.35	3.27	4.43	4.34	0.035	NA	Nacho	21/07/2023	NA	6.10	NA	NA	NA	NA	1
RBGK	MC9403	DTOL	Angiosperm	Onagraceae	Fuchsia	magellanica	<Pisum	LB01	250.96	503.01	4.1	2.04	2.004	262.77	516.13	NA	4.63	2.31	2.26	3.91	2.27	0.034	NA	Nacho	21/07/2023	NA	2.93	polyploid?	NA	NA	NA	1
RBGK	MC9409	DTOL	Angiosperm	Apiaceae	Anethum	foeniculum	>Solanum	OXPRO	244.48	398.55	4.2	4.39	1.63	405.3	246.88	NA	3.25	1.63	1.59	3.1	3.71	0.011	NA	Nacho	21/07/2023	NA	-	NA	NA	NA	NA	1
RBGK	MC9410	DTOL	Angiosperm	Asteraceae	Carlina	vulgaris	>Solanum	OXPRO	140.21	583.45	4.73	2.18	4.161	583.17	140.1	NA	8.24	4.12	4.03	2.12	4.78	0.006	NA	Nacho	21/07/2023	NA	7.77	NA	NA	NA	NA	1
RBGK	MC9401	DTOL	Angiosperm	Ericaceae	Erica	tetralix	<Petro	GPB3%PVP	130.51	541.07	3.84	2.44	4.146	133.65	556.6	NA	1.08	0.54	0.53	4	2.33	0.045	NA	Nacho	21/07/2023	NA	-	NA	NA	NA	NA	1
RBGE	DMR252	DTOL	Angiosperm	Ranunculaceae	Ranunculus	scleratus	>Petro	GPB3%PVP	305.33	497.69	2.62	2.37	1.63	514.66	318.31	NA	7.28	3.64	3.56	2.26	2.49	0.011	NA	Sahr Mian	NA	NA	-	NA	NA	NA	NA	1
RBGE	DMR255	DTOL	Angiosperm	Polygonaceae	Persicaria	amphibia	>Solanum	GPB3%PVP	213.87	429.24	3.24	3.72	2.007	445.85	224.35	NA	3.93	1.97	1.92	3.57	3.01	0.017	NA	Sahr Mian	NA	NA	-	NA	NA	NA	NA	1
RBGE	DMR255	DTOL	Angiosperm	Asteraceae	Jacobaea	vulgaris	>Solanum	GPB3%PVP	225.64	498.17	3.3	2.67	2.208	504.67	231.79	NA	4.31	2.16	2.11	2.47	3.13	0.029	NA	Sahr Mian	NA	NA	-	NA	NA	NA	NA	1
RBGE	DMR256	DTOL	Angiosperm	Orchidaceae	Coeloglossum	viride	>Pisum	GPB3%PVP	249.97	437.75	2.94	3.97	1.751	449.89	259.67	NA	15.75	7.87	7.7	3.86	2.89	0.018	NA	Sahr Mian	NA	NA	-	NA	NA	NA	NA	1
RBGK	MC9413	DTOL	Angiosperm	Caryophyllaceae	Sagina	nodosa	<Solanum	GPB3%PVP	186.27	318.12	3.89	3.64	1.708	192.03	326.63	NA	1.16	0.58	0.57	3.59	3.25	0.006	NA	Sahr Mian	NA	NA	-	NA	NA	NA	NA	1
RBGK	MC9411	DTOL	Angiosperm	Asteraceae	Filago	minima	<Solanum	GPB3%PVP	137.49	219.72	4.06	2.57	1.598	137.02	219.77	NA	1.23	0.62	0.6	4.23	2.41	0.008	NA	Sahr Mian	NA	NA	-	NA	NA	NA	NA	1
RBGK	MC9414	DTOL	Angiosperm	Onagraceae	Epilobium	brunnescens	<Solanum	GPB3%PVP	116.56	315.46	5.01	3.57	2.706	119.32	321.73	NA	0.73	0.37	0.36	4.84	3.36	0.014	NA	Sahr Mian	NA	NA	-	NA	NA	NA	NA	1
RBGK	MC9415	DTOL	Angiosperm	Lythraceae	Lythrum	hyssopifolia	<Solanum	GPB3%PVP	364.03	449.29	4.49	4.02	1.234	373.48	460.08	NA	1.61	0.8	0.79	3.76	3.46	0.003	NA	Sahr Mian	NA	NA	-	NA	NA	NA	NA	1
RBGK	MC9416	DTOL	Angiosperm	Cyperaceae	Cyperus	fuscus	<Solanum	GPB3%PVP	125.94	476.60	4.45	3.01	3.784	129.2	484.24	NA	0.53	0.26	0.26	4.21	2.84	0.031	NA	Sahr Mian	NA	NA	-	NA	NA	NA	NA	1
RBGK	MC9417	DTOL	Angiosperm	Asteraceae	Filago	lutescens	<Solanum	GPB3%PVP	314.19	417.22	2.71	2.53	1.328	321.83	424.47	NA	1.5	0.75	0.73	2.39	2.63	0.008	NA	Sahr Mian	NA	NA	1.39	NA	NA	NA	NA	1
RBGK	MC9413	DTOL	Angiosperm	Asteraceae	Gnaphalium	uliginosa	<Solanum	GPB3%PVP	174.72	413.08	4.4	2.8	2.364	177.98	424.35	NA	0.83	0.42	0.41	4.24	2.45	0.028	NA	Sahr Mian	NA	NA	-	NA	NA	NA	NA	1
RBGE	DMR263	DTOL	Angiosperm	Boraginaceae	Myosotis	alpestris	<Petro	GPB3%PVP	138.27	345.38	4.56	2.93	2.498	141.44	349.98	NA	1.82	0.91	0.89	4.39	2.82	0.021	NA	Sahr Mian	NA	NA	-	NA	NA	NA	NA	1
RBGE	DMR264	DTOL	Angiosperm	Rubiaceae	Galium	saxitile	<Petro	GPB3%PVP	234.97	334.38	3.26	2.53	1.423	236.87	334.29	NA	3.19	1.59	1.56	3.36	2.36	0.011	NA	Sahr Mian	NA	NA	2.90	NA	NA	NA	NA	1
RBGE	DMR262	DTOL	Angiosperm	Saxifragaceae	Micranthes	stellaris	<Solanum	GPB3%PVP	126.58	318.12	5.68	2.99	2.513	126.68	319.53	NA	0.78	0.39	0.38	5.6	2.87	0.008	NA	Sahr Mian	NA	NA	-	NA	NA	NA	NA	1
RBGE	DMR260	DTOL	Angiosperm	Asteraceae	Erigeron	borealis	<Petro	GPB3%PVP	254.27	349.86	3.52	2.68	1.376	256.4	351.99	3.27	3.28	1.64	1.6	3.29	2.53	0.004	0.009	Sahr Mian	NA	NA	-	NA	NA	NA	NA	1
RBGE	DMR258	DTOL	Angiosperm	Ranunculaceae	Ranunculus	penicillatus	>Petro	GPB3%PVP	225.66	403.65	2.87	2.34	1.789	412.56	232.26	8.05	7.99	4	3.91	2.75	2.76	0.013	0.058	Sahr Mian	NA	NA	9.80	NA	NA	NA	NA	1
RBGE	DMR261	DTOL	Angiosperm	Poaceae	Poa	alpina	>Petro	GPB3%PVP	323.70	485.19	2.47	2.43	1.499	490.98	327.67	6.74	6.74	3.37	3.3	2.25	2.34	0.001	0.004	Sahr Mian	NA	NA	-	NA	NA	NA	NA	1
RBGE	DMR259	DTOL	Angiosperm	Caryophllaceae	Cerastium	alpinum	>Solanum	GPB3%PVP	203.61	383.24	3.15	3.22	1.882	386.94	206.71	3.73	3.71	1.85	1.81	3.34	3.22	0.011	0.022	Sahr Mian	NA	NA	3.70	NA	NA	NA	NA	1
RBGE	DMR267	DTOL	Angiosperm	Plantaginaceae	Veronica	anagallis - aquatica	<Petro	GPB3%PVP	163.27	294.97	3.66	2.77	1.807	166.25	297.11	2.49	2.52	1.26	1.23	3.38	2.61	0.017	0.024	Sahr Mian	NA	NA	2.16	NA	NA	NA	NA	1
RBGE	DMR268	DTOL	Angiosperm	Apiaceae	Oenanthe	lachenallii	<Solanum	GPB3%PVP	252.25	342.51	4.08	2.74	1.358	258.69	350.89	1.46	1.46	0.73	0.71	4	2.65	0.005	0.005	Sahr Mian	NA	NA	-	NA	NA	NA	NA	1
RBGE	DMR266	DTOL	Angiosperm	Ranunculaceae	Ranunculus	lingua	>Allium	GBP3%PVP	279.75	421.40	3.15	2.85	1.508	423.85	281.61	52.56	52.51	26.26	25.68	2.93	3.28	0.003	0.058	Sahr Mian	NA	NA	50.20	NA	NA	NA	NA	1
RBGK	MC9421	DTOL	Angiosperm	Polygonaceae	Polygonum	maritimum	<Solanum	GPB3%PVP	174.86	323.91	3.95	3.85	1.852	179.38	331.24	1.07	1.07	0.54	0.52	4.29	3.74	0.008	0.005	Sahr Mian	NA	NA	1.01	NA	NA	NA	NA	1
RBGK	MC9420	DTOL	Angiosperm	Cyperaceae	Carex	pallescens	<Solanum	GPB3%PVP	157.63	326.31	3.06	2.05	2.07	160.02	332.88	0.96	0.95	0.48	0.47	3.05	2.21	0.010	0.005	Sahr Mian	NA	NA	0.78	NA	NA	NA	NA	1
RBGK	MC9422	DTOL	Angiosperm	Apiaceae	Silaum	Silaus	>Solanum	GPB3%PVP	173.61	564.08	3.29	2.41	3.249	574.5	177.45	6.43	6.41	3.21	3.13	2.36	2.99	0.012	0.024	Sahr Mian	NA	NA	-	NA	NA	NA	NA	1
RBGK	MC9418	DTOL	Angiosperm	Lamiaceae	Galeopsis	angustifolia	<Petro	GPB3%PVP	91.19	327.21	3.87	2.35	3.588	93.86	338.86	1.25	1.25	0.62	0.61	3.43	1.98	0.036	0.012	Sahr Mian	NA	NA	-	NA	NA	NA	NA	1
RBGK	MC9419	DTOL	Angiosperm	Asteraceae	Scorzonera	humilis	>Petro	GPB3%PVP	179.37	571.16	2.29	1.8	3.184	576.98	183.46	14.33	14.16	7.08	6.92	1.82	2.35	0.037	0.168	Sahr Mian	NA	NA	-	NA	NA	NA	NA	1
RBGK	MC9423	DTOL	Angiosperm	Lamiaceae	Ajuga	chamaepitys	<Petro	GPB3%PVP	219.92	433.24	3.48	2.68	1.97	223.18	437.84	2.28	2.29	1.15	1.12	3.47	2.8	0.183	0.011	Sahr Mian	NA	NA	2.04 (diff subsp.)	NA	NA	NA	NA	1
RBGK	MC9424	DTOL	Angiosperm	Poaceae	Leersia	oryzoides	<Petro	GPB3%PVP	182.91	413.19	3.81	3.22	2.259	186.63	417.89	1.99	2.01	1	0.98	3.98	3.24	0.017	0.015	Sahr Mian	NA	NA	1.84	NA	NA	NA	NA	1
RBGK	MC9425	DTOL	Angiosperm	Asteraceae	Hieracium	britannicum	>Petro	GPB3%PVP	171.71	542.69	3.49	2.83	3.16	548.56	175.84	14.22	14.04	7.02	6.87	2.78	3.25	0.039	0.175	Sahr Mian	NA	NA	-	Likely tetraploid	NA	NA	NA	1
RBGK	MC9427	DTOL	Angiosperm	Campanulaceae	Lobelia	urens	<Petro	GPB3%PVP	103.06	437.44	4.67	2.38	4.245	104.13	441.68	1.06	1.06	0.53	0.52	4.38	2.44	0.009	0.002	Sahr Mian	NA	NA	-	NA	NA	NA	NA	1
RBGK	MC9428	DTOL	Angiosperm	Primulaceae	Hottonia	palustris	<Petro	GPB3%PVP	187.39	420.41	4.03	2.51	2.244	190.63	427.98	2.01	2	1	0.98	4.43	3.1	0.002	0.002	Sahr Mian	NA	NA	-	NA	NA	NA	NA	1
RBGK	MC9429	DTOL	Angiosperm	Genitanaceae	Gentiana	pneumonanthe	>Petro	GPB3%PVP	166.63	384.85	3.56	3.55	2.31	390.14	170.06	10.39	10.32	5.16	5.05	3.36	3.23	0.016	0.068	Sahr Mian	NA	NA	-	NA	NA	NA	NA	1
RBGK	MC9430	DTOL	Angiosperm	Caryophyllaceae	Illecebrum	verticillatum	<Petro	GPB3%PVP	103.23	466.28	4.68	3.56	4.517	104.11	480.92	1.00	0.97	0.49	0.48	4.58	3.09	0.090	0.019	Sahr Mian	NA	NA	-	NA	NA	NA	NA	1
RBGK	MC9429	DTOL	Angiosperm	Alismataceae	Baldellia	ranunculoides	>Pisum	GPB3%PVP	139.50	421.39	3.13	3.54	3.021	425.62	140.32	27.46	27.57	13.79	13.48	3.53	3.36	0.011	0.099	Sahr Mian	NA	NA	-	NA	NA	NA	NA	1
RBGE	DMR270	DTOL	Angiosperm	Lamiaceae	Galeopsis	tetrahit	<Petro	GPB3%PVP	247.89	315.48	3.42	2.87	1.273	250.23	317.22	3.54	3.55	1.77	1.74	3.36	2.76	0.007	0.019	Sahr Mian	NA	NA	3.10	NA	NA	NA	NA	1
RBGE	DMR271	DTOL	Angiosperm	Juncaceae	Juncus	bufonius	<Petro	GPB3%PVP	168.67	399.29	4.49	2.96	2.367	174.04	406.84	1.90	1.92	0.96	0.94	4.03	2.59	0.027	0.022	Sahr Mian	NA	NA	2.60	NA	NA	NA	NA	1
RBGE	DMR269	DTOL	Angiosperm	Lamiaceae	Mentha	arvensis	>Solanum	GPB3%PVP	327.11	437.46	3.38	3.52	1.337	454.45	334.99	2.65	2.69	1.34	1.31	3.57	3.38	0.007	0.079	Sahr Mian	NA	NA	0.90	hexaploid	NA	NA	NA	1
RBGE	DMR272	DTOL	Angiosperm	Brassicaceae	Rorripa	palustris	<Solanum	GPB3%PVP	102.77	376.22	3.25	3.48	3.601	103.33	379.87	0.54	0.54	0.27	0.26	3.36	3.47	0.053	0.003	Sahr Mian	NA	NA	1.08	NA	NA	NA	NA	1
RBGE	DMR273	DTOL	Angiosperm	Cyperaceae	Bolboschoenus	maritimus	<Solanum	GPB3%PVP	110.38	343.98	5.26	3.46	3.116	111.55	351.45	0.64	0.63	0.31	0.31	5.36	3.36	0.032	0.006	Sahr Mian	NA	NA	-	NA	NA	NA	NA	1
RBGK	MC9435	DTOL	Angiosperm	Euphorbiaceae	Euphorbia	maculata	<Petro	GPB3%PVP	141.80	323.02	3.97	2.57	2.278	144.18	326.65	1.98	1.99	0.99	0.97	3.81	2.42	0.011	0.009	Sahr Mian	NA	NA	-	NA	NA	NA	NA	1
RBGK	MC9434	DTOL	Angiosperm	Polygonaceae	Fallopia	baldschuanica	<Petro	GPB3%PVP	226.57	299.20	4.52	3.53	1.321	226.49	298.36	3.41	3.42	1.71	1.67	4.12	3.5	0.003	0.008	Sahr Mian	NA	NA	2.00	NA	NA	NA	NA	1
RBGK	MC9431	DTOL	Angiosperm	Apiaceae	Hydrocotyle	ranunculoides	<Petro	GPB3%PVP	115.10	296.45	3.6	3.13	2.575	117.6	300.38	1.75	1.76	0.88	0.86	3.61	3.03	0.022	0.015	Sahr Mian	NA	NA	-	NA	NA	NA	NA	1
RBGK	MC9433	DTOL	Angiosperm	Malvaceae	Malva	sylvestris	<Petro	Galbraith	118.15	305.06	6.39	3.99	2.582	117.47	303.19	1.74	1.74	0.87	0.85	6.45	3.95	0.001	0.001	Sahr Mian	NA	NA	2.90	NA	NA	NA	NA	1
