species	taxid	comment	synonym	family	long_list	other_priority	family_representative
Mycoporum lacteum				Mycoporaceae	DTOL		
Ramularia ari				Mycosphaerellaceae	DTOL		
Ramularia didyma				Mycosphaerellaceae	DTOL		
Ramularia endophylla				Mycosphaerellaceae	DTOL	DTOL	DTOL
Ramularia rubella				Mycosphaerellaceae	DTOL	DTOL	DTOL
Mycotypha microspora				Mycotyphaceae	DTOL	DTOL	DTOL
Myriangium duriaei				Myriangiaceae	DTOL	DTOL	DTOL
Lophium mytilinum				Mytilinidiaceae	DTOL	DTOL	DTOL
Mytilinidion gemmigenum				Mytilinidiaceae	DTOL	DTOL	DTOL
Mytilinidion mytilinellum				Mytilinidiaceae	DTOL		
Taeniolella plantaginis				Mytilinidiaceae	DTOL		
Taeniolella stilbospora				Mytilinidiaceae	DTOL		
Oidiodendron griseum				Myxotrichaceae	DTOL		
Oidiodendron rhodogenum				Myxotrichaceae	DTOL	DTOL	DTOL
Oidiodendron tenuissimum				Myxotrichaceae	DTOL	DTOL	DTOL
Chlamydomyzium sphaericum				Myzocytiopsidaceae	DTOL	DTOL	DTOL
Myzocytiopsis bolata				Myzocytiopsidaceae	DTOL	DTOL	DTOL
Myzocytiopsis osiris				Myzocytiopsidaceae	DTOL		
Protascus subuliformis				Myzocytiopsidaceae	DTOL		
Leptorhaphis maggiana				Naetrocymbaceae	DTOL		
Tomasellia diffusa				Naetrocymbaceae	DTOL		
Tomasellia gelatinosa				Naetrocymbaceae	DTOL		
Leptorhaphis atomaria				Naetrocymbaceae	DTOL	DTOL	DTOL
Leptorhaphis epidermidis				Naetrocymbaceae	DTOL	DTOL	DTOL
Naohidea sebacea				Naohideaceae	DTOL	DTOL	DTOL
Dialonectria episphaeria				Nectriaceae	DTOL	DTOL	DTOL
Fusarium oxysporum				Nectriaceae	DTOL	DTOL	DTOL
Nectria cinnabarina				Nectriaceae	DTOL		
Neonectria coccinea				Nectriaceae	DTOL		
Neocallimastix patriciarum				Neocallimastigaceae	DTOL	DTOL	DTOL
Exochalara longissima				Neolauriomycetaceae	DTOL	DTOL	DTOL
Neozygites acaridis				Neozygitaceae	DTOL	DTOL	DTOL
Neozygites fresenii				Neozygitaceae	DTOL	DTOL	DTOL
Nephroma arcticum				Nephromataceae	DTOL		
Nephroma laevigatum				Nephromataceae	DTOL	DTOL	DTOL
Nephroma parile				Nephromataceae	DTOL	DTOL	DTOL
Nephroma resupinatum				Nephromataceae	DTOL		
Flagelloscypha minutissima				Niaceae	DTOL	DTOL	DTOL
Lachnella alboviolascens				Niaceae	DTOL		
Lachnella villosa				Niaceae	DTOL		
Merismodes anomala				Niaceae	DTOL	DTOL	DTOL
Melanopsamma pomiformis				Niessliaceae	DTOL		
Niesslia exilis				Niessliaceae	DTOL		
Niesslia exosporioides				Niessliaceae	DTOL	DTOL	DTOL
Niesslia ilicifolia				Niessliaceae	DTOL		
Trichosphaerella decipiens				Niessliaceae	DTOL	DTOL	DTOL
Acanthonitschkea tristis				Nitschkiaceae	DTOL	DTOL	DTOL
Nitschkia collapsa				Nitschkiaceae	DTOL		
Nitschkia cupularis				Nitschkiaceae	DTOL		
Nowakowskiella elegans				Nowakowskiellaceae	DTOL	DTOL	DTOL
Nowakowskiella delica				Nowakowskiellaceae	DTOL		
Nowakowskiella hemisphaerospora				Nowakowskiellaceae	DTOL		
Nowakowskiella profusa				Nowakowskiellaceae	DTOL		
Ochrolechia tartarea				Ochrolechiaceae	DTOL	DTOL	DTOL
Ochrolechia androgyna				Ochrolechiaceae	DTOL		
Ochrolechia parella				Ochrolechiaceae	DTOL		
Ochrolechia subviridis				Ochrolechiaceae	DTOL		
Ochrolechia turneri				Ochrolechiaceae	DTOL		
Oliveonia fibrillosa				Oliveoniaceae	DTOL	DTOL	DTOL
Oliveonia citrispora				Oliveoniaceae	DTOL		
Oliveonia nodosa				Oliveoniaceae	DTOL		
Oliveonia pauxilla				Oliveoniaceae	DTOL		
Leiolpidium agrostidis				Olpidiaceae	DTOL	DTOL	DTOL
Olpidium gregarium				Olpidiaceae	DTOL	DTOL	DTOL
Olpidium luxurians				Olpidiaceae	DTOL		
Olpidium pendulum				Olpidiaceae	DTOL		
Olpidiopsis saprolegniae				Olpidiopsidaceae	DTOL	DTOL	DTOL
Olpidiopsis fusiformis				Olpidiopsidaceae	DTOL	DTOL	DTOL
Gymnopus confluens				Omphalotaceae	DTOL		
Gymnopus dryophilus				Omphalotaceae	DTOL		
Gymnopus peronatus				Omphalotaceae	DTOL	DTOL	DTOL
Rhodocollybia butyracea				Omphalotaceae	DTOL	DTOL	DTOL
Rhodocollybia maculata				Omphalotaceae	DTOL		
Gymnopus fusipes				Omphalotaceae	DTOL		
Onygena equina				Onygenaceae	DTOL	DTOL	DTOL
Aphanoascus fulvescens				Onygenaceae	DTOL		
Onygena corvina				Onygenaceae	DTOL		
Onygena piligena				Onygenaceae	DTOL		
Malbranchea flava				Onygenaceae	DTOL		
Malbranchea graminicola				Onygenaceae	DTOL		
Malbranchea pulchella				Onygenaceae	DTOL		
Cresponea premnea				Opegraphaceae	DTOL	DTOL	DTOL
Opegrapha atra				Opegraphaceae	DTOL		
Opegrapha herbarum				Opegraphaceae	DTOL	DTOL	DTOL
Opegrapha xerica				Opegraphaceae	DTOL		
Ophiocordyceps forquignonii				Ophiocordycipitaceae	DTOL		
Polycephalomyces tomentosus				Ophiocordycipitaceae	DTOL		
Purpureocillium lilacinum				Ophiocordycipitaceae	DTOL		
Tolypocladium ophioglossoides				Ophiocordycipitaceae	DTOL	DTOL	DTOL
Ophioparma ventosa				Ophioparmaceae	DTOL	DTOL	DTOL
Hypocenomyce scalaris				Ophioparmaceae	DTOL		
Ophioparma lapponica				Ophioparmaceae	DTOL		
Fragosphaeria reniformis				Ophiostomataceae	DTOL		
Klasterskya acuum				Ophiostomataceae	DTOL	DTOL	DTOL
Ophiostoma novo-ulmi				Ophiostomataceae	DTOL	DTOL	DTOL
Ophiostoma piceae				Ophiostomataceae	DTOL		
Ophiostoma ulmi				Ophiostomataceae	DTOL		
Orbilia leucostigma				Orbiliaceae	DTOL	DTOL	DTOL
Orbilia auricolor				Orbiliaceae	DTOL		
Orbilia delicatula				Orbiliaceae	DTOL		
Orbilia sarraziniana				Orbiliaceae	DTOL		
Orbilia xanthostigma				Orbiliaceae	DTOL		
Oxyporus pearsonii				Oxyporaceae	DTOL		
Oxyporus populinus				Oxyporaceae	DTOL		
Pachnocybe ferruginea				Pachnocybaceae	DTOL	DTOL	DTOL
Pachnocybe albida				Pachnocybaceae	DTOL		
Pachnocybe grisea				Pachnocybaceae	DTOL		
Pannaria rubiginosa				Pannariaceae	DTOL	DTOL	DTOL
Pannaria conoplea				Pannariaceae	DTOL		
Pectenia plumbea				Pannariaceae	DTOL		
Protopannaria pezizoides				Pannariaceae	DTOL		
Paraglomus occultum				Paraglomeraceae	DTOL	DTOL	DTOL
Parasympodiella clarkii				Parasympodiellaceae	DTOL	DTOL	DTOL
Parmelia saxatilis				Parmeliaceae	DTOL	DTOL	DTOL
Evernia prunastri				Parmeliaceae	DTOL		
Hypogymnia physodes				Parmeliaceae	DTOL		
Parmelia sulcata				Parmeliaceae	DTOL		
Platismatia glauca				Parmeliaceae	DTOL		
Hemigrapha asteriscus				Parmulariaceae	DTOL	DTOL	DTOL
Hemigrapha atlantica				Parmulariaceae	DTOL	DTOL	DTOL
Dimeriella sacchari				Parodiopsidaceae	DTOL	DTOL	DTOL
Dimerium meliolicola				Parodiopsidaceae	DTOL	DTOL	DTOL
Lecanidion atratum				Patellariaceae	DTOL	DTOL	DTOL
Patellaria compressa				Patellariaceae	DTOL	DTOL	DTOL
Poetschia cratincola				Patellariaceae	DTOL		
Rhizodiscina lignyota				Patellariaceae	DTOL		
Tryblidaria melaxantha				Patellariaceae	DTOL		
Paxillus involutus				Paxillaceae	DTOL	DTOL	DTOL
Gyrodon lividus				Paxillaceae	DTOL		
Melanogaster ambiguus				Paxillaceae	DTOL		
Melanogaster broomeanus				Paxillaceae	DTOL		
Paxillus rubicundulus				Paxillaceae	DTOL		
Peltigera canina				Peltigeraceae	DTOL	DTOL	DTOL
Peltigera horizontalis				Peltigeraceae	DTOL		
Peltigera hymenina				Peltigeraceae	DTOL		
Peltigera membranacea				Peltigeraceae	DTOL		
Peltigera praetextata				Peltigeraceae	DTOL		
Peltula euploca				Peltulaceae	DTOL	DTOL	DTOL
Peniophora quercina				Peniophoraceae	DTOL	DTOL	DTOL
Peniophora cinerea				Peniophoraceae	DTOL		
Peniophora incarnata				Peniophoraceae	DTOL		
Peniophora limitata				Peniophoraceae	DTOL		
Peniophora lycii				Peniophoraceae	DTOL		
Asterostroma cervicolor				Peniophoraceae	DTOL		
Asterostroma laxum				Peniophoraceae	DTOL		
Scytinostroma ochroleucum				Peniophoraceae	DTOL		
Scytinostroma portentosum				Peniophoraceae	DTOL		
Vararia ochroleuca				Peniophoraceae	DTOL		
Bremia lactucae				Peronosporaceae	DTOL		
Hyaloperonospora parasitica				Peronosporaceae	DTOL	DTOL	DTOL
Peronospora ficariae				Peronosporaceae	DTOL	DTOL	DTOL
Peronospora ranunculi				Peronosporaceae	DTOL		
Pertusaria albescens				Pertusariaceae	DTOL	DTOL	DTOL
Pertusaria corallina				Pertusariaceae	DTOL		
Pertusaria leioplaca				Pertusariaceae	DTOL		
Pertusaria pertusa				Pertusariaceae	DTOL		
Pestalotiopsis guepinii				Pestalotiopsidaceae	DTOL	DTOL	DTOL
Pestalotiopsis disseminata				Pestalotiopsidaceae	DTOL		
Pestalotiopsis funerea				Pestalotiopsidaceae	DTOL		
Pestalotiopsis monochaetioides				Pestalotiopsidaceae	DTOL		
Pestalotiopsis sydowiana				Pestalotiopsidaceae	DTOL		
Peziza vesiculosa				Pezizaceae	DTOL	DTOL	DTOL
Peziza badia				Pezizaceae	DTOL		
Peziza repanda				Pezizaceae	DTOL		
Mollisina rubi				Pezizellaceae	DTOL	DTOL	DTOL
Phialina pseudopuberula				Pezizellaceae	DTOL		
Chalara affinis				Pezizellaceae	DTOL		
Pezizella alniella				Pezizellaceae	DTOL		
Phacidium lacerum				Phacidiaceae	DTOL	DTOL	DTOL
Cytotriplospora pini				Phacidiaceae	DTOL		
Bulgaria inquinans				Phacidiaceae	DTOL		
Phacidium multivalve				Phacidiaceae	DTOL		
Strasseria geniculata				Phacidiaceae	DTOL		
Phaeochora chamaeropis				Phaeochoraceae	DTOL	DTOL	DTOL
Phaeochora steinheilii				Phaeochoraceae	DTOL		
Lichenostigma alpinum				Phaeococcomycetaceae	DTOL	DTOL	DTOL
Lichenostigma maureri				Phaeococcomycetaceae	DTOL		
Neosetophoma samarorum				Phaeosphaeriaceae	DTOL		
Ophiobolus acuminatus				Phaeosphaeriaceae	DTOL	DTOL	DTOL
Phaeosphaeria vagans				Phaeosphaeriaceae	DTOL		
Phaeotrichum circinatum				Phaeotrichaceae	DTOL		
Trichodelitschia adelphica				Phaeotrichaceae	DTOL	DTOL	DTOL
Trichodelitschia bisporula				Phaeotrichaceae	DTOL		
Trichodelitschia microspora				Phaeotrichaceae	DTOL	DTOL	DTOL
Trichodelitschia munkii				Phaeotrichaceae	DTOL		
Phallus impudicus				Phallaceae	DTOL	DTOL	DTOL
Clathrus archeri				Phallaceae	DTOL		
Clathrus ruber				Phallaceae	DTOL		
Mutinus caninus				Phallaceae	DTOL		
Phallus hadriani				Phallaceae	DTOL		
Phanerochaete sordida				Phanerochaetaceae	DTOL	DTOL	DTOL
Phanerochaete velutina				Phanerochaetaceae	DTOL		
Bjerkandera adusta				Phanerochaetaceae	DTOL	DTOL	DTOL
Phleogena faginea				Phleogenaceae	DTOL	DTOL	DTOL
Helicogloea graminicola				Phleogenaceae	DTOL		
Helicogloea lagerheimii				Phleogenaceae	DTOL		
Hobsonia mirabilis				Phleogenaceae	DTOL		
Phlyctis agelaea				Phlyctidaceae	DTOL	DTOL	DTOL
Phlyctis argena				Phlyctidaceae	DTOL		
Phomatospora berkeleyi				Phomatosporaceae	DTOL	DTOL	DTOL
Phomatospora arenaria				Phomatosporaceae	DTOL		
Phomatospora coprophila				Phomatosporaceae	DTOL		
Phomatospora dinemasporium				Phomatosporaceae	DTOL		
Phomatospora endopteris				Phomatosporaceae	DTOL		
Phragmidium mucronatum				Phragmidiaceae	DTOL	DTOL	DTOL
Kuehneola uredinis				Phragmidiaceae	DTOL		
Phragmidium bulbosum				Phragmidiaceae	DTOL		
Phragmidium fragariae				Phragmidiaceae	DTOL		
Phragmidium violaceum				Phragmidiaceae	DTOL		
Phragmoxenidium mycophilum				Phragmoxenidiaceae	DTOL	DTOL	DTOL
Phycomyces nitens				Phycomycetaceae	DTOL	DTOL	DTOL
Phycomyces blakesleeanus				Phycomycetaceae	DTOL		
Spinellus chalybeus				Phycomycetaceae	DTOL		
Spinellus fusiger				Phycomycetaceae	DTOL		
Spinellus gigasporus				Phycomycetaceae	DTOL		
Phyllachora graminis				Phyllachoraceae	DTOL	DTOL	DTOL
Isothea rhytismoides				Phyllachoraceae	DTOL		
Phyllachora dactylidis				Phyllachoraceae	DTOL		
Phyllachora junci				Phyllachoraceae	DTOL		
Polystigma rubrum				Phyllachoraceae	DTOL		
Guignardia istriaca				Phyllostictaceae	DTOL	DTOL	DTOL
Phyllosticta impatientis				Phyllostictaceae	DTOL	DTOL	DTOL
Phyllosticta philoprina				Phyllostictaceae	DTOL		
Phyllosticta rhodorae				Phyllostictaceae	DTOL		
Guignardia aesculi				Phyllostictaceae	DTOL		
Armillaria gallica				Physalacriaceae	DTOL		
Armillaria mellea				Physalacriaceae	DTOL		
Flammulina velutipes				Physalacriaceae	DTOL		
Rhodotus palmatus				Physalacriaceae	DTOL	DTOL	DTOL
Craterium minutum				Physaridae	DTOL	DTOL	DTOL
Fuligo septica				Physaridae	DTOL		
Leocarpus fragilis				Physaridae	DTOL		
Physarum album				Physaridae	DTOL		
Physarum leucophaeum				Physaridae	DTOL	DTOL	DTOL
Phaeophyscia orbicularis				Physciaceae	DTOL		
Physcia adscendens				Physciaceae	DTOL		
Physcia aipolia				Physciaceae	DTOL	DTOL	DTOL
Physcia tenella				Physciaceae	DTOL	DTOL	DTOL
Rinodina oleae				Physciaceae	DTOL		
Physoderma maculare				Physodermataceae	DTOL	DTOL	DTOL
Physoderma alfalfae				Physodermataceae	DTOL		
Physoderma graminis				Physodermataceae	DTOL		
Physoderma pulposum				Physodermataceae	DTOL		
Physoderma vagans				Physodermataceae	DTOL		
Trichosporum chartaceum				Piedraiaceae	DTOL	DTOL	DTOL
Trichosporum murinum				Piedraiaceae	DTOL	DTOL	DTOL
Trichosporum symbioticum				Piedraiaceae	DTOL		
Pilobolus crystallinus				Pilobolaceae	DTOL	DTOL	DTOL
Pilobolus kleinii				Pilobolaceae	DTOL		
Pilobolus longipes				Pilobolaceae	DTOL		
Pilobolus oedipus				Pilobolaceae	DTOL		
Piptocephalis freseniana				Piptocephalidaceae	DTOL	DTOL	DTOL
Piptocephalis arrhiza				Piptocephalidaceae	DTOL		
Piptocephalis fimbriata				Piptocephalidaceae	DTOL		
Piptocephalis lepidula				Piptocephalidaceae	DTOL		
Syncephalis nodosa				Piptocephalidaceae	DTOL		
Placynthium nigrum				Placynthiaceae	DTOL	DTOL	DTOL
Placynthium flabellosum				Placynthiaceae	DTOL		
Placynthium garovaglii				Placynthiaceae	DTOL		
Placynthium lismorense				Placynthiaceae	DTOL		
Placynthium tremniacum				Placynthiaceae	DTOL		
Plasmodiophora brassicae				Plasmodiophoridae	DTOL	DTOL	DTOL
Ligniera junci				Plasmodiophoridae	DTOL		
Plasmodiophora alni				Plasmodiophoridae	DTOL		
Spongospora subterranea				Plasmodiophoridae	DTOL		
Achroomyces affinis				Platygloeaceae	DTOL	DTOL	DTOL
Achroomyces arrhytidiae				Platygloeaceae	DTOL		
Achroomyces henricii				Platygloeaceae	DTOL	DTOL	DTOL
Achroomyces insignis				Platygloeaceae	DTOL		
Achroomyces micrus				Platygloeaceae	DTOL		
Spermosporina aricola				Plectosphaerellaceae	DTOL	DTOL	DTOL
Verticillium albo-atrum				Plectosphaerellaceae	DTOL	DTOL	DTOL
Verticillium dahliae				Plectosphaerellaceae	DTOL		
Verticillium tricorpus				Plectosphaerellaceae	DTOL		
Pleomassaria siparia				Pleomassariaceae	DTOL	DTOL	DTOL
Asteromassaria macrospora				Pleomassariaceae	DTOL		
Splanchnonema argus				Pleomassariaceae	DTOL		
Splanchnonema foedans				Pleomassariaceae	DTOL		
Splanchnonema pupula				Pleomassariaceae	DTOL		
Alternaria alternata				Pleosporaceae	DTOL		
Alternaria tenuissima				Pleosporaceae	DTOL		
Lewia scrophulariae				Pleosporaceae	DTOL		
Pleuroascus nicholsonii				Pleuroascaceae	DTOL	DTOL	DTOL
Connersia rilstonei				Pleuroascaceae	DTOL		
Pleurostoma minimum				Pleurostomataceae	DTOL	DTOL	DTOL
Hohenbuehelia atrocoerulea				Pleurotaceae	DTOL	DTOL	DTOL
Pleurotus cornucopiae				Pleurotaceae	DTOL		
Pleurotus dryinus				Pleurotaceae	DTOL	DTOL	DTOL
Pleurotus ostreatus				Pleurotaceae	DTOL		
Pleurotus pulmonarius				Pleurotaceae	DTOL		
Pleurothecium recurvatum				Pleurotheciaceae	DTOL	DTOL	DTOL
Oculimacula acuformis				Ploettnerulaceae	DTOL		
Rhynchosporium secalis				Ploettnerulaceae	DTOL		
Pyrenopeziza revincta				Ploettnerulaceae	DTOL		
Ypsilina graminea				Ploettnerulaceae	DTOL		
Pluteus cervinus				Pluteaceae	DTOL	DTOL	DTOL
Pluteus chrysophaeus				Pluteaceae	DTOL		
Pluteus romellii				Pluteaceae	DTOL		
Pluteus salicinus				Pluteaceae	DTOL		
Volvariella gloiocephala				Pluteaceae	DTOL		
Pluteus pouzarianus				Pluteaceae	DTOL		
Abortiporus biennis				Podoscyphaceae	DTOL	DTOL	DTOL
Podoscypha multizonata				Podoscyphaceae	DTOL	DTOL	DTOL
Clypeococcum hypocenomycis				Polycoccaceae	DTOL		
Polycoccum marmoratum				Polycoccaceae	DTOL	DTOL	DTOL
Polycoccum microsticticum				Polycoccaceae	DTOL	DTOL	DTOL
Polycoccum peltigerae				Polycoccaceae	DTOL		
Polycoccum pulvinatum				Polycoccaceae	DTOL		
Daedaleopsis confragosa				Polyporaceae	DTOL	DTOL	DTOL
Polyporus leptocephalus				Polyporaceae	DTOL		
Polyporus squamosus				Polyporaceae	DTOL		
Trametes gibbosa				Polyporaceae	DTOL		
Trametes versicolor				Polyporaceae	DTOL	DTOL	DTOL
Ganoderma applanatum				Polyporaceae	DTOL		
Ganoderma australe				Polyporaceae	DTOL		
Ganoderma lucidum				Polyporaceae	DTOL		
Ganoderma pfeifferi				Polyporaceae	DTOL		
Ganoderma resinaceum				Polyporaceae	DTOL		
Datronia mollis				Polyporaceae	DTOL		
Dothidella ulmi				Polystomellaceae	DTOL	DTOL	DTOL
Porina aenea				Porinaceae	DTOL	DTOL	DTOL
Porina borreri				Porinaceae	DTOL	DTOL	DTOL
Porina coralloidea				Porinaceae	DTOL		
Porina leptalea				Porinaceae	DTOL		
Porina linearis				Porinaceae	DTOL		
Porotheleum fimbriatum				Porotheleaceae	DTOL	DTOL	DTOL
Porpidinia tumidula				Porpidiaceae	DTOL	DTOL	DTOL
Buerenia inundata				Protomycetaceae	DTOL	DTOL	DTOL
Protosporangium articulatum				Protosporangiidae	DTOL	DTOL	DTOL
Protosteliopsis fimicola				Protosteliida	DTOL	DTOL	DTOL
Protostelium mycophagum				Protosteliida	DTOL	DTOL	DTOL
Protothelenella corrosa				Protothelenellaceae	DTOL	DTOL	DTOL
Protothelenella sphinctrinoidella				Protothelenellaceae	DTOL	DTOL	DTOL
Protothelenella sphinctrinoides				Protothelenellaceae	DTOL		
Coprinellus micaceus				Psathyrellaceae	DTOL	DTOL	DTOL
Coprinopsis atramentaria				Psathyrellaceae	DTOL		
Parasola plicatilis				Psathyrellaceae	DTOL		
Psathyrella candolleana				Psathyrellaceae	DTOL		
Psathyrella piluliformis				Psathyrellaceae	DTOL		
Homophron spadiceum				Psathyrellaceae	DTOL	DTOL	DTOL
Pseudomassaria chondrospora				Pseudomassariaceae	DTOL	DTOL	DTOL
Pseudomassaria islandica				Pseudomassariaceae	DTOL		
Pseudomassaria sepincoliformis				Pseudomassariaceae	DTOL		
Pseudomassaria thistletonia				Pseudomassariaceae	DTOL		
Bryochiton monascus				Pseudoperisporiaceae	DTOL	DTOL	DTOL
Bryochiton perpusillus				Pseudoperisporiaceae	DTOL	DTOL	DTOL
Bryomyces microcarpus				Pseudoperisporiaceae	DTOL		
Raciborskiomyces peltigericola				Pseudoperisporiaceae	DTOL		
Wentiomyces sibiricus				Pseudoperisporiaceae	DTOL		
Coryneum kunzei				Pseudovalsaceae	DTOL		
Pseudovalsa longipes				Pseudovalsaceae	DTOL		
Pseudovalsa modonia				Pseudovalsaceae	DTOL		
Pseudovalsa umbonata				Pseudovalsaceae	DTOL		
Psilolechia lucida				Psilolechiaceae	DTOL	DTOL	DTOL
Psilolechia clavulifera				Psilolechiaceae	DTOL		
Psilolechia leprosa				Psilolechiaceae	DTOL		
Brianaria bauschiana				Psoraceae	DTOL	DTOL	DTOL
Brianaria lutulata				Psoraceae	DTOL	DTOL	DTOL
Protoblastenia calva				Psoraceae	DTOL		
Protoblastenia incrustans				Psoraceae	DTOL		
Protoblastenia rupestris				Psoraceae	DTOL		
Pterula gracilis				Pterulaceae	DTOL	DTOL	DTOL
Puccinia arenariae				Pucciniaceae	DTOL	DTOL	DTOL
Puccinia caricina				Pucciniaceae	DTOL	DTOL	DTOL
Puccinia lagenophorae				Pucciniaceae	DTOL		
Puccinia punctiformis				Pucciniaceae	DTOL		
Puccinia sessilis				Pucciniaceae	DTOL		
Pucciniastrum epilobii				Pucciniastraceae	DTOL	DTOL	DTOL
Melampsoridium betulinum				Pucciniastraceae	DTOL		
Milesina kriegeriana				Pucciniastraceae	DTOL		
Milesina scolopendrii				Pucciniastraceae	DTOL		
Naohidemyces vacciniorum				Pucciniastraceae	DTOL		
Pycnora xanthococca				Pycnoraceae	DTOL	DTOL	DTOL
Pyrenidium actinellum				Pyrenidiaceae	DTOL	DTOL	DTOL
Pyrenidium hetairizans				Pyrenidiaceae	DTOL		
Pyrenula nitida				Pyrenulaceae	DTOL	DTOL	DTOL
Pyrenula chlorospila				Pyrenulaceae	DTOL		
Pyrenula dermatodes				Pyrenulaceae	DTOL		
Pyrenula macrospora				Pyrenulaceae	DTOL		
Pyrenula occidentalis				Pyrenulaceae	DTOL		
Pyricularia lauri				Pyriculariaceae	DTOL	DTOL	DTOL
Aleuria aurantia				Pyronemataceae	DTOL	DTOL	DTOL
Cheilymenia granulata				Pyronemataceae	DTOL		
Otidea alutacea				Pyronemataceae	DTOL		
Otidea onotica				Pyronemataceae	DTOL	DTOL	DTOL
Scutellinia scutellata				Pyronemataceae	DTOL		
Globisporangium intermedium				Pythiaceae	DTOL	DTOL	DTOL
Globisporangium irregulare				Pythiaceae	DTOL		
Globisporangium paroecandrum				Pythiaceae	DTOL	DTOL	DTOL
Globisporangium ultimum				Pythiaceae	DTOL		
Pythium oligandrum				Pythiaceae	DTOL		
Pythiogeton utriforme				Pythiogetonaceae	DTOL	DTOL	DTOL
Pyxidiophora asterophora				Pyxidiophoraceae	DTOL	DTOL	DTOL
Pyxidiophora grovei				Pyxidiophoraceae	DTOL	DTOL	DTOL
Pyxidiophora microspora				Pyxidiophoraceae	DTOL		
Pyxidiophora petchii				Pyxidiophoraceae	DTOL		
Pyxidiophora spinulorostrata				Pyxidiophoraceae	DTOL		
Quambalaria cyanescens				Quambalariaceae	DTOL	DTOL	DTOL
Radulomyces confluens				Radulomycetaceae	DTOL	DTOL	DTOL
Aphanobasidium filicinum				Radulomycetaceae	DTOL		
Aphanobasidium pseudotsugae				Radulomycetaceae	DTOL		
Radulomyces molaris				Radulomycetaceae	DTOL		
Bilimbia sabuletorum				Ramalinaceae	DTOL	DTOL	DTOL
Cliostomum griffithii				Ramalinaceae	DTOL	DTOL	DTOL
Lecania erysibe				Ramalinaceae	DTOL		
Ramalina farinacea				Ramalinaceae	DTOL		
Toninia aromatica				Ramalinaceae	DTOL		
Ramboldia cinnabarina				Ramboldiaceae	DTOL	DTOL	DTOL
Ramboldia insidiosa				Ramboldiaceae	DTOL	DTOL	DTOL
Nyssopsora echinata				Raveneliaceae	DTOL	DTOL	DTOL
Triphragmium filipendulae				Raveneliaceae	DTOL	DTOL	DTOL
Triphragmium ulmariae				Raveneliaceae	DTOL		
Requienella seminuda				Requienellaceae	DTOL	DTOL	DTOL
Reticularia lycoperdon				Reticulariidae	DTOL	DTOL	DTOL
Lycogala epidendrum				Reticulariidae	DTOL		
Lycogala terrestre				Reticulariidae	DTOL		
Reticularia lobata				Reticulariidae	DTOL		
Rhamphospora nymphaeae				Rhamphosporaceae	DTOL	DTOL	DTOL
Araiospora pulchra				Rhipidiaceae	DTOL	DTOL	DTOL
Mindeniella spinospora				Rhipidiaceae	DTOL	DTOL	DTOL
Rhipidium americanum				Rhipidiaceae	DTOL		
Rhipidium parthenosporum				Rhipidiaceae	DTOL		
Sapromyces elongatus				Rhipidiaceae	DTOL		
Rhizina undulata				Rhizinaceae	DTOL	DTOL	DTOL
Rhizocarpon geographicum				Rhizocarpaceae	DTOL	DTOL	DTOL
Rhizocarpon lavatum				Rhizocarpaceae	DTOL		
Rhizocarpon petraeum				Rhizocarpaceae	DTOL		
Rhizocarpon reductum				Rhizocarpaceae	DTOL		
Rhizocarpon richardii				Rhizocarpaceae	DTOL		
Rhizophlyctis rosea				Rhizophlyctidaceae	DTOL	DTOL	DTOL
Rhizophlyctis ingoldii				Rhizophlyctidaceae	DTOL		
Rhizophlyctis petersenii				Rhizophlyctidaceae	DTOL		
Rhizophydium elyense				Rhizophydiaceae	DTOL	DTOL	DTOL
Rhizophydium gibbosum				Rhizophydiaceae	DTOL	DTOL	DTOL
Rhizophydium keratinophilum				Rhizophydiaceae	DTOL		
Rhizophydium stipitatum				Rhizophydiaceae	DTOL		
Rhizophydium ubiquetum				Rhizophydiaceae	DTOL		
Rhizopus sexualis				Rhizopodaceae	DTOL	DTOL	DTOL
Rhizopus stolonifer				Rhizopodaceae	DTOL		
Rhizopogon luteolus				Rhizopogonaceae	DTOL	DTOL	DTOL
Rhizopogon defectus				Rhizopogonaceae	DTOL		
Rhizopogon ochraceorubens				Rhizopogonaceae	DTOL		
Rhizopogon roseolus				Rhizopogonaceae	DTOL		
Rhizopogon villosulus				Rhizopogonaceae	DTOL		
Tetragoniomyces uliginosus				Rhynchogastremaceae	DTOL	DTOL	DTOL
Rhytisma acerinum				Rhytismataceae	DTOL	DTOL	DTOL
Colpoma quercinum				Rhytismataceae	DTOL		
Hypoderma rubi				Rhytismataceae	DTOL		
Lophodermium pinastri				Rhytismataceae	DTOL		
Rickenella fibula				Rickenellaceae	DTOL	DTOL	DTOL
Cotylidia pannosa				Rickenellaceae	DTOL		
Contumyces rosellus				Rickenellaceae	DTOL		
Peniophorella guttulifera				Rickenellaceae	DTOL		
Alloclavaria purpurea				Rickenellaceae	DTOL		
Cotylidia undulata				Rickenellaceae	DTOL		
Resinicium furfuraceum				Rickenellaceae	DTOL		
Peniophorella praetermissa				Rickenellaceae	DTOL		
Peniophorella pubera				Rickenellaceae	DTOL		
Resinicium bicolor				Rickenellaceae	DTOL		
Dendrographa decolorans				Roccellaceae	DTOL	DTOL	DTOL
Enterographa crassa				Roccellaceae	DTOL	DTOL	DTOL
Lecanactis abietina				Roccellaceae	DTOL		
Pseudoschismatomma rufescens				Roccellaceae	DTOL		
Roccella phycopsis				Roccellaceae	DTOL		
