Institute	ID Number	Project	Higher Group	Family	Genus	Species	Standard	Buffer	mean1	mean2	cv1	cv2	ratio	ave.sample	ave.standard	GS (2C)	GS (1C)	1C/Gbp	cv.sample	cv.standard	SD(R).sample	measured by	Date	DToL Specimen ID	Previous estimate (2C) (prime*)	Comments on DToL sample					
RBGK	MC9091	DTOL	Monilophyte	Aspleniaceae	Asplenium	ruta - muraria	>Pisum	OXPRO	225.97	323.84	3.02	3.96	1.433	343.5433333	238.87	13.07	6.54	6.39	3.82	3.45	0.009	Sahr Mian	8/9/2020	KDTOL10097	13.40 (2015)*  16.94  (2010)	Sanger - low DNA yield					
RBGK	MC9092	DTOL	Monilophyte	Polipodiaceae	Polypodium	vulgare	>Allium	GPB3%PVPBmet	303.41	397.32	2.34	2.39	1.310	405.47	307.4966667	46.01	23.00	22.50	2.51	2.46	0.013	Sahr Mian	8/9/2020	KDTOL10098	29 (2003)* 39.73 (2013)	Potential triploid					
RBGK	MC9093	DTOL	Angiosperm	Ranunculaceae	Clematis	vitalba	<Allium	OXPRO	148.4	274.67	5.47	1.93	1.387	153.8666667	281.2633333	19.09	9.54	9.33	5.77	2.58	0.248	Sahr Mian	7/9/2020	KDTOL10099	16.81 (2013)* 18.10 (1984)	All buffers tried, degraded sample.					
RBGK	MC9094	DTOL	Angiosperm	Rubiaceae	Galium	aparine	>Oryza	OXPRO	190.83	412.21	3.29	2.97	2.160	446.8733333	207.17	2.16	1.08	1.05	2.84	3.50	0.007	Sahr Mian	7/9/2020	KDTOL10100	2.9 (2012)* 3.75( Zonneveld 2005)						
RBGK	MC9095	DTOL	Angiosperm	Balsaminaceae	Impatiens	glandulifera	<Petro	GPB3%PVPBmet	159.58	357.32	3.53	2.85	2.239	165.9833333	365.5366667	2.04	1.02	1.00	3.30	2.50	0.037	Sahr Mian	7/9/2020	KDTOL10101	2.3 (1989)*  1.90 (2010)						
RBGK	MC9096	DTOL	Angiosperm	Scrophulariaceae	Buddleja	davidii	<Petro	GPB3%PVPBmet	192.35	273.57	3.2	3.13	1.422	197.77	281.74	3.16	1.58	1.54	2.79	2.44	0.004	Sahr Mian	7/9/2020	KDTOL10102	2.74 (2009)* 2.90 (2005)  3.10 (2012)						
RBGK	MC9097	DTOL	Angiosperm	Sapindaceae	Acer	campastre	<Petro	GPB3%PVPBmet	154.87	437.7	3.52	2.94	2.826	159.0066667	442.6833333	1.62	0.81	0.79	2.94	2.70	0.037	Sahr Mian	9/9/2020	KDTOL10103	1.3, 2.70 (2010)* 1.41 (2013)						
RBGK	MC9098	DTOL	Angiosperm	Aquifoliaceae	Ilex	aquifolium	<Petro	GPB3%PVPBmet	184.6	405.68	2.91	2.51	2.198	189.9466667	412.1466667	2.07	1.04	1.01	2.88	2.53	0.027	Sahr Mian	9/9/2020	KDTOL10104	2.3 (1989)*  1.93 (2007)						
RBGK	MC9099	DTOL	Angiosperm	Araliaceae	Hedera	helix	<Petro	GPB3%PVPBmet	224.9	321.51	2.77	2.31	1.430	231.6866667	328.8266667	3.17	1.59	1.55	2.77	2.01	0.009	Sahr Mian	9/9/2020	KDTOL10105	3.00 (1987)*						
RBGK	MC9100	DTOL	Angiosperm	Buxaceae	Buxus	sempervirens	<Petro	GPB3%PVPBmet	170.7	434.36	3.2	2.47	2.545	183.1366667	451.8566667	1.82	0.91	0.89	3.15	2.35	0.088	Sahr Mian	9/9/2020	KDTOL10106	1.4 and 2.15 (2011)*  1.62(2003)						
RBGK	MC9101	DTOL	Angiosperm	Geraniaceae	Geranium	robertianum	<Petro	GPB3%PVPBmet	218.15	375.25	2.67	2.25	1.720	222.4433333	379.26	2.64	1.32	1.29	2.76	2.27	0.016	Sahr Mian	9/9/2020	KDTOL10107	no previous estimate						
RBGK	MC9102	DTOL	Angiosperm	Polygonaceae	Polygonum	aviculare	<Petro	GPB3%PVPBmet	159.93	396.7	2.75	2.25	2.481	169.56	409.7933333	1.86	0.93	0.91	2.56	2.17	0.061	Sahr Mian	10/9/2020	KDTOL10108	1.61 (2013)* 1.61 (2010) 1.71 (1993)						
RBGK	MC9103	DTOL	Angiosperm	Onagraceae	Chamaenerion	angustifolium	<Petro	GPB3%PVPBmet	180.21	484.96	3.67	2.64	2.481	187.9766667	494.89	1.71	0.85	0.84	3.27	2.44	0.061	Sahr Mian	9/9/2020	KDTOL10109	0.8 (1989)*	potential tetraploid					
RBGK	MC9104	DTOL	Angiosperm	Celastraceae	Euonymus	europaeus	<Petro	OXPRO	129	505.21	3.37	1.79	3.916	137.1433333	519.96	1.19	0.59	0.58	3.44	1.83	0.139	Sahr Mian	9/9/2020	KDTOL10110	1.88 (2010)*						
RBGK	MC9105	DTOL	Angiosperm	Ranunculaceae	Ranunculus	acris	>Petro	GPB3%PVPBmet	217.04	485.64	2.23	1.6	2.238	498.22	227.01	9.88	4.94	4.83	1.69	2.45	0.041	Sahr Mian	9/9/2020	KDTOL10111	8.9 and 15.6 (1974)* 9.4 (1974) 10.7 (1975)						
RBGK	MC9106	DTOL	Angiosperm	Chenopodiaceae	Suaeda	vera	<Petro	GPB3%PVPBmet	171.78	313.63	3.28	2.94	1.826	181.71	325.2233333	2.51	1.26	1.23	3.30	2.70	0.031	Sahr Mian	9/9/2020	KDTOL10112	No previous estimate	Sanger - low DNA yield					
RBGK	MC9120	DTOL	Angiosperm	Rosaceae	Alchemilla	arvensis	<Solanum	Ebihara	94.75	225.92	4.95	4.17	2.384	97.55	229.38	0.83	0.42	0.41	5.00	4.17	0.03	Sahr Mian	3/9/2021	KDTOL10120	no previous estimate						
RBGK	MC9121	DTOL	Angiosperm	Ranunculaceae	Ficaria	verna	>Pisum	GPB3%PVPBmet	116.24	465.57	1.7	1.74	4.005	461.7066667	115.7166667	36.27	18.13	17.74	2.01	1.96	0.020	Sahr Mian	3/9/2021	KDTOL10128	29.01(2012)*						
RBGK	MC9122	DTOL	Angiosperm	Violaceae	 Viola	odorata	<Petro	OXPRO	177.59	380.81	5.04	2.39	2.144	177.59	380.81	2.10	1.05	1.03	5.04	2.39		Sahr Mian	3/9/2021	KDTOL10129	no previous estimate	Endopolyploidy, Difficult sample to run, much mucilage, few nucei					
RBGK	MC9123	DTOL	Angiosperm	Primulaceae	Primula	vulgaris	<Solanum	OXPRO	164.73	338.71	3.30	2.41	2.056	163.06	322.86	0.99	0.49	0.48	3.72	2.86	0.05	Sahr Mian	3/9/2021	KDTOL10130	0.99 (2013)*	Hairy and difficult to work with					
RBGK	MC9124	DTOL	Angiosperm	Asteraceae	Petasites	fragrans	>Petro	OXPRO	136.79	221.67	2.07	2.68	1.621	220.38	135.0266667	7.34	3.67	3.59	2.80	2.53	0.018	Sahr Mian	3/9/2021	KDTOL10131	no previous estimate						
RBGK	MC9125	DTOL	Angiosperm	Papaveraceae	Fumaria	muralis	<Solanum	OXPRO	186.81	301.55	4.52	4.61	1.614	190.84	318.53	1.17	0.59	0.58	4.53	3.63	0.050	Sahr Mian	16/03/2021	KDTOL10135	1.10	low nuclei count					
RBGK	MC9126	DTOL	Angiosperm	Asteraceae	Senecio	vulgaris	<Petro	OXPRO	191.88	251.89	3.3	2.15	1.313	190.45	250.29	3.42	1.71	1.67	3.06	2.10	0.004	Sahr Mian	16/03/2021	KDTOL10136	3.20						
RBGK	MC9127	DTOL	Angiosperm	Brassicaceae	Cardamine	flexuosa	<Oryza	OXPRO	115.62	222.61	4.42	3.88	1.925	120.99	237.5863333	0.51	0.25	0.24	4.31	3.33	0.033	Sahr Mian	16/03/2021	KDTOL10137	1.80	PREVIOUS ESTIMATION POTENTIALLY BASED OFF POLYPLOID					
RBGK	MC9128	DTOL	Angiosperm	Lamiaceae	Lamium	purpureum	<Petro	GPB3%PVPBmet	131.16	372.51	3.88	1.57	2.840	135.3366667	376.3066667	1.62	0.81	0.79	3.70	1.82	0.062	Sahr Mian	16/03/2021	KDTOL10138	2.20						
RBGK	MC9129	DTOL	Angiosperm	Caryophyllaceae	Cerastium	glomeratum	<Petro	GPB3%PVPBmet	115.57	277.56	3.5	3.12	2.402	114.04	273.7466667	1.87	0.94	0.92	3.71	3.14	0.011	Sahr Mian	16/03/2021	KDTOL10139	genus estimate 1.3-8						
RBGK	MC9130	DTOL	Angiosperm	Boraginaceae	Pentaglottis	sempervirens	<Petro	GPB3%PVPBmet	113.48	240.93	3.78	3.2	2.123	113.9166667	239.72	2.14	1.07	1.05	3.66	3.08	0.004	Sahr Mian	07/04/2021	KDTOL10140	No previous estimate	Flower material used as leaf tissue difficult to sample					
RBGK	MC9131	DTOL	Angiosperm	Apiaceae	Anthriscus	sylvestris	>Solanum	GPB3%PVPBmet	163.03	322.55	2.02	1.47	1.978	326.89	166.8933333	3.92	1.96	1.92	1.59	2.04	0.018	Sahr Mian	23/03/2021	KDTOL10141	4.5						
RBGK	MC9132	DTOL	Angiosperm	Plantaginaceae	Veronica	hederifolia	<Petro	GPB3%PVPBmet	182.37	257.14	3.59	3.16	1.410	190.73	277.55	3.09	1.55	1.51	3.37	2.92	0.004	Sahr Mian	23/03/2021	KDTOL10142-49	2.82						
RBGK	MC9133	DTOL	Angiosperm	Adoxaceae	Adoxa	moschatellina	>Pisum	OXPRO	125.26	442.7	2.18	2.71	4.005	459.54	133.9233333	31.19	15.60	15.25	2.93	2.52	0.020	Sahr Mian	23/03/2021	KDTOL10150	28.60						
RBGK	MC9134	DTOL	Angiosperm	Brassicaceae	Cardamine	pratensis	<Petro	GPB3%PVPBmet	137.48	320.27	4.87	3.07	2.329	119.01	274.52	1.95	0.98	0.95	4.94	2.96	0.004	Robyn Powell	07/04/2021	KDTOL10151	3.30						
RBGK	MC9135	DTOL	Angiosperm	Asteraceae	Calendula	officinalis	<Petro	GPB3%PVPBmet	195.07	281.5	4.09	4.18	1.443	164.6033333	238.41	3.11	1.55	1.52	4.36	4.39	0.004	Robyn Powell	07/04/2021	KDTOL10152	2.79						
RBGK	MC9136	DTOL	Angiosperm	Ranunculaceae	Ranunculus	bulbosus	>Petro	GPB3%PVPBmet	112.73	282.4	3.33	2.94	2.505	285.3633333	114.6133333	11.20	5.60	5.48	2.83	3.32	0.015	Sahr Mian	07/04/2021	KDTOL10153	11.12						
RBGK	MC9137	DTOL	Angiosperm	Berberidaceae	Berberis	aquifolium	<Petro	OXPRO	143.77	246.2	4.18	2.65	1.712	152.67	257.37	2.67	1.33	1.31	4.25	2.56	0.004	Sahr Mian	07/04/2021	KDTOL10154	No previous estimate	Flower bud tissue used as leaves thin and waxy					
RBGK	MC9138	DTOL	Angiosperm	Plantaginaceae	Plantago	coronopus	<Petro	GPB3%PVPBmet	122.59	401.02	3.61	2.17	3.271	125.4033333	408.18	1.38	0.69	0.68	3.26	1.97	0.004	Robyn Powell	07/04/2021	KDTOL10155	1.73						
RBGK	MC9139	DTOL	Angiosperm	Geraniaceae	Erodium	moschatum	<Petro	GPB3%PVPBmet	148.09	353.01	2.77	1.9	2.384	153.7833333	360.03	1.92	0.96	0.94	2.77	1.91	0.004	Sahr Mian	07/04/2021	KDTOL10156	No previous estimate						
RBGK	MC9140	DTOL	Angiosperm	Brassicaceae	Capsella	bursa-pastrois	<Solanum	GPB3%PVPBmet	87.1	346.01	4.53	2.88	3.973	89.17666667	360.7233333	0.49	0.25	0.24	4.53	3.63	0.050	Sahr Mian	07/04/2021	KDTOL10158	0.80						
RBGK	MC9141	DTOL	Angiosperm	Orobanchaceae	Lathraea	squamaria	<Petro	OXPRO	148.44	238.07	3.62	2.34	1.604	153.3133333	244.91	2.82	1.41	1.38	3.31	2.64	0.004	Sahr Mian	07/04/2021	KDTOL10159	no previous estimate						
RBGK	MC9142	DTOL	Angiosperm	Orobanchaceae	Lathraea	clandestina	<Pisum	OXPRO	195.67	370.22	4.05	3.13	1.892	200.69	392.1833333	4.65	2.33	2.27	3.53	3.04	0.060	Sahr Mian	07/04/2021	KDTOL10160	No previous estimate						
