"distribution","max","median","minimum","resolved_name"
"9-10-11","11","10","9","Lysimachia japonica"
"36","36","36","36","Lysimachia kalalauensis"
"12","12","12","12","Lysimachia klattiana"
"17","17","17","17","Lysimachia lanceolata"
"10","10","10","10","Lysimachia laxa"
"10-20","20","10","10","Lysimachia linum-stellatum"
"21","21","21","21","Lysimachia loomisii"
"12-15-30","30","15","12","Lysimachia maritima"
"8-10-11","11","10","8","Lysimachia mauritiana"
"11","11","11","11","Lysimachia melampyroides"
"12","12","12","12","Lysimachia minoricensis"
"8-9-14-16-42","42","8","8","Lysimachia nemorum"
"15-16-17-18-22","22","17","15","Lysimachia nummularia"
"12","12","12","12","Lysimachia patungensis"
"12","12","12","12","Lysimachia pentapetala"
"15","15","15","15","Lysimachia punctata"
"17-34","34","17","17","Lysimachia quadriflora"
"42-45","45","42","42","Lysimachia quadrifolia"
"17-34","34","17","17","Lysimachia radicans"
"11","11","11","11","Lysimachia remota"
"12","12","12","12","Lysimachia ruhmeriana"
"9","9","9","9","Lysimachia serpyllifolia"
"12","12","12","12","Lysimachia stenosepala"
"9-10-42","42","42","9","Lysimachia terrestris"
"10-20-21-27","27","21","10","Lysimachia thyrsiflora"
"17-51","51","17","17","Lysimachia tonsa"
"14-21-28-35-42-43-44","44","28","14","Lysimachia vulgaris"
"13","13","13","13","Lysinema ciliatum"
"15-16","16","15","15","Lysionotus pauciflorus"
"16","16","16","16","Lysionotus serratus"
"10","10","10","10","Lysipomia laciniata"
"5-10","10","5","5","Lythrum alatum"
"15","15","15","15","Lythrum borysthenicum"
"10","10","10","10","Lythrum curtissii"
"10","10","10","10","Lythrum flagellare"
"10","10","10","10","Lythrum gracile"
"10-15","15","10","10","Lythrum hyssopifolia"
"5","5","5","5","Lythrum junceum"
"10-20","20","10","10","Lythrum maritimum"
"10","10","10","10","Lythrum ovalifolium"
"5-10","10","5","5","Lythrum portula"
"15-25-29-30","30","30","15","Lythrum salicaria"
"5","5","5","5","Lythrum thymifolia"
"5","5","5","5","Lythrum tribracteatum"
"15-20","20","15","15","Lythrum virgatum"
"9-10","10","9","9","Maackia amurensis"
"9","9","9","9","Maackia hupehensis"
"10","10","10","10","Maackia tashiroi"
"12","12","12","12","Mabrya acerifolia"
"12","12","12","12","Mabrya coccinea"
"12","12","12","12","Mabrya erecta"
"12","12","12","12","Mabrya geniculata"
"14","14","14","14","Macadamia integrifolia"
"14-18-28","28","18","14","Macadamia ternifolia"
"12","12","12","12","Macairea pachyphylla"
"11","11","11","11","Macaranga barteri"
"10","10","10","10","Macaranga beillei"
"11","11","11","11","Macaranga denticulata"
"11","11","11","11","Macaranga indica"
"11","11","11","11","Macaranga peltata"
"11","11","11","11","Macaranga tanarius"
"4","4","4","4","Machaeranthera asteroides"
"4","4","4","4","Machaeranthera canescens"
"4","4","4","4","Machaeranthera crutchfieldii"
"1-2","2","2","1","Machaeranthera gracilis"
"5","5","5","5","Machaeranthera gypsitherma"
"4-5","5","5","4","Machaeranthera parviflora"
"4-8","8","4","4","Machaeranthera pinnatifida"
"5","5","5","5","Machaeranthera riparia"
"4","4","4","4","Machaeranthera stenoloba"
"4","4","4","4","Machaeranthera tagetina"
"3-4","4","4","3","Machaeranthera tanacetifolia"
"4-9","9","4","4","Machaeranthera tenuis"
"5","5","5","5","Machaeranthera turneri"
"30","30","30","30","Machaerina angustifolia"
"12","12","12","12","Machaerina articulata"
"25","25","25","25","Machaerina complanata"
"39","39","39","39","Machaerina mariscoides"
"15","15","15","15","Machaerina sinclairii"
"10","10","10","10","Machaerium aculeatum"
"10","10","10","10","Machaerium acutifolium"
"10","10","10","10","Machaerium brasiliense"
"10","10","10","10","Machaerium fulvovenosum"
"10-20","20","10","10","Machaerium isadelphum"
"10","10","10","10","Machaerium lanceolatum"
"10-20","20","10","10","Machaerium nyctitans"
"10","10","10","10","Machaerium oblongifolium"
"10","10","10","10","Machaerium opacum"
"10","10","10","10","Machaerium pedicellatum"
"10","10","10","10","Machaerium punctatum"
"10","10","10","10","Machaerium scleroxylon"
"20","20","20","20","Machaerium sericiflorum"
"10","10","10","10","Machaerium stipitatum"
"10","10","10","10","Machaerium triste"
"10","10","10","10","Machaerium uncinatum"
"10","10","10","10","Machaerium villosum"
"12","12","12","12","Machilus duthiei"
"12","12","12","12","Machilus gamblei"
"12","12","12","12","Machilus zuihoensis"
"42","42","42","42","Mackaya bella"
"48","48","48","48","Macleania rupestris"
"5-9-10","10","10","5","Macleaya cordata"
"5-10","10","10","5","Macleaya microcarpa"
"14","14","14","14","Maclura cochinchinensis"
"28","28","28","28","Maclura pomifera"
"11","11","11","11","Maclurolyra tecta"
"15-21","21","15","15","Macodes petola"
"24","24","24","24","Macradenia brassavolae"
"14","14","14","14","Macraea laricifolia"
"13-18","18","13","13","Macranthera flammea"
"21","21","21","21","Macrocarpaea densiflora"
"21","21","21","21","Macrocarpaea glabra"
"21","21","21","21","Macrocarpaea valerioi"
"12","12","12","12","Macrocentrum droseroides"
"12","12","12","12","Macrocentrum minus"
"21","21","21","21","Macroclinium bicolor"
"12-24","24","24","12","Macropanax dispermus"
"6","6","6","6","Macropidia fuliginosa"
"15","15","15","15","Macropodium nivale"
"15","15","15","15","Macropodium pterospermum"
"11","11","11","11","Macroptilium atropurpureum"
"11","11","11","11","Macroptilium bracteatum"
"11","11","11","11","Macroptilium erythroloma"
"11","11","11","11","Macroptilium gibbosifolium"
"11","11","11","11","Macroptilium gracile"
"11","11","11","11","Macroptilium lathyroides"
"11","11","11","11","Macroptilium panduratum"
"6-7-9-12","12","12","6","Macrosolen cochinchinensis"
"11","11","11","11","Macrosphyra longistyla"
"12","12","12","12","Macrosyringion longiflorum"
"10","10","10","10","Macrotyloma africanum"
"10","10","10","10","Macrotyloma axillare"
"10","10","10","10","Macrotyloma ellipticum"
"10-11","11","10","10","Macrotyloma geocarpum"
"10","10","10","10","Macrotyloma stenophyllum"
"10-11-12","12","10","10","Macrotyloma uniflorum"
"16","16","16","16","Maddenia hypoxantha"
"8","8","8","8","Madia elegans"
"16","16","16","16","Madia exigua"
"14","14","14","14","Madia glomerata"
"16-24","24","16","16","Madia gracilis"
"16","16","16","16","Madia sativa"
"10","10","10","10","Maerua crassifolia"
"10","10","10","10","Maerua oblongifolia"
"10","10","10","10","Maesa argentea"
"10","10","10","10","Maesa chisia"
"10","10","10","10","Maesa indica"
"6","6","6","6","Maesa japonica"
"10","10","10","10","Maesa lanceolata"
"9","9","9","9","Maesopsis eminii"
"38","38","38","38","Magnolia acuminata"
"19","19","19","19","Magnolia albosericea"
"19","19","19","19","Magnolia amoena"
"19","19","19","19","Magnolia angatensis"
"19","19","19","19","Magnolia aromatica"
"19","19","19","19","Magnolia baillonii"
"19","19","19","19","Magnolia balansae"
"38","38","38","38","Magnolia biondii"
"57","57","57","57","Magnolia campbellii"
"19","19","19","19","Magnolia cathcartii"
"19","19","19","19","Magnolia champaca"
"19","19","19","19","Magnolia championii"
"19","19","19","19","Magnolia changhungtana"
"19","19","19","19","Magnolia chapensis"
"19","19","19","19","Magnolia coco"
"19","19","19","19","Magnolia compressa"
"19","19","19","19","Magnolia conifera"
"19","19","19","19","Magnolia coriacea"
"19","19","19","19","Magnolia crassipes"
"19-38","38","38","19","Magnolia cylindrica"
"19","19","19","19","Magnolia dandyi"
"57","57","57","57","Magnolia dawsoniana"
"19","19","19","19","Magnolia decidua"
"19","19","19","19","Magnolia delavayi"
"38-57","57","57","38","Magnolia denudata"
"19","19","19","19","Magnolia doltsopa"
"19","19","19","19","Magnolia duclouxii"
"19","19","19","19","Magnolia ernestii"
"19","19","19","19","Magnolia figo"
"19","19","19","19","Magnolia figo var. crassipes"
"19","19","19","19","Magnolia fistulosa"
"19","19","19","19","Magnolia floribunda"
"19","19","19","19","Magnolia fordiana"
"19","19","19","19","Magnolia foveolata"
"19","19","19","19","Magnolia fraseri"
"19","19","19","19","Magnolia fujianensis"
"19","19","19","19","Magnolia globosa"
"7-56-57","57","57","7","Magnolia grandiflora"
"19-57","57","19","19","Magnolia grandis"
"19","19","19","19","Magnolia griffithii"
"19","19","19","19","Magnolia guangxiensis"
"19","19","19","19","Magnolia guatemalensis"
"19","19","19","19","Magnolia hamorii"
"57","57","57","57","Magnolia henryi"
"19","19","19","19","Magnolia hodgsonii"
"19","19","19","19","Magnolia hookeri"
"19","19","19","19","Magnolia insignis"
"19","19","19","19","Magnolia kobus"
"19","19","19","19","Magnolia kwangsiensis"
"19","19","19","19","Magnolia kwangtungensis"
"19","19","19","19","Magnolia lacei"
"19","19","19","19","Magnolia laevifolia"
"19","19","19","19","Magnolia lanuginosa"
"19","19","19","19","Magnolia leveilleana"
"19","19","19","19","Magnolia liliifera"
"38-95","95","38","38","Magnolia liliiflora"
"57","57","57","57","Magnolia lotungensis"
"19","19","19","19","Magnolia macclurei"
"19","19","19","19","Magnolia macrophylla"
"19","19","19","19","Magnolia martini"
"19","19","19","19","Magnolia maudiae"
"19","19","19","19","Magnolia minor"
"19","19","19","19","Magnolia montana"
"19","19","19","19","Magnolia nitida"
"19-38","38","19","19","Magnolia obovata"
"19","19","19","19","Magnolia odora"
"19","19","19","19","Magnolia odoratissima"
"19","19","19","19","Magnolia officinalis"
"38","38","38","38","Magnolia omeiensis"
"19","19","19","19","Magnolia ovata"
"19","19","19","19","Magnolia ovoidea"
"19","19","19","19","Magnolia patungensis"
"19","19","19","19","Magnolia pterocarpa"
"19","19","19","19","Magnolia rostrata"
"19","19","19","19","Magnolia rufibarbata"
"19","19","19","19","Magnolia salicifolia"
"57","57","57","57","Magnolia sargentiana"
"57","57","57","57","Magnolia schiedeana"
"19","19","19","19","Magnolia shiluensis"
"19","19","19","19","Magnolia sieboldii"
"19","19","19","19","Magnolia sinica"
"19-57","57","57","19","Magnolia sprengeri"
"19","19","19","19","Magnolia stellata"
"19","19","19","19","Magnolia tripetala"
"19-38","38","19","19","Magnolia virginiana"
"19","19","19","19","Magnolia viridula"
"19","19","19","19","Magnolia wilsonii"
"57","57","57","57","Magnolia yunnanensis"
"19","19","19","19","Magnolia yuyuanensis"
"15","15","15","15","Magonia pubescens"
"11","11","11","11","Magydaris panacifolia"
"11","11","11","11","Magydaris pastinacea"
"7","7","7","7","Maharanga bicolor"
"9","9","9","9","Maharanga emodi"
"14","14","14","14","Mahonia bealei"
"14","14","14","14","Mahonia fortunei"
"14","14","14","14","Mahonia japonica"
"14","14","14","14","Mahonia napaulensis"
"18-36","36","18","18","Maianthemum atropurpureum"
"12-14-15-17-18-19-21-27-32-35-44","44","18","12","Maianthemum bifolium"
"18-27-36","36","18","18","Maianthemum canadense"
"18","18","18","18","Maianthemum dahuricum"
"16-18-27","27","18","16","Maianthemum dilatatum"
"18","18","18","18","Maianthemum formosanum"
"18","18","18","18","Maianthemum forrestii"
"14-18-27-33-36","36","27","14","Maianthemum fuscum"
"18","18","18","18","Maianthemum henryi"
"18","18","18","18","Maianthemum japonicum"
"18","18","18","18","Maianthemum lichiangense"
"18","18","18","18","Maianthemum oleraceum"
"18","18","18","18","Maianthemum paniculatum"
"18-19","19","18","18","Maianthemum purpureum"
"18-36-72","72","18","18","Maianthemum racemosum"
"18","18","18","18","Maianthemum robustum"
"18-27","27","18","18","Maianthemum stellatum"
"18","18","18","18","Maianthemum tatsienense"
"18","18","18","18","Maianthemum trifolium"
"18","18","18","18","Maianthemum yesoense"
"17","17","17","17","Maieta guianensis"
"23","23","23","23","Maieta poeppigii"
"11","11","11","11","Maihuenia patagonica"
"11","11","11","11","Maihuenia poeppigii"
"22-33-44","44","22","22","Maihueniopsis bolivianum"
"22-33","33","","22","Maihueniopsis darwinii"
"22-44","44","22","22","Maihueniopsis glomerata"
"22","22","22","22","Maihueniopsis ovata"
"10-11","11","11","10","Malabaila aurea"
"11","11","11","11","Malabaila graveolens"
"11","11","11","11","Malabaila involucrata"
"11-22","22","11","11","Malabaila secacul"
"28","28","28","28","Malachra alceifolia"
"28","28","28","28","Malachra capitata"
"56","56","56","56","Malachra fasciata"
"14-28","28","14","14","Malachra radiata"
"12","12","12","12","Malacocarpus crithmifolius"
"17","17","17","17","Malacothamnus fasciculatus"
"7","7","7","7","Malacothrix californica"
"7-14","14","7","7","Malacothrix clevelandii"
"7","7","7","7","Malacothrix coulteri"
"7","7","7","7","Malacothrix fendleri"
"7","7","7","7","Malacothrix floccifera"
"7","7","7","7","Malacothrix foliosa"
"7","7","7","7","Malacothrix glabrata"
"7","7","7","7","Malacothrix incana"
"7","7","7","7","Malacothrix indecora"
"14","14","14","14","Malacothrix junakii"
"7","7","7","7","Malacothrix phaeocarpa"
"8-9","9","9","8","Malacothrix saxatilis"
"14","14","14","14","Malacothrix similis"
"7","7","7","7","Malacothrix sonchoides"
"7","7","7","7","Malacothrix sonorae"
"14","14","14","14","Malacothrix squalida"
"7-14","14","14","7","Malacothrix stebbinsii"
"7","7","7","7","Malacothrix torreyi"
"9","9","9","9","Malacothrix xanti"
"13","13","13","13","Malania oleifera"
"18-19","19","18","18","Malaxis boninensis"
"21-30","30","21","21","Malaxis densiflora"
"18","18","18","18","Malaxis hahajimensis"
"14-15-19-30","30","15","14","Malaxis monophyllos"
"15-30","30","30","15","Malaxis muscifera"
"21-30","30","21","21","Malaxis versicolor"
"7-14","14","14","7","Malcolmia africana"
"8","8","8","8","Malcolmia flexuosa"
"8","8","8","8","Malcolmia graeca"
"7-14","14","7","7","Malcolmia grandiflora"
"10","10","10","10","Malcolmia littorea"
"7-8-9","9","8","7","Malcolmia maritima"
"8","8","8","8","Malcolmia orsiniana"
"7-12-14","14","14","7","Malcolmia ramosissima"
"7","7","7","7","Malcolmia strigosa"
"12","12","12","12","Malcolmia triloba"
"18","18","18","18","Malephora crocea"
"11-22","22","11","11","Malleostemon roseus"
"11","11","11","11","Mallotus apelta"
"11","11","11","11","Mallotus barbatus"
"9-36","36","9","9","Mallotus japonicus"
"22-44","44","22","22","Mallotus nepalensis"
"11","11","11","11","Mallotus oppositifolius"
"33","33","33","33","Mallotus paniculatus"
"11","11","11","11","Mallotus philippensis"
"11","11","11","11","Mallotus repandus"
"11","11","11","11","Mallotus resinosus"
"11","11","11","11","Mallotus rhamnifolius"
"33","33","33","33","Mallotus tetracoccus"
"22","22","22","22","Malope malacoides"
"22-25","25","22","22","Malope trifida"
"10","10","10","10","Malperia tenuis"
"10","10","10","10","Malpighia coccigera"
"10","10","10","10","Malpighia emarginata"
"10-20","20","10","10","Malpighia glabra"
"28","28","28","28","Malpighia urens"
"34","34","34","34","Malus angustifolia"
"15-17-34","34","17","15","Malus asiatica"
"15-17-34","34","17","15","Malus baccata"
"17","17","","17","Malus bracteata"
"34","34","34","34","Malus coronaria"
"16-17-22-24-34","34","17","16","Malus domestica"
"17","17","17","17","Malus doumeri"
"17","17","17","17","Malus florentina"
"17","17","17","17","Malus floribunda"
"17","17","17","17","Malus fusca"
"34","34","34","34","Malus glabrata"
"34","34","34","34","Malus glaucescens"
"16-17","17","17","16","Malus halliana"
"17","17","17","17","Malus honanensis"
"1-17-34","34","34","1","Malus hupehensis"
"17","17","17","17","Malus ioensis"
"17","17","17","17","Malus kansuensis"
"17-34","34","17","17","Malus komarovii"
"34","34","34","34","Malus lancifolia"
"17","17","17","17","Malus mandshurica"
"17","17","17","17","Malus melliana"
"13-17","17","17","13","Malus micromalus"
"17","17","17","17","Malus niedzwetzkyana"
"17","17","17","17","Malus ombrophila"
"17","17","17","17","Malus orientalis"
"17","17","17","17","Malus prattii"
"17-34","34","17","17","Malus pumila"
"17","17","17","17","Malus rockii"
"17-34","34","34","17","Malus sargentii"
"11-17-34","34","17","11","Malus sieboldii"
"17","17","17","17","Malus sieversii"
"15-17-34","34","17","15","Malus sikkimensis"
"17","17","17","17","Malus sylvestris"
"17-34","34","34","17","Malus toringoides"
"17","17","17","17","Malus transitoria"
"17","17","17","17","Malus trilobata"
"17","17","17","17","Malus yunnanensis"
"17","17","17","17","Malus zumi"
"12-21","21","21","12","Malva aegyptia"
"42","42","42","42","Malva alcea"
"18-20-21-22","22","20","18","Malva arborea"
"21-38","38","21","21","Malva borealis"
"21","21","21","21","Malva canariensis"
"42","42","42","42","Malva durieui"
"12","12","12","12","Malva hispanica"
"20-21-22","22","21","20","Malva moschata"
"20-22-56-59-60-63","63","56","20","Malva multiflora"
"21-42","42","21","21","Malva neglecta"
"21-32","32","21","21","Malva nicaeensis"
"20-21-22","22","21","20","Malva parviflora"
"21","21","","21","Malva preissiana"
"21-38","38","21","21","Malva pusilla"
"21","21","21","21","Malva sylvestris"
"21","21","21","21","Malva tournefortiana"
"21-28-38-42-56-60-63","63","42","21","Malva verticillata"
"12","12","12","12","Malvastrum amblyphyllum"
"12-21-22","22","12","12","Malvastrum americanum"
"12","12","12","12","Malvastrum coromandelianum"
"6","6","6","6","Malvastrum spiciflorum"
"19-28","28","19","19","Malvaviscus arboreus"
"14-43","43","14","14","Malvaviscus penduliflorus"
"11-16","16","16","11","Malvella leprosa"
"18","18","18","18","Mammea africana"
"11","11","11","11","Mammillaria albilanata"
"11","11","11","11","Mammillaria armillata"
