"Order","Family","Genus","Species","femalediploidnumber","malediploidnumber","haploidnumber","reproductivemode","sexchromosome","notes","citation"
"Orthoptera","Acrididae","Eujivarus","Eujivarus sp. B","22","21","11","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Eujivarus","Eujivarus sp. C","22","21","11","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Eujivarus","Eujivarus vittatus","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Eulampiacris","Eulampiacris leucoptera","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Euplectrotettix","Euplectrotettix sp. 1","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Euplectrotettix","Euplectrotettix sp. 2","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Euplectrotettix","Euplectrotettix sp. 3","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Eurotettix","Eurotettix lilloanus","22","21","11","gonochorous","XXY","X1X1X2X2/X1X2Y","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Eurotettix","Eurotettix schrottkyi","22","21","11","gonochorous","XXY","X1X1X2X2/X1X2Y","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Eurotettix","Eurotettix sp. 1","22","21","11","gonochorous","XXY","X1X1X2X2/X1X2Y","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Eurotettix","Eurotettix sp. 2","22","21","11","gonochorous","XXY","X1X1X2X2/X1X2Y","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Eusitalces","Eusitalces sp. A","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Eusitalces","Eusitalces vulneratus","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Eutryxalis","Eutryxalis sp.","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Fenestra","Fenestra bohlsii","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Haroldgrantia","Haroldgrantia lignosa","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Isonyx","Isonyx paragauyensis","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Isonyx","Isonyx sp. 1","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Jodacris","Jodacris chapadensis","20","19","10","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Jodacris","Jodacris ferrugineus","20","19","10","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Jodacris","Jodacris furcillata","20","19","10","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Lamiacris","Lamiacris migroguttata","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Laplatacris","Laplatacris dispar","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Laplatacris","Laplatacris sp. 1","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Leiotettix","Leiotettix politus.2","14","13","7","gonochorous","XXY","X1X1X2X2/X1X2Y","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Leiotettix","Leiotettix sp. 1","16","15","8","gonochorous","XXY","X1X1X2X2/X1X2Y","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Leiotettix","Leiotettix sp. 2","18","18","9","gonochorous","XY","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Leiotettix","Leiotettix sp. 3","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Leptysma","Leptysma dorsalis","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Leptysmina","Leptysmina pallida","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Leptysmina","Leptysmina sp. 1","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Machaeropeles","Machaeropeles rostratum","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Mastusia","Mastusia quadricarinata","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Meloscirtus","Meloscirtus montanus","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Meloscirtus","Meloscirtus sp. 1","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Metaleptea","Metaleptea brevicornis adspersa","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Neopedies","Neopedies sp. 1","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Neopedies","Neopedies sp. 2","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Neopedies","Neopedies sp. 3","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Neopedies","Neopedies sp. 4","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Notopomala","Notopomala glaucipes","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Omalotettix","Omalotettix obliquum","22","21","11","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Ommatolampis","Ommatolampis perspicillata","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Orphula","Orphula sp.","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Orphulella","Orphulella concinnula","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Orphulella","Orphulella punctata","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Orphulella","Orphulella sp.","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Orphulina","Orphulina pulchella","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Osmilia","Osmilia flavolineata","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Oxyblepta","Oxyblepta sp.","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Oxybleptella","Oxybleptella sagitta","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Paraorphula","Paraorphula graminea","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Parapellopedon","Parapellopedon instabilis","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Parapellopedon","Parapellopedon sp.","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Parascopas","Parascopas exertus","22","21","11","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Parascopas","Parascopas obesus","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Parascopas","Parascopas similis","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Paropaon","Paropaon laevifrons","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Paropaon","Paropaon pilosus tingomariae","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Pedies","Pedies andeanus","22","21","11","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Pedies","Pedies sp. 1","22","21","11","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Pedies","Pedies sp. 2","22","21","11","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Pedies","Pedies sp. 3","22","21","11","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Pedies","Pedies sp. 4","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Propedies","Propedies bilobus","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Propedies","Propedies bipunctatus","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Propedies","Propedies fusiformis","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Propedies","Propedies olivaceus","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Propedies","Propedies sanguineus","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Propedies","Propedies sp. 1","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Pseudoscopas","Pseudoscopas sp. 1","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Pseudoscopas","Pseudoscopas sp. 2","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Pseudoscopas","Pseudoscopas sp. 3","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Pseudoscopas","Pseudoscopas sp. 4","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Pseudoscopas","Pseudoscopas sp. 5","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Pseudoscopas","Pseudoscopas sp. 6","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Pseudoscopas","Pseudoscopas sp. 7","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Pseudoscopas","Pseudoscopas sp. 8","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Psiloscirtus","Psiloscirtus bolivianus","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Psiloscirtus","Psiloscirtus olivaceus","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Psiloscirtus","Psiloscirtus sp. A","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Pycnosarcus","Pycnosarcus atavus","18","17","9","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Schistocerca","Schistocerca paraensis","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Schistocerca","Schistocerca sp.","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Scotussa","Scotussa liebermanni","22","21","11","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Scotussa","Scotussa sp. 1","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Scyllina","Scyllina humilis","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Scyllina","Scyllina signatipennis","22","22","11","gonochorous","XY","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Scyllina","Scyllina sp.","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Scyllinops","Scyllinops brunneri","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Scyllinops","Scyllinops pallida","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Scyllinops","Scyllinops sp. 1","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Scyllinops","Scyllinops sp. 2","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Silvitettix","Silvitettix concolor","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Sinipta","Sinipta acuta","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Sinipta","Sinipta maldonadoi","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Sitalces","Sitalces dorsalis","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
"Orthoptera","Acrididae","Sitalces","Sitalces infuscatus","24","23","12","gonochorous","XO","","Mesa, A., Ferreira, A., & Carbonell, C. S. (1982). Cariologa de los acridoideos neotropicales: estado actual de su conocimiento y nuevas contribuciones. Ann Soc Ent Fr, 18, 507-526"
