"taxonID","parentNameUsageID","acceptedNameUsageID","datasetID","scientificName","scientificNameAuthorship","taxonRank","taxonConceptID","taxonomicStatus","nomenclaturalStatus","genus","family","order","class","phylum","kingdom","long_list"
"BMSSYS0000050702","BMSSYS0000050701","","UKSI","Roscoepoundia croceola","(Sacc.) Kuntze","Species","NBNORG0000121541","accepted","","Roscoepoundia","","","","Ascomycota","Fungi","DTOL"
"BMSSYS0000050744","NHMSYS0001496599","","UKSI","Rozellopsis septigena","Karling ex Cejp","Species","NBNORG0000083804","accepted","","Rozellopsis","Rozellopsidaceae","Rozellopsidales","","Oomycota","Chromista","DTOL"
"BMSSYS0000051017","BMSSYS0000016784","","UKSI","Scolicotrichum stricticum","anon. ined.","Species","NBNORG0000005455","accepted","","Scolicotrichum","","","","Ascomycota","Fungi","DTOL"
"BMSSYS0000051798","BMSSYS0000018319","","UKSI","Tetraposporium ravenelii","(Farl. ex Cooke) S. Hughes","Species","NBNORG0000006079","accepted","","Tetraposporium","","","","Ascomycota","Fungi","DTOL"
"BMSSYS0000052124","NHMSYS0001500520","","UKSI","Triposporina aquilina","Descals ined.","Species","NBNORG0000122110","accepted","","Triposporina","","","","Ascomycota","Fungi","DTOL"
"BMSSYS0000534061","BMSSYS0000048973","","UKSI","Pectenia plumbea s. str.","(Lightf.) L. Lindblom, Wedin & S. Ekman","Species","NBNORG0000125404","accepted","","Pectenia","Pannariaceae","Peltigerales","Lecanoromycetes","Ascomycota","Fungi","DTOL"
"BMSSYS0000597787","BMSSYS0000006888","","UKSI","Fujimyces oodes","(Bayl. Ell.) Minter & Caine","Species","NBNORG0000002170","accepted","","Fujimyces","","","","Ascomycota","Fungi","DTOL"
"BMSSYS0000598160","NHMSYS0001496599","","UKSI","Rozellopsis waterhouseae","Karling","Species","NBNORG0000124733","accepted","","Rozellopsis","Rozellopsidaceae","Rozellopsidales","","Oomycota","Chromista","DTOL"
"BMSSYS0000598460","NHMSYS0001496599","","UKSI","Rozellopsis waterhouseae","Karling","Species","NBNORG0000124995","accepted","","Rozellopsis","Rozellopsidaceae","Rozellopsidales","","Oomycota","Chromista","DTOL"
"BMSSYS0000598451","BMSSYS0000015748","","UKSI","Pycnothyrium myriadeum","Syd. & P. Syd.","Species","NBNORG0000124989","accepted","","Pycnothyrium","","","","Ascomycota","Fungi","DTOL"
"BMSSYS0000598552","NHMSYS0020535450","","UKSI","Fungus (unidentified)","","Species","NBNORG0000125048","accepted","","","","","","","Fungi","DTOL"
"BMSSYS0000728762","BMSSYS0000728761","","UKSI","Metadiplodia thujae","(Westend.) Zambett.","Species","NBNORG0000129378","accepted","","Metadiplodia","","","","Ascomycota","Fungi","DTOL"
"BMSSYS0000728764","BMSSYS0000728763","","UKSI","Miricatena prunicola","Punith. & Spooner","Species","NBNORG0000129380","accepted","","Miricatena","","","","Ascomycota","Fungi","DTOL"
"BMSSYS0000728799","NHMSYS0001493967","","UKSI","Plenocatenulis magnoliae","Bat. & Cif.","Species","NBNORG0000129407","accepted","","Plenocatenulis","","","","Ascomycota","Fungi","DTOL"
"BMSSYS0000731017","NHMSYS0001483578","","UKSI","Hebeloma fragilipes (leucistic)","Romagn.","Species","NBNORG0000129726","accepted","","Hebeloma","Cortinariaceae","Agaricales","Agaricomycetes","Basidiomycota","Fungi","DTOL"
"BMSSYS0000731124","BMSSYS0000731123","","UKSI","Mixtoconidium insidens","(Vouaux) Etayo & van den Boom","Species","NBNORG0000129783","accepted","","Mixtoconidium","","","","Ascomycota","Fungi","DTOL"
"BMSSYS0000731231","NHMSYS0020990613","","UKSI","Minutoexcipula tuckerae","V. Atienza & D. Hawksw.","Species","NBNORG0000129803","accepted","","Minutoexcipula","","","","Ascomycota","Fungi","DTOL"
"JNCCMNCR00000763","NBNSYS0000178072","","UKSI","Sphaerotylus grey (B)","","Species","NBNORG0000006841","accepted","","Sphaerotylus","Polymastiidae","Hadromerida","Demospongiae","Porifera","Animalia","DTOL"
"NBNSYS0000002250","NHMSYS0000455755","","UKSI","Allium porrum","L.","Species","NBNORG0000007213","accepted","","Allium","Amaryllidaceae","Asparagales","Magnoliopsida","Tracheophyta","Plantae","DTOL"
"NBNSYS0000002629","NHMSYS0000455877","","UKSI","Ammophila arenaria","(L.) Link","Species","NBNORG0000007390","accepted","","Ammophila","Poaceae","Poales","Magnoliopsida","Tracheophyta","Plantae","DTOL"
"NBNSYS0000002743","NHMSYS0000456001","","UKSI","Aquilegia pyrenaica","DC.","Species","NBNORG0000007465","accepted","","Aquilegia","Ranunculaceae","Ranunculales","Magnoliopsida","Tracheophyta","Plantae","DTOL"
"NBNSYS0000003802","NHMSYS0000462956","","UKSI","Rumex frutescens","Thouars","Species","NBNORG0000008127","accepted","","Rumex","Polygonaceae","Caryophyllales","Magnoliopsida","Tracheophyta","Plantae","DTOL"
"NBNSYS0000004036","NHMSYS0000461230","","UKSI","Physalis alkekengi","L.","Species","NBNORG0000008267","accepted","","Physalis","Solanaceae","Solanales","Magnoliopsida","Tracheophyta","Plantae","DTOL"
"NBNSYS0000004084","NHMSYS0000460720","","UKSI","Mimulus guttatus","DC.","Species","NBNORG0000008300","accepted","","Mimulus","Phrymaceae","Lamiales","Magnoliopsida","Tracheophyta","Plantae","DTOL"
"NBNSYS0000004278","NHMSYS0000461759","","UKSI","Plantago arenaria","Waldst. & Kit.","Species","NBNORG0000008435","accepted","","Plantago","Plantaginaceae","Lamiales","Magnoliopsida","Tracheophyta","Plantae","DTOL"
"NBNSYS0000004431","NHMSYS0000456230","","UKSI","Aster laevis","L.","Species","NBNORG0000008554","accepted","","Aster","Asteraceae","Asterales","Magnoliopsida","Tracheophyta","Plantae","DTOL"
"NBNSYS0000004433","NHMSYS0000456230","","UKSI","Aster lanceolatus","Willd.","Species","NBNORG0000008555","accepted","","Aster","Asteraceae","Asterales","Magnoliopsida","Tracheophyta","Plantae","DTOL"
"NBNSYS0000004444","NHMSYS0000461161","","UKSI","Olearia macrodonta","Baker","Species","NBNORG0000008561","accepted","","Olearia","Asteraceae","Asterales","Magnoliopsida","Tracheophyta","Plantae","DTOL"
"NBNSYS0000004476","NHMSYS0000456098","","UKSI","Artemisia campestris","L.","Species","NBNORG0000008585","accepted","","Artemisia","Asteraceae","Asterales","Magnoliopsida","Tracheophyta","Plantae","DTOL"
"NBNSYS0000004772","NHMSYS0000461145","","UKSI","Oenothera cambrica","Rostanski","Species","NBNORG0000008715","accepted","","Oenothera","Onagraceae","Myrtales","Magnoliopsida","Tracheophyta","Plantae","DTOL"
"NBNSYS0000004843","NHMSYS0000457250","","UKSI","Chenopodium ambrosioides","L.","Species","NBNORG0000008731","accepted","","Chenopodium","Amaranthaceae","Caryophyllales","Magnoliopsida","Tracheophyta","Plantae","DTOL"
"NBNSYS0000005383","NHMSYS0001720377","","UKSI","Thorictodes heydeni","Reitter, 1875","Species","NBNORG0000008917","accepted","","Thorictodes","Dermestidae","Coleoptera","Insecta","Arthropoda","Animalia","DTOL"
"NBNSYS0000005384","NHMSYS0001717879","","UKSI","Dermestes leechi","Kalik, 1952","Species","NBNORG0000088016","accepted","","Dermestes","Dermestidae","Coleoptera","Insecta","Arthropoda","Animalia","DTOL"
"NBNSYS0000005387","NHMSYS0021468018","","UKSI","Anthrenus coloratus","Reitter, 1881","Species","NBNORG0000087335","accepted","","Anthrenus","Dermestidae","Coleoptera","Insecta","Arthropoda","Animalia","DTOL"
"NBNSYS0000005388","NHMSYS0021468018","","UKSI","Anthrenus olgae","Kalik, 1946","Species","NBNORG0000087342","accepted","","Anthrenus","Dermestidae","Coleoptera","Insecta","Arthropoda","Animalia","DTOL"
"NBNSYS0000006609","NBNSYS0000188528","","UKSI","Hydrobia ventrosa seg.","(Montagu), seg.","Species","NBNORG0000009588","accepted","","Hydrobia","Hydrobiidae","Littorinimorpha","Gastropoda","Mollusca","Animalia","DTOL"
"NBNSYS0000006629","NHMSYS0001702156","","UKSI","Physa sp. (not fontinalis)","(Say)","Species","NBNORG0000009595","accepted","","Physa","Physidae","Hygrophila","Gastropoda","Mollusca","Animalia","DTOL"
"NBNSYS0000006663","NHMSYS0001701976","","UKSI","Columella edentula seg.","(Draparnaud, 1805)","Species","NBNORG0000009597","accepted","","Columella","Vertiginidae","Pulmonata","Gastropoda","Mollusca","Animalia","DTOL"
"NBNSYS0000006685","NHMSYS0001702254","","UKSI","Vallonia pulchella seg.","(Müller, 1774)","Species","NBNORG0000009601","accepted","","Vallonia","Valloniidae","Pulmonata","Gastropoda","Mollusca","Animalia","DTOL"
"NBNSYS0000006699","NHMSYS0020528104","","UKSI","Arion circumscriptus seg.","Johnston, 1828","Species","NBNORG0000009604","accepted","","Arion","Arionidae","Pulmonata","Gastropoda","Mollusca","Animalia","DTOL"
"NBNSYS0000006710","NHMSYS0001702281","","UKSI","Vitrea crystallina seg.","(Müller, 1774)","Species","NBNORG0000009607","accepted","","Vitrea","Pristilomatidae","Pulmonata","Gastropoda","Mollusca","Animalia","DTOL"
"NBNSYS0000006722","NHMSYS0020528225","","UKSI","Milax nigricans","(Philippi, 1836)","Species","NBNORG0000009612","accepted","","Milax","Milacidae","Pulmonata","Gastropoda","Mollusca","Animalia","DTOL"
"NBNSYS0000006868","NBNSYS0000006864","","UKSI","Melanostoma form A","","Species","NBNORG0000009675","accepted","sensu Stubbs & Falk, 1983","Melanostoma","Syrphidae","Diptera","Insecta","Arthropoda","Animalia","DTOL"
"NBNSYS0000006962","NBNSYS0000033260","","UKSI","Sphaerophoria form A","","Species","NBNORG0000009761","accepted","sensu Stubbs & Falk, 1983","Sphaerophoria","Syrphidae","Diptera","Insecta","Arthropoda","Animalia","DTOL"
"NBNSYS0000007005","NBNSYS0000006203","","UKSI","Cheilosia species A","Stubbs","Species","NBNORG0000009797","accepted","","Cheilosia","Syrphidae","Diptera","Insecta","Arthropoda","Animalia","DTOL"
"NBNSYS0000007006","NBNSYS0000006203","","UKSI","Cheilosia species B","Stubbs","Species","NBNORG0000009798","accepted","","Cheilosia","Syrphidae","Diptera","Insecta","Arthropoda","Animalia","DTOL"
"NBNSYS0000007200","NHMSYS0001720407","","UKSI","Trechus subnotatus","Dejean, 1831","Species","NBNORG0000043523","accepted","","Trechus","Carabidae","Coleoptera","Insecta","Arthropoda","Animalia","DTOL"
"NBNSYS0000007313","NHMSYS0001720135","","UKSI","Sphodrus leucophthalmus","(Linnaeus, 1758)","Species","NBNORG0000009933","accepted","","Sphodrus","Carabidae","Coleoptera","Insecta","Arthropoda","Animalia","DTOL"
"NBNSYS0000007393","NHMSYS0001718346","","UKSI","Harpalus cupreus","Dejean, 1829","Species","NBNORG0000042112","accepted","","Harpalus","Carabidae","Coleoptera","Insecta","Arthropoda","Animalia","DTOL"
"NBNSYS0000007574","NHMSYS0001719679","","UKSI","Potamonectes canariensis","(Bedel, 1881)","Species","NBNORG0000010001","accepted","","Potamonectes","Dytiscidae","Coleoptera","Insecta","Arthropoda","Animalia","DTOL"
"NBNSYS0000008104","NBNSYS0000134615","","UKSI","Limonia 'vectensis'","Stubbs, provisional name","Species","NBNORG0000010337","accepted","","Limonia","Limoniidae","Diptera","Insecta","Arthropoda","Animalia","DTOL"
"NBNSYS0000012927","NBNSYS0000138291","","UKSI","Tephritis sp. nov.","","Species","NBNORG0000012945","accepted","","Tephritis","Tephritidae","Diptera","Insecta","Arthropoda","Animalia","DTOL"
"NBNSYS0000013904","NHMSYS0000463551","","UKSI","Sigesbeckia serrata","DC.","Species","NBNORG0000013156","accepted","","Sigesbeckia","Asteraceae","Asterales","Magnoliopsida","Tracheophyta","Plantae","DTOL"
"NBNSYS0000013946","NHMSYS0000457686","","UKSI","Crepis tectorum","L.","Species","NBNORG0000013167","accepted","","Crepis","Asteraceae","Asterales","Magnoliopsida","Tracheophyta","Plantae","DTOL"
"NBNSYS0000013989","NHMSYS0000464791","","UKSI","Verbascum bombyciferum","Boiss.","Species","NBNORG0000013187","accepted","","Verbascum","Scrophulariaceae","Lamiales","Magnoliopsida","Tracheophyta","Plantae","DTOL"
"NBNSYS0000013990","NHMSYS0000456230","","UKSI","Aster concinnus","Willd.","Species","NBNORG0000013188","accepted","","Aster","Asteraceae","Asterales","Magnoliopsida","Tracheophyta","Plantae","DTOL"
"NBNSYS0000014079","NHMSYS0000459935","","UKSI","Ixia campanulata","Houtt.","Species","NBNORG0000013220","accepted","","Ixia","Iridaceae","Asparagales","Magnoliopsida","Tracheophyta","Plantae","DTOL"
"NBNSYS0000014170","NHMSYS0000457545","","UKSI","Cotoneaster insculptus","Diels","Species","NBNORG0000013258","accepted","","Cotoneaster","Rosaceae","Rosales","Magnoliopsida","Tracheophyta","Plantae","DTOL"
"NBNSYS0000014304","NHMSYS0000458931","","UKSI","Galanthus caucasicus","(Baker) Grossh.","Species","NBNORG0000013300","accepted","","Galanthus","Amaryllidaceae","Asparagales","Magnoliopsida","Tracheophyta","Plantae","DTOL"
"NBNSYS0000014448","NHMSYS0000455720","","UKSI","Alchemilla tytthantha","Juz.","Species","NBNORG0000013335","accepted","","Alchemilla","Rosaceae","Rosales","Magnoliopsida","Tracheophyta","Plantae","DTOL"
"NBNSYS0000014551","NHMSYS0000460847","","UKSI","Narcissus minor","L.","Species","NBNORG0000013361","accepted","","Narcissus","Amaryllidaceae","Asparagales","Magnoliopsida","Tracheophyta","Plantae","DTOL"
"NBNSYS0000014728","NHMSYS0000457545","","UKSI","Cotoneaster congestus","Baker","Species","NBNORG0000013415","accepted","","Cotoneaster","Rosaceae","Rosales","Magnoliopsida","Tracheophyta","Plantae","DTOL"
"NBNSYS0000015099","NHMSYS0001488451","","UKSI","Listerella paradoxa","E. Jahn","Species","NBNORG0000013547","accepted","","Listerella","Listerellaceae","Liceida","Myxogastrea","","Protozoa","DTOL"
"NBNSYS0000016619","NHMSYS0001499059","","UKSI","Stigmatea aegopodii","(Pers.) Oudem.","Species","NBNORG0000084424","accepted","","Stigmatea","","","","Ascomycota","Fungi","DTOL"
"NBNSYS0000016622","NHMSYS0001499059","","UKSI","Stigmatea polygoni","(Fr.) Fr.","Species","NBNORG0000014336","accepted","","Stigmatea","","","","Ascomycota","Fungi","DTOL"
"NBNSYS0000016624","NHMSYS0001499059","","UKSI","Stigmatea sylvatica","Sacc.","Species","NBNORG0000014337","accepted","","Stigmatea","","","","Ascomycota","Fungi","DTOL"
"NBNSYS0000016864","NHMSYS0001476387","","UKSI","Byssochlamys nivea","Westling","Species","NBNORG0000014431","accepted","","Byssochlamys","Trichocomaceae","Eurotiales","Eurotiomycetes","Ascomycota","Fungi","DTOL"
"NBNSYS0000018346","NHMSYS0001477591","","UKSI","Cladonia arbuscula s. str.","(Wallr.) Flot.","Species","NBNORG0000125439","accepted","","Cladonia","Cladoniaceae","Lecanorales","Lecanoromycetes","Ascomycota","Fungi","DTOL"
"NBNSYS0000022336","NHMSYS0020703641","","UKSI","Sparganophilus tamensis","Benham, 1892","Species","NBNORG0000017060","accepted","","Sparganophilus","Sparganophilidae","Crassiclitellata","Oligochaeta","Annelida","Animalia","DTOL"
"NBNSYS0000023142","NBNSYS0000132630","","UKSI","Dropephylla heeri","(Heer, 1841)","Species","NBNORG0000017349","accepted","","Dropephylla","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","DTOL"
"NBNSYS0000023212","NHMSYS0001720340","","UKSI","Teropalpus unicolor","(Sharp, 1900)","Species","NBNORG0000017386","accepted","","Teropalpus","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","DTOL"
"NBNSYS0000023845","NHMSYS0021391709","","UKSI","Atheta excellens","(Kraatz, 1856)","Species","NBNORG0000087576","accepted","","Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","DTOL"
"NBNSYS0000023851","NHMSYS0021430144","","UKSI","Atheta harwoodi","Williams, 1930","Species","NBNORG0000087453","accepted","","Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","DTOL"
"NBNSYS0000023856","NHMSYS0021391699","","UKSI","Atheta puberula","(Sharp, 1869)","Species","NBNORG0000087300","accepted","","Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","DTOL"
"NBNSYS0000023860","NHMSYS0021419839","","UKSI","Atheta atricolor","(Sharp, 1869)","Species","NBNORG0000088729","accepted","","Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","DTOL"
"NBNSYS0000023866","NHMSYS0021419839","","UKSI","Atheta indubia","(Sharp, 1869)","Species","NBNORG0000088734","accepted","","Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","DTOL"
"NBNSYS0000023868","NHMSYS0021419839","","UKSI","Atheta liliputana","(Brisout de Barneville, C., 1860)","Species","NBNORG0000088736","accepted","","Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","DTOL"
"NBNSYS0000023869","NHMSYS0021419839","","UKSI","Atheta minuscula","(Brisout de Barneville, C., 1860)","Species","NBNORG0000088737","accepted","","Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","DTOL"
"NBNSYS0000023870","NHMSYS0021419839","","UKSI","Atheta palleola","(Erichson, 1837)","Species","NBNORG0000088738","accepted","","Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","DTOL"
"NBNSYS0000023894","NHMSYS0021391734","","UKSI","Atheta fussi","Bernhauer, 1908","Species","NBNORG0000088755","accepted","","Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","DTOL"
"NBNSYS0000023910","NHMSYS0021391724","","UKSI","Atheta canescens","(Sharp, 1869)","Species","NBNORG0000087987","accepted","","Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","DTOL"
"NBNSYS0000023934","NHMSYS0021432664","","UKSI","Atheta fimorum","(Brisout de Barneville, C., 1860)","Species","NBNORG0000088767","accepted","","Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","DTOL"
"NBNSYS0000023957","NHMSYS0021391704","","UKSI","Atheta puncticollis","Benick, 1938","Species","NBNORG0000087503","accepted","","Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","DTOL"
"NBNSYS0000024281","NHMSYS0001717090","","UKSI","Attagenus cyphonoides","Reitter, 1881","Species","NBNORG0000017892","accepted","","Attagenus","Dermestidae","Coleoptera","Insecta","Arthropoda","Animalia","DTOL"
"NBNSYS0000024336","NHMSYS0001720440","","UKSI","Trigonogenius globulus","Solier, 1849","Species","NBNORG0000017921","accepted","","Trigonogenius","Ptinidae","Coleoptera","Insecta","Arthropoda","Animalia","DTOL"
"NBNSYS0000024363","NHMSYS0001718886","","UKSI","Lyctus sinensis","Lesne, 1911","Species","NBNORG0000017946","accepted","","Lyctus","Bostrichidae","Coleoptera","Insecta","Arthropoda","Animalia","DTOL"
"NBNSYS0000024822","NHMSYS0020151503","","UKSI","Blaps mortisaga","(Linnaeus, 1758)","Species","NBNORG0000018153","accepted","","Blaps","Tenebrionidae","Coleoptera","Insecta","Arthropoda","Animalia","DTOL"
"NBNSYS0000025247","NHMSYS0020152222","","UKSI","Gronops inaequalis","Boheman, 1842","Species","NBNORG0000018311","accepted","","Gronops","Curculionidae","Coleoptera","Insecta","Arthropoda","Animalia","DTOL"
"NBNSYS0000025264","NHMSYS0020152148","","UKSI","Euophryum rufum","(Broun, 1880)","Species","NBNORG0000018317","accepted","","Euophryum","Curculionidae","Coleoptera","Insecta","Arthropoda","Animalia","DTOL"
"NBNSYS0000025293","NHMSYS0020151440","","UKSI","Bagous czwalinai","Seidlitz, 1891","Species","NBNORG0000091889","accepted","","Bagous","Curculionidae","Coleoptera","Insecta","Arthropoda","Animalia","DTOL"
"NBNSYS0000025307","NBNSYS0000133962","","UKSI","Hydronomus alismatis","(Marsham, 1802)","Species","NBNORG0000091903","accepted","","Hydronomus","Curculionidae","Coleoptera","Insecta","Arthropoda","Animalia","DTOL"
