ncbi_taxon_id	species	family	target_list_status	sequencing_status	project	long_list	family_representative	other_priority	sample_collected	sample_acquired	in_progress	data_generation	in_assembly	insdc_submitted	open	insdc_open	published
	Polyaspis patavinus	Polyaspididae	long_list		ATLASEA	ATLASEA											
	Uroobovella petiti	Urodinychidae	long_list		ATLASEA	ATLASEA											
	Roncus peissensis	Neobisiidae	long_list		ATLASEA	ATLASEA											
	Amnemochthonius taeniophorus	Haplochthoniidae	long_list		ATLASEA	ATLASEA											
	Hyadesia furcillipes	Hyadesiidae	long_list		ATLASEA	ATLASEA											
	Hyadesia tumida	Hyadesiidae	long_list		ATLASEA	ATLASEA											
	Ophidiotrichus corsicanus	Oribatellidae	long_list		ATLASEA	ATLASEA											
	Sapracarus arenicola	Sapracaridae	long_list		ATLASEA	ATLASEA											
	Javalbia bella	Aturidae	long_list		ATLASEA	ATLASEA											
	Acarochelopodia delamarei	Halacaridae	long_list		ATLASEA	ATLASEA											
	Acaromantis minutus	Halacaridae	long_list		ATLASEA	ATLASEA											
	Acaromantis squilla	Halacaridae	long_list		ATLASEA	ATLASEA											
	Agaue abyssorum	Halacaridae	long_list		ATLASEA	ATLASEA											
	Agaue adriatica	Halacaridae	long_list		ATLASEA	ATLASEA											
	Agaue panopae	Halacaridae	long_list		ATLASEA	ATLASEA											
	Agauopsis marinovi	Halacaridae	long_list		ATLASEA	ATLASEA											
	Agauopsis microrhyncha	Halacaridae	long_list		ATLASEA	ATLASEA											
	Agauopsis minor	Halacaridae	long_list		ATLASEA	ATLASEA											
	Anomalohalacarus arenarius	Halacaridae	long_list		ATLASEA	ATLASEA											
	Caspihalacarus danubialis	Halacaridae	long_list		ATLASEA	ATLASEA											
	Coloboceras longiusculus	Halacaridae	long_list		ATLASEA	ATLASEA											
	Colobocerasides koehleri	Halacaridae	long_list		ATLASEA	ATLASEA											
	Copidognathides minutirostris	Halacaridae	long_list		ATLASEA	ATLASEA											
	Copidognathus brachystomus	Halacaridae	long_list		ATLASEA	ATLASEA											
	Copidognathus brevipes	Halacaridae	long_list		ATLASEA	ATLASEA											
	Copidognathus caudani	Halacaridae	long_list		ATLASEA	ATLASEA											
	Copidognathus crassirostris	Halacaridae	long_list		ATLASEA	ATLASEA											
	Copidognathus figeus	Halacaridae	long_list		ATLASEA	ATLASEA											
	Copidognathus glyptoderma	Halacaridae	long_list		ATLASEA	ATLASEA											
	Copidognathus graveolus	Halacaridae	long_list		ATLASEA	ATLASEA											
	Copidognathus humerosus	Halacaridae	long_list		ATLASEA	ATLASEA											
	Copidognathus loricatus	Halacaridae	long_list		ATLASEA	ATLASEA											
	Copidognathus magnipalpus	Halacaridae	long_list		ATLASEA	ATLASEA											
	Copidognathus pseudofigeus	Halacaridae	long_list		ATLASEA	ATLASEA											
	Copidognathus quadricostatus	Halacaridae	long_list		ATLASEA	ATLASEA											
	Copidognathus venustus	Halacaridae	long_list		ATLASEA	ATLASEA											
	Halacarus griseus	Halacaridae	long_list		ATLASEA	ATLASEA											
	Halacarus marcandei	Halacaridae	long_list		ATLASEA	ATLASEA											
	Isobactrus cryptorhynchus	Halacaridae	long_list		ATLASEA	ATLASEA											
	Parhalixodes travei	Halacaridae	long_list		ATLASEA	ATLASEA											
	Pelacarus aculeatus	Halacaridae	long_list		ATLASEA	ATLASEA											
	Rhombognathides exoplus	Halacaridae	long_list		ATLASEA	ATLASEA											
	Rhombognathus karlvietsi	Halacaridae	long_list		ATLASEA	ATLASEA											
	Rhombognathus peltatus	Halacaridae	long_list		ATLASEA	ATLASEA											
	Thalassarachna reticulata	Halacaridae	long_list		ATLASEA	ATLASEA											
	Lohmannella multisetosa	Halacaridae	long_list		ATLASEA	ATLASEA											
	Lohmannella norvegica	Halacaridae	long_list		ATLASEA	ATLASEA											
	Lohmannella nudipes	Halacaridae	long_list		ATLASEA	ATLASEA											
	Lohmannella reducta	Halacaridae	long_list		ATLASEA	ATLASEA											
	Lohmannella rustica	Halacaridae	long_list		ATLASEA	ATLASEA											
	Scaptognathus hallezi	Halacaridae	long_list		ATLASEA	ATLASEA											
	Scaptognathus sabularius	Halacaridae	long_list		ATLASEA	ATLASEA											
	Scaptognathus tereninus	Halacaridae	long_list		ATLASEA	ATLASEA											
	Litarachna duboscqi	Pontarachnidae	long_list		ATLASEA	ATLASEA											
	Pontarachna punctulum	Pontarachnidae	long_list		ATLASEA	ATLASEA											
	Charadriineopicobia apricaria	Syringophilidae	long_list		ATLASEA	ATLASEA											
	Disparalona leei	Chydoridae	long_list		ATLASEA	ATLASEA											
	Peracantha truncata	Chydoridae	long_list		ATLASEA	ATLASEA											
	Argulus arcassonensis	Argulidae	long_list		ATLASEA	ATLASEA											
	Argulus vittatus	Argulidae	long_list		ATLASEA	ATLASEA											
	Geophilus seurati	Geophilidae	long_list		ATLASEA	ATLASEA											
	Acartia centrura	Acartiidae	long_list		ATLASEA	ATLASEA											
	Acartia (Acanthacartia) bifilosa	Acartiidae	long_list		ATLASEA	ATLASEA											
	Acartia (Acanthacartia) italica	Acartiidae	long_list		ATLASEA	ATLASEA											
	Acartia (Acanthacartia) plumosa	Acartiidae	long_list		ATLASEA	ATLASEA											
	Acartia (Acanthacartia) tonsa	Acartiidae	long_list		ATLASEA	ATLASEA											
	Acartia (Acartia) danae	Acartiidae	long_list		ATLASEA	ATLASEA											
	Acartia (Acartia) negligens	Acartiidae	long_list		ATLASEA	ATLASEA											
	Acartia (Acartiura) clausi	Acartiidae	long_list		ATLASEA	ATLASEA											
	Acartia (Acartiura) discaudata	Acartiidae	long_list		ATLASEA	ATLASEA											
	Acartia (Acartiura) longiremis	Acartiidae	long_list		ATLASEA	ATLASEA											
	Acartia (Acartiura) teclae	Acartiidae	long_list		ATLASEA	ATLASEA											
	Acartia (Hypoacartia) adriatica	Acartiidae	long_list		ATLASEA	ATLASEA											
	Acartia macropus	Acartiidae	long_list		ATLASEA	ATLASEA											
	Valdiviella oligarthra	Aetideidae	long_list		ATLASEA	ATLASEA											
	Metacalanus acutioperculum	Arietellidae	long_list		ATLASEA	ATLASEA											
	Euaugaptilus farrani	Augaptilidae	long_list		ATLASEA	ATLASEA											
	Euaugaptilus grandicornis	Augaptilidae	long_list		ATLASEA	ATLASEA											
	Euaugaptilus propinquus	Augaptilidae	long_list		ATLASEA	ATLASEA											
	Euaugaptilus rectus	Augaptilidae	long_list		ATLASEA	ATLASEA											
	Euaugaptilus vicinus	Augaptilidae	long_list		ATLASEA	ATLASEA											
	Haloptilus fertilis	Augaptilidae	long_list		ATLASEA	ATLASEA											
	Haloptilus longicirrus	Augaptilidae	long_list		ATLASEA	ATLASEA											
	Pachyptilus eurygnathus	Augaptilidae	long_list		ATLASEA	ATLASEA											
	Candacia giesbrechti	Candaciidae	long_list		ATLASEA	ATLASEA											
	Candacia nigrocincta	Candaciidae	long_list		ATLASEA	ATLASEA											
	Centropages brachiatus	Centropagidae	long_list		ATLASEA	ATLASEA											
	Lucicutia sarsi	Lucicutiidae	long_list		ATLASEA	ATLASEA											
	Lucicutia tenuicauda	Lucicutiidae	long_list		ATLASEA	ATLASEA											
	Calocalanus elegans	Paracalanidae	long_list		ATLASEA	ATLASEA											
	Calocalanus elongatus	Paracalanidae	long_list		ATLASEA	ATLASEA											
	Calocalanus equalicauda	Paracalanidae	long_list		ATLASEA	ATLASEA											
	Calocalanus fusiformis	Paracalanidae	long_list		ATLASEA	ATLASEA											
	Calocalanus gresei	Paracalanidae	long_list		ATLASEA	ATLASEA											
	Calocalanus latus	Paracalanidae	long_list		ATLASEA	ATLASEA											
	Calocalanus lomonosovi	Paracalanidae	long_list		ATLASEA	ATLASEA											
	Calocalanus longisetosus	Paracalanidae	long_list		ATLASEA	ATLASEA											
	Calocalanus minor	Paracalanidae	long_list		ATLASEA	ATLASEA											
	Calocalanus neptunus	Paracalanidae	long_list		ATLASEA	ATLASEA											
	Calocalanus ovalis	Paracalanidae	long_list		ATLASEA	ATLASEA											
	Calocalanus parelongatus	Paracalanidae	long_list		ATLASEA	ATLASEA											
	Calocalanus vivesei	Paracalanidae	long_list		ATLASEA	ATLASEA											
	Xanthocalanus mixtus	Phaennidae	long_list		ATLASEA	ATLASEA											
	Ridgewayia marki	Pseudocyclopidae	long_list		ATLASEA	ATLASEA											
	Amallothrix paravalida	Scolecitrichidae	long_list		ATLASEA	ATLASEA											
	Bradfordiella fowleri	Scolecitrichidae	long_list		ATLASEA	ATLASEA											
	Scaphocalanus amplius	Scolecitrichidae	long_list		ATLASEA	ATLASEA											
	Scaphocalanus medius	Scolecitrichidae	long_list		ATLASEA	ATLASEA											
	Mimocalanus brodskyi	Spinocalanidae	long_list		ATLASEA	ATLASEA											
	Stephos cryptospinosus	Stephidae	long_list		ATLASEA	ATLASEA											
	Stephos marsalensis	Stephidae	long_list		ATLASEA	ATLASEA											
	Eurytemora lacinulata	Temoridae	long_list		ATLASEA	ATLASEA											
	Canuellopsis mediterranea	Canuellidae	long_list		ATLASEA	ATLASEA											
	Bathycopola setifera	Ascidicolidae	long_list		ATLASEA	ATLASEA											
	Enterocola fertilis	Ascidicolidae	long_list		ATLASEA	ATLASEA											
	Enterocola mammifera	Ascidicolidae	long_list		ATLASEA	ATLASEA											
	Enterocola petiti	Ascidicolidae	long_list		ATLASEA	ATLASEA											
	Enterocola pterophorus	Ascidicolidae	long_list		ATLASEA	ATLASEA											
	Botryllophilus banyulensis	Botryllophilidae	long_list		ATLASEA	ATLASEA											
	Botryllophilus kozloffi	Botryllophilidae	long_list		ATLASEA	ATLASEA											
	Botryllophilus virescens	Botryllophilidae	long_list		ATLASEA	ATLASEA											
	Haplosaccus sacculus	Botryllophilidae	long_list		ATLASEA	ATLASEA											
	Haplostomides brementi	Botryllophilidae	long_list		ATLASEA	ATLASEA											
	Paulillgia polycarpae	Botryllophilidae	long_list		ATLASEA	ATLASEA											
	Schizoproctus oligomerus	Botryllophilidae	long_list		ATLASEA	ATLASEA											
	Halicyclops troglodytes	Cyclopidae	long_list		ATLASEA	ATLASEA											
	Neocyclops salinarum	Cyclopidae	long_list		ATLASEA	ATLASEA											
	Cyclopina crassisetosa	Cyclopinidae	long_list		ATLASEA	ATLASEA											
	Cyclopina kieferi	Cyclopinidae	long_list		ATLASEA	ATLASEA											
	Enterocolides ecaudatus	Enteropsidae	long_list		ATLASEA	ATLASEA											
	Mychophilus roseus	Enteropsidae	long_list		ATLASEA	ATLASEA											
	Hemicyclopina kliei	Hemicyclopinidae	long_list		ATLASEA	ATLASEA											
	Hemicyclopina setifera	Hemicyclopinidae	long_list		ATLASEA	ATLASEA											
	Anoplodelphys incerta	Notodelphyidae	long_list		ATLASEA	ATLASEA											
	Bonnierilla dinardensis	Notodelphyidae	long_list		ATLASEA	ATLASEA											
	Chelipygus bulbosus	Notodelphyidae	long_list		ATLASEA	ATLASEA											
	Chelipygus dinardensis	Notodelphyidae	long_list		ATLASEA	ATLASEA											
	Cochlodelphys delamarei	Notodelphyidae	long_list		ATLASEA	ATLASEA											
	Doroixys atlantica	Notodelphyidae	long_list		ATLASEA	ATLASEA											
	Doropygella corsensis	Notodelphyidae	long_list		ATLASEA	ATLASEA											
	Doropygus corsu	Notodelphyidae	long_list		ATLASEA	ATLASEA											
	Doropygus leptobrachius	Notodelphyidae	long_list		ATLASEA	ATLASEA											
	Doropygus nasutus	Notodelphyidae	long_list		ATLASEA	ATLASEA											
	Gosbia pusilla	Notodelphyidae	long_list		ATLASEA	ATLASEA											
	Gunenotophorus antennularis	Notodelphyidae	long_list		ATLASEA	ATLASEA											
	Nodoscarus bretoni	Notodelphyidae	long_list		ATLASEA	ATLASEA											
	Notodelphys echinata	Notodelphyidae	long_list		ATLASEA	ATLASEA											
	Notodelphys hatlassae	Notodelphyidae	long_list		ATLASEA	ATLASEA											
	Notodelphys reducta	Notodelphyidae	long_list		ATLASEA	ATLASEA											
	Notodelphys salthasae	Notodelphyidae	long_list		ATLASEA	ATLASEA											
	Ophiodelphys apoda	Notodelphyidae	long_list		ATLASEA	ATLASEA											
	Prodoroixys bathybia	Notodelphyidae	long_list		ATLASEA	ATLASEA											
	Oithona robusta	Oithonidae	long_list		ATLASEA	ATLASEA											
	Euchonicoloides halli	Saccopsidae	long_list		ATLASEA	ATLASEA											
	Xenocoeloma brumpti	Xenocoelomatidae	long_list		ATLASEA	ATLASEA											
	Cerviniella langi	Aegisthidae	long_list		ATLASEA	ATLASEA											
	Pontostratiotes abyssicola	Aegisthidae	long_list		ATLASEA	ATLASEA											
	Pontostratiotes alatus	Aegisthidae	long_list		ATLASEA	ATLASEA											
	Pontostratiotes barnetti	Aegisthidae	long_list		ATLASEA	ATLASEA											
	Pontostratiotes cecilae	Aegisthidae	long_list		ATLASEA	ATLASEA											
	Pontostratiotes lubricus	Aegisthidae	long_list		ATLASEA	ATLASEA											
	Pontostratiotes minor	Aegisthidae	long_list		ATLASEA	ATLASEA											
	Pontostratiotes pubescens	Aegisthidae	long_list		ATLASEA	ATLASEA											
	Pontostratiotes scotti	Aegisthidae	long_list		ATLASEA	ATLASEA											
	Pontostratiotes uxoris	Aegisthidae	long_list		ATLASEA	ATLASEA											
	Pontostratiotes vasconiensis	Aegisthidae	long_list		ATLASEA	ATLASEA											
	Pontostratiotes vitielloi	Aegisthidae	long_list		ATLASEA	ATLASEA											
	Pontostratiotes vivierae	Aegisthidae	long_list		ATLASEA	ATLASEA											
	Ameira parasimulans	Ameiridae	long_list		ATLASEA	ATLASEA											
	Ameiropsyllus monardi	Ameiridae	long_list		ATLASEA	ATLASEA											
	Filexilia longifurca	Ameiridae	long_list		ATLASEA	ATLASEA											
	Leptomesochra nasuta	Ameiridae	long_list		ATLASEA	ATLASEA											
	Leptomesochra theodoridis	Ameiridae	long_list		ATLASEA	ATLASEA											
	Proameira thetiensis	Ameiridae	long_list		ATLASEA	ATLASEA											
	Sarsameira longiremis	Ameiridae	long_list		ATLASEA	ATLASEA											
	Neoleptastacus spinicaudatus	Arenopontiidae	long_list		ATLASEA	ATLASEA											
	Psammoleptastacus stygius	Arenopontiidae	long_list		ATLASEA	ATLASEA											
	Corallicletodes boutierei	Argestidae	long_list		ATLASEA	ATLASEA											
	Eurycletodes (Oligocletodes) echinatus	Argestidae	long_list		ATLASEA	ATLASEA											
	Eurycletodes (Oligocletodes) similis	Argestidae	long_list		ATLASEA	ATLASEA											
	Fultonia bougisi	Argestidae	long_list		ATLASEA	ATLASEA											
	Fultonia gascognensis	Argestidae	long_list		ATLASEA	ATLASEA											
	Mesocletodes soyeri	Argestidae	long_list		ATLASEA	ATLASEA											
	Mesochra rostrata	Canthocamptidae	long_list		ATLASEA	ATLASEA											
	Cletocamptus retrogressus	Canthocamptidae	long_list		ATLASEA	ATLASEA											
	Metahuntemannia dovpori	Canthocamptidae	long_list		ATLASEA	ATLASEA											
	Parepactophanes gallicus	Canthocamptidae	long_list		ATLASEA	ATLASEA											
	Cletodes linearis	Cletodidae	long_list		ATLASEA	ATLASEA											
	Cletodes reductus	Cletodidae	long_list		ATLASEA	ATLASEA											
	Cletodes smirnovi	Cletodidae	long_list		ATLASEA	ATLASEA											
	Enhydrosoma migoti	Cletodidae	long_list		ATLASEA	ATLASEA											
	Enhydrosoma wellsi	Cletodidae	long_list		ATLASEA	ATLASEA											
	Stylicletodes minutus	Cletodidae	long_list		ATLASEA	ATLASEA											
	Stylicletodes oligochaeta	Cletodidae	long_list		ATLASEA	ATLASEA											
	Isocletopsyllus quartus	Cletopsyllidae	long_list		ATLASEA	ATLASEA											
	Cylindropsyllus govaerei	Cylindropsyllidae	long_list		ATLASEA	ATLASEA											
	Cylinula arganoi	Cylindropsyllidae	long_list		ATLASEA	ATLASEA											
	Dactylopusia stroemii	Dactylopusiidae	long_list		ATLASEA	ATLASEA											
	Diarthrodes drachi	Dactylopusiidae	long_list		ATLASEA	ATLASEA											
	Diarthrodes fahrenbachi	Dactylopusiidae	long_list		ATLASEA	ATLASEA											
	Diarthrodes gravellicola	Dactylopusiidae	long_list		ATLASEA	ATLASEA											
	Arenosetella incerta	Ectinosomatidae	long_list		ATLASEA	ATLASEA											
	Arenosetella littoralis	Ectinosomatidae	long_list		ATLASEA	ATLASEA											
	Ectinosoma mediterraneum	Ectinosomatidae	long_list		ATLASEA	ATLASEA											
	Ectinosoma paradentatum	Ectinosomatidae	long_list		ATLASEA	ATLASEA											
	Ectinosoma pruvoti	Ectinosomatidae	long_list		ATLASEA	ATLASEA											
	Ectinosoma vervoorti	Ectinosomatidae	long_list		ATLASEA	ATLASEA											
	Glabrotelson abbotti	Ectinosomatidae	long_list		ATLASEA	ATLASEA											
	Glabrotelson chappuisi	Ectinosomatidae	long_list		ATLASEA	ATLASEA											
	Glabrotelson meridionale	Ectinosomatidae	long_list		ATLASEA	ATLASEA											
	Glabrotelson monniotae	Ectinosomatidae	long_list		ATLASEA	ATLASEA											
	Glabrotelson soyeri	Ectinosomatidae	long_list		ATLASEA	ATLASEA											
	Glabrotelson tenuissima	Ectinosomatidae	long_list		ATLASEA	ATLASEA											
	Halectinosoma abyssicola	Ectinosomatidae	long_list		ATLASEA	ATLASEA											
	Halectinosoma gascognense	Ectinosomatidae	long_list		ATLASEA	ATLASEA											
	Halectinosoma similidistinctum	Ectinosomatidae	long_list		ATLASEA	ATLASEA											
	Noodtiella pectinata	Ectinosomatidae	long_list		ATLASEA	ATLASEA											
	Parabradya atlantica	Ectinosomatidae	long_list		ATLASEA	ATLASEA											
	Parabradya bodini	Ectinosomatidae	long_list		ATLASEA	ATLASEA											
	Peltobradya bryozoophila	Ectinosomatidae	long_list		ATLASEA	ATLASEA											
	Pseudobradya banyulensis	Ectinosomatidae	long_list		ATLASEA	ATLASEA											
	Pseudobradya brevicaudata	Ectinosomatidae	long_list		ATLASEA	ATLASEA											
	Pseudobradya brevicornis	Ectinosomatidae	long_list		ATLASEA	ATLASEA											
	Pseudobradya pectinifera	Ectinosomatidae	long_list		ATLASEA	ATLASEA											
	Pseudobradya peresi	Ectinosomatidae	long_list		ATLASEA	ATLASEA											
	Pseudobradya psammophila	Ectinosomatidae	long_list		ATLASEA	ATLASEA											
	Pseudobradya soyeri	Ectinosomatidae	long_list		ATLASEA	ATLASEA											
	Pseudobradya spinulosa	Ectinosomatidae	long_list		ATLASEA	ATLASEA											
	Pseudobradya truncatiseta	Ectinosomatidae	long_list		ATLASEA	ATLASEA											
	Sigmatidium kunzi	Ectinosomatidae	long_list		ATLASEA	ATLASEA											
	Sigmatidium rouchi	Ectinosomatidae	long_list		ATLASEA	ATLASEA											
	Harpacticus chauseica	Harpacticidae	long_list		ATLASEA	ATLASEA											
	Harpacticus nicaeensis	Harpacticidae	long_list		ATLASEA	ATLASEA											
	Harpacticus nobilis	Harpacticidae	long_list		ATLASEA	ATLASEA											
	Idyella kunzi	Idyanthidae	long_list		ATLASEA	ATLASEA											
	Asellopsis duboscqui	Laophontidae	long_list		ATLASEA	ATLASEA											
	Inermiphonte drachi	Laophontidae	long_list		ATLASEA	ATLASEA											
	Laophonte adamsiae	Laophontidae	long_list		ATLASEA	ATLASEA											
	Laophonte dinocerata	Laophontidae	long_list		ATLASEA	ATLASEA											
	Laophontina acantha	Laophontidae	long_list		ATLASEA	ATLASEA											
	Paralaophonte ormieresi	Laophontidae	long_list		ATLASEA	ATLASEA											
	Laophontopsis monardi	Laophontopsidae	long_list		ATLASEA	ATLASEA											
	Delamarella arenicola	Latiremidae	long_list		ATLASEA	ATLASEA											
	Delamarella eximia	Latiremidae	long_list		ATLASEA	ATLASEA											
	Syrticola mediterraneus	Leptopontiidae	long_list		ATLASEA	ATLASEA											
	Laubieria corallicola	Metidae	long_list		ATLASEA	ATLASEA											
	Amphiascoides limicola	Miraciidae	long_list		ATLASEA	ATLASEA											
