"lfd. Nr","Überfamilie","Familie","Unterfamilie","Tribus","Subtribus","Gattung","Art","Autoren","Trivialnamen (meist deutsche Namen)","KR-Nr.","GUID","Anmer-kung zum Artstatus","zu löschen!","Änderungs-Datum","Kommentar Änderung gegenüber Version 1 vom 4. Februar 2017","Anmerkung Faunistik Europa","Vorkommen in Europa sensu Fauna Europaea","Vorkommen in Europa i.w.S.","D","CH","A","Hinweis auf eingeschränkte Verbreitung","Anzahl Länder mit Nachweisen","Lebendbild","Diagnosebild"
"1023","Tineoidea","Tineidae","[Unterfamilie nicht zugeordnet: ehem. ""Meessiinae""]","","","Novotinea","carbonifera","(Walsingham, 1900)","","586","ae47c88b-7bc7-44f0-81ec-e5ce2efe5c1f","","","","","","etabliert","etabliert","","","","nur Mittelmeerraum","2","","Ja"
"1024","Tineoidea","Tineidae","[Unterfamilie nicht zugeordnet: ehem. ""Meessiinae""]","","","Novotinea","albarracinella","Petersen, 1967","","587","5f62a521-5730-4c5e-9b27-ac2f27c0be08","","","","","","etabliert","etabliert","","","","nur Mittelmeerraum","2","","Ja"
"1025","Tineoidea","Tineidae","[Unterfamilie nicht zugeordnet: ehem. ""Meessiinae""]","","","Novotinea","andalusiella","Petersen, 1964","","588","e8fbd449-b540-4691-ae24-b283d4e3ad23","","","","","","etabliert","etabliert","","","","nur Spanien","1","",""
"1026","Tineoidea","Tineidae","[Unterfamilie nicht zugeordnet: ehem. ""Meessiinae""]","","","Novotinea","reinhardella","Nel, 2014","","00588a","102aade3-090f-417d-a7e0-5db8a2f41bc1","","","","","","etabliert","etabliert","","","","","2","",""
"1027","Tineoidea","Tineidae","[Unterfamilie nicht zugeordnet: ehem. ""Meessiinae""]","","","Novotinea","cretica","Gaedike, 2021","","00588b","7522ac6e-d773-489e-b7f2-88673bcfb11a","","","03/01/2022","neu beschriebene Art","","etabliert","etabliert","","","","nur Kreta","1","",""
"1031","Tineoidea","Tineidae","[Unterfamilie nicht zugeordnet: ehem. ""Meessiinae""]","","","Agnathosia","sandoeensis","Jonasson, 1977","","595","5a5fec5e-6e93-4eee-b8e6-b811fa72778f","","","14/09/2018","A-Fähnchen gehisst","D-CH-A","etabliert","etabliert","","","A","","3","Ja",""
"1033","Tineoidea","Tineidae","[Unterfamilie nicht zugeordnet: ehem. ""Meessiinae""]","","","Xystrologa","ochripennella","(Nel & Varenne, 2011)","","00595b","dbe27c02-7453-47a0-b301-4d0666386c0d","","","04/12/2020","jetzt bona species","","etabliert","etabliert","","","","nur Mittelmeerraum","2","",""
"1034","Tineoidea","Tineidae","Myrmecozelinae","","","Pachyarthra","mediterraneae","(Bethune-Baker, 1894)","","459","64a5753c-2003-4e57-82b5-fd14adf21e02","","","08/05/2019","mediterranea ==> mediterraneae","","etabliert","etabliert","","","","nur Spanien","1","","Ja"
"1036","Tineoidea","Tineidae","Myrmecozelinae","","","Myrmecozela","lutosella","(Eversmann, 1844)","","463","c479ca84-5de4-46af-8270-e4a9666cc4ab","","","","","","etabliert","etabliert","","","","","7","","Ja"
"1037","Tineoidea","Tineidae","Myrmecozelinae","","","Myrmecozela","taurella","Zagulajev, 1971","","464","2df7fa6e-be1c-4724-abe0-e7d196293f12","","zu löschen!","28/10/2019","Streichen! Jetzt Synonym zu M. lutosella","","[-]","[-]","","","","","","[-]","[-]"
"1038","Tineoidea","Tineidae","Myrmecozelinae","","","Myrmecozela","pontica","Zagulajev, 1971","","00466b","4bed66e5-54cd-4c7e-836c-ca8d9efda88e","","zu löschen!","28/10/2019","Streichen! Jetzt Synonym zu M. lutosella","","[-]","[-]","","","","","","[-]","[-]"
"1039","Tineoidea","Tineidae","Myrmecozelinae","","","Myrmecozela","stepicola","Zagulajev, 1972","","00466c","258bac56-f7b2-4486-9f61-a31197ff2645","","zu löschen!","28/10/2019","Streichen! Jetzt Synonym zu M. lutosella","","[-]","[-]","","","","","","[-]","[-]"
"1040","Tineoidea","Tineidae","Myrmecozelinae","","","Myrmecozela","ataxella","(Chrétien, 1905)","","465","a829e354-3ed3-4eb6-8bdc-861f07b5d374","","","","","","etabliert","etabliert","","","","","11","Ja","Ja"
"1041","Tineoidea","Tineidae","Myrmecozelinae","","","Myrmecozela","parnassiella","(Rebel, 1915)","","462","25f75383-1f0f-412e-9972-7fdde6896c73","","zu löschen!","28/10/2019","Streichen! Jetzt Synonym zu M. ataxella","","[-]","[-]","","","","","","[-]","[-]"
"1042","Tineoidea","Tineidae","Myrmecozelinae","","","Myrmecozela","sordidella","Zagulajev, 1975","","00466d","f3f48495-b824-4d7d-8e63-318a2e24c454","","zu löschen!","28/10/2019","Streichen! Jetzt Synonym zu M. ataxella","","[-]","[-]","","","","","","[-]","[-]"
"1043","Tineoidea","Tineidae","Myrmecozelinae","","","Myrmecozela","lambesella","Rebel, 1901","","466","812f5745-81fe-4ae4-bdb8-9f6ecdf5c44a","","","","","","etabliert","etabliert","","","","nur Spanien","1","","Ja"
"1044","Tineoidea","Tineidae","Myrmecozelinae","","","Myrmecozela","diacona","Walsingham, 1907","","00466a","a11b70a4-8bc4-4233-8739-e54ba44497f9","","zu löschen! (non-EU-Art)","21/09/2019","Streichen! In Europa fehlend. Die Angabe aus Spanien gehört zu M. lambesella!","nicht in Europa","[nein]","[nein]","","","","","","[nein]","[nein]"
"1048","Tineoidea","Tineidae","Myrmecozelinae","","","Ateliotum","syriaca","(Caradja, 1920)","","00473a","ffce05fe-10f7-4048-a831-86696f62bb5f","","","30.04.2018 und 29.10.2019","jetzt mit KR-Nummer statt non-KR; Änderung Unterfamilie: Perissomasticinae ==> Myrmecozelinae","","etabliert","etabliert","","","","nur Mittelmeerraum","2","",""
"1049","Tineoidea","Tineidae","Myrmecozelinae","","","Ateliotum","arenbergeri","Petersen & Gaedike, 1985","","[non-KR]","a1f3d63b-b387-4c1e-8b8f-95cad4da5b8d","","","29/10/2019","Änderung Unterfamilie: Perissomasticinae ==> Myrmecozelinae","Zypern","etabliert: nur Zypern","etabliert: nur Zypern","","","","nur Zypern","1","",""
"1050","Tineoidea","Tineidae","Myrmecozelinae","","","Ateliotum","larseni","Gaedike, 2011","","[non-KR]","954cc483-332f-47e3-86f1-96f9ff6476de","","","07.08.2019 und 29.10.2019","neu beschriebene Art (bisher übersehen); Änderung Unterfamilie: Perissomasticinae ==> Myrmecozelinae","Kanaren","etabliert: nur Kanaren/ Madeira/ Azoren","etabliert: nur Kanaren/ Madeira/ Azoren","","","","nur Kanaren","1","",""
"1053","Tineoidea","Tineidae","Myrmecozelinae","","","Cephimallota","praetoriella","(Christoph, 1872)","","478","ae3adce3-3077-4eaa-a5a9-8f4c8c7754fc","","","29/10/2019","Änderung Unterfamilie: [Unterfamilie nicht zugeordnet] ==> Myrmecozelinae","D-CH-A","etabliert","etabliert","D","","","","5","Ja","Ja"
"1054","Tineoidea","Tineidae","Myrmecozelinae","","","Cephimallota","colonella","(Erschoff, 1874)","","00481a","5109cbcd-05db-4c21-9777-f086968199b5","","","29/10/2019","Änderung Unterfamilie: [Unterfamilie nicht zugeordnet] ==> Myrmecozelinae","","etabliert","etabliert","","","","","5","","Ja"
"1061","Tineoidea","Tineidae","Tineinae","","","Ceratuncus","danubiella","(Mann, 1866)","","483","d6775edc-7405-4ebf-ba64-ccacd646bef3","","","","","D-CH-A","etabliert","etabliert","","","A","","9","Ja","Ja"
"1062","Tineoidea","Tineidae","Tineinae","","","Ceratuncus","maroccanella","(Amsel, 1951)","","00483a","d4b7b9af-a474-4265-bf00-4598f8fbbe5e","","","07/08/2019","neu für Europa","","etabliert","etabliert","","","","nur Iberische Halbinsel","2","Ja","Ja"
"1063","Tineoidea","Tineidae","Tineinae","","","Ceratuncus","dzhungaricus","Zagulajev, 1971","","484","08615529-1bb0-4dab-a4c1-0695f5666001","","","","","Nordkaukasus: Vorkommen in Europa i.e.S. falsch, nur in Europa i.w.S. im Nordkaukasus (Russland)","[nein]","etabliert: nur Nordkaukasus","","","","nur Nordkaukasus","2","",""
"1064","Tineoidea","Tineidae","Tineinae","","","Ceratuncus","affinitella","(Rebel, 1901)","","00484a","f8cb3eaf-48d5-45dd-bcc3-5a84d07a0327","","","18.01.2021 und 29.01.2022","Nicht in Europa! Angaben von der Krim sind unzutreffend! Vorkommen von Libanon und Irak über Iran und Türkei bis Armenien; Art doch wieder als unsicher in Astrachan aufgenommen","Vorkommen in Europa (Oblast Astrachan, Republik Kalmückien) unsicher [Falschangabe von Krim]; zu klären!","Vorkommen fraglich","Vorkommen fraglich","","","","nur Russland/Krim","2","","Ja"
"1065","Tineoidea","Tineidae","Tineinae","","","Reisserita","zernyi","Petersen, 1957","","487","859249fc-c6d5-4a5c-b688-51200654eee8","","","","","","etabliert","etabliert","","","","nur Iberische Halbinsel","2","Ja","Ja"
"1066","Tineoidea","Tineidae","Tineinae","","","Reisserita","haasi","(Rebel, 1901)","","486","6d8659f8-974a-41b0-a8de-a3426a2917ae","","","","","","etabliert","etabliert","","","","nur Spanien","1","Ja","Ja"
"1067","Tineoidea","Tineidae","Tineinae","","","Reisserita","chrysopterella","(Herrich-Schäffer, [1854])","","488","22a28f10-39d7-49a8-bb95-5f4e9296fd46","","","","","","etabliert","etabliert","","","","nur Iberische Halbinsel","2","Ja","Ja"
"1068","Tineoidea","Tineidae","Tineinae","","","Reisserita","parva","Petersen & Gaedike, 1979","","489","2b0adfc6-4cf7-48b4-bb54-e78d3d114ca3","","","","","","etabliert","etabliert","","","","nur Spanien","1","Ja",""
"1069","Tineoidea","Tineidae","Tineinae","","","Reisserita","latiusculella","(Stainton, 1867)","","[non-KR]","32c39083-97da-4aab-bcc6-12ea8e405a6a","","","","","Zypern","etabliert: nur Zypern","etabliert: nur Zypern","","","","nur Zypern","1","Ja",""
"1070","Tineoidea","Tineidae","Tineinae","","","Reisserita","panormitanella","(Mann, 1859)","","490","acf7fefc-228d-41a8-8df7-9be1076705f3","","","","","","etabliert","etabliert","","","","nur Mittelmeerraum","2","","Ja"
"1071","Tineoidea","Tineidae","Tineinae","","","Reisserita","relicinella","(Zeller, 1839)","","491","eb9500e2-a099-4285-ac6c-2c08dd57be37","","","","","D-CH-A","etabliert","etabliert","","","A","","16","Ja","Ja"
"1072","Tineoidea","Tineidae","Tineinae","","","Reisserita","mauritanica","(Baker, 1885)","","00491a","f16f20fb-6045-4bd2-af70-0d0de85a184b","","","","","","etabliert","etabliert","","","","nur Malta","1","",""
"1073","Tineoidea","Tineidae","Tineinae","","","Reisserita","flavofimbriella","(Chrétien, 1925)","","685","561d147a-06e9-47ff-90c5-1251a24a5977","","","29/10/2019","Änderung Gattung: Tinea ==> Reisserita","","etabliert","etabliert","","","","nur Iberische Halbinsel","2","",""
"1074","Tineoidea","Tineidae","Tineinae","","","Reisserita","neli","Grange, 2022","","00685a","b5daf8f0-cf9d-42b3-89d5-b9dee1f01657","","","26/05/2022","neu beschriebene Art","","etabliert","etabliert","","","","nur Frankreich","1","",""
"1075","Tineoidea","Tineidae","Tineinae","","","Anomalotinea","liguriella","(Millière, 1879)","","657","20bc5a37-eda1-4759-a601-4b2bde08f89c","","","","","","etabliert","etabliert","","","","","10","Ja","Ja"
"1076","Tineoidea","Tineidae","Tineinae","","","Anomalotinea","gardesanella","(Hartig, 1950)","","658","2193803f-eb6c-473a-9b1e-860eb370a9b9","","","","","","etabliert","etabliert","","","","nur Mittelmeerraum","2","","Ja"
"1078","Tineoidea","Tineidae","Tineinae","","","Anomalotinea","chellalalis","(Rebel, 1901)","","00659a","c2ef6403-eb1d-4c11-9563-3b318716cd23","","zu löschen! (non-EU-Art)","30/10/2019","zu streichen! Kein Vorkommen in Europa (nur Algerien)!","nicht in Europa","[nein]","[nein]","","","","","","[nein]","[nein]"
"1082","Tineoidea","Tineidae","Tineinae","","","Trichophaga","robinsoni","Gaedike & Karsholt, 2001","","[non-KR]","ed8bf6a8-930e-4bbf-ae6e-8242329965c5","","","","","Kanaren, Madeira","etabliert: nur Kanaren/ Madeira/ Azoren","etabliert: nur Kanaren/ Madeira/ Azoren","","","","","3","Ja","Ja"
"1086","Tineoidea","Tineidae","Tineinae","","","Elatobia","bugrai","Koçak, 1981","","667","4a42bf16-3c89-4454-8549-58c3e84ed9de","","","","","","etabliert","etabliert","","","","nur Griechenland","1","","Ja"
"1087","Tineoidea","Tineidae","Tineinae","","","Elatobia","iberica","Gaedike, 2019","","00667a","3974d73a-13ea-4a44-935f-796b215e10bb","","","02/01/2020","neu beschriebene Art","","etabliert","etabliert","","","","nur Spanien","1","",""
"1092","Tineoidea","Tineidae","Tineinae","","","Tinea","hongorella","Zagulajev, 1975","","00671a","da937189-9ace-415d-8b63-7ec761c15cc6","","","07/08/2019","neu für Europa","","etabliert","etabliert","","","","nur Russland","1","",""
"1096","Tineoidea","Tineidae","Tineinae","","","Tinea","messalina","Robinson, 1979","","673","57f790a1-815e-4f88-b2c1-a1afbdac1890","","","","","","etabliert","etabliert","","","","","5","",""
"1104","Tineoidea","Tineidae","Tineinae","","","Tinea","omichlopis","Meyrick, 1928","","682","4214bef3-ff55-4c50-811b-78679f772a2a","","","20/10/2018","nonimella (ZAGULAJEV, 1955) ==> omichlopis MEYRICK, 1928","D-CH-A","etabliert","etabliert","","","A","","13","Ja","Ja"
"1106","Tineoidea","Tineidae","Tineinae","","","Tinea","caucasicola","Gaedike, 2021","","00686a","b683706d-5251-48d7-bb59-10f145e4bcce","","","03/01/2022","neu beschriebene Art","Nordkaukasus","[nein]","etabliert: nur Nordkaukasus","","","","nur Nordkaukasus","1","",""
"1108","Tineoidea","Tineidae","Tineinae","","","Tinea","laurisilvaella","Falck, Gaedike & Vives, 2020","","[non-KR]","1484b59b-7fac-43ab-aa63-8e8ac1178211","","","12/10/2020","neu beschriebene Art","Kanaren","etabliert: nur Kanaren/ Madeira/ Azoren","etabliert: nur Kanaren/ Madeira/ Azoren","","","","","","",""
"1113","Tineoidea","Tineidae","Tineinae","","","Niditinea","tugurialis","(Meyrick, 1932)","","[non-KR]","4fe73fc6-c365-40b7-b552-eadc823555a8","","zu löschen! (non-EU-Art)","30/10/2019","zu streichen! Jetzt non-EU-Art, frühere Meldungen gehören zu N. baryspilas","nicht in Europa","[nein]","[nein]","","","","","","[nein]","[nein]"
"1115","Tineoidea","Tineidae","Tineinae","","","Proterospastis","merdella","(Zeller, 1852)","","693","93c98543-ae5d-4577-9b3a-9c41d1fc1236","","","","","","etabliert","etabliert","","","","","8","Ja","Ja"
"1116","Tineoidea","Tineidae","Tineinae","","","Proterospastis","quadruplella","(Caradja, 1920)","","00693a","e67d4244-b26e-42ab-821d-b9af34e780f7","","zu löschen!","30/10/2019","zu streichen! Synonym zu  P. merdella","","[-]","[-]","","","","","","[-]","[-]"
"1117","Tineoidea","Tineidae","Tineinae","","","Proterospastis","autochthones","(Walsingham, 1907)","","00693c","060551a4-1e6d-4fee-98e6-69f249af0422","","","","","","etabliert","etabliert","","","","nur Malta","1","",""
"1118","Tineoidea","Tineidae","Tineinae","","","Proterospastis","orientalis","(Petersen, 1959)","","00693b","0596efc1-fa1d-420e-9cb7-8d26dd09434a","","","","","","etabliert","etabliert","","","","nur Mittelmeerraum","2","",""
"1119","Tineoidea","Tineidae","Tineinae","","","Ceratobia","ratjadae","Passerin d'Entrèves, 1978","","695","48d6f2a0-6ce6-428a-87ea-29847931cda1","","","","","","etabliert","etabliert","","","","nur Mittelmeerraum","2","","Ja"
"1120","Tineoidea","Tineidae","Tineinae","","","Ceratobia","oxymora","(Meyrick, 1919)","","[non-KR]","c2c6112a-9bda-4f2e-8cf4-0de540351424","","","","","Kanaren, Madeira","etabliert: nur Kanaren/ Madeira/ Azoren","etabliert: nur Kanaren/ Madeira/ Azoren","","","","","2","",""
"1121","Tineoidea","Tineidae","Tineinae","","","Metatinea","immaculatella","(Rebel, 1892)","","00695z","7c41cd02-b780-4181-b6e1-a476ba580d09","","","21/09/2021","KR-Nr. vergeben wegen Einzelnachweis auf Korsika","Kanaren, ein Einzelnachweis auf Korsika","etabliert: nur Kanaren/ Madeira/ Azoren","etabliert: nur Kanaren/ Madeira/ Azoren","","","","","2","Ja","Ja"
"1122","Tineoidea","Tineidae","Tineinae","","","Phereoeca","allutella","(Rebel, 1892)","","[non-KR]","aa75adcf-4924-4cce-a7b3-ab0f55190f8b","","","","","Kanaren, Madeira","etabliert: nur Kanaren/ Madeira/ Azoren","etabliert: nur Kanaren/ Madeira/ Azoren","","","","","2","","Ja"
"1123","Tineoidea","Tineidae","Tineinae","","","Phereoeca","lodli","Vives, 2001","","00711a","fa8d705d-81d1-4660-8cbb-3e9223acecb7","","","","","","etabliert","etabliert","","","","","7","","Ja"
"1124","Tineoidea","Tineidae","Tineinae","","","Montetinea","tenuicornella","(Klimesch, 1942)","","697","eaff9ea0-ec24-43cc-b0c1-ec47b9f80047","","","","","D-CH-A","etabliert","etabliert","","C","","","3","",""
"1125","Tineoidea","Tineidae","Tineinae","","","Montetinea","montana","Petersen, 1957","","698","324ac0e3-10e1-4bf2-9fdf-b7feacf10711","","","","","","etabliert","etabliert","","","","nur Mittelmeerraum","2","","Ja"
"1132","Tineoidea","Tineidae","Tineinae","","","Monopis","luteocostalis","Gaedike, 2006","","00703a","d372713b-a860-4a5f-a1d3-54460822f136","","","30/10/2019","neu für Europa (?)","","etabliert","etabliert","","","","nur Russland","1","",""
"1137","Tineoidea","Tineidae","Tineinae","","","Monopis","henderickxi","Gaedike & Karsholt, 2001","","[non-KR]","1dcaf444-9357-4d22-a430-964ac4f3cb03","","","","","Madeira","etabliert: nur Kanaren/ Madeira/ Azoren","etabliert: nur Kanaren/ Madeira/ Azoren","","","","nur Madeira","1","",""
"1138","Tineoidea","Tineidae","Tineinae","","","Monopis","christophi","Petersen, 1957","","709","7b9cfcc6-c312-4e0a-b4eb-17349de24d16","","","","","","etabliert","etabliert","","","","","3","","Ja"
"1139","Tineoidea","Tineidae","Tineinae","","","Monopis","pallidella","Zagulajev, 1955","","710","094fcf69-74cc-4167-857c-927fb3f90bd5","","","","","","etabliert","etabliert","","","","","5","Ja",""
"1140","Tineoidea","Tineidae","Tineinae","","","Monopis","barbarosi","(Koçak, 1981)","","[non-KR]","7c759846-59fb-4b66-96e4-fa4e48abb7ce","","","","","Madeira","etabliert: nur Kanaren/ Madeira/ Azoren","etabliert: nur Kanaren/ Madeira/ Azoren","","","","nur Madeira","1","",""
"1145","Tineoidea","Tineidae","[Unterfamilie nicht zugeordnet]","","","Pelecystola","fraudulentella","(Zeller, 1852)","","00729a","6f4f01bd-50be-4565-ac3e-621f46291ea0","","","","","","etabliert","etabliert","","","","","5","","Ja"
"1149","Tineoidea","Tineidae","Hieroxestinae","","","Wegneria","panchalcella","(Staudinger, 1871)","","719","556e9214-7a66-4bd6-9a43-d4bf155c7ad7","","","","","","etabliert","etabliert","","","","","10","Ja","Ja"
"1151","Tineoidea","Tineidae","Hieroxestinae","","","Oinophila","nesiotes","Walsingham, 1908","","[non-KR]","3d1ab976-cbc9-4024-b05e-c4ba1dfbb813","","","","","Kanaren","etabliert: nur Kanaren/ Madeira/ Azoren","etabliert: nur Kanaren/ Madeira/ Azoren","","","","nur Kanaren","1","","Ja"
"1152","Tineoidea","Tineidae","Hieroxestinae","","","Oinophila","blayi","Vives & Gastón, 2017","","[non-KR]","e889a155-9a12-40ad-a20d-3ba59ff829c2","","","22/09/2017","neu beschriebene Art","Kanaren","etabliert: nur Kanaren/ Madeira/ Azoren","etabliert: nur Kanaren/ Madeira/ Azoren","","","","nur Kanaren","1","",""
"1153","Tineoidea","Tineidae","Hieroxestinae","","","Amphixystis","undosa","(Walsingham, 1908)","","[non-KR]","b37b11a5-f30c-48c2-aa80-1063b3bb2d34","","","","","Kanaren","etabliert: nur Kanaren/ Madeira/ Azoren","etabliert: nur Kanaren/ Madeira/ Azoren","","","","nur Kanaren","1","","Ja"
"1156","Tineoidea","Tineidae","Stathmopolitinae","","","Stathmopolitis","tragocoprella","Walsingham, 1908","","[non-KR]","6a269a9c-0f04-4ef0-91cb-4325ab16d6a2","","","","","Kanaren","etabliert: nur Kanaren/ Madeira/ Azoren","etabliert: nur Kanaren/ Madeira/ Azoren","","","","nur Kanaren","1","","Ja"
"1158","Tineoidea","Tineidae","Setomorphinae","","","Setomorpha","tessellatella","(Blanchard, 1852)","","00728z","46ae8dd4-8c2a-41e8-b671-f8e3adb8d073","","","24/01/2022","neue Artseite wegen Verschleppung nach GB","In Europa nicht etabliert (Einzeltiere nach England verschleppt)!","nicht etabliert: nur verschleppte Einzeltiere","nicht etabliert: nur verschleppte Einzeltiere","","","","nur Großbritannien","1","",""
"1169","Yponomeutoidea","Yponomeutidae","","","","Yponomeuta","morbillosus","(Zeller, 1877)","","01355a","9d282c5d-2b08-4bec-9d19-30a131956a55","","","14/10/2018","neu für Europa","","etabliert","etabliert","","","","nur Malta","1","Ja","Ja"
"1172","Yponomeutoidea","Yponomeutidae","","","","Zelleria","abisella","(Chrétien, 1910)","","1360","a0671510-9c62-47a6-8d2b-b890310addbc","","","","","","etabliert","etabliert","","","","nur Frankreich","1","",""
