	Species_name	Subspecies	Common_Name	Family	Phase	sample_collected	sample_acquired	in_progress	insdc_submitted	sequencing_status	long_list	other_priority	family_representative
4854	Knipolegus cabanisi		Plumbeous Black Tyrant	Tyrannidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
4855	Knipolegus cyanirostris		Blue-billed Black Tyrant	Tyrannidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
4856	Knipolegus franciscanus		Caatinga Black Tyrant	Tyrannidae							B10K		
4857	Knipolegus hudsoni		Hudson's Black Tyrant	Tyrannidae							B10K		
4858	Knipolegus lophotes		Crested Black Tyrant	Tyrannidae							B10K		
4859	Knipolegus nigerrimus		Velvety Black Tyrant	Tyrannidae							B10K		
4861	Knipolegus poecilocercus		Amazonian Black Tyrant	Tyrannidae							B10K		
4862	Knipolegus poecilurus		Rufous-tailed Tyrant	Tyrannidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
4863	Knipolegus signatus		Jelski's Black Tyrant	Tyrannidae							B10K		
4864	Knipolegus striaticeps		Cinereous Tyrant	Tyrannidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
4865	Kupeornis chapini		Chapin's Babbler	Leiothrichidae							B10K		
4866	Kupeornis gilberti		White-throated Mountain Babbler	Leiothrichidae							B10K		
4867	Kupeornis rufocinctus		Red-collared Babbler	Leiothrichidae							B10K		
4868	Kurochkinegramma hypogrammicum		Purple-naped Sunbird	Nectariniidae		B10K	B10K	B10K	B10K	insdc_submitted	B10K		
4869	Lacedo pulchella		Banded Kingfisher	Alcedinidae							B10K		
4870	Lafresnaya lafresnayi		Mountain Velvetbreast	Trochilidae	Phase Genus						B10K	B10K	
4871	Lafresnaya lafresnayi		Mountain Velvetbreast	Trochilidae	Phase Genus						B10K	B10K	
4872	Lagonosticta larvata		Black-faced Firefinch	Estrildidae							B10K		
4873	Lagonosticta nitidula		Brown Firefinch	Estrildidae							B10K		
4874	Lagonosticta rara		Black-bellied Firefinch	Estrildidae							B10K		
4875	Lagonosticta rhodopareia		Jameson's Firefinch	Estrildidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
4876	Lagonosticta rubricata		African Firefinch	Estrildidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
4877	Lagonosticta rufopicta		Bar-breasted Firefinch	Estrildidae							B10K		
4878	Lagonosticta sanguinodorsalis		Rock Firefinch	Estrildidae							B10K		
4879	Lagonosticta senegala		Red-billed Firefinch	Estrildidae		B10K				sample_collected	B10K		
4880	Lagonosticta umbrinodorsalis		Chad Firefinch	Estrildidae							B10K		
4881	Lagonosticta virata		Mali Firefinch	Estrildidae							B10K		
4882	Lagopus lagopus		Willow Grouse	Phasianidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
4884	Lagopus muta		Rock Ptarmigan	Phasianidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
4885	Lagopus muta		Rock Ptarmigan	Phasianidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
4886	Lalage atrovirens		Black-browed Triller	Campephagidae							B10K		
4890	Lalage leucopyga		Long-tailed Triller	Campephagidae							B10K		
4891	Lalage leucopygialis		White-rumped Triller	Campephagidae							B10K		
4892	Lalage maculosa		Polynesian Triller	Campephagidae							B10K		
4893	Lalage melanoleuca		Black-and-white Triller	Campephagidae							B10K		
4898	Lalage nigra		Pied Triller	Campephagidae							B10K		
4900	Lalage sharpei		Samoan Triller	Campephagidae							B10K		
4901	Lalage sueurii		White-shouldered Triller	Campephagidae							B10K		
4902	Lalage tricolor		White-winged Triller	Campephagidae							B10K		
4904	Lampornis amethystinus		Amethyst-throated Hummingbird	Trochilidae							B10K		
4905	Lampornis calolaemus		Purple-throated Mountain-gem	Trochilidae							B10K		
4906	Lampornis castaneoventris		White-throated Mountain-gem	Trochilidae	Phase Genus						B10K	B10K	
4907	Lampornis clemenciae		Blue-throated Hummingbird	Trochilidae							B10K		
4908	Lampornis hemileucus		White-bellied Mountain-gem	Trochilidae							B10K		
4909	Lampornis sybillae		Green-breasted Mountain-gem	Trochilidae							B10K		
4910	Lampornis viridipallens		Green-throated Mountain-gem	Trochilidae							B10K		
4911	Lamprolaima rhami		Garnet-throated Hummingbird	Trochilidae							B10K		
4912	Lamprolia victoriae		Silktail	Rhipiduridae							B10K		
4913	Lampropsar tanagrinus		Velvet-fronted Grackle	Icteridae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
4915	Lamprotornis acuticaudus		Sharp-tailed Starling	Sturnidae							B10K		
4916	Lamprotornis albicapillus		White-crowned Starling	Sturnidae							B10K		
4917	Lamprotornis australis		Burchell's Starling	Sturnidae							B10K		
4918	Lamprotornis bicolor		African Pied Starling	Sturnidae							B10K		
4919	Lamprotornis caudatus		Long-tailed Glossy Starling	Sturnidae							B10K		
4920	Lamprotornis chalcurus		Bronze-tailed Starling	Sturnidae							B10K		
4921	Lamprotornis chalybaeus		Greater Blue-eared Starling	Sturnidae							B10K		
4922	Lamprotornis chloropterus		Lesser Blue-eared Starling	Sturnidae							B10K		
4923	Lamprotornis fischeri		Fischer's Starling	Sturnidae							B10K		
4924	Lamprotornis hildebrandti		Hildebrandt's Starling	Sturnidae							B10K		
4925	Lamprotornis iris		Emerald Starling	Sturnidae							B10K		
4926	Lamprotornis mevesii		Meves's Long-tailed Starling	Sturnidae							B10K		
4928	Lamprotornis ornatus		Principe Glossy Starling	Sturnidae							B10K		
4929	Lamprotornis pulcher		Chestnut-bellied Starling	Sturnidae							B10K		
4930	Lamprotornis purpureus		Purple Starling	Sturnidae							B10K		
4931	Lamprotornis purpuroptera		Rüppell's Glossy Starling	Sturnidae							B10K		
4932	Lamprotornis regius		Golden-breasted Starling	Sturnidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
4933	Lamprotornis shelleyi		Shelley's Starling	Sturnidae							B10K		
4934	Lamprotornis splendidus		Splendid Glossy Starling	Sturnidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
4935	Lamprotornis superbus		Superb Starling	Sturnidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
4936	Lamprotornis unicolor		Ashy Starling	Sturnidae							B10K		
4937	Laniarius aethiopicus		Tropical Boubou	Malaconotidae							B10K		
4938	Laniarius atrococcineus		Crimson-breasted Gonolek	Malaconotidae	Phase Genus						B10K	B10K	
4939	Laniarius atroflavus		Yellow-breasted Boubou	Malaconotidae							B10K		
4940	Laniarius barbarus		Yellow-crowned Gonolek	Malaconotidae							B10K		
4941	Laniarius bicolor		Swamp Boubou	Malaconotidae							B10K		
4942	Laniarius erythrogaster		Black-headed Gonolek	Malaconotidae							B10K		
4943	Laniarius ferrugineus		Southern Boubou	Malaconotidae		B10K				sample_collected	B10K		
4944	Laniarius fuelleborni		Fülleborn's Boubou	Malaconotidae							B10K		
4945	Laniarius funebris		Slate-coloured Boubou	Malaconotidae							B10K		
4947	Laniarius leucorhynchus		Lowland Sooty Boubou	Malaconotidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
4948	Laniarius luehderi		Lühder's Bush-shrike	Malaconotidae							B10K		
4949	Laniarius mufumbiri		Papyrus Gonolek	Malaconotidae							B10K		
4950	Laniarius nigerrimus		Coastal Boubou	Malaconotidae							B10K		
4951	Laniarius poensis		Mountain Sooty Boubou	Malaconotidae							B10K		
4952	Laniarius ruficeps		Red-naped Bush-shrike	Malaconotidae							B10K		
4954	Laniarius turatii		Turati's Boubou	Malaconotidae							B10K		
4955	Laniellus albonotatus		Spotted Crocias	Leiothrichidae							B10K		
4956	Laniellus langbianis		Grey-crowned Crocias	Leiothrichidae							B10K		
4958	Lanio aurantius		Black-throated Shrike Tanager	Thraupidae							B10K		
4959	Lanio fulvus		Fulvous Shrike Tanager	Thraupidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
4960	Lanio leucothorax		White-throated Shrike Tanager	Thraupidae							B10K		
4961	Lanio versicolor		White-winged Shrike Tanager	Thraupidae							B10K		
4964	Lanioturdus torquatus		White-tailed Shrike	Platysteiridae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
4966	Lanius bucephalus		Bull-headed Shrike	Laniidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
4967	Lanius cabanisi		Long-tailed Fiscal	Laniidae							B10K		
4968	Lanius collaris	collaris	Southern Fiscal	Laniidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
4969	Lanius collurio	collurio	Red-backed Shrike	Laniidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
4970	Lanius collurio		Red-backed Shrike	Laniidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
4971	Lanius collurioides		Burmese Shrike	Laniidae							B10K		
4973	Lanius dorsalis		Taita Fiscal	Laniidae							B10K		
4974	Lanius excubitor	borealis	Great Grey Shrike	Laniidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
4975	Lanius excubitor		Great Grey Shrike	Laniidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
4976	Lanius excubitoroides		Grey-backed Fiscal	Laniidae							B10K		
4980	Lanius isabellinus		Isabelline Shrike	Laniidae							B10K		
4981	Lanius ludovicianus		Loggerhead Shrike	Laniidae	Phase Family	B10K	B10K	B10K	B10K	insdc_submitted	B10K		B10K
4982	Lanius ludovicianus	miamensis	Loggerhead Shrike	Laniidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
4983	Lanius mackinnoni		Mackinnon's Shrike	Laniidae							B10K		
4984	Lanius meridionalis		Iberian Grey Shrike	Laniidae							B10K		
4985	Lanius minor		Lesser Grey Shrike	Laniidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
4986	Lanius newtoni		Newton's Fiscal	Laniidae							B10K		
4987	Lanius nubicus		Masked Shrike	Laniidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
4989	Lanius schach		Long-tailed Shrike	Laniidae		B10K				sample_collected	B10K		
4990	Lanius senator		Woodchat Shrike	Laniidae		B10K	B10K	B10K		in_progress	B10K		
4991	Lanius somalicus		Somali Fiscal	Laniidae							B10K		
4992	Lanius souzae		Souza's Shrike	Laniidae							B10K		
4993	Lanius sphenocercus		Chinese Grey Shrike	Laniidae							B10K		
4994	Lanius tephronotus		Grey-backed Shrike	Laniidae							B10K		
4995	Lanius tigrinus		Tiger Shrike	Laniidae							B10K		
4996	Lanius validirostris		Mountain Shrike	Laniidae							B10K		
4997	Lanius vittatus		Bay-backed Shrike	Laniidae							B10K		
4998	Larosterna inca		Inca Tern	Laridae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
4999	Larus argentatus		Herring Gull	Laridae		B10K	B10K	B10K	B10K	insdc_submitted	B10K		
5000	Larus armenicus		Armenian Gull	Laridae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
5001	Larus atlanticus		Olrog's Gull	Laridae							B10K		
5002	Larus belcheri		Belcher's Gull	Laridae							B10K		
5003	Larus cachinnans		Caspian Gull	Laridae		B10K	B10K	B10K		in_progress	B10K		
5004	Larus californicus		California Gull	Laridae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
5005	Larus canus		Mew Gull	Laridae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
5006	Larus crassirostris		Black-tailed Gull	Laridae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
5007	Larus delawarensis		Ring-billed Gull	Laridae							B10K		
5008	Larus dominicanus		Kelp Gull	Laridae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
5009	Larus fuscus		Lesser Black-backed Gull	Laridae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
5010	Larus glaucescens		Glaucous-winged Gull	Laridae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
5011	Larus glaucoides	kumlieni	Iceland Gull	Laridae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
5012	Larus heermanni		Heermann's Gull	Laridae							B10K		
5013	Larus hyperboreus		Glaucous Gull	Laridae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
5014	Larus livens		Yellow-footed Gull	Laridae							B10K		
5015	Larus marinus		Great Black-backed Gull	Laridae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
5016	Larus michahellis		Yellow-legged Gull	Laridae		B10K	B10K	B10K		in_progress	B10K		
5017	Larus occidentalis		Western Gull	Laridae							B10K		
5018	Larus pacificus		Pacific Gull	Laridae							B10K		
5019	Larus schistisagus		Slaty-backed Gull	Laridae							B10K		
5020	Larus smithsonianus		American Herring Gull	Laridae	Phase Family	B10K	B10K	B10K	B10K	insdc_submitted	B10K		B10K
5021	Larus thayeri		Thayer's Gull	Laridae							B10K		
5022	Larvivora akahige		Japanese Robin	Muscicapidae							B10K		
5024	Larvivora cyane		Siberian Blue Robin	Muscicapidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
5025	Larvivora komadori		Ryukyu Robin	Muscicapidae							B10K		
5026	Larvivora ruficeps		Rufous-headed Robin	Muscicapidae							B10K		
5027	Larvivora sibilans		Rufous-tailed Robin	Muscicapidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
5028	Laterallus albigularis		White-throated Crake	Rallidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
5029	Laterallus exilis		Gray-breasted Crake	Rallidae							B10K		
5030	Laterallus jamaicensis		Black Rail	Rallidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
5031	Laterallus leucopyrrhus		Red-and-white Crake	Rallidae							B10K		
5034	Laterallus ruber		Ruddy Crake	Rallidae							B10K		
5035	Laterallus spilonota		Galapagos Rail	Rallidae							B10K		
5037	Lathamus discolor		Swift Parrot	Psittaculidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
5038	Lathamus discolor		Swift Parrot	Psittaculidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
5039	Lathrotriccus euleri		Euler's Flycatcher	Tyrannidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
5040	Lathrotriccus griseipectus		Gray-breasted Flycatcher	Tyrannidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
5041	Laticilla burnesii		Long-tailed Grass Babbler	Pellorneidae		B10K	B10K	B10K	B10K	insdc_submitted	B10K		
5043	Leioptila annectens		Rufous-backed Sibia	Leiothrichidae							B10K		
5044	Leiothlypis celata		Orange-crowned Warbler	Parulidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
5045	Leiothlypis celata		Orange-crowned Warbler	Parulidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
5046	Leiothlypis crissalis		Colima Warbler	Parulidae							B10K		
5047	Leiothlypis luciae		Lucy's Warbler	Parulidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
5048	Leiothlypis peregrina		Tennessee Warbler	Parulidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
5049	Leiothlypis ruficapilla		Nashville Warbler	Parulidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
5050	Leiothlypis ruficapilla		Nashville Warbler	Parulidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
5051	Leiothlypis virginiae		Virginia's Warbler	Parulidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
5052	Leiothrix argentauris		Silver-eared Mesia	Leiothrichidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
5053	Leiothrix lutea		Red-billed Leiothrix	Leiothrichidae	Phase Family	B10K	B10K	B10K	B10K	insdc_submitted	B10K		B10K
5054	Leiothrix lutea		Red-billed Leiothrix	Leiothrichidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
5055	Leiothrix lutea		Red-billed Leiothrix	Leiothrichidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
5056	Leipoa ocellata		Malleefowl	Megapodiidae							B10K		
5060	Leistes militaris		Red-breasted Blackbird	Icteridae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
5061	Leistes militaris		Red-breasted Blackbird	Icteridae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
5063	Leonardina woodi		Bagobo Babbler	Pellorneidae							B10K		
5064	Lepidocolaptes affinis		Spot-crowned Woodcreeper	Dendrocolaptidae							B10K		
5066	Lepidocolaptes angustirostris		Narrow-billed Woodcreeper	Dendrocolaptidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
5067	Lepidocolaptes falcinellus		Scalloped Woodcreeper	Dendrocolaptidae							B10K		
5068	Lepidocolaptes lacrymiger		Montane Woodcreeper	Dendrocolaptidae							B10K		
5069	Lepidocolaptes leucogaster		White-striped Woodcreeper	Dendrocolaptidae							B10K		
5070	Lepidocolaptes souleyetii	souleyetii	Streak-headed Woodcreeper	Dendrocolaptidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
5071	Lepidocolaptes squamatus		Scaled Woodcreeper	Dendrocolaptidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
5073	Lepidopyga coeruleogularis		Sapphire-throated Hummingbird	Trochilidae							B10K		
5074	Lepidopyga goudoti		Shining-green Hummingbird	Trochilidae							B10K		
5075	Lepidopyga lilliae		Sapphire-bellied Hummingbird	Trochilidae							B10K		
5076	Lepidopygia nana		Madagascar Munia	Estrildidae							B10K		
5077	Lepidothrix coeruleocapilla		Cerulean-capped Manakin	Pipridae							B10K		
5078	Lepidothrix coronata		Blue-crowned Manakin	Pipridae	Phase Family	B10K	B10K	B10K	B10K	insdc_submitted	B10K		B10K
5079	Lepidothrix coronata		Blue-crowned Manakin	Pipridae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
5080	Lepidothrix iris		Opal-crowned Manakin	Pipridae							B10K		
5081	Lepidothrix isidorei		Blue-rumped Manakin	Pipridae							B10K		
5082	Lepidothrix nattereri		Snow-capped Manakin	Pipridae							B10K		
5083	Lepidothrix serena		White-fronted Manakin	Pipridae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
5084	Lepidothrix suavissima		Orange-bellied Manakin	Pipridae							B10K		
5085	Lepidothrix vilasboasi		Golden-crowned Manakin	Pipridae							B10K		
5086	Leptasthenura aegithaloides		Plain-mantled Tit Spinetail	Furnariidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
5087	Leptasthenura andicola		Andean Tit Spinetail	Furnariidae							B10K		
5089	Leptasthenura pileata		Rusty-crowned Tit Spinetail	Furnariidae							B10K		
5090	Leptasthenura platensis		Tufted Tit Spinetail	Furnariidae							B10K		
5091	Leptasthenura setaria		Araucaria Tit Spinetail	Furnariidae							B10K		
5092	Leptasthenura striata		Streaked Tit Spinetail	Furnariidae							B10K		
5093	Leptasthenura striolata		Striolated Tit Spinetail	Furnariidae							B10K		
5094	Leptasthenura xenothorax		White-browed Tit Spinetail	Furnariidae							B10K		
5095	Leptocoma aspasia		Black Sunbird	Nectariniidae	Phase Family	B10K	B10K	B10K	B10K	insdc_submitted	B10K		B10K
5096	Leptocoma aspasia		Black Sunbird	Nectariniidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
5100	Leptocoma zeylonica		Purple-rumped Sunbird	Nectariniidae							B10K		
5101	Leptodon cayanensis		Gray-headed Kite	Accipitridae	Phase Genus	B10K				sample_collected	B10K	B10K	
5102	Leptodon forbesi		White-collared Kite	Accipitridae							B10K		
5103	Leptopoecile elegans		Crested Tit Warbler	Aegithalidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
5104	Leptopoecile sophiae		White-browed Tit Warbler	Aegithalidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
5109	Leptopterus chabert		Chabert Vanga	Vangidae							B10K		
5111	Leptoptilos dubius		Greater Adjutant	Ciconiidae							B10K		
5112	Leptoptilos javanicus		Lesser Adjutant	Ciconiidae							B10K		
5113	Leptosittaca branickii		Golden-plumed Parakeet	Psittacidae	Phase Genus						B10K	B10K	
5114	Leptosomus discolor		Cuckoo-roller	Leptosomidae	Phase Order	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
5115	Leptotila cassinii		Gray-chested Dove	Columbidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
5117	Leptotila jamaicensis		Caribbean Dove	Columbidae							B10K		
5118	Leptotila megalura		Large-tailed Dove	Columbidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
5121	Leptotila plumbeiceps		Gray-headed Dove	Columbidae							B10K		
5122	Leptotila rufaxilla		Gray-fronted Dove	Columbidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
5123	Leptotila verreauxi	decolor	White-tipped Dove	Columbidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
5125	Lerwa lerwa		Snow Partridge	Phasianidae							B10K		
5126	Lesbia nuna		Green-tailed Trainbearer	Trochilidae	Phase Genus						B10K	B10K	
5127	Lesbia victoriae		Black-tailed Trainbearer	Trochilidae							B10K		
5128	Lessonia oreas		Andean Negrito	Tyrannidae	Phase Genus						B10K	B10K	
5129	Lessonia rufa		Austral Negrito	Tyrannidae		B10K	B10K	B10K		in_progress	B10K		
5130	Leucippus baeri		Tumbes Hummingbird	Trochilidae							B10K		
5131	Leucippus chlorocercus		Olive-spotted Hummingbird	Trochilidae							B10K		
5132	Leucippus fallax		Buffy Hummingbird	Trochilidae							B10K		
5133	Leucippus taczanowskii		Spot-throated Hummingbird	Trochilidae							B10K		
5134	Leucochloris albicollis		White-throated Hummingbird	Trochilidae							B10K		
5136	Leucopeza semperi		Semper's Warbler	Parulidae							B10K		
5137	Leucophaeus atricilla		Laughing Gull	Laridae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
5138	Leucophaeus atricilla		Laughing Gull	Laridae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
5139	Leucophaeus fuliginosus		Lava Gull	Laridae							B10K		
5140	Leucophaeus modestus		Gray Gull	Laridae							B10K		
5141	Leucophaeus pipixcan		Franklin's Gull	Laridae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
5142	Leucophaeus scoresbii		Dolphin Gull	Laridae							B10K		
5143	Leucopsar rothschildi		Bali Myna	Sturnidae	Phase Family	B10K	B10K	B10K	B10K	insdc_submitted	B10K		B10K
5144	Leucopsar rothschildi		Bali Myna	Sturnidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
5145	Leucopternis kuhli		White-browed Hawk	Accipitridae							B10K		
5146	Leucopternis melanops		Black-faced Hawk	Accipitridae	Phase Genus	B10K				sample_collected	B10K	B10K	
5147	Leucopternis semiplumbeus		Semiplumbeous Hawk	Accipitridae							B10K		
5148	Leucosarcia melanoleuca		Wonga Pigeon	Columbidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
5149	Leucosticte arctoa		Asian Rosy Finch	Fringillidae							B10K		
5150	Leucosticte brandti		Brandt's Mountain Finch	Fringillidae							B10K		
5151	Leucosticte nemoricola		Plain Mountain Finch	Fringillidae							B10K		
5153	Leucosticte tephrocotis	griseonucha	Gray-crowned Rosy Finch	Fringillidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
5154	Lewinia mirifica		Brown-banded Rail	Rallidae							B10K		
5155	Lewinia muelleri		Auckland Rail	Rallidae							B10K		
5156	Lewinia pectoralis		Lewin's Rail	Rallidae							B10K		
5157	Lewinia striata		Slaty-breasted Rail	Rallidae							B10K		
5158	Lichenostomus cratitius		Purple-gaped Honeyeater	Meliphagidae							B10K		
5160	Lichmera alboauricularis		Silver-eared Honeyeater	Meliphagidae							B10K		
5161	Lichmera argentauris		Olive Honeyeater	Meliphagidae							B10K		
5162	Lichmera deningeri		Buru Honeyeater	Meliphagidae							B10K		
5163	Lichmera flavicans		Flame-eared Honeyeater	Meliphagidae							B10K		
5164	Lichmera incana		Grey-eared Honeyeater	Meliphagidae							B10K		
5165	Lichmera indistincta		Brown Honeyeater	Meliphagidae							B10K		
5166	Lichmera lombokia		Scaly-crowned Honeyeater	Meliphagidae							B10K		
5167	Lichmera monticola		Spectacled Honeyeater	Meliphagidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
5168	Lichmera notabilis		Black-necklaced Honeyeater	Meliphagidae							B10K		
5169	Lichmera squamata		Scaly-breasted Honeyeater	Meliphagidae							B10K		
5170	Limnoctites rectirostris		Straight-billed Reed-haunter	Furnariidae	Phase Genus						B10K	B10K	
5171	Limnodromus griseus		Short-billed Dowitcher	Scolopacidae	Phase Genus	B10K				sample_collected	B10K	B10K	
5172	Limnodromus scolopaceus		Long-billed Dowitcher	Scolopacidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
5173	Limnodromus semipalmatus		Asian Dowitcher	Scolopacidae							B10K		
5174	Limnornis curvirostris		Curve-billed Reedhaunter	Furnariidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
5175	Limnothlypis swainsonii		Swainson's Warbler	Parulidae							B10K		
5176	Limosa fedoa		Marbled Godwit	Scolopacidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
5177	Limosa haemastica		Hudsonian Godwit	Scolopacidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
5178	Limosa lapponica		Bar-tailed Godwit	Scolopacidae	Phase Family	B10K	B10K	B10K		in_progress	B10K		B10K
5179	Limosa limosa		Black-tailed Godwit	Scolopacidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
5180	Linaria cannabina	cannabina	Common Linnet	Fringillidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
5181	Linaria cannabina		Common Linnet	Fringillidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
5182	Linaria flavirostris		Twite	Fringillidae		B10K	B10K	B10K		in_progress	B10K		
5183	Linurgus olivaceus		Oriole Finch	Fringillidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
5184	Liocichla bugunorum		Bugun Liocichla	Leiothrichidae							B10K		
5185	Liocichla omeiensis		Emeishan Liocichla	Leiothrichidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
5186	Liocichla omeiensis		Emeishan Liocichla	Leiothrichidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
5187	Liocichla phoenicea		Red-faced Liocichla	Leiothrichidae							B10K		
5188	Liocichla ripponi		Scarlet-faced Liocichla	Leiothrichidae							B10K		
5189	Liocichla steerii		Steere's Liocichla	Leiothrichidae							B10K		
5190	Lioparus chrysotis		Golden-breasted Fulvetta	Sylviidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
