"lfd. Nr","Überfamilie","Familie","Unterfamilie","Tribus","Subtribus","Gattung","Art","Autoren","Trivialnamen (meist deutsche Namen)","KR-Nr.","GUID","Anmer-kung zum Artstatus","zu löschen!","Änderungs-Datum","Kommentar Änderung gegenüber Version 1 vom 4. Februar 2017","Anmerkung Faunistik Europa","Vorkommen in Europa sensu Fauna Europaea","Vorkommen in Europa i.w.S.","D","CH","A","Hinweis auf eingeschränkte Verbreitung","Anzahl Länder mit Nachweisen","Lebendbild","Diagnosebild"
"8470","Geometroidea","Geometridae","Ennominae","Macariini","","Macaria","liturata","(Clerck, 1759)","Violettgrauer Eckflügelspanner","7542","8d8b3499-6482-4525-b286-c72b30694c67","","","","","D-CH-A","etabliert","etabliert","D","C","A","","42","Ja","Ja"
"8471","Geometroidea","Geometridae","Ennominae","Macariini","","Macaria","wauaria","(Linnaeus, 1758)","Vauzeichen-Eckflügelspanner","7543","a4eb182e-c07a-4f7f-b56f-2e7398da5ad9","","","","","D-CH-A","etabliert","etabliert","D","C","A","","36","Ja","Ja"
"8472","Geometroidea","Geometridae","Ennominae","Macariini","","Macaria","artesiaria","([Denis & Schiffermüller], 1775)","Auen-Eckflügelspanner","7544","73805039-b2c4-4736-b66e-31600f51008b","","","","","D-CH-A","etabliert","etabliert","D","C","A","","35","Ja","Ja"
"8473","Geometroidea","Geometridae","Ennominae","Macariini","","Macaria","ichnusae","Govi & Fiumi, 2005","","07544a","022b64a8-2b72-4ee0-9090-d96c1621c4dc","","","","","","etabliert","etabliert","","","","nur Mittelmeerraum","3","Ja","Ja"
"8474","Geometroidea","Geometridae","Ennominae","Macariini","","Macaria","carbonaria","(Clerck, 1759)","Bärentrauben-Bänderspanner","7545","70720224-f0b5-4466-906f-8bca600421c1","","","","","D-CH-A","etabliert","etabliert","D","C","A","","20","Ja","Ja"
"8475","Geometroidea","Geometridae","Ennominae","Macariini","","Macaria","brunneata","(Thunberg, 1784)","Waldmoorspanner","7567","64d1747f-12c3-40bc-851a-286e1700501b","","","04/01/2019","Autorschaft nur Thunberg","D-CH-A","etabliert","etabliert","D","C","A","","30","Ja","Ja"
"8476","Geometroidea","Geometridae","Ennominae","Macariini","","Macaria","loricaria","(Eversmann, 1837)","","7568","8281e297-be1c-434f-a710-9818dde5454c","","","","","","etabliert","etabliert","","","","","8","Ja","Ja"
"8477","Geometroidea","Geometridae","Ennominae","Macariini","","Macaria","fusca","(Thunberg, 1792)","Braungraues Alpenspannerchen, [Braungrauer Zwergspanner]","7588","541536bf-5298-4233-9142-bcb2f8946690","","","04/01/2019","Autorschaft nur Thunberg","D-CH-A","etabliert","etabliert","D","C","A","","12","Ja","Ja"
"8478","Geometroidea","Geometridae","Ennominae","Macariini","","Chiasmia","clathrata","(Linnaeus, 1758)","Klee-Gitterspanner","7547","a36e2d1e-ecf2-4964-acca-3879ce2ddc7d","","","","","D-CH-A","etabliert","etabliert","D","C","A","","48","Ja","Ja"
"8479","Geometroidea","Geometridae","Ennominae","Macariini","","Chiasmia","aestimaria","(Hübner, [1809])","Tamariskenspanner","7549","cb145330-0575-4b3f-84bb-70d2f0f7ecf5","","","","","D-CH-A","etabliert","etabliert","D","C","","","32","Ja","Ja"
"8481","Geometroidea","Geometridae","Ennominae","Macariini","","Chiasmia","syriacaria","(Staudinger, 1871)","","7550","ed19dfc3-2c15-443e-845f-705aa06cf947","","","","","","etabliert","etabliert","","","","nur Zypern","1","Ja","Ja"
"8482","Geometroidea","Geometridae","Ennominae","Macariini","","Digrammia","rippertaria","(Duponchel, 1830)","","7552","3663e8a8-b126-495a-b616-5850dbcd7a95","","","","","","etabliert","etabliert","","","","","8","Ja","Ja"
"8483","Geometroidea","Geometridae","Ennominae","Macariini","","Rhoptria","asperaria","(Hübner, [1817])","","7583","aac68d9d-8ee4-490e-8a79-5b1c6697ad61","","","","","D-CH-A","etabliert","etabliert","","?","","","21","Ja","Ja"
"8484","Geometroidea","Geometridae","Ennominae","Macariini","","Rhoptria","dolosaria","(Herrich-Schäffer, [1848])","","7584","f65e896f-b468-46f1-89e7-b7cbcc9b8e68","","","","","","etabliert","etabliert","","","","nur Griechenland (inkl. Inseln)","3","Ja","Ja"
"8485","Geometroidea","Geometridae","Ennominae","Macariini","","Ortaliella","gruneraria","(Staudinger, 1862)","","7586","6fd056c3-aa2b-451d-a3fc-34d827b1dfaa","","","","","","etabliert","etabliert","","","","nur Griechenland (inkl. Inseln)","3","Ja","Ja"
"8487","Geometroidea","Geometridae","Ennominae","Lithinini","","Petrophora","chlorosata","(Scopoli, 1763)","Moorwald-Adlerfarnspanner","7596","8b8a4929-8810-41e7-a031-b50401e011bd","","","","","D-CH-A","etabliert","etabliert","D","C","A","","41","Ja","Ja"
"8488","Geometroidea","Geometridae","Ennominae","Lithinini","","Pachycnemia","hippocastanaria","(Hübner, [1799])","Schmalflügeliger Heidekrautspanner","7609","2e26621c-fb20-48e9-b1cf-4bb20afd638e","","","","","D-CH-A","etabliert","etabliert","D","C","A","","36","Ja","Ja"
"8489","Geometroidea","Geometridae","Ennominae","Lithinini","","Pachycnemia","tibiaria","(Rambur, 1829)","","7610","da3afadf-8b76-4f28-bf1a-b42701dde36c","","","","","","etabliert","etabliert","","","","","14","Ja","Ja"
"8493","Geometroidea","Geometridae","Ennominae","Lithinini","","Perigune","narbonea","(Linnaeus, 1767)","","7599","63c02102-b9b1-43c8-bb16-32cb6f422a36","","","","","","etabliert","etabliert","","","","","6","Ja","Ja"
"8495","Geometroidea","Geometridae","Ennominae","Lithinini","","Lignyoptera","fumidaria","(Hübner, [1825])","","7603","762b675e-cafd-4bc4-ad01-616288c7179b","","","","","D-CH-A","etabliert","etabliert","","","A","","10","Ja","Ja"
"8497","Geometroidea","Geometridae","Ennominae","Epirranthini","","Epirranthis","diversata","([Denis & Schiffermüller], 1775)","Espen-Buntspanner","7951","8326d9af-7e95-486c-92f6-d2584ba3f3fd","","","29/06/2019","Verschiebung von Desmobathrinae nach Ennominae, Epirranthini","D-CH-A","etabliert","etabliert","D","C","A","","20","Ja","Ja"
"8498","Geometroidea","Geometridae","Ennominae","Hypochrosini","","Heterolocha","laminaria","(Herrich-Schäffer, [1852])","","07604a","c6c7b279-40a7-408c-8402-5541a2a32156","","","","","","etabliert","etabliert","","","","","3","Ja","Ja"
"8499","Geometroidea","Geometridae","Ennominae","Hypochrosini","","Plagodis","pulveraria","(Linnaeus, 1758)","Pulverspanner","7606","830b15fc-e182-4a6b-a420-3fd3902fd197","","","","","D-CH-A","etabliert","etabliert","D","C","A","","39","Ja","Ja"
"8500","Geometroidea","Geometridae","Ennominae","Hypochrosini","","Plagodis","dolabraria","(Linnaeus, 1767)","Hobelspanner","7607","29025f19-8bc3-49d6-ae54-6ba7477ca4b0","","","","","D-CH-A","etabliert","etabliert","D","C","A","","43","Ja","Ja"
"8501","Geometroidea","Geometridae","Ennominae","Epionini","","Epione","repandaria","(Hufnagel, 1767)","Weiden-Saumbandspanner","7615","39c04afc-0117-4de9-a7fe-3adbb851fd79","","","","","D-CH-A","etabliert","etabliert","D","C","A","","46","Ja","Ja"
"8502","Geometroidea","Geometridae","Ennominae","Epionini","","Epione","vespertaria","(Linnaeus, 1767)","Espen-Saumbandspanner","7616","12347b49-e6ed-4bbf-8583-9d58f989594f","","","","","D-CH-A","etabliert","etabliert","D","C","A","","34","Ja","Ja"
"8504","Geometroidea","Geometridae","Ennominae","Epionini","","Cepphis","advenaria","(Hübner, [1790])","Zackensaum-Heidelbeerspanner","7594","0d92b192-9f02-400c-ad13-ad0d47ff9247","","","","","D-CH-A","etabliert","etabliert","D","C","A","","34","Ja","Ja"
"8505","Geometroidea","Geometridae","Ennominae","Epionini","","Pseudopanthera","macularia","(Linnaeus, 1758)","Pantherspanner","7620","0c09f2a2-c019-4dbb-81a9-b59b2934dcef","","","","","D-CH-A","etabliert","etabliert","D","C","A","","44","Ja","Ja"
"8506","Geometroidea","Geometridae","Ennominae","Epionini","","Eilicrinia","cordiaria","(Hübner, [1790])","","7622","53fd3ae1-39ab-46bc-b0aa-6d57dfe5ed6b","","","","","D-CH-A","etabliert","etabliert","","","A","","17","Ja","Ja"
"8509","Geometroidea","Geometridae","Ennominae","Epionini","","Opisthograptis","luteolata","(Linnaeus, 1758)","Gelbspanner","7613","a97a4de6-6a0c-4343-88cc-64ae67faf578","","","","","D-CH-A","etabliert","etabliert","D","C","A","","49","Ja","Ja"
"8510","Geometroidea","Geometridae","Ennominae","Epionini","","Toulgoetia","cauteriata","(Staudinger, 1859)","","7626","2dcf8a92-3b54-4d30-a2ee-798c6c19f48e","","","","","","etabliert","etabliert","","","","nur Iberische Halbinsel","2","Ja","Ja"
"8512","Geometroidea","Geometridae","Ennominae","Apeirini","","Apeira","syringaria","(Linnaeus, 1758)","Fliederspanner","7630","5d0a6aa1-6d20-4a98-a608-49ee743dcb10","","","","","D-CH-A","etabliert","etabliert","D","C","A","","40","Ja","Ja"
"8513","Geometroidea","Geometridae","Ennominae","Ennomini","","Ennomos","autumnaria","(Werneburg, 1859)","Herbst-Zackenrandspanner","7632","f0a53d4d-f329-417b-99ba-c926cfcfa86f","","","","","D-CH-A","etabliert","etabliert","D","C","A","","32","Ja","Ja"
"8514","Geometroidea","Geometridae","Ennominae","Ennomini","","Ennomos","quercinaria","(Hufnagel, 1767)","Eichen-Zackenrandspanner","7633","e40bb4ba-1b36-4f68-9191-9b0b21dd6b26","","","","","D-CH-A","etabliert","etabliert","D","C","A","","43","Ja","Ja"
"8515","Geometroidea","Geometridae","Ennominae","Ennomini","","Ennomos","alniaria","(Linnaeus, 1758)","Erlen-Zackenrandspanner","7634","f59021ec-44e2-4d59-b6a3-4ae6a5974ef0","","","","","D-CH-A","etabliert","etabliert","D","C","A","","33","Ja","Ja"
"8516","Geometroidea","Geometridae","Ennominae","Ennomini","","Ennomos","fuscantaria","(Haworth, 1809)","Eschen-Zackenrandspanner","7635","ab5ffe5c-3976-4df8-b71e-685ec664e248","","","13.05.2017 und 01.01.2023","eckige Klammern um Jahreszahl; eckige Klammern um Jahr entfernt","D-CH-A","etabliert","etabliert","D","C","A","","44","Ja","Ja"
"8518","Geometroidea","Geometridae","Ennominae","Ennomini","","Ennomos","erosaria","([Denis & Schiffermüller], 1775)","Birken-Zackenrandspanner","7636","efb6f6db-5714-4b15-aa99-826ea0d91f95","","","","","D-CH-A","etabliert","etabliert","D","C","A","","41","Ja","Ja"
"8519","Geometroidea","Geometridae","Ennominae","Ennomini","","Ennomos","quercaria","(Hübner, [1813])","","7637","2f1ad36b-37f4-4678-8c41-c47470b0f853","","","","","D-CH-A","etabliert","etabliert","","C","A","","26","Ja","Ja"
"8520","Geometroidea","Geometridae","Ennominae","Ennomini","","Ennomos","duercki","Reisser, 1958","","07637a","d0ba821b-f42a-4fc7-b2f0-4e3ec3142837","Artberechtigung unklar (ssp. von Ennomos quercaria?)","","","","","etabliert","etabliert","","","","nur Griechenland (inkl. Inseln)","2","Ja","Ja"
"8522","Geometroidea","Geometridae","Ennominae","Ennomini","","Ennomos","subsignaria","(Hübner, [1823])","","07637b","fa8123f4-e557-437e-a824-66d28ca61e40","","","26/01/2022","neue Artseite wegen Verschleppung nach GB","In Europa nicht etabliert (einmal nach GB verschleppt)","nicht etabliert: nur verschleppte Einzeltiere","nicht etabliert: nur verschleppte Einzeltiere","","","","nur Großbritannien","1","",""
"8523","Geometroidea","Geometridae","Ennominae","Ennomini","","Ourapteryx","sambucaria","(Linnaeus, 1758)","Nachtschwalbenschwanz, Holunderspanner","7659","ea8ca225-9054-4ef0-988c-dd32ac0921b1","","","","","D-CH-A","etabliert","etabliert","D","C","A","","43","Ja","Ja"
"8525","Geometroidea","Geometridae","Ennominae","Ennomini","","Selenia","dentaria","(Fabricius, 1775)","Dreistreifiger Mondfleckspanner","7641","36905395-15c8-4837-8008-8e8c1be8f058","","","","","D-CH-A","etabliert","etabliert","D","C","A","","41","Ja","Ja"
"8526","Geometroidea","Geometridae","Ennominae","Ennomini","","Selenia","lunularia","(Hübner, 1788)","Zweistreifiger Mondfleckspanner","7642","14595c55-f8b2-4b52-95d3-8722e03094ab","","","","","D-CH-A","etabliert","etabliert","D","C","A","","46","Ja","Ja"
"8527","Geometroidea","Geometridae","Ennominae","Ennomini","","Selenia","tetralunaria","(Hufnagel, 1767)","Violettbrauner Mondfleckspanner","7643","2b37c777-89da-4581-bb88-1653f5e4ac59","","","","","D-CH-A","etabliert","etabliert","D","C","A","","39","Ja","Ja"
"8529","Geometroidea","Geometridae","Ennominae","Ennomini","","Crocallis","tusciaria","(Borkhausen, 1793)","Schlehen-Schmuckspanner","7652","feb04ba6-2c54-4e1e-9a01-b491a221f935","","","","","D-CH-A","etabliert","etabliert","D","C","A","","30","Ja","Ja"
"8531","Geometroidea","Geometridae","Ennominae","Ennomini","","Crocallis","albarracina","Wehrli, 1940","","7653","5d68f0a1-2615-40b7-95bb-777815c66724","","","","","","etabliert","etabliert","","","","nur Iberische Halbinsel","2","Ja","Ja"
"8532","Geometroidea","Geometridae","Ennominae","Ennomini","","Crocallis","elinguaria","(Linnaeus, 1758)","Heller Schmuckspanner","7654","9e4c8251-d166-4dfc-bfc1-f2e67ee9423c","","","","","D-CH-A","etabliert","etabliert","D","C","A","","43","Ja","Ja"
"8534","Geometroidea","Geometridae","Ennominae","Ennomini","","Crocallis","inexpectata","Warnecke, 1940","","07654c","f1a8fc6b-f48f-4883-9997-dfb38f62b4d4","","","29/10/2020","neu für Europa (nur Nordkaukasus)","Nordkaukasus","[nein]","etabliert: nur Nordkaukasus","","","","nur Nordkaukasus","1","",""
"8535","Geometroidea","Geometridae","Ennominae","Ennomini","","Crocallis","dardoinaria","Donzel, 1840","","7655","07b6f2ab-17f8-402b-addd-4da63d8eebaf","","","","","","etabliert","etabliert","","","","","8","Ja","Ja"
"8536","Geometroidea","Geometridae","Ennominae","Ennomini","","Crocallis","auberti","Oberthür, 1883","","7656","d8b39e3d-3f0e-4b8a-9efd-ca1e140f6261","","","","","","etabliert","etabliert","","","","","4","Ja","Ja"
"8538","Geometroidea","Geometridae","Ennominae","Ennomini","","Crocallis","helenaria","Ruckdeschel, 2006","","07654a","0cd87de1-bc04-4a6b-ad45-6543b5a673ed","","","","","","etabliert","etabliert","","","","nur Kreta","1","Ja","Ja"
"8539","Geometroidea","Geometridae","Ennominae","Ennomini","","Crocallis","bacalladoi","Pinker, 1978","","[non-KR]","4311ff17-d98d-4eb4-a1d5-7117c71248ac","","","","","Kanaren","etabliert: nur Kanaren/ Madeira/ Azoren","etabliert: nur Kanaren/ Madeira/ Azoren","","","","nur Kanaren","1","","Ja"
"8541","Geometroidea","Geometridae","Ennominae","Ennomini","","Eumera","regina","Staudinger, 1892","","7639","dea5905d-bb57-4582-a256-744f3f50c5b6","","","","","","etabliert","etabliert","","","","","7","Ja","Ja"
"8543","Geometroidea","Geometridae","Ennominae","Ennomini","","Asovia","maeoticaria","(Alphéraky, 1876)","","7661","27aaf338-6ebd-48fb-a9b9-a7dadc3827ca","","","","","","etabliert","etabliert","","","","","10","Ja","Ja"
"8544","Geometroidea","Geometridae","Ennominae","Campaeini","","Campaea","margaritaria","(Linnaeus, 1761)","Perlglanzspanner","7836","b1398ea6-4469-42ee-b2a9-b4013df44af4","","","06.01.2019 und 20.03.2021","1761 ==> [1760]; und wieder zurück:  [1760] ==> 1761","D-CH-A","etabliert","etabliert","D","C","A","","48","Ja","Ja"
"8545","Geometroidea","Geometridae","Ennominae","Campaeini","","Gerinia","honoraria","([Denis & Schiffermüller], 1775)","Rötlichbrauner Eichenspanner","7837","477ec051-ec82-4fa6-8bb9-8c514805521d","","","","","D-CH-A","etabliert","etabliert","D","C","A","","26","Ja","Ja"
"8546","Geometroidea","Geometridae","Ennominae","Campaeini","","Hylaea","fasciaria","(Linnaeus, 1758)","Zweibindiger Nadelwald-Spanner","7839","ffc0ba98-548e-4a3d-9747-9efc685932f9","","","","","D-CH-A","etabliert","etabliert","D","C","A","","46","Ja","Ja"
"8547","Geometroidea","Geometridae","Ennominae","Campaeini","","Hylaea","mediterranea","Sihvonen, Skou, Flamigni, Fiumi & Hausmann, 2014","","07839a","c28e4b1c-1966-4ed7-9691-c1a92603bc43","","","","","","etabliert","etabliert","","","","nur Mittelmeerraum","2","Ja","Ja"
"8548","Geometroidea","Geometridae","Ennominae","Campaeini","","Hylaea","pinicolaria","(Bellier, 1861)","","7840","d1a213ef-0295-4a80-a61b-a6a6fcd8347b","","","","","","etabliert","etabliert","","","","nur Korsika","1","Ja","Ja"
"8549","Geometroidea","Geometridae","Ennominae","Campaeini","","Adalbertia","castiliaria","(Staudinger, 1900)","","7842","5e836524-43fb-4614-b7ba-3ba5691905bb","","","","","","etabliert","etabliert","","","","","3","Ja","Ja"
"8550","Geometroidea","Geometridae","Ennominae","Campaeini","","Pungeleria","capreolaria","([Denis & Schiffermüller], 1775)","Brauner Nadelwaldspanner","7844","ddcedbbc-5e8c-4dd9-9035-558eefb583eb","","","","","D-CH-A","etabliert","etabliert","D","C","A","","32","Ja","Ja"
"8551","Geometroidea","Geometridae","Ennominae","Alsophilini","","Alsophila","aescularia","([Denis & Schiffermüller], 1775)","Frühlings-Kreuzflügel","7953","2b4587a4-2f84-4f1e-bf2e-577fa5856c76","","","","","D-CH-A","etabliert","etabliert","D","C","A","","44","Ja","Ja"
"8552","Geometroidea","Geometridae","Ennominae","Alsophilini","","Alsophila","aceraria","([Denis & Schiffermüller], 1775)","Herbst-Kreuzflügel","7954","55ead439-be76-48e6-9e71-762b5c3099a3","","","","","D-CH-A","etabliert","etabliert","D","C","A","","29","Ja","Ja"
"8553","Geometroidea","Geometridae","Ennominae","Prosopolophini","","Compsoptera","opacaria","(Hübner, [1819])","","7945","8a76fb2d-0165-4293-8734-040714081395","","","","","","etabliert","etabliert","","","","","8","Ja","Ja"
"8554","Geometroidea","Geometridae","Ennominae","Prosopolophini","","Compsoptera","aemiliorum","Raineri, 1994","","7944","569983bf-5063-4fe6-82ba-b5798ea679c7","","zu löschen!","13/03/2021","neue Synonymseite: Synonym zu Compsoptera opacaria","","[-]","[-]","","","","","","[-]","[-]"
"8556","Geometroidea","Geometridae","Ennominae","Prosopolophini","","Compsoptera","jourdanaria","(Serres, 1827)","","7946","729f9c21-a430-44c4-a2ab-1ee3b360c5c2","","","","","","etabliert","etabliert","","","","","6","Ja","Ja"
"8558","Geometroidea","Geometridae","Ennominae","Colotoini","","Colotois","pennaria","(Linnaeus, 1761)","Federfühler-Herbstspanner","7663","c642d3ca-d9dd-498c-a92a-b3a64fd587f7","","","06.01.2019 und 20.03.2021","1761 ==> [1760]; und wieder zurück:  [1760] ==> 1761","D-CH-A","etabliert","etabliert","D","C","A","","51","Ja","Ja"
"8560","Geometroidea","Geometridae","Ennominae","Colotoini","","Apochima","flabellaria","(Heeger, 1838)","","7689","673845e5-f25b-4e05-9b54-23d05d9cae86","","","","","","etabliert","etabliert","","","","","16","Ja","Ja"
"8563","Geometroidea","Geometridae","Ennominae","Caberini","","Cabera","pusaria","(Linnaeus, 1758)","Weißstirn-Weißspanner","7824","0c777455-746c-440e-b15c-26b5075325c0","","","","","D-CH-A","etabliert","etabliert","D","C","A","","46","Ja","Ja"
"8564","Geometroidea","Geometridae","Ennominae","Caberini","","Cabera","leptographa","(Wehrli, 1936)","Urbahns Weißer Weidenspanner","7825","b5e468b8-bf68-4fe3-b5ea-d9bad725e417","","","10/03/2021","Klammerung um Autor und Jahr","D-CH-A","etabliert","etabliert","D","","A","","10","","Ja"
"8565","Geometroidea","Geometridae","Ennominae","Caberini","","Cabera","exanthemata","(Scopoli, 1763)","Braunstirn-Weißspanner","7826","967f2dcc-fea9-42ac-8d5d-62fdb623741f","","","","","D-CH-A","etabliert","etabliert","D","C","A","","45","Ja","Ja"
"8566","Geometroidea","Geometridae","Ennominae","Caberini","","Lhommeia","biskraria","(Oberthür, 1885)","","07826a","407b3162-588a-455a-9b08-fdd6a21436a4","","","","","","etabliert","etabliert","","","","nur Spanien","1","Ja","Ja"
"8567","Geometroidea","Geometridae","Ennominae","Baptini","","Lomographa","bimaculata","(Fabricius, 1775)","Zweifleck-Weißspanner","7828","c34e9e4e-d8b6-4764-86ef-54e6a254939f","","","","","D-CH-A","etabliert","etabliert","D","C","A","","37","Ja","Ja"
"8568","Geometroidea","Geometridae","Ennominae","Baptini","","Lomographa","temerata","([Denis & Schiffermüller], 1775)","Schattenbinden-Weißspanner","7829","756a8f0a-7669-4699-9869-cb4fc15eb8b5","","","","","D-CH-A","etabliert","etabliert","D","C","A","","36","Ja","Ja"
"8569","Geometroidea","Geometridae","Ennominae","Baptini","","Plesiomorpha","flaviceps","(Butler, 1881)","Gelbkopf-Stechpalmenspanner, Asiatischer Stechpalmenspanner","07829a","8d13eda8-de6f-4a56-98d5-dbd0336f5978","","","13/07/2018","Neu für Europa","In Europa (noch) nicht etabliert (Verschleppungen nach DE, NL und GB) - aber durchaus zu erwarten!","nicht etabliert: nur verschleppte Einzeltiere","nicht etabliert: nur verschleppte Einzeltiere","e","","","","4","Ja",""
"8571","Geometroidea","Geometridae","Ennominae","Theriini","","Aleucis","distinctata","(Herrich-Schäffer, 1839)","Schlehenheckenspanner","7831","8ac2e56c-dc2f-42ba-ba8b-1f060672fec8","","","","","D-CH-A","etabliert","etabliert","D","C","","","20","Ja","Ja"
"8572","Geometroidea","Geometridae","Ennominae","Theriini","","Aleucis","orientalis","(Staudinger, 1892)","","07831a","98608688-9e20-4425-9289-684c140cc297","","","","","","etabliert","etabliert","","","","","11","Ja","Ja"
"8573","Geometroidea","Geometridae","Ennominae","Theriini","","Theria","rupicapraria","([Denis & Schiffermüller], 1775)","Später Schlehenbusch-Winterspanner","7833","4df9d6d9-4ed3-45d8-922c-11b187181bf0","","","","","D-CH-A","etabliert","etabliert","D","C","A","","23","Ja","Ja"
"8575","Geometroidea","Geometridae","Ennominae","Theriini","","Theria","primaria","(Haworth, 1809)","Früher Schlehenbusch-Winterspanner","7834","16c3993f-7e9e-4e03-b0ca-1ff99a3a875e","","","01/01/2023","eckige Klammern um Jahr entfernt","D-CH-A","etabliert","etabliert","D","C","A","","15","Ja","Ja"
"8576","Geometroidea","Geometridae","Ennominae","Gnophini","","Gnophos","furvata","([Denis & Schiffermüller], 1775)","Großer Steinspanner","7847","a4d99bb9-13ae-4838-954c-72c8450d4e82","","","","","D-CH-A","etabliert","etabliert","D","C","A","","25","Ja","Ja"
"8577","Geometroidea","Geometridae","Ennominae","Gnophini","","Gnophos","obfuscata","([Denis & Schiffermüller], 1775)","Heidelbeer-Steinspanner","7848","1d9fa0e6-1bbe-467c-8ff3-0a08e40b0b3d","","","","","D-CH-A","etabliert","etabliert","D","C","A","","30","Ja","Ja"
"8578","Geometroidea","Geometridae","Ennominae","Gnophini","","Charissa","obscurata","([Denis & Schiffermüller], 1775)","Trockenrasen-Steinspanner","7857","2b3fa64c-8164-476c-ba69-2cb97e363b4e","","","","","D-CH-A","etabliert","etabliert","D","C","A","","47","Ja","Ja"
"8579","Geometroidea","Geometridae","Ennominae","Gnophini","","Charissa","bellieri","(Oberthür, 1913)","","7858","63e02623-d9b0-4ac5-b141-d5132686df28","","zu löschen!","30/06/2019","als Art zu streichen: jetzt ssp. von C. obscurata","","[-]","[-]","","","","","","[-]","[-]"
"8580","Geometroidea","Geometridae","Ennominae","Gnophini","","Charissa","canariensis","(Rebel, 1910)","","[non-KR]","0fa4bbdd-faf2-4a8d-8d14-16159b1f8535","","","","","Kanaren","etabliert: nur Kanaren/ Madeira/ Azoren","etabliert: nur Kanaren/ Madeira/ Azoren","","","","nur Kanaren","1","Ja","Ja"
"8581","Geometroidea","Geometridae","Ennominae","Gnophini","","Charissa","crenulata","(Staudinger, 1871)","","7871","7360c79c-849e-44d9-8937-7296ff3100a5","","","","","","etabliert","etabliert","","","","","4","","Ja"
"8582","Geometroidea","Geometridae","Ennominae","Gnophini","","Charissa","avilarius","(Reisser, 1936)","","7873","d564334a-5072-476d-abc1-3f8ebc44268b","","zu löschen!","30/06/2019","als Art zu streichen: jetzt ssp. von C. crenulata","","[-]","[-]","","","","","","[-]","[-]"
"8583","Geometroidea","Geometridae","Ennominae","Gnophini","","Charissa","italohelveticus","(Rezbanyai-Reser, 1986)","","7872","e34abdfe-0a76-4c8f-ad79-799f1c58d288","","","","","D-CH-A","etabliert","etabliert","","C","A","","5","Ja","Ja"
"8584","Geometroidea","Geometridae","Ennominae","Gnophini","","Charissa","pullata","([Denis & Schiffermüller], 1775)","Hellgebänderter Steinspanner","7870","2598a25a-817a-4054-a505-fd069f98e4b4","","","","","D-CH-A","etabliert","etabliert","D","C","A","","24","Ja","Ja"
"8586","Geometroidea","Geometridae","Ennominae","Gnophini","","Charissa","turfosaria","(Wehrli, 1922)","","07868a","55ccb86b-8fc2-4bfb-8bb9-a0560330fe09","","","30/06/2019","Ersatz (älteres Synonym) für Charissa macguffini)","","etabliert","etabliert","","","","nur Russland","1","","Ja"
"8587","Geometroidea","Geometridae","Ennominae","Gnophini","","Charissa","macguffini","(Smiles, 1979)","","7868","ec827a99-6f07-42d4-9d8d-46f55214b20b","","zu löschen!","30/06/2019","Synonymisierung: C. macguffini ==> C. turfosaria","","[-]","[-]","","","","","","[-]","[-]"
"8588","Geometroidea","Geometridae","Ennominae","Gnophini","","Charissa","mutilata","(Staudinger, 1879)","","7885","d6c0fa59-d9ea-4b2c-b56e-3b7b731c5119","","","","","","etabliert","etabliert","","","","nur Balkan erweitert","2","","Ja"
"8589","Geometroidea","Geometridae","Ennominae","Gnophini","","Charissa","peloponnesiaria","Erlacher & Erlacher, 2017","","07885a","a2afd307-f4d8-40c5-9f9a-e274a4cd3991","","","14/01/2018","neu beschriebene Art","","etabliert","etabliert","","","","nur Griechenland","1","","Ja"
"8590","Geometroidea","Geometridae","Ennominae","Gnophini","","Charissa","pentheri","(Rebel, 1901)","","7886","f681e9d6-fb33-4bfe-97b2-50c1a35533ad","","","","","","etabliert","etabliert","","","","nur Balkan","5","","Ja"
"8591","Geometroidea","Geometridae","Ennominae","Gnophini","","Charissa","annubilata","(Christoph, 1885)","","07886b","31fafea3-cf7e-46f8-b040-06dbeea24d72","","","29/10/2020","neu für Europa (nur Nordkaukasus)","Nordkaukasus","[nein]","etabliert: nur Nordkaukasus","","","","nur Nordkaukasus","1","",""
"8592","Geometroidea","Geometridae","Ennominae","Gnophini","","Charissa","assoi","(Redondo & Gastón, 1997)","","07886a","a6a2e7a2-cc15-4854-b556-bd4f06e243bd","","","03/11/2019","vergessene KR-Nr. nachgetragen (Spanien)","","etabliert","etabliert","","","","nur Spanien","1","Ja",""
"8593","Geometroidea","Geometridae","Ennominae","Gnophini","","Charissa","corsica","(Oberthür, 1913)","","7881","c15b4356-791c-4e00-b800-4f7de43ec628","","","","","","etabliert","etabliert","","","","nur Mittelmeerraum","3","Ja","Ja"
"8594","Geometroidea","Geometridae","Ennominae","Gnophini","","Charissa","staudingeri","(Wnukowsky, 1929)","","07883a","f580fb4b-a76b-46f2-9260-22bd8480cd7d","","","30/06/2019","neu als Art gewertet (zur Subspecies von C. dubitaria)","","etabliert","etabliert","","","","nur Griechenland (inkl. Inseln)","4","Ja","Ja"
"8595","Geometroidea","Geometridae","Ennominae","Gnophini","","Charissa","dubitaria","(Staudinger, 1892)","","7883","8278e2a2-5bcb-4ae6-9288-9a45ec52f5fd","","zu löschen! (non-EU-Art)","30/06/2019","zu streichen! Jetzt non-EU-Art (Iran), in Europa durch C. staudingeri abgelöst","nicht in Europa","[nein]","[nein]","","","","","","[nein]","[nein]"
