"lfd. Nr","Überfamilie","Familie","Unterfamilie","Tribus","Subtribus","Gattung","Art","Autoren","Trivialnamen (meist deutsche Namen)","KR-Nr.","GUID","Anmer-kung zum Artstatus","zu löschen!","Änderungs-Datum","Kommentar Änderung gegenüber Version 1 vom 4. Februar 2017","Anmerkung Faunistik Europa","Vorkommen in Europa sensu Fauna Europaea","Vorkommen in Europa i.w.S.","D","CH","A","Hinweis auf eingeschränkte Verbreitung","Anzahl Länder mit Nachweisen","Lebendbild","Diagnosebild"
"8596","Geometroidea","Geometridae","Ennominae","Gnophini","","Charissa","subtaurica","(Wehrli, 1934)","","07883b","a5c0daec-7991-4613-a1bd-6d1003aa0dca","","","03.11.2019 und 10.03.2021","KR.-Nr. nachgetragen (Samos!); Jahr korrigiert: 1932 ==> 1934","","etabliert","etabliert","","","","nur Mittelmeerraum","2","Ja","Ja"
"8597","Geometroidea","Geometridae","Ennominae","Gnophini","","Charissa","variegata","(Duponchel, 1830)","","7880","155bdab4-0c65-482f-be2e-c4d4cecb1cee","","","","","D-CH-A","etabliert","etabliert","","C","A","","23","Ja","Ja"
"8599","Geometroidea","Geometridae","Ennominae","Gnophini","","Charissa","mucidaria","(Hübner, [1799])","","7882","95e6aa73-2cf9-4e80-ae38-baccb8dc11c2","","","","","D-CH-A","etabliert","etabliert","","C","","","13","Ja","Ja"
"8600","Geometroidea","Geometridae","Ennominae","Gnophini","","Charissa","ambiguata","(Duponchel, 1830)","Ungebänderter Steinspanner","7862","7d61f4d3-1772-4bf1-8036-1e5479214a83","","","","","D-CH-A","etabliert","etabliert","D","C","A","","28","Ja","Ja"
"8603","Geometroidea","Geometridae","Ennominae","Gnophini","","Charissa","predotae","(Schawerda, 1929)","","7861","63a184ee-bd1c-4f36-ab06-ea03c6371213","","","","","","etabliert","etabliert","","","","","3","","Ja"
"8604","Geometroidea","Geometridae","Ennominae","Gnophini","","Charissa","onustaria","(Herrich-Schäffer, [1852])","","7865","f3a30fda-690d-40ee-8746-5e32f242564a","","","26/08/2018","CH-Einzelfähnchen gehisst","D-CH-A","etabliert","etabliert","","e","","","17","Ja","Ja"
"8606","Geometroidea","Geometridae","Ennominae","Gnophini","","Charissa","remmi","(Viidalepp, 1988)","","7863","b05eb249-d6c5-43fc-92d5-8315fed8e4c9","","","","","","etabliert","etabliert","","","","nur Russland","1","","Ja"
"8607","Geometroidea","Geometridae","Ennominae","Gnophini","","Charissa","zeitunaria","(Staudinger, 1901)","","7864","959f438e-4f8a-49fa-a607-c58d088d2155","","","","","[Kreta]","etabliert","etabliert","","","","nur Kreta","1","",""
"8608","Geometroidea","Geometridae","Ennominae","Gnophini","","Charissa","glaucinaria","(Hübner, [1799])","Grüngraugebänderter Felsen-Steinspanner","7878","5db6b594-d754-469e-bda5-9edb9afed412","","","","","D-CH-A","etabliert","etabliert","D","C","A","","23","Ja","Ja"
"8609","Geometroidea","Geometridae","Ennominae","Gnophini","","Charissa","pfeifferi","(Wehrli, 1926)","","07876a","44ca04f0-cb81-42e0-8574-41f7729f8edf","","","04/11/2017","jetzt mit KR-Nr.","","etabliert","etabliert","","","","","4","","Ja"
"8610","Geometroidea","Geometridae","Ennominae","Gnophini","","Charissa","supinaria","(Mann, 1854)","","7876","bc5fe00e-6703-4d2f-bafa-8361e92cb589","","","","","","etabliert","etabliert","","","","","9","Ja","Ja"
"8611","Geometroidea","Geometridae","Ennominae","Gnophini","","Charissa","intermedia","(Wehrli, 1917)","Schwarzlinien-Steinspanner","7875","990417d2-547b-4a22-a808-7274a437d8f3","Artstatus unklar!","","30/06/2019","Artstatus unklar ergänzt! (von Müller et al. (2019) als ssp. von C. supinaria geführt)","D-CH-A","etabliert","etabliert","D","C","A","","13","Ja","Ja"
"8613","Geometroidea","Geometridae","Ennominae","Gnophini","","Charissa","certhiatus","(Rebel & Zerny, 1932)","","7859","77514dc8-fc09-4ee4-b062-6fd7eb93e0f1","","zu löschen!","30/06/2019","zu streichen und durch C. graecaria zu ersetzen: C. certhiatus ==> C. graecaria (STAUDINGER, 1871)","","[-]","[-]","","","","","","[-]","[-]"
"8617","Geometroidea","Geometridae","Ennominae","Gnophini","","Psodos","alpinata","(Scopoli, 1763)","Gewöhnlicher Gletscherspanner, [Gewöhnlicher Alpenspanner]","7911","39655a85-cf04-4f62-a725-2089e4665a3f","","","30/06/2019","Glacies ==> Psodos","D-CH-A","etabliert","etabliert","D","C","A","","11","Ja","Ja"
"8618","Geometroidea","Geometridae","Ennominae","Gnophini","","Psodos","canaliculata","(Hochenwarth, 1785)","Hochenwarths Gletscherspanner, [Hochenwarths Alpenspanner]","7906","a700313d-3110-4d35-a7fa-9fa2e07ba3b8","","","30/06/2019","Glacies ==> Psodos","D-CH-A","etabliert","etabliert","D","C","A","","14","Ja","Ja"
"8620","Geometroidea","Geometridae","Ennominae","Gnophini","","Psodos","coracina","(Esper, 1805)","Weißbestäubter Gletscherspanner, [Weißbestäubter Alpenspanner]","7910","af993428-24d7-4d3f-ac06-913281466b65","","","30/06/2019","Glacies ==> Psodos","D-CH-A","etabliert","etabliert","D","C","A","","18","Ja","Ja"
"8621","Geometroidea","Geometridae","Ennominae","Gnophini","","Psodos","bentelii","Rätzer, 1890","Bentelis Gletscherspanner","7907","e1c692b5-8451-418b-831d-fde76722ebdb","","","30.06.2019 und 10.03.2021","Glacies ==> Psodos; Klammern um Autor und Jahr entfernt","D-CH-A","etabliert","etabliert","","C","","","4","Ja","Ja"
"8623","Geometroidea","Geometridae","Ennominae","Gnophini","","Psodos","noricana","Wagner, 1898","Norischer Gletscherspanner, [Norischer Alpenspanner]","7909","e105d2b9-9088-41bd-bb57-0175ecc1adbf","","","30.06.2019 und 10.03.2021","Glacies ==> Psodos; Klammern um Autor und Jahr entfernt","D-CH-A","etabliert","etabliert","D","","A","","9","Ja","Ja"
"8624","Geometroidea","Geometridae","Ennominae","Gnophini","","Psodos","burmanni","Tarmann, 1984","Burmanns Gletscherspanner","7908","4cbf2279-0291-4948-a474-35cb68f6c3c4","","zu löschen!","30.06.2019 und 10.03.2021","jetzt Synonym zu P. noricana; Klammern um Autor und Jahr entfernt","D-CH-A","[-]","[-]","","","A","","","[-]","[-]"
"8625","Geometroidea","Geometridae","Ennominae","Gnophini","","Psodos","belzebuth","Praviel, 1938","","07909a","e3297c61-f248-43c3-bcbd-c35e2331d886","","","30/06/2019","jetzt bona species","","etabliert","etabliert","","","","nur Mittelmeerraum","2","","Ja"
"8626","Geometroidea","Geometridae","Ennominae","Gnophini","","Psodos","pyrenaica","Schawerda, 1919","","07909b","faed84da-7cb5-4d2d-9cf3-85f13f80f6f4","","","30/06/2019","jetzt bona species","","etabliert","etabliert","","","","","3","",""
"8628","Geometroidea","Geometridae","Ennominae","Gnophini","","Psodos","alticolaria","Mann, 1853","","7904","189243ea-aaf3-4b9d-bc82-72fd6fe92d97","","","30.06.2019 und 10.03.2021","Glacies ==> Psodos; Klammern um Autor und Jahr entfernt","D-CH-A","etabliert","etabliert","","C","A","","5","Ja","Ja"
"8629","Geometroidea","Geometridae","Ennominae","Gnophini","","Psodos","wehrlii","Vorbrodt, 1918","Wehrlis Gletscherspanner","7912","f82e6122-d786-4ff5-902c-3591dce8bbf9","","","30.06.2019 und 10.03.2021","Glacies ==> Psodos; Klammern um Autor und Jahr entfernt","D-CH-A","etabliert","etabliert","","C","","nur Alpen (ch, it)","2","Ja","Ja"
"8630","Geometroidea","Geometridae","Ennominae","Gnophini","","Psodos","baldensis","Wolfsberger, 1966","","7913","837bcdac-f0d3-4ef4-9539-29aa0a56e52e","","","30.06.2019 und 10.03.2021","Glacies ==> Psodos; Klammern um Autor und Jahr entfernt","","etabliert","etabliert","","","","nur Italien","1","","Ja"
"8631","Geometroidea","Geometridae","Ennominae","Gnophini","","Psodos","spitzi","Rebel, 1906","","7905","ed07ab45-a9c9-4683-9c5c-818008b478d7","","","30.06.2019 und 10.03.2021","Glacies ==> Psodos; Klammern um Autor und Jahr entfernt","D-CH-A","etabliert","etabliert","","","A","","3","Ja","Ja"
"8632","Geometroidea","Geometridae","Ennominae","Gnophini","","Psodos","quadrifaria","(Sulzer, 1776)","Gelbgeränderter Flachstirnspanner","7902","8dd7748e-2ffe-4398-9d21-4cf16c19746a","","","","","D-CH-A","etabliert","etabliert","D","C","A","","14","Ja","Ja"
"8633","Geometroidea","Geometridae","Ennominae","Gnophini","","Sciadia","tenebraria","(Esper, [1806])","Finsterer Alpenspanner","7752","04578bba-b46d-4dc6-86fc-2e1e0ff3c276","","","30/06/2019","Boarmiini ==> Gnophini","D-CH-A","etabliert","etabliert","D","C","A","","8","Ja","Ja"
"8634","Geometroidea","Geometridae","Ennominae","Gnophini","","Sciadia","septaria","(Guenée, [1858])","","07752a","4836d150-0d43-4afa-85ce-9b1fb87e2f2b","","","11.05.2019 und 30.06.2019","Änderung Jahreszahl: 1857 ==> [1858]; Boarmiini ==> Gnophini","","etabliert","etabliert","","","","","3","","Ja"
"8635","Geometroidea","Geometridae","Ennominae","Gnophini","","Sciadia","innuptaria","(Herrich-Schäffer, [1852])","","07752b","3bb82e5c-6a10-46d0-a537-a7649d3ffec6","","","30/06/2019","Boarmiini ==> Gnophini","D-CH-A","etabliert","etabliert","","","A","nur Österreich","1","Ja","Ja"
"8636","Geometroidea","Geometridae","Ennominae","Gnophini","","Sciadia","slovenica","Leraut, 2008","","07752c","1612490e-c21a-4320-90ce-9ff2e8af0f61","","","30/06/2019","Boarmiini ==> Gnophini","D-CH-A","etabliert","etabliert","","","A","","3","","Ja"
"8637","Geometroidea","Geometridae","Ennominae","Gnophini","","Sciadia","dolomitica","Huemer & Hausmann, 2009","","07752d","8097ccc4-9d82-442a-a657-e32d220890ac","","","30.06.2019 und 07.10.2021","Boarmiini ==> Gnophini; irrtümlich gesetzes A-Fähnchen entfernt (Art nur in Südtirol, Italien)","","etabliert","etabliert","","","","nur Italien","1","Ja","Ja"
"8638","Geometroidea","Geometridae","Ennominae","Gnophini","","Sciadia","zelleraria","(Freyer, [1836])","Zellers Alpen-Steinspanner","7895","b228066e-36ec-4c8a-a911-199584a390a5","","","26.03.2018 und 30.06.2019","1836 ==> [1836]; Änderung Gattung: Elophos ==> Sciadia","D-CH-A","etabliert","etabliert","D","C","A","","7","Ja","Ja"
"8639","Geometroidea","Geometridae","Ennominae","Gnophini","","Sciadia","unicoloraria","(Staudinger, 1871)","","7896","f9b69350-52ff-4a10-96a4-ea698a914e24","","","30/06/2019","Änderung Gattung: Elophos ==> Sciadia","D-CH-A","etabliert","etabliert","","C","","","4","","Ja"
"8640","Geometroidea","Geometridae","Ennominae","Gnophini","","Elophos","caelibaria","(Heydenreich, 1851)","Alpen-Steinspanner","7897","3b07c892-0f7e-4225-8e7d-2e1fc2a8047d","","","","","D-CH-A","etabliert","etabliert","D","C","A","","7","Ja","Ja"
"8641","Geometroidea","Geometridae","Ennominae","Gnophini","","Elophos","zirbitzensis","(Pieszczek, 1902)","Zirbitzkogel-Steinspanner","7898","b5f4ade1-bc57-497e-b91b-db0a4845c90a","","","","","D-CH-A","etabliert","etabliert","","","A","nur Österreich","1","Ja","Ja"
"8642","Geometroidea","Geometridae","Ennominae","Gnophini","","Elophos","operaria","(Hübner, [1813])","","7899","e06de343-ce2a-4000-acfa-e86e96f5314d","","","","","D-CH-A","etabliert","etabliert","","C","A","","7","","Ja"
"8643","Geometroidea","Geometridae","Ennominae","Gnophini","","Elophos","andereggaria","(De la Harpe, [1853])","","7900","7eaeb79a-5f8c-47c1-9917-f6a0addc039e","","","","","D-CH-A","etabliert","etabliert","","C","","","3","Ja","Ja"
"8644","Geometroidea","Geometridae","Ennominae","Gnophini","","Yezognophos","dilucidaria","([Denis & Schiffermüller], 1775)","Lichtgrauer Bergwald-Steinspanner","7889","46152297-5b03-4e4e-8745-714f71900c5d","","","30/06/2019","Änderung Gattung: Elophos ==> Yezognophos","D-CH-A","etabliert","etabliert","D","C","A","","19","Ja","Ja"
"8645","Geometroidea","Geometridae","Ennominae","Gnophini","","Yezognophos","sproengertsi","(Püngeler, 1914)","","7890","c7c7d09b-7b71-4f1e-bdcf-8f465670ac22","","","30/06/2019","Änderung Gattung: Elophos ==> Yezognophos","","etabliert","etabliert","","","","nur Mittelmeerraum","2","","Ja"
"8646","Geometroidea","Geometridae","Ennominae","Gnophini","","Yezognophos","vittaria","(Thunberg, 1792)","Braungrauer Bergwald-Steinspanner","7893","f56849cd-bf84-41da-a81d-bc2ead885a6d","","","04/01/2019","Autorschaft nur Thunberg","D-CH-A","etabliert","etabliert","D","C","A","","20","Ja","Ja"
"8647","Geometroidea","Geometridae","Ennominae","Gnophini","","Yezognophos","serotinaria","([Denis & Schiffermüller], 1775)","Gelber Alpen-Steinspanner","7891","e7a4ac8f-e0c1-42bc-9fbb-4bcb8fa6708b","","","30/06/2019","Änderung Gattung: Elophos ==> Yezognophos","D-CH-A","etabliert","etabliert","D","C","A","","11","Ja","Ja"
"8649","Geometroidea","Geometridae","Ennominae","Gnophini","","Crocota","tinctaria","(Hübner, [1799])","Dottergelber Alpenwiesenspanner","7706","809c8c20-e3d3-404a-9466-e9a8e25bdb80","","","30.06.2019 und 11.04.2020","Boarmiini ==> Gnophini; (HÜBNER, [1796-1799]) ==> (HÜBNER, [1799])","D-CH-A","etabliert","etabliert","","C","","","4","Ja","Ja"
"8650","Geometroidea","Geometridae","Ennominae","Gnophini","","Crocota","peletieraria","(Duponchel, 1830)","","7705","201a90ed-0d8d-4aa6-a55e-3abba3bfedaf","","","30/06/2019","Boarmiini ==> Gnophini","","etabliert","etabliert","","","","","3","Ja","Ja"
"8651","Geometroidea","Geometridae","Ennominae","Gnophini","","Crocota","pseudotinctaria","Leraut, 1999","Falscher Dottergelber Alpenwiesenspanner","07706a","caef92ab-8e95-4878-bb2f-3e8322482fba","","","30/06/2019","Boarmiini ==> Gnophini","D-CH-A","etabliert","etabliert","","C","A","","4","Ja","Ja"
"8652","Geometroidea","Geometridae","Ennominae","Gnophini","","Crocota","niveata","(Scopoli, 1763)","Schneeweißer Alpenwiesenspanner","7707","a5e82329-730f-4969-aea0-e263d4c64c5e","","","30/06/2019","Boarmiini ==> Gnophini","D-CH-A","etabliert","etabliert","","","A","","2","Ja","Ja"
"8653","Geometroidea","Geometridae","Ennominae","Gnophini","","Synopsia","sociaria","(Hübner, [1799])","Sandrasen-Braunstreifenspanner","7733","1221db53-70b3-4ee8-b55e-114bb506c645","","","30/06/2019","Boarmiini ==> Gnophini","D-CH-A","etabliert","etabliert","D","C","A","","36","Ja","Ja"
"8654","Geometroidea","Geometridae","Ennominae","Gnophini","","Siona","lineata","(Scopoli, 1763)","Hartheuspanner, Hartheu-Spanner","7916","0dac3535-f626-4a01-9124-9c0dbbb11eb8","","","","","D-CH-A","etabliert","etabliert","D","C","A","","46","Ja","Ja"
"8655","Geometroidea","Geometridae","Ennominae","Gnophini","","Hypoxystis","pluviaria","(Fabricius, 1787)","Blassgelber Sprenkelspanner","7628","074c6546-a966-44ca-94ac-146c0182d6e2","","","","","D-CH-A","etabliert","etabliert","D","C","A","","25","Ja","Ja"
"8656","Geometroidea","Geometridae","Ennominae","Gnophini","","Angerona","prunaria","(Linnaeus, 1758)","Schlehenspanner","7665","ba802089-9e3d-4608-b5ce-3c8b868b4717","","","","","D-CH-A","etabliert","etabliert","D","C","A","","41","Ja","Ja"
"8658","Geometroidea","Geometridae","Ennominae","Gnophini","","Chariaspilates","formosaria","(Eversmann, 1837)","Moorwiesen-Striemenspanner","7918","9d71787f-714d-40dc-867b-0eb0e4b678da","","","","","D-CH-A","etabliert","etabliert","D","","A","","20","Ja","Ja"
"8659","Geometroidea","Geometridae","Ennominae","Gnophini","","Aspitates","mundataria","(Stoll, [1782])","","7920","a0e8a7c5-3d34-4ffb-a93b-7948cfaaa394","","","08/05/2017","eckige Klammern um Jahr","","etabliert","etabliert","","","","","5","Ja","Ja"
"8660","Geometroidea","Geometridae","Ennominae","Gnophini","","Aspitates","gilvaria","([Denis & Schiffermüller], 1775)","Einstreifiger Trockenrasenspanner","7922","2941a83e-16b6-4103-8917-c9f811d2e2ae","","","","","D-CH-A","etabliert","etabliert","D","C","A","","36","Ja","Ja"
"8661","Geometroidea","Geometridae","Ennominae","Gnophini","","Aspitates","taylorae","(Butler, 1893)","","7923","69161121-9bfa-4c75-83b7-544534ebe69f","","","","","","etabliert","etabliert","","","","nur Russland","1","","Ja"
"8662","Geometroidea","Geometridae","Ennominae","Gnophini","","Aspitates","orciferaria","(Walker, 1862)","","07923b","6a3c94f8-8e07-4aa2-baf3-44060cc2accb","","","","","","etabliert","etabliert","","","","nur Russland","1","","Ja"
"8663","Geometroidea","Geometridae","Ennominae","Gnophini","","Aspitates","forbesi","(Munroe, 1963)","","07923a","5d43c988-dd04-488d-a2f0-7d4aa4099f88","","","","","","etabliert","etabliert","","","","nur Russland","1","",""
"8665","Geometroidea","Geometridae","Ennominae","Gnophini","","Aspitates","ochrearia","(Rossi, 1794)","","7926","c370e190-fdcd-4a7d-a138-6821ce1ad79b","","","","","","etabliert","etabliert","","","","","35","Ja","Ja"
"8668","Geometroidea","Geometridae","Ennominae","Gnophini","","Dyscia","raunaria","(Freyer, 1851)","","7929","22e59b49-4f77-467c-98cc-25ed756eabe4","","","","","D-CH-A","etabliert","etabliert","","","A","","8","Ja","Ja"
"8669","Geometroidea","Geometridae","Ennominae","Gnophini","","Dyscia","royaria","Tautel & Billi, 2006","","07928a","3a0b61df-e6c2-42bc-bea4-6b5ad69419c6","","","","","","etabliert","etabliert","","","","","3","Ja","Ja"
"8672","Geometroidea","Geometridae","Ennominae","Gnophini","","Dyscia","innocentaria","(Christoph, 1885)","","07933c","2c0133c1-7145-4fdb-b28e-4b2f91ce44ae","","","13/03/2021","K+R-Nr. korrigiert: 07933 ==> 07933c","","etabliert","etabliert","","","","","21","Ja","Ja"
"8674","Geometroidea","Geometridae","Ennominae","Gnophini","","Dyscia","malatyana","Wehrli, 1934","","07933a","aab4cf22-f884-476c-ba89-b1c1792d6c2a","","","","","","etabliert","etabliert","","","","","3","Ja","Ja"
"8675","Geometroidea","Geometridae","Ennominae","Gnophini","","Dyscia","crassipunctaria","(Rebel, 1916)","","7930","b1ae7d9e-07dd-4b68-98a7-6954ec4fcd96","","","","","","etabliert","etabliert","","","","nur Griechenland (inkl. Inseln)","2","Ja","Ja"
"8676","Geometroidea","Geometridae","Ennominae","Gnophini","","Dyscia","conspersaria","([Denis & Schiffermüller], 1775)","","7928","60489fd3-e614-4a3a-b539-bbbe2d43248f","","","","","D-CH-A","etabliert","etabliert","","","A","","18","Ja","Ja"
"8677","Geometroidea","Geometridae","Ennominae","Gnophini","","Dyscia","fagaria","(Thunberg, 1784)","Heidekraut-Fleckenspanner","7931","b8950fcb-7964-4861-aa2f-2bd7a84052b7","","","04/01/2019","Autorschaft nur Thunberg","D-CH-A","etabliert","etabliert","D","","A","","16","Ja","Ja"
"8678","Geometroidea","Geometridae","Ennominae","Gnophini","","Dyscia","penulataria","(Hübner, [1819])","","7932","58ed71ec-60f6-4338-ae62-f80a43e27ce1","","","","","","etabliert","etabliert","","","","","3","Ja","Ja"
"8679","Geometroidea","Geometridae","Ennominae","Gnophini","","Dyscia","lentiscaria","(Donzel, 1837)","","7934","36e218d6-76eb-467c-8825-477d88638e6a","","","","","","etabliert","etabliert","","","","","4","Ja","Ja"
"8680","Geometroidea","Geometridae","Ennominae","Gnophini","","Dyscia","distinctaria","(Bang-Haas, 1910)","","7935","cf077e5c-15ff-44bc-a07d-30cd1fe26b48","","","","","","etabliert","etabliert","","","","nur Iberische Halbinsel","2","Ja","Ja"
"8681","Geometroidea","Geometridae","Ennominae","Gnophini","","Dyscia","simplicaria","Rebel, 1939","","[non-KR]","0c69566f-ef85-4a48-ba56-0a9f4322748d","","","","","Zypern","etabliert: nur Zypern","etabliert: nur Zypern","","","","nur Zypern","1","Ja","Ja"
"8682","Geometroidea","Geometridae","Ennominae","Gnophini","","Perconia","strigillaria","(Hübner, 1787)","Heide-Streifenspanner","7939","bd6be83e-06ac-4d6b-b8d2-7dd3194b3436","","","","","D-CH-A","etabliert","etabliert","D","C","A","","41","Ja","Ja"
"8683","Geometroidea","Geometridae","Ennominae","Gnophini","","Perconia","baeticaria","(Staudinger, 1871)","","7940","57ba9bc7-e7e0-47df-ba45-982d186f7c0c","","","","","","etabliert","etabliert","","","","nur Iberische Halbinsel","2","Ja","Ja"
"8684","Geometroidea","Geometridae","Ennominae","Gnophini","","Menophra","abruptaria","(Thunberg, 1792)","Lederbrauner Rindenspanner","7724","dd7fc050-0724-40a1-a6c6-2c837e493dab","","","04.01.2019 und 30.06.2019","Autorschaft nur Thunberg; Boarmiini ==> Gnophini","D-CH-A","etabliert","etabliert","D","C","A","","36","Ja","Ja"
"8686","Geometroidea","Geometridae","Ennominae","Gnophini","","Menophra","japygiaria","(Costa, 1849)","","7725","31ca548f-e441-4b76-ab4e-b3ba573a65c6","","","30/06/2019","Boarmiini ==> Gnophini","","etabliert","etabliert","","","","","9","Ja","Ja"
