Family	Genus	Species	NCBI name (if different)	Status	2020	lowest_priority	RBGE_2021	RBGK_2021	RBGE_2022	RBGK_2022	sample_collected	other_priority	family_representative	long_list
Poaceae	Phalaris	arundinacea		dtol			yes				DTOL			DTOL
Poaceae	Phleum	alpinum		dtol										DTOL
Poaceae	Phleum	arenarium		dtol										DTOL
Poaceae	Phleum	bertolonii		dtol				yes			DTOL			DTOL
Poaceae	Phleum	phleoides		dtol										DTOL
Poaceae	Phleum	pratense		dtol					yes		DTOL			DTOL
Poaceae	Phragmites	australis		dtol				yes			DTOL			DTOL
Poaceae	Poa	alpina		dtol					yes		DTOL			DTOL
Poaceae	Poa	angustifolia		dtol										DTOL
Poaceae	Poa	annua		dtol		yes					DTOL			DTOL
Poaceae	Poa	bulbosa		dtol										DTOL
Poaceae	Poa	compressa		dtol										DTOL
Poaceae	Poa	flexuosa		dtol										DTOL
Poaceae	Poa	glauca		dtol										DTOL
Poaceae	Poa	infirma		dtol						yes	DTOL			DTOL
Poaceae	Poa	nemoralis		dtol										DTOL
Poaceae	Poa	pratensis		dtol										DTOL
Poaceae	Poa	trivialis		dtol						yes	DTOL			DTOL
Poaceae	Polypogon	monspeliensis		dtol										DTOL
Poaceae	Pseudosasa	japonica		dtol										DTOL
Poaceae	Puccinellia	distans		dtol										DTOL
Poaceae	Puccinellia	fasciculata		dtol										DTOL
Poaceae	Puccinellia	maritima		dtol				yes			DTOL			DTOL
Poaceae	Puccinellia	rupestris		dtol										DTOL
Poaceae	Sasa	palmata		dtol										DTOL
Poaceae	Sasaella	ramosa		dtol										DTOL
Poaceae	Schedonorus	giganteus		dtol										DTOL
Poaceae	Sesleria	caerulea		dtol										DTOL
Poaceae	Spartina	anglica		dtol										DTOL
Poaceae	Spartina	maritima		dtol										DTOL
Poaceae	Trisetum	flavescens		dtol										DTOL
Poaceae	Vulpia	bromoides		dtol										DTOL
Poaceae	Vulpia	ciliata		dtol										DTOL
Poaceae	Vulpia	fasciculata		dtol										DTOL
Poaceae	Vulpia	myuros		dtol						yes	DTOL			DTOL
Poaceae	Vulpia	unilateralis		dtol										DTOL
Polemoniaceae	Polemonium	caeruleum		dtol_family_representative			yes				DTOL		DTOL	DTOL
Polygalaceae	Polygala	amarella		dtol_family_representative				yes			DTOL		DTOL	DTOL
Polygalaceae	Polygala	calcarea		dtol_family_representative									DTOL	DTOL
Polygalaceae	Polygala	serpyllifolia		dtol					yes		DTOL			DTOL
Polygalaceae	Polygala	vulgaris		dtol				yes			DTOL			DTOL
Polygonaceae	Bistorta	officinalis		dtol										DTOL
Polygonaceae	Bistorta	vivipara		dtol			yes				DTOL			DTOL
Polygonaceae	Fallopia	baldschuanica		dtol						yes	DTOL			DTOL
Polygonaceae	Fallopia	convolvulus		dtol_other_priority	yes						DTOL	DTOL		DTOL
Polygonaceae	Fallopia	dumetorum		dtol										DTOL
Polygonaceae	Koenigia	islandica		dtol										DTOL
Polygonaceae	Koenigia	polystachya		dtol										DTOL
Polygonaceae	Muehlenbeckia	complexa		dtol										DTOL
Polygonaceae	Oxyria	digyna		dtol_family_representative				yes			DTOL		DTOL	DTOL
Polygonaceae	Persicaria	amphibia		dtol					yes		DTOL			DTOL
Polygonaceae	Persicaria	hydropiper		dtol										DTOL
Polygonaceae	Persicaria	lapathifolia		dtol										DTOL
Polygonaceae	Persicaria	maculosa		dtol_other_priority	yes						DTOL	DTOL		DTOL
Polygonaceae	Persicaria	minor		dtol										DTOL
Polygonaceae	Persicaria	mitis		dtol										DTOL
Polygonaceae	Polygonum	aviculare		dtol_other_priority	yes						DTOL	DTOL		DTOL
Polygonaceae	Polygonum	boreale		dtol										DTOL
Polygonaceae	Polygonum	depressum		dtol										DTOL
Polygonaceae	Polygonum	maritimum		dtol						yes	DTOL			DTOL
Polygonaceae	Polygonum	oxyspermum		dtol										DTOL
Polygonaceae	Polygonum	rurivagum		dtol										DTOL
Polygonaceae	Reynoutria	japonica	Fallopia japonica	dtol_other_priority	yes						DTOL	DTOL		DTOL
Polygonaceae	Reynoutria	sachalinensis	Fallopia sachalinensis	dtol_other_priority			yes				DTOL	DTOL		DTOL
Polygonaceae	Rumex	acetosa		dtol_family_representative				yes			DTOL		DTOL	DTOL
Polygonaceae	Rumex	acetosella		dtol						yes	DTOL			DTOL
Polygonaceae	Rumex	alpinus		dtol										DTOL
Polygonaceae	Rumex	aquaticus		dtol										DTOL
Polygonaceae	Rumex	conglomeratus		dtol										DTOL
Polygonaceae	Rumex	crispus		dtol										DTOL
Polygonaceae	Rumex	hydrolapathum		dtol_other_priority	yes						DTOL	DTOL		DTOL
Polygonaceae	Rumex	longifolius		dtol										DTOL
Polygonaceae	Rumex	maritimus		dtol										DTOL
Polygonaceae	Rumex	obtusifolius		dtol					yes		DTOL			DTOL
Polygonaceae	Rumex	palustris		dtol										DTOL
Polygonaceae	Rumex	pulcher		dtol										DTOL
Polygonaceae	Rumex	rupestris		dtol										DTOL
Polygonaceae	Rumex	sanguineus		dtol_family_representative	yes						DTOL		DTOL	DTOL
Pontederiaceae	Pontederia	cordata		dtol_family_representative	yes						DTOL		DTOL	DTOL
Potamogetonaceae	Groenlandia	densa		dtol_family_representative									DTOL	DTOL
Potamogetonaceae	Potamogeton	acutifolius		dtol										DTOL
Potamogetonaceae	Potamogeton	alpinus		dtol										DTOL
Potamogetonaceae	Potamogeton	berchtoldii		dtol										DTOL
Potamogetonaceae	Potamogeton	coloratus		dtol										DTOL
Potamogetonaceae	Potamogeton	compressus		dtol										DTOL
Potamogetonaceae	Potamogeton	crispus		dtol										DTOL
Potamogetonaceae	Potamogeton	epihydrus		dtol										DTOL
Potamogetonaceae	Potamogeton	friesii		dtol										DTOL
Potamogetonaceae	Potamogeton	gramineus		dtol										DTOL
Potamogetonaceae	Potamogeton	lucens		dtol										DTOL
Potamogetonaceae	Potamogeton	natans		dtol			yes				DTOL			DTOL
Potamogetonaceae	Potamogeton	nodosus		dtol										DTOL
Potamogetonaceae	Potamogeton	obtusifolius		dtol										DTOL
Potamogetonaceae	Potamogeton	perfoliatus		dtol										DTOL
Potamogetonaceae	Potamogeton	polygonifolius		dtol_family_representative			yes				DTOL		DTOL	DTOL
Potamogetonaceae	Potamogeton	praelongus		dtol										DTOL
Potamogetonaceae	Potamogeton	pusillus		dtol										DTOL
Potamogetonaceae	Potamogeton	rutilus		dtol										DTOL
Potamogetonaceae	Potamogeton	trichoides		dtol										DTOL
Potamogetonaceae	Stuckenia	filiformis		dtol										DTOL
Potamogetonaceae	Stuckenia	pectinata		dtol										DTOL
Potamogetonaceae	Zannichellia	obtusifolia		dtol										DTOL
Potamogetonaceae	Zannichellia	palustris		dtol_other_priority			yes				DTOL	DTOL		DTOL
Primulaceae	Hottonia	palustris		dtol		yes				yes	DTOL			DTOL
Primulaceae	Lysimachia	arvensis		dtol				yes			DTOL			DTOL
Primulaceae	Lysimachia	europaea		dtol										DTOL
Primulaceae	Lysimachia	maritima		dtol			yes				DTOL			DTOL
Primulaceae	Lysimachia	minima		dtol										DTOL
Primulaceae	Lysimachia	nemorum		dtol_family_representative			yes				DTOL		DTOL	DTOL
Primulaceae	Lysimachia	nummularia		dtol						yes	DTOL			DTOL
Primulaceae	Lysimachia	tenella		dtol						yes	DTOL			DTOL
Primulaceae	Lysimachia	thyrsiflora		dtol										DTOL
Primulaceae	Lysimachia	vulgaris		dtol_other_priority	yes						DTOL	DTOL		DTOL
Primulaceae	Primula	elatior		dtol_other_priority								DTOL		DTOL
Primulaceae	Primula	farinosa		dtol_other_priority		yes			yes		DTOL	DTOL		DTOL
Primulaceae	Primula	scotica		dtol_other_priority			yes				DTOL	DTOL		DTOL
Primulaceae	Primula	veris		dtol_other_priority		yes			yes		DTOL	DTOL		DTOL
Primulaceae	Primula	vulgaris		dtol_family_representative				yes			DTOL		DTOL	DTOL
Primulaceae	Samolus	valerandi		dtol				yes			DTOL			DTOL
Ranunculaceae	Actaea	spicata		dtol_family_representative									DTOL	DTOL
Ranunculaceae	Adonis	annua		dtol						yes	DTOL			DTOL
Ranunculaceae	Anemone	nemorosa		dtol					yes		DTOL			DTOL
Ranunculaceae	Aquilegia	vulgaris		dtol						yes	DTOL			DTOL
Ranunculaceae	Caltha	palustris		dtol						yes	DTOL			DTOL
Ranunculaceae	Clematis	vitalba		dtol_other_priority	yes						DTOL	DTOL		DTOL
Ranunculaceae	Ficaria	verna		dtol				yes			DTOL			DTOL
Ranunculaceae	Helleborus	foetidus		dtol										DTOL
Ranunculaceae	Helleborus	viridis		dtol										DTOL
Ranunculaceae	Myosurus	minimus		dtol										DTOL
Ranunculaceae	Pulsatilla	vulgaris		dtol	yes						DTOL			DTOL
Ranunculaceae	Ranunculus	acris		dtol_family_representative	yes						DTOL		DTOL	DTOL
Ranunculaceae	Ranunculus	aquatilis		dtol										DTOL
Ranunculaceae	Ranunculus	arvensis		dtol										DTOL
Ranunculaceae	Ranunculus	auricomus		dtol					yes		DTOL			DTOL
Ranunculaceae	Ranunculus	baudotii		dtol										DTOL
Ranunculaceae	Ranunculus	bulbosus		dtol				yes			DTOL			DTOL
Ranunculaceae	Ranunculus	circinatus		dtol										DTOL
Ranunculaceae	Ranunculus	flammula		dtol						yes	DTOL			DTOL
Ranunculaceae	Ranunculus	fluitans		dtol										DTOL
Ranunculaceae	Ranunculus	hederaceus		dtol										DTOL
Ranunculaceae	Ranunculus	lingua		dtol										DTOL
Ranunculaceae	Ranunculus	omiophyllus		dtol						yes	DTOL			DTOL
Ranunculaceae	Ranunculus	ophioglossifolius		dtol										DTOL
Ranunculaceae	Ranunculus	paludosus		dtol										DTOL
Ranunculaceae	Ranunculus	parviflorus		dtol										DTOL
Ranunculaceae	Ranunculus	peltatus		dtol										DTOL
Ranunculaceae	Ranunculus	penicillatus		dtol					yes		DTOL			DTOL
Ranunculaceae	Ranunculus	repens		dtol					yes		DTOL			DTOL
Ranunculaceae	Ranunculus	reptans		dtol										DTOL
Ranunculaceae	Ranunculus	sardous		dtol						yes	DTOL			DTOL
Ranunculaceae	Ranunculus	sceleratus		dtol					yes		DTOL			DTOL
Ranunculaceae	Ranunculus	trichophyllus		dtol										DTOL
Ranunculaceae	Ranunculus	tripartitus		dtol										DTOL
Ranunculaceae	Thalictrum	alpinum		dtol										DTOL
Ranunculaceae	Thalictrum	flavum		dtol						yes	DTOL			DTOL
Ranunculaceae	Thalictrum	minus		dtol			yes				DTOL			DTOL
Ranunculaceae	Trollius	europaeus		dtol_other_priority	yes						DTOL	DTOL		DTOL
Resedaceae	Reseda	lutea		dtol_other_priority					yes		DTOL	DTOL		DTOL
Resedaceae	Reseda	luteola		dtol_family_representative			yes	yes			DTOL		DTOL	DTOL
Rhamnaceae	Frangula	alnus		dtol_family_representative	yes						DTOL		DTOL	DTOL
Rhamnaceae	Rhamnus	cathartica		dtol_family_representative				yes			DTOL		DTOL	DTOL
Rosaceae	Acaena	novae-zelandiae		dtol										DTOL
Rosaceae	Agrimonia	eupatoria		dtol				yes			DTOL			DTOL
Rosaceae	Agrimonia	procera		dtol										DTOL
Rosaceae	Alchemilla	acutiloba		dtol										DTOL
Rosaceae	Alchemilla	alpina		dtol			yes				DTOL			DTOL
Rosaceae	Alchemilla	glabra		dtol										DTOL
Rosaceae	Alchemilla	glaucescens		dtol										DTOL
Rosaceae	Alchemilla	glomerulans		dtol										DTOL
Rosaceae	Alchemilla	micans		dtol						yes	DTOL			DTOL
Rosaceae	Alchemilla	minima		dtol										DTOL
Rosaceae	Alchemilla	monticola		dtol										DTOL
Rosaceae	Alchemilla	subcrenata		dtol										DTOL
Rosaceae	Alchemilla	wichurae		dtol										DTOL
Rosaceae	Alchemilla	xanthochlora		dtol										DTOL
Rosaceae	Amelanchier	lamarckii		dtol										DTOL
Rosaceae	Aphanes	arvensis		dtol				yes			DTOL			DTOL
Rosaceae	Aphanes	australis		dtol										DTOL
Rosaceae	Comarum	palustre		dtol_other_priority	yes						DTOL	DTOL		DTOL
Rosaceae	Cotoneaster	horizontalis		dtol										DTOL
Rosaceae	Cotoneaster	cambricus		dtol						yes	DTOL			DTOL
Rosaceae	Cotoneaster	simonsii		dtol										DTOL
Rosaceae	Crataegus	laevigata		dtol_other_priority				yes			DTOL	DTOL		DTOL
Rosaceae	Crataegus	monogyna		dtol				yes			DTOL			DTOL
Rosaceae	Dasiphora	fruticosa		dtol			yes				DTOL			DTOL
Rosaceae	Dryas	octopetala		dtol			yes				DTOL			DTOL
Rosaceae	Filipendula	ulmaria		dtol_family_representative	yes						DTOL		DTOL	DTOL
Rosaceae	Filipendula	vulgaris		dtol						yes	DTOL			DTOL
Rosaceae	Fragaria	vesca		dtol			yes				DTOL			DTOL
Rosaceae	Geum	rivale		dtol_other_priority	yes						DTOL	DTOL		DTOL
Rosaceae	Geum	urbanum		dtol_other_priority	yes						DTOL	DTOL		DTOL
Rosaceae	Malus	sylvestris		dtol_other_priority			yes				DTOL	DTOL		DTOL
Rosaceae	Mespilus	germanica	Crataegus germanica	dtol										DTOL
Rosaceae	Potentilla	anglica		dtol										DTOL
Rosaceae	Potentilla	anserina		dtol_other_priority	yes						DTOL	DTOL		DTOL
Rosaceae	Potentilla	argentea		dtol										DTOL
Rosaceae	Potentilla	crantzii		dtol										DTOL
Rosaceae	Potentilla	erecta		dtol_other_priority		yes					DTOL	DTOL		DTOL
Rosaceae	Potentilla	reptans		dtol						yes	DTOL			DTOL
Rosaceae	Potentilla	sterilis		dtol					yes		DTOL			DTOL
Rosaceae	Potentilla	verna		dtol										DTOL
Rosaceae	Poterium	sanguisorba	Sanguisorba minor	dtol		yes					DTOL			DTOL
Rosaceae	Prunus	avium		dtol										DTOL
Rosaceae	Prunus	cerasus		dtol										DTOL
Rosaceae	Prunus	domestica		dtol				yes			DTOL			DTOL
Rosaceae	Prunus	laurocerasus		dtol					yes		DTOL			DTOL
Rosaceae	Prunus	lusitanica		dtol			yes				DTOL			DTOL
Rosaceae	Prunus	padus		dtol					yes		DTOL			DTOL
Rosaceae	Prunus	serotina		dtol										DTOL
Rosaceae	Prunus	spinosa		dtol					yes		DTOL			DTOL
Rosaceae	Pyrus	communis		dtol					yes		DTOL			DTOL
Rosaceae	Pyrus	cordata		dtol_other_priority				yes			DTOL	DTOL		DTOL
Rosaceae	Rosa	agrestis		dtol				yes			DTOL			DTOL
Rosaceae	Rosa	arvensis		dtol										DTOL
Rosaceae	Rosa	canina		dtol				yes			DTOL			DTOL
Rosaceae	Rosa	micrantha		dtol										DTOL
Rosaceae	Rosa	mollis		dtol										DTOL
Rosaceae	Rosa	rubiginosa		dtol				yes			DTOL			DTOL
Rosaceae	Rosa	rugosa		dtol					yes		DTOL			DTOL
Rosaceae	Rosa	sherardii		dtol										DTOL
Rosaceae	Rosa	spinosissima		dtol					yes		DTOL			DTOL
Rosaceae	Rosa	stylosa		dtol										DTOL
Rosaceae	Rosa	tomentella		dtol										DTOL
Rosaceae	Rosa	tomentosa		dtol										DTOL
Rosaceae	Rubus	arcticus		dtol										DTOL
Rosaceae	Rubus	caesius		dtol						yes	DTOL			DTOL
Rosaceae	Rubus	chamaemorus		dtol										DTOL
Rosaceae	Rubus	fruticosus		dtol										DTOL
Rosaceae	Rubus	idaeus		dtol			yes				DTOL			DTOL
Rosaceae	Rubus	saxatilis		dtol										DTOL
Rosaceae	Sanguisorba	officinalis		dtol						yes	DTOL			DTOL
Rosaceae	Sibbaldia	procumbens		dtol										DTOL
Rosaceae	Sorbus	admonitor		dtol										DTOL
Rosaceae	Sorbus	anglica		dtol				yes			DTOL			DTOL
Rosaceae	Sorbus	aria		dtol				yes			DTOL			DTOL
Rosaceae	Sorbus	arranensis		dtol										DTOL
Rosaceae	Sorbus	arvonicola		dtol										DTOL
Rosaceae	Sorbus	aucuparia		dtol_other_priority	yes						DTOL	DTOL		DTOL
Rosaceae	Sorbus	bristoliensis		dtol						yes	DTOL			DTOL
Rosaceae	Sorbus	cambrensis		dtol						yes	DTOL			DTOL
Rosaceae	Sorbus	cheddarensis		dtol										DTOL
Rosaceae	Sorbus	cuneifolia		dtol						yes	DTOL			DTOL
Rosaceae	Sorbus	devoniensis		dtol				yes			DTOL			DTOL
Rosaceae	Sorbus	domestica		dtol										DTOL
Rosaceae	Sorbus	eminens		dtol										DTOL
Rosaceae	Sorbus	eminentiformis		dtol										DTOL
Rosaceae	Sorbus	eminentoides		dtol										DTOL
Rosaceae	Sorbus	evansii		dtol										DTOL
Rosaceae	Sorbus	greenii		dtol										DTOL
Rosaceae	Sorbus	herefordensis		dtol										DTOL
Rosaceae	Sorbus	hibernica		dtol										DTOL
Rosaceae	Sorbus	lancastriensis		dtol										DTOL
Rosaceae	Sorbus	leighensis		dtol										DTOL
Rosaceae	Sorbus	leptophylla		dtol						yes	DTOL			DTOL
Rosaceae	Sorbus	leyana		dtol						yes	DTOL			DTOL
Rosaceae	Sorbus	margaretae		dtol										DTOL
Rosaceae	Sorbus	minima		dtol						yes	DTOL			DTOL
Rosaceae	Sorbus	parviloba		dtol										DTOL
Rosaceae	Sorbus	porrigentiformis		dtol										DTOL
Rosaceae	Sorbus	pseudofennica		dtol										DTOL
Rosaceae	Sorbus	pseudomeinichii		dtol										DTOL
Rosaceae	Sorbus	richii		dtol										DTOL
Rosaceae	Sorbus	rupicola		dtol				yes			DTOL			DTOL
Rosaceae	Sorbus	rupicoloides		dtol										DTOL
Rosaceae	Sorbus	saxicola		dtol										DTOL
Rosaceae	Sorbus	spectans		dtol										DTOL
Rosaceae	Sorbus	stenophylla		dtol										DTOL
Rosaceae	Sorbus	stirtoniana		dtol						yes	DTOL			DTOL
Rosaceae	Sorbus	subcuneata		dtol										DTOL
Rosaceae	Sorbus	torminalis		dtol										DTOL
Rosaceae	Sorbus	vexans		dtol										DTOL
Rosaceae	Sorbus	whiteana		dtol										DTOL
Rosaceae	Sorbus	wilmottiana		dtol										DTOL
Rosaceae	Spiraea	douglasii		dtol										DTOL
Rosaceae	Spiraea	salicifolia		dtol										DTOL
Rubiaceae	Asperula	cynanchica		dtol										DTOL
Rubiaceae	Cruciata	laevipes		dtol				yes			DTOL			DTOL
Rubiaceae	Galium	album		dtol										DTOL
Rubiaceae	Galium	aparine		dtol_other_priority	yes						DTOL	DTOL		DTOL
Rubiaceae	Galium	boreale		dtol										DTOL
Rubiaceae	Galium	constrictum		dtol										DTOL
Rubiaceae	Galium	odoratum		dtol			yes				DTOL			DTOL
Rubiaceae	Galium	palustre		dtol										DTOL
Rubiaceae	Galium	parisiense		dtol										DTOL
Rubiaceae	Galium	pumilum		dtol										DTOL
Rubiaceae	Galium	saxatile		dtol					yes		DTOL			DTOL
Rubiaceae	Galium	sterneri		dtol										DTOL
Rubiaceae	Galium	tricornutum		dtol										DTOL
Rubiaceae	Galium	uliginosum		dtol						yes	DTOL			DTOL
Rubiaceae	Galium	verum		dtol				yes			DTOL			DTOL
Rubiaceae	Rubia	peregrina		dtol										DTOL
Rubiaceae	Sherardia	arvensis		dtol_family_representative				yes			DTOL		DTOL	DTOL
Ruppiaceae	Ruppia	maritima		dtol_family_representative				yes			DTOL		DTOL	DTOL
Ruppiaceae	Ruppia	spiralis		dtol										DTOL
Salicaceae	Populus	tremula		dtol			yes				DTOL			DTOL
Salicaceae	Salix	alba		dtol_other_priority				yes			DTOL	DTOL		DTOL
Salicaceae	Salix	arbuscula		dtol			yes				DTOL			DTOL
Salicaceae	Salix	aurita		dtol			yes				DTOL			DTOL
Salicaceae	Salix	caprea		dtol			yes				DTOL			DTOL
Salicaceae	Salix	cinerea		dtol			yes				DTOL			DTOL
Salicaceae	Salix	euxina		dtol			yes				DTOL			DTOL
Salicaceae	Salix	herbacea		dtol_other_priority			yes				DTOL	DTOL		DTOL
Salicaceae	Salix	lanata		dtol_family_representative	yes						DTOL		DTOL	DTOL
Salicaceae	Salix	lapponum		dtol			yes				DTOL			DTOL
Salicaceae	Salix	myrsinifolia		dtol			yes				DTOL			DTOL
Salicaceae	Salix	myrsinites		dtol										DTOL
Salicaceae	Salix	pentandra		dtol										DTOL
Salicaceae	Salix	phylicifolia		dtol			yes				DTOL			DTOL
Salicaceae	Salix	purpurea		dtol			yes				DTOL			DTOL
Salicaceae	Salix	repens		dtol			yes				DTOL			DTOL
Salicaceae	Salix	reticulata		dtol			yes				DTOL			DTOL
Salicaceae	Salix	triandra		dtol			yes				DTOL			DTOL
Salicaceae	Salix	viminalis		dtol			yes				DTOL			DTOL
Santalaceae	Thesium	humifusum		dtol_family_representative									DTOL	DTOL
Santalaceae	Viscum	album		dtol_other_priority	yes						DTOL	DTOL		DTOL
Sapindaceae	Acer	campestre		dtol_family_representative	yes						DTOL		DTOL	DTOL
Sapindaceae	Acer	pseudoplatanus		dtol				yes			DTOL			DTOL
Sapindaceae	Aesculus	hippocastanum		dtol_other_priority			yes				DTOL	DTOL		DTOL
Sarraceniaceae	Sarracenia	purpurea		dtol_family_representative	yes						DTOL		DTOL	DTOL
Saxifragaceae	Chrysosplenium	alternifolium		dtol					yes		DTOL			DTOL
Saxifragaceae	Chrysosplenium	oppositifolium		dtol_family_representative				yes			DTOL		DTOL	DTOL
Saxifragaceae	Micranthes	nivalis		dtol										DTOL
Saxifragaceae	Micranthes	stellaris		dtol					yes		DTOL			DTOL
Saxifragaceae	Saxifraga	aizoides		dtol			yes				DTOL			DTOL
Saxifragaceae	Saxifraga	cernua		dtol										DTOL
Saxifragaceae	Saxifraga	cespitosa		dtol										DTOL
Saxifragaceae	Saxifraga	granulata		dtol				yes			DTOL			DTOL
Saxifragaceae	Saxifraga	hirculus		dtol_other_priority			yes				DTOL	DTOL		DTOL
Saxifragaceae	Saxifraga	hirsuta		dtol										DTOL
Saxifragaceae	Saxifraga	hypnoides		dtol						yes	DTOL			DTOL
Saxifragaceae	Saxifraga	oppositifolia		dtol_family_representative	yes						DTOL		DTOL	DTOL
Saxifragaceae	Saxifraga	rivularis		dtol										DTOL
Saxifragaceae	Saxifraga	spathularis		dtol										DTOL
Saxifragaceae	Saxifraga	tridactylites		dtol										DTOL
Saxifragaceae	Tolmiea	menziesii		dtol					yes		DTOL			DTOL
Scheuchzeriaceae	Scheuchzeria	palustris		dtol_family_representative			yes				DTOL		DTOL	DTOL
Scrophulariaceae	Buddleja	davidii		dtol_other_priority	yes						DTOL	DTOL		DTOL
Scrophulariaceae	Limosella	aquatica		dtol_other_priority			yes				DTOL	DTOL		DTOL
Scrophulariaceae	Limosella	australis		dtol										DTOL
Scrophulariaceae	Scrophularia	auriculata		dtol	yes						DTOL			DTOL
Scrophulariaceae	Scrophularia	nodosa		dtol_family_representative						yes	DTOL		DTOL	DTOL
Scrophulariaceae	Scrophularia	umbrosa		dtol										DTOL
Scrophulariaceae	Verbascum	lychnitis		dtol										DTOL
Scrophulariaceae	Verbascum	nigrum		dtol				yes			DTOL			DTOL
Scrophulariaceae	Verbascum	pulverulentum		dtol										DTOL
Scrophulariaceae	Verbascum	thapsus		dtol_family_representative			yes				DTOL		DTOL	DTOL
Simaroubaceae	Ailanthus	altissima		dtol_family_representative	yes						DTOL		DTOL	DTOL
Solanaceae	Atropa	belladonna		dtol_other_priority	yes						DTOL	DTOL		DTOL
Solanaceae	Hyoscyamus	niger		dtol_other_priority								DTOL		DTOL
Solanaceae	Solanum	dulcamara		dtol_family_representative	yes						DTOL		DTOL	DTOL
Solanaceae	Solanum	nigrum	Solanum nigrum subsp. nigrum	dtol						yes	DTOL			DTOL
Thymelaeaceae	Daphne	laureola		dtol_family_representative			yes	yes			DTOL		DTOL	DTOL
Thymelaeaceae	Daphne	mezereum		dtol_family_representative				yes			DTOL		DTOL	DTOL
Tofieldiaceae	Tofieldia	pusilla		dtol_family_representative			yes				DTOL		DTOL	DTOL
Typhaceae	Sparganium	angustifolium		dtol										DTOL
Typhaceae	Sparganium	emersum		dtol										DTOL
Typhaceae	Sparganium	erectum		dtol_family_representative				yes			DTOL		DTOL	DTOL
Typhaceae	Sparganium	natans		dtol										DTOL
Typhaceae	Typha	angustifolia		dtol										DTOL
Typhaceae	Typha	latifolia		dtol_family_representative	yes						DTOL		DTOL	DTOL
Ulmaceae	Ulmus	glabra		dtol_family_representative	yes				yes		DTOL		DTOL	DTOL
Ulmaceae	Ulmus	minor		dtol_family_representative				yes			DTOL		DTOL	DTOL
Ulmaceae	Ulmus	plotii		dtol_other_priority				yes			DTOL	DTOL		DTOL
Ulmaceae	Ulmus	procera		dtol_other_priority						yes	DTOL	DTOL		DTOL
Urticaceae	Parietaria	judaica		dtol_family_representative	yes						DTOL		DTOL	DTOL
Urticaceae	Urtica	dioica		dtol_other_priority	yes						DTOL	DTOL		DTOL
Urticaceae	Urtica	urens		dtol_family_representative	yes						DTOL		DTOL	DTOL
Valerianaceae	Valeriana	dioica	Caprifoliaceae	dtol										DTOL
Valerianaceae	Valeriana	officinalis	Caprifoliaceae	dtol_other_priority				yes			DTOL	DTOL		DTOL
Valerianaceae	Valerianella	dentata	Caprifoliaceae	dtol										DTOL
Valerianaceae	Valerianella	eriocarpa	Caprifoliaceae	dtol										DTOL
Valerianaceae	Valerianella	locusta	Caprifoliaceae	dtol					yes		DTOL			DTOL
Verbenaceae	Verbena	officinalis		dtol_family_representative	yes						DTOL		DTOL	DTOL
Veronicaceae	Chaenorhinum	minus	Plantaginaceae	dtol_other_priority	yes						DTOL	DTOL		DTOL
Veronicaceae	Digitalis	purpurea	Plantaginaceae	dtol_other_priority				yes			DTOL	DTOL		DTOL
Veronicaceae	Kickxia	elatine	Plantaginaceae	dtol				yes			DTOL			DTOL
Veronicaceae	Kickxia	spuria	Plantaginaceae	dtol										DTOL
Veronicaceae	Linaria	vulgaris	Plantaginaceae	dtol_family_representative	yes						DTOL		DTOL	DTOL
Veronicaceae	Misopates	orontium	Plantaginaceae	dtol_other_priority	yes						DTOL	DTOL		DTOL
Veronicaceae	Sibthorpia	europaea	Plantaginaceae	dtol										DTOL
Veronicaceae	Veronica	agrestis	Plantaginaceae	dtol										DTOL
Veronicaceae	Veronica	alpina	Plantaginaceae	dtol										DTOL
Veronicaceae	Veronica	anagallis-aquatica	Plantaginaceae	dtol					yes		DTOL			DTOL
Veronicaceae	Veronica	arvensis	Plantaginaceae	dtol						yes	DTOL			DTOL
Veronicaceae	Veronica	beccabunga	Plantaginaceae	dtol					yes		DTOL			DTOL
Veronicaceae	Veronica	catenata	Plantaginaceae	dtol										DTOL
Veronicaceae	Veronica	chamaedrys	Plantaginaceae	dtol_other_priority	yes						DTOL	DTOL		DTOL
Veronicaceae	Veronica	fruticans	Plantaginaceae	dtol										DTOL
Veronicaceae	Veronica	hederifolia	Plantaginaceae	dtol				yes			DTOL			DTOL
Veronicaceae	Veronica	montana	Plantaginaceae	dtol			yes				DTOL			DTOL
Veronicaceae	Veronica	officinalis	Plantaginaceae	dtol					yes		DTOL			DTOL
Veronicaceae	Veronica	scutellata	Plantaginaceae	dtol										DTOL
Veronicaceae	Veronica	serpyllifolia	Plantaginaceae	dtol_other_priority			yes				DTOL	DTOL		DTOL
Veronicaceae	Veronica	spicata	Plantaginaceae	dtol_other_priority	yes						DTOL	DTOL		DTOL
Veronicaceae	Veronica	triphyllos	Plantaginaceae	dtol										DTOL
Veronicaceae	Veronica	verna	Plantaginaceae	dtol										DTOL
Violaceae	Viola	arvensis		dtol										DTOL
Violaceae	Viola	canina		dtol										DTOL
Violaceae	Viola	hirta		dtol										DTOL
Violaceae	Viola	kitaibeliana		dtol										DTOL
Violaceae	Viola	lactea		dtol										DTOL
Violaceae	Viola	lutea		dtol					yes		DTOL			DTOL
Violaceae	Viola	odorata		dtol_family_representative				yes			DTOL		DTOL	DTOL
Violaceae	Viola	palustris		dtol										DTOL
Violaceae	Viola	reichenbachiana		dtol										DTOL
