	ORDER	FAMILY	SPECIES	JUSTIFICATION	COPO	NHM	WYTHAM	TOL_SCOTLAND	long_list	family_representative	other_priority	sample_collected
1159	Trichoptera	Psychomyiidae	Psychomyia pusilla		NOT COLLECTED	COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
1161	Trichoptera	Rhyacophilidae	Rhyacophila dorsalis		COLLECTED	COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
1163	Trichoptera	Sericostomatidae	Sericostoma personatum	Community survey	COLLECTED	COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
1165	Zygentoma	Lepismatidae	Lepisma saccharina		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
1167	Geophilomorpha	Geophilidae	Geophilus flavus		NOT COLLECTED	COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
1169	Geophilomorpha	Himantariidae	Haplophilus subterraneus	Community survey	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
1171	Geophilomorpha	Schendylidae	Schendyla nemorensis		COLLECTED	COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
1173	Lithobiomorpha	Henicopidae	Lamyctes emarginatus		NOT COLLECTED	COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
1175	Lithobiomorpha	Lithobiidae	Lithobius forficatus	Community survey	COLLECTED	COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
1176	Lithobiomorpha	Lithobiidae	Lithobius melanops		COLLECTED	COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
1177	Scolopendromorpha	Cryptopidae	Cryptops anomalans	Community survey	NOT COLLECTED	COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
1179	Scutigeromorpha	Scutigeridae	Scutigera coleoptrata		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
1181	Glomerida	Glomeridae	Glomeris marginata		COLLECTED	COLLECTED	COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
1183		Scolopendrellidae	Symphylella vulgaris		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
1185		Scutigerellidae	Scutigerella linsleyi		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
1187	Araneae	Agelenidae	Eratigena atrica	Community survey	COLLECTED	COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
1189	Araneae	Amaurobiidae	Amaurobius similis		COLLECTED	COLLECTED	COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
1191	Araneae	Anyphaenidae	Anyphaena numida		COLLECTED	COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
1193	Araneae	Atypidae	Atypus affinis	Community survey	NOT COLLECTED	COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
1195	Araneae	Cheiracanthiidae	Cheiracanthium pennyi		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
1197	Araneae	Clubionidae	Clubiona rosserae		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
1199	Araneae	Corinnidae	Phrurolithus minimus		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
1201	Araneae	Cybaeidae	Argyroneta aquatica	Monospecific family	NOT COLLECTED	COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
1203	Araneae	Dictynidae	Cicurina cicur		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
1205	Araneae	Dysderidae	Dysdera erythrina		NOT COLLECTED	COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
1207	Araneae	Eresidae	Eresus sandaliatus	Community survey	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
1209	Araneae	Gnaphosidae	Haplodrassus dalmatensis		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
1211	Araneae	Hahniidae	Antistea elegans		NOT COLLECTED	COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
1213	Araneae	Linyphiidae	Stemonyphantes lineatus		COLLECTED	COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
1214	Araneae	Linyphiidae	Erigone atra	Community survey	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
1215	Araneae	Liocranidae	Agroeca cuprea		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
1217	Araneae	Lycosidae	Alopecosa fabrilis		NOT COLLECTED	COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
1219	Araneae	Mimetidae	Ero cambridgei		NOT COLLECTED	COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
1221	Araneae	Mysmenidae	Trogloneta granulum		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
1223	Araneae	Nesticidae	Nesticus cellulanus		COLLECTED	COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
1225	Araneae	Oecobiidae	Oecobius navus		NOT COLLECTED	COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
1227	Araneae	Oonopidae	Oonops domesticus		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
1229	Araneae	Oxyopidae	Oxyopes heterophthalmus		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
1231	Araneae	Philodromidae	Philodromus margaritatus		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
1233	Araneae	Pholcidae	Pholcus phalangioides		COLLECTED	NOT COLLECTED	COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
1235	Araneae	Pisauridae	Dolomedes fimbriatus		COLLECTED	COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
1236	Araneae	Pisauridae	Pisaura mirabilis	Community survey	COLLECTED	COLLECTED	COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
1237	Araneae	Salticidae	Myrmarachne formicaria		COLLECTED	COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
1239	Araneae	Scytodidae	Scytodes thoracica		COLLECTED	COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
1241	Araneae	Segestriidae	Segestria bavarica		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
1243	Araneae	Sparassidae	Micrommata virescens		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
1245	Araneae	Tetragnathidae	Meta bourneti		COLLECTED	COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
1247	Araneae	Theridiidae	Enoplognatha latimana	Community survey	COLLECTED	COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
1248	Araneae	Theridiidae	Parasteatoda tepidariorum	Community survey	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
1249	Araneae	Theridiosomatidae	Theridiosoma gemmosum		NOT COLLECTED	COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
1251	Araneae	Thomisidae	Xysticus luctator		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
1253	Araneae	Uloboridae	Uloborus walckenaerius		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
1255	Araneae	Zodariidae	Zodarion italicum		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
1257	Araneae	Zoridae	Zora nemoralis		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
1259	Araneae	Zoropsidae	Zoropsis spinimana		COLLECTED	COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
1261	Opiliones	Assamiidae	Boeorix manducus		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
1263	Opiliones	Nemastomatidae	Nemastoma bimaculatum		NOT COLLECTED	COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
1265	Opiliones	Phalangiidae	Dicranopalpus caudatus		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
1269	Opiliones	Sabaconidae	Sabacon viscayanum		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
1271	Opiliones	Trogulidae	Anelasmocephalus cambridgei		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
1273	Pseudoscorpiones	Cheiridiidae	Cheiridium museorum		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
1275	Pseudoscorpiones	Cheliferidae	Chelifer cancroides		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
1277	Pseudoscorpiones	Chernetidae	Chernes cimicoides		COLLECTED	NOT COLLECTED	COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
1279	Pseudoscorpiones	Chthoniidae	Chthonius kewi		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
1280	Pseudoscorpiones	Chthoniidae	Chthonius ischnocheles	Community survey	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
1281	Pseudoscorpiones	Larcidae	Larca lata		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
1283	Pseudoscorpiones	Neobisiidae	Neobisium carcinoides		COLLECTED	COLLECTED	COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
1285	Pseudoscorpiones	Withiidae	Withius piger		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		
1287	Scorpiones	Euscorpiidae	Euscorpius flavicaudis	Community survey	COLLECTED	COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL		DTOL
