	gen	sp	fam	family_representative	long_list	other_priority
2611	Lojkania	decorticata	Fenestellaceae	DTOL	DTOL	
2614	Anacharis	eucharoides	Figitidae	DTOL	DTOL	
2620	Filobasidium	capsuligenum	Filobasidiaceae	DTOL	DTOL	
2661	Piptoporus	betulinus	Fomitopsidaceae	DTOL	DTOL	
2681	Fragilaria	striatula	Fragilariaceae	DTOL	DTOL	
2723	Fuscidea	praeruptorum	Fuscideaceae		DTOL	
2806	Glomus	coremioides	Glomeraceae		DTOL	
2807	Glomus	fuegianum	Glomeraceae		DTOL	
2813	Colletotrichum	liliacearum	Glomerellaceae		DTOL	
2815	Glomerella	cingulata	Glomerellaceae	DTOL	DTOL	
2818	Thecaphora	ulicis	Glomosporiaceae		DTOL	
2820	Thecaphora	trailii	Glomosporiaceae	DTOL	DTOL	
2821	Cenococcum	graniforme	Gloniaceae		DTOL	
2822	Glonium	graphicum	Gloniaceae		DTOL	
2823	Glonium	nitidum	Gloniaceae		DTOL	
2825	Glonium	lineare	Gloniaceae	DTOL	DTOL	
2838	Godronia	callunigena	Godroniaceae		DTOL	
2842	Topospora	obturata	Godroniaceae	DTOL	DTOL	
2854	Gomphidius	viscidus	Gomphidiaceae		DTOL	
2859	Corticifraga	fuckelii	Gomphillaceae		DTOL	
2866	Monoblepharella	taylorii	Gonapodyaceae	DTOL	DTOL	
2880	Urceolaria	tenuicorticata	Graphidaceae		DTOL	
2881	Urceolaria	scotica	Graphidaceae		DTOL	
2891	Nummularia	gigas	Graphostromataceae		DTOL	
2923	Racomitrium	aciculare	Grimmiaceae		DTOL	
2925	Racomitrium	aquaticum	Grimmiaceae		DTOL	
2926	Racomitrium	canescens	Grimmiaceae		DTOL	
2928	Racomitrium	elongatum	Grimmiaceae		DTOL	
2929	Racomitrium	ericoides	Grimmiaceae		DTOL	
2930	Racomitrium	fasciculare	Grimmiaceae		DTOL	
2932	Racomitrium	himalayanum	Grimmiaceae		DTOL	
2933	Racomitrium	macounii	Grimmiaceae		DTOL	
2935	Racomitrium	sudeticum	Grimmiaceae		DTOL	
2968	Pocheina	rosea	Guttulinaceae	DTOL	DTOL	
2973	Pachyphiale	carneola	Gyalectaceae		DTOL	
2976	Arachniotus	candidus	Gymnoascaceae		DTOL	
2978	Gymnascella	confluens	Gymnoascaceae		DTOL	
2979	Gymnoascus	californiensis	Gymnoascaceae		DTOL	
2980	Gymnoascus	reessii	Gymnoascaceae	DTOL	DTOL	
3013	Haematomma	sorediatum	Haematommataceae	DTOL	DTOL	
3016	Haemescharia	hennedyi	Haemeschariaceae	DTOL	DTOL	
3019	Halcampoides	abyssorum	Halcampidae	DTOL	DTOL	
3021	Halictophagus	curtisi	Halictophagidae	DTOL	DTOL	
3025	Mesacmaea	mitchellii	Haloclavidae	DTOL	DTOL	
3033	Cirrenalia	lignicola	Halosphaeriaceae		DTOL	
3039	Ciliolarina	laricina	Hamatocanthoscyphaceae		DTOL	
3040	Microscypha	cejpii	Hamatocanthoscyphaceae		DTOL	
3051	Haptoglossa	dickii	Haptoglossaceae	DTOL	DTOL	
3052	Haptoglossa	erumpens	Haptoglossaceae	DTOL	DTOL	
3053	Harknessia	araucariae	Harknessiaceae		DTOL	
3060	Harpochytrium	hedenii	Harpochytriaceae	DTOL	DTOL	
3071	Heleomyza	borealis	Heleomyzidae	DTOL	DTOL	
3077	Rhopalomyces	candidus	Helicocephalidaceae		DTOL	
3078	Rhopalomyces	magnus	Helicocephalidaceae		DTOL	
3079	Helicocephalum	sarcophilum	Helicocephalidaceae	DTOL	DTOL	
3082	Helicogonium	vogesiacum	Helicogoniaceae		DTOL	
3083	Helicogonium	mollisiophilum	Helicogoniaceae	DTOL	DTOL	
3084	Helicogonium	orbiliarum	Helicogoniaceae	DTOL	DTOL	
3087	Echinosphaeria	strigosa	Helminthosphaeriaceae		DTOL	
3088	Endophragmiella	boothii	Helminthosphaeriaceae		DTOL	
3105	Korscheltellus	lupulina	Hepialidae	DTOL	DTOL	
3118	Hermaea	variopicta	Hermaeidae	DTOL	DTOL	
3120	Capronia	nigerrima	Herpotrichiellaceae		DTOL	
3124	Exophiala	mansonii	Herpotrichiellaceae	DTOL	DTOL	
3140	Krieglsteinera	lasiosphaeriae	Heterogastridiaceae		DTOL	
3143	Heterosphaeria	nitella	Heterosphaeriaceae		DTOL	
3148	Hildenbrandia	crouaniorum	Hildenbrandiaceae	DTOL	DTOL	
3150	Haplophilus	subterraneus	Himantariidae	DTOL	DTOL	
3154	Hippothoa	flagellum	Hippothoidae	DTOL	DTOL	
3168	Haedropleura	septangularis	Horaiclavidae	DTOL	DTOL	
3171	Hyaloscypha	aureliella	Hyaloscyphaceae		DTOL	
3174	Dematioscypha	dematiicola	Hyaloscyphaceae		DTOL	
3175	Haplographium	bicolor	Hyaloscyphaceae		DTOL	
3176	Hyalopeziza	ciliata	Hyaloscyphaceae		DTOL	
3177	Hyalopeziza	millepunctata	Hyaloscyphaceae		DTOL	
3178	Hyalopeziza	niveocincta	Hyaloscyphaceae		DTOL	
3179	Unguiculella	foliicola	Hyaloscyphaceae		DTOL	
3180	Unguiculella	hamulata	Hyaloscyphaceae		DTOL	
3181	Unguiculella	tityri	Hyaloscyphaceae		DTOL	
3182	Hyaloscypha	hyalina	Hyaloscyphaceae	DTOL	DTOL	
3183	Dematioscypha	delicata	Hyaloscyphaceae	DTOL	DTOL	
3227	Hygrocybe	pratensis	Hygrophoraceae		DTOL	
3228	Hygrocybe	virginea	Hygrophoraceae		DTOL	
3232	Hygrophoropsis	fuscosquamula	Hygrophoropsidaceae		DTOL	
3233	Hygrophoropsis	macrospora	Hygrophoropsidaceae		DTOL	
3250	Hymenelia	heteromorpha	Hymeneliaceae	DTOL	DTOL	
3266	Trichomanes	speciosum	Hymenophyllaceae	DTOL	DTOL	
3279	Venturiocistella	diversipila	Hyphodiscaceae	DTOL	DTOL	
3280	Venturiocistella	heterotricha	Hyphodiscaceae	DTOL	DTOL	
3284	Hypnum	imponens	Hypnaceae		DTOL	
3289	Hypocrea	schweinitzii	Hypocreaceae		DTOL	
3294	Exarmidium	inclusum	Hyponectriaceae		DTOL	
3295	Hyponectria	cookeana	Hyponectriaceae		DTOL	
3296	Physalospora	alpestris	Hyponectriaceae		DTOL	
3325	Bactrospora	homalotropa	Incertae sedis		DTOL	
3329	Stypella	dubia	Incertae sedis		DTOL	
3330	Stypella	grilletii	Incertae sedis		DTOL	
3337	Illosporiopsis	christiansenii	Incertae sedis		DTOL	
3345	Camarographium	stephensii	Incertae sedis		DTOL	
3349	Cercidospora	cladoniicola	Incertae sedis		DTOL	
3350	Cercidospora	epipolytropa	Incertae sedis		DTOL	
3351	Cercidospora	macrospora	Incertae sedis		DTOL	
3352	Cercidospora	parva	Incertae sedis		DTOL	
3353	Cercidospora	punctillata	Incertae sedis		DTOL	
3354	Cercidospora	stereocaulorum	Incertae sedis		DTOL	
3360	Cyrtidula	hippocastani	Incertae sedis		DTOL	
3361	Cyrtidula	quercus	Incertae sedis		DTOL	
3362	Dendrospora	erecta	Incertae sedis		DTOL	
3365	Endococcus	exerrans	Incertae sedis		DTOL	
3366	Endococcus	perpusillus	Incertae sedis		DTOL	
3367	Endococcus	propinquus	Incertae sedis		DTOL	
3368	Endococcus	rugulosus	Incertae sedis		DTOL	
3369	Endococcus	verrucisporus	Incertae sedis		DTOL	
3370	Endococcus	verrucosus	Incertae sedis		DTOL	
3376	Homostegia	piggotii	Incertae sedis		DTOL	
3389	Lidophia	graminis	Incertae sedis		DTOL	
3391	Milospium	lacoizquetae	Incertae sedis		DTOL	
3394	Mycoglaena	acuminans	Incertae sedis		DTOL	
3395	Mycoglaena	myricae	Incertae sedis		DTOL	
3396	Neolamya	peltigerae	Incertae sedis		DTOL	
3412	Trichoconis	lichenicola	Incertae sedis		DTOL	
3415	Vouauxiomyces	truncatus	Incertae sedis		DTOL	
3416	Wadeana	dendrographa	Incertae sedis		DTOL	
3417	Wadeana	minuta	Incertae sedis		DTOL	
3419	Xylohypha	nigrescens	Incertae sedis		DTOL	
3435	Isthmotricladia	britannica	Incertae sedis		DTOL	
3441	Actinocladium	rhodosporum	Incertae sedis		DTOL	
3442	Repetophragma	goidanichii	Incertae sedis		DTOL	
3445	Heliscina	campanulata	Incertae sedis		DTOL	
3455	Acremoniella	atra	Incertae sedis		DTOL	
3460	Solicorynespora	foveolata	Incertae sedis		DTOL	
3465	Cacumisporium	capitulatum	Incertae sedis		DTOL	
3470	Polyscytalum	berkeleyi	Incertae sedis		DTOL	
3472	Polyscytalum	gracilisporum	Incertae sedis		DTOL	
3473	Monodictys	paradoxa	Incertae sedis		DTOL	
3475	Coremiella	cubispora	Incertae sedis		DTOL	
3481	Subulispora	minima	Incertae sedis		DTOL	
3490	Phaeotrichosphaeria	britannica	Incertae sedis		DTOL	
3495	Cryptocoryneum	rilstonei	Incertae sedis		DTOL	
3498	Phragmonaevia	hysterioides	Incertae sedis		DTOL	
3500	Rhinotrichum	thwaitesii	Incertae sedis		DTOL	
3503	Exosporium	tiliae	Incertae sedis		DTOL	
3504	Passeriniella	obiones	Incertae sedis		DTOL	
3505	Polyscytalum	hareae	Incertae sedis		DTOL	
3510	Rhinotrichum	repens	Incertae sedis		DTOL	
3513	Polyscytalum	truncatum	Incertae sedis		DTOL	
3514	Hormiactella	asetosa	Incertae sedis		DTOL	
3516	Pleurotheciopsis	pusilla	Incertae sedis		DTOL	
3517	Rosenscheldia	abundans	Incertae sedis		DTOL	
3518	Hymenopsis	typhae	Incertae sedis		DTOL	
3526	Neopeckia	fulcita	Incertae sedis		DTOL	
3533	Heteromycophaga	glandulosae	Incertae sedis		DTOL	
3540	Camarosporium	elongatum	Incertae sedis		DTOL	
3550	Pleuropedium	tricladioides	Incertae sedis		DTOL	
3553	Diplocladiella	scalaroides	Incertae sedis		DTOL	
3561	Discogloeum	veronicae	Incertae sedis		DTOL	
3562	Bactrodesmium	arnaudii	Incertae sedis		DTOL	
3564	Hormiactis	alba	Incertae sedis		DTOL	
3569	Monodictys	melanopa	Incertae sedis		DTOL	
3570	Cryptocoryneum	hysterioides	Incertae sedis		DTOL	
3571	Xylohypha	ferruginosa	Incertae sedis		DTOL	
3579	Arthrobotryum	stilboideum	Incertae sedis		DTOL	
3584	Xylohypha	pinicola	Incertae sedis		DTOL	
3587	Linodochium	hyalinum	Incertae sedis		DTOL	
3588	Corynesporopsis	quercicola	Incertae sedis		DTOL	
3589	Haplobasidion	thalictri	Incertae sedis		DTOL	
3593	Xylohypha	ortmansiae	Incertae sedis		DTOL	
3595	Camarosporium	rosae	Incertae sedis		DTOL	
3599	Cryptomycina	pteridis	Incertae sedis		DTOL	
3600	Camarosporium	pini	Incertae sedis		DTOL	
3608	Parapleurotheciopsis	ilicina	Incertae sedis		DTOL	
3612	Hadrotrichum	virescens	Incertae sedis		DTOL	
3614	Ceratosporella	stipitata	Incertae sedis		DTOL	
3616	Patellina	caesia	Incertae sedis		DTOL	
3621	Polyscytalum	fagicola	Incertae sedis		DTOL	
3623	Stilbella	clavulata	Incertae sedis		DTOL	
3624	Corynesporopsis	biseptata	Incertae sedis		DTOL	
3626	Bactrodesmium	betulicola	Incertae sedis		DTOL	
3627	Gonatobotryum	fuscum	Incertae sedis		DTOL	
3629	Dinemasporium	cytisporoides	Incertae sedis		DTOL	
3630	Camarosporium	lauri	Incertae sedis		DTOL	
3632	Camarosporium	roumeguerei	Incertae sedis		DTOL	
3635	Septogloeum	carthusianum	Incertae sedis		DTOL	
3636	Pseudopenidiella	pini	Incertae sedis		DTOL	
3638	Monodictys	antiqua	Incertae sedis		DTOL	
3640	Uredo	oncidii	Incertae sedis		DTOL	
3642	Virgariella	atra	Incertae sedis		DTOL	
3647	Repetophragma	lignicola	Incertae sedis		DTOL	
3651	Bactrodesmium	atrum	Incertae sedis		DTOL	
3652	Stilbella	bulbicola	Incertae sedis		DTOL	
3655	Dendrospora	juncicola	Incertae sedis		DTOL	
3657	Hormiactella	fusca	Incertae sedis		DTOL	
3661	Repetophragma	dennisii	Incertae sedis		DTOL	
3671	Corynesporopsis	uniseptata	Incertae sedis		DTOL	
3673	Dendrospora	torulosa	Incertae sedis		DTOL	
3683	Wettsteinina	niesslii	Incertae sedis		DTOL	
3691	Hansfordia	caricis	Incertae sedis		DTOL	
3694	Filicupula	suboperculata	Incertae sedis		DTOL	
3697	Hymenula	cerealis	Incertae sedis		DTOL	
3703	Virgariella	ovoidea	Incertae sedis		DTOL	
3711	Pestalozziella	subsessilis	Incertae sedis		DTOL	
3714	Sphaeronaemella	betae	Incertae sedis		DTOL	
3722	Asteromella	platanoidis	Incertae sedis		DTOL	
3723	Cryptosporium	tami	Incertae sedis		DTOL	
3724	Microdochiella	fusarioides	Incertae sedis		DTOL	
3725	Acrothecium	delicatulum	Incertae sedis		DTOL	
3731	Didymopleella	cladii	Incertae sedis		DTOL	
3732	Bactrodesmium	cedricola	Incertae sedis		DTOL	
3738	Gracea	gracilis	Incertae sedis		DTOL	
3741	Endoxylina	pini	Incertae sedis		DTOL	
3742	Cryptosporium	betulinum	Incertae sedis		DTOL	
3745	Polyscytalum	verrucosum	Incertae sedis		DTOL	
3749	Nematogonum	aurantiacum	Incertae sedis		DTOL	
3751	Verticicladium	apicale	Incertae sedis		DTOL	
3752	Pseudoanguillospora	gracilis	Incertae sedis		DTOL	
3760	Coremiella	ulmariae	Incertae sedis		DTOL	
3761	Rhinotrichum	aureum	Incertae sedis		DTOL	
3767	Repetophragma	wroblewskii	Incertae sedis		DTOL	
3775	Trullula	melanochlora	Incertae sedis		DTOL	
3776	Oncopodiella	hyperparasitica	Incertae sedis		DTOL	
3785	Sphaeronaema	aemulans	Incertae sedis		DTOL	
3793	Rhizosiphon	crassum	Incertae sedis		DTOL	
3794	Sclerotium	delphinii	Incertae sedis		DTOL	
3800	Phragmotrichum	rivoclarinum	Incertae sedis		DTOL	
3802	Scotiosphaeria	endoxylinae	Incertae sedis		DTOL	
3804	Thyrostromella	myriana	Incertae sedis		DTOL	
3806	Tarbertia	juncina	Incertae sedis		DTOL	
3811	Acrothecium	scopulae	Incertae sedis		DTOL	
3812	Cheilaria	agrostidis	Incertae sedis		DTOL	
3814	Chaetophoma	quercifolia	Incertae sedis		DTOL	
3818	Dendrospora	nana	Incertae sedis		DTOL	
3819	Monodictys	asperospora	Incertae sedis		DTOL	
3822	Dicoccum	asperum	Incertae sedis		DTOL	
3825	Cryptosporium	minimum	Incertae sedis		DTOL	
3826	Ascocodinaea	polyporicola	Incertae sedis		DTOL	
3831	Cenangiomyces	luteus	Incertae sedis		DTOL	
3832	Botryodiplodia	araucariae	Incertae sedis		DTOL	
3833	Cacumisporium	spooneri	Incertae sedis		DTOL	
3834	Dendrospora	moniliformis	Incertae sedis		DTOL	
3838	Piricauda	arcticoceanorum	Incertae sedis		DTOL	
3840	Volucrispora	ornithomorpha	Incertae sedis		DTOL	
3842	Neta	patuxentica	Incertae sedis		DTOL	
3844	Hymenula	rubella	Incertae sedis		DTOL	
3847	Pteromycula	clypeiformis	Incertae sedis		DTOL	
3851	Polyscytalum	sericeum	Incertae sedis		DTOL	
3854	Phragmonaevia	caulincola	Incertae sedis		DTOL	
3857	Rhinotrichum	niveum	Incertae sedis		DTOL	
3860	Pleosphaeria	lophoziae	Incertae sedis		DTOL	
3872	Patellina	diaphana	Incertae sedis		DTOL	
3876	Uredo	morvernensis	Incertae sedis		DTOL	
3886	Septogloeum	equiseti	Incertae sedis		DTOL	
3892	Hormiactis	ontariensis	Incertae sedis		DTOL	
3893	Stilbella	pellucidum	Incertae sedis		DTOL	
3896	Stilbella	thermophila	Incertae sedis		DTOL	
3897	Stilbella	clavispora	Incertae sedis		DTOL	
3898	Stilbella	acremonium	Incertae sedis		DTOL	
3901	Gonatobotryum	parasiticum	Incertae sedis		DTOL	
3903	Cryptosporium	crypticum	Incertae sedis		DTOL	
3904	Cryptosporium	caricis	Incertae sedis		DTOL	
3908	Helicorhoidion	irregulare	Incertae sedis		DTOL	
3911	Dangeardiella	fusiformis	Incertae sedis		DTOL	
3912	Dendrospora	fastuosa	Incertae sedis		DTOL	
3914	Lateriramulosa	bi-inflata	Incertae sedis		DTOL	
3921	Bactrodesmium	biformatum	Incertae sedis		DTOL	
3922	Bactrodesmium	esheri	Incertae sedis		DTOL	
3929	Bryostroma	trichostomi	Incertae sedis		DTOL	
3930	Massariothea	scotica	Incertae sedis		DTOL	
3931	Bactrodesmium	submoniliforme	Incertae sedis		DTOL	
3937	Hymenula	vulgaris	Incertae sedis		DTOL	
3938	Hansfordiellopsis	lichenicola	Incertae sedis		DTOL	
3939	Monosporium	olivaceum	Incertae sedis		DTOL	
3940	Monodictys	fluctuata	Incertae sedis		DTOL	
3941	Hymenella	rubella	Incertae sedis		DTOL	
3942	Hymenella	berkeleyi	Incertae sedis		DTOL	
3946	Hymenella	vulgaris	Incertae sedis		DTOL	
3949	Hypobryon	validum	Incertae sedis		DTOL	
3950	Hymenopsis	trochiloides	Incertae sedis		DTOL	
3951	Asteromella	ulmi	Incertae sedis		DTOL	
3952	Asteromella	hederae	Incertae sedis		DTOL	
3953	Asteromella	arbuticola	Incertae sedis		DTOL	
3955	Arthropsis	microsperma	Incertae sedis		DTOL	
3957	Fusariella	sarniensis	Incertae sedis		DTOL	
3959	Arthrosporium	compositum	Incertae sedis		DTOL	
3961	Epithyrium	resinae	Incertae sedis		DTOL	
3963	Lateriramulosa	minitriangularia	Incertae sedis		DTOL	
3964	Bactridium	acutum	Incertae sedis		DTOL	
3965	Bactrodesmium	hebridense	Incertae sedis		DTOL	
3971	Confertobasidium	fuscostriatum	Incertae sedis		DTOL	
3973	Cytosporina	crataegi	Incertae sedis		DTOL	
3983	Dinemasporium	fimeti	Incertae sedis		DTOL	
3984	Dinemasporium	caespitosum	Incertae sedis		DTOL	
3986	Beltraniopsis	esenbeckiae	Incertae sedis		DTOL	
3996	Myiophagus	ucrainicus	Incertae sedis		DTOL	
4004	Lunulospora	acuminata	Incertae sedis		DTOL	
4009	Virgariella	globigera	Incertae sedis		DTOL	
4016	Neoheteroceras	flageoletii	Incertae sedis		DTOL	
4018	Papulaspora	rubida	Incertae sedis		DTOL	
4023	Triscelophorus	magnificus	Incertae sedis		DTOL	
4027	Dendrospora	polymorpha	Incertae sedis		DTOL	
4029	Dendrospora	crassa	Incertae sedis		DTOL	
4030	Campylospora	tetracladia	Incertae sedis		DTOL	
4033	Dendrospora	fusca	Incertae sedis		DTOL	
4034	Dendrospora	microerecta	Incertae sedis		DTOL	
4035	Dendrophoma	phyllogena	Incertae sedis		DTOL	
4036	Trullula	papillata	Incertae sedis		DTOL	
4037	Oncopodiella	hungarica	Incertae sedis		DTOL	
4042	Neta	angliae	Incertae sedis		DTOL	
4043	Papulaspora	magnifica	Incertae sedis		DTOL	
4044	Papulaspora	parasitica	Incertae sedis		DTOL	
4053	Stuartella	carlylei	Incertae sedis		DTOL	
4054	Saccardoella	transylvanica	Incertae sedis		DTOL	
4064	Trichoconis	caudata	Incertae sedis		DTOL	
4067	Pseudorobillarda	agrostidis	Incertae sedis		DTOL	
4068	Septogloeum	pteridis	Incertae sedis		DTOL	
4069	Taeniophora	acerina	Incertae sedis		DTOL	
4070	Septocyta	visci-britannica	Incertae sedis		DTOL	
4073	Sphaeronaema	rostratum	Incertae sedis		DTOL	
4074	Sphaeronaema	pruinosum	Incertae sedis		DTOL	
4075	Polyscytalum	griseum	Incertae sedis		DTOL	
4079	Sphaeronaema	leucoconium	Incertae sedis		DTOL	
4081	Stilbella	melleum	Incertae sedis		DTOL	
4082	Stilbella	lindaui	Incertae sedis		DTOL	
4094	Placosphaeria	galii	Incertae sedis		DTOL	
4099	Periconia	hispidula	Incertae sedis		DTOL	
4103	Rhaphidicyrtis	trichosporella	Incertae sedis		DTOL	
4104	Roselliniella	cladoniae	Incertae sedis		DTOL	
4115	Tricholomopsis	rutilans	Incertae sedis		DTOL	
4117	Pleurophragmium	parvisporum	Incertae sedis		DTOL	
4119	Biatoridium	delitescens	Incertae sedis		DTOL	
4121	Eopyrenula	avellanae	Incertae sedis		DTOL	
4122	Eopyrenula	grandicula	Incertae sedis		DTOL	
4123	Monodictys	cellulosa	Incertae sedis		DTOL	
4124	Monodictys	epilepraria	Incertae sedis		DTOL	
4127	Phaeopyxis	varia	Incertae sedis		DTOL	
4133	Strossmayeria	atriseda	Incertae sedis		DTOL	
4152	Ceratia	proxima	Iravadiidae	DTOL	DTOL	
4160	Nycteridopsylla	longiceps	Ischnopsyllidae	DTOL	DTOL	
4165	Chrysotila	lamellosa	Isochrysidaceae	DTOL	DTOL	
4198	Juncus	trifidus	Juncaceae		DTOL	
4205	Luzula	pallidula	Juncaceae		DTOL	
4233	Hemilepton	nitidum	Kelliidae	DTOL	DTOL	
4251	Laboulbenia	notiophili	Laboulbeniaceae		DTOL	
4265	Lachnum	niveum	Lachnaceae	DTOL	DTOL	
4266	Lacydonia	miranda	Lacydoniidae	DTOL	DTOL	
4270	Lamiastrum	galeobdolon	Lamiaceae		DTOL	
4276	Clinopodium	ascendens	Lamiaceae		DTOL	
4288	Lamium	hybridum	Lamiaceae		DTOL	
4303	Stachys	officinalis	Lamiaceae		DTOL	
4349	Epilepton	clarkiae	Lasaeidae	DTOL	DTOL	
4352	Naemaspora	microspora	Lasiosphaeriaceae		DTOL	
4353	Naemaspora	strobi	Lasiosphaeriaceae		DTOL	
4356	Schizothecium	tetrasporum	Lasiosphaeriaceae		DTOL	
4368	Lecanora	dispersa	Lecanoraceae		DTOL	
4374	Lecidea	grisella	Lecideaceae	DTOL	DTOL	
4376	Stypomyces	vigilans	Legeriomycetaceae	DTOL	DTOL	
4401	Lentamyces	parricidus	Lentamycetaceae	DTOL	DTOL	
4415	Keissleriella	pinicola	Lentitheciaceae		DTOL	
4418	Lentithecium	arundinaceum	Lentitheciaceae	DTOL	DTOL	
4420	Leotia	nana	Leotiaceae		DTOL	
4425	Lepetella	laterocompressa	Lepetellidae	DTOL	DTOL	
4427	Propilidium	exiguum	Lepetidae	DTOL	DTOL	
4448	Halecania	bryophila	Leprocaulaceae		DTOL	
4450	Halecania	rhypodiza	Leprocaulaceae		DTOL	
4451	Halecania	spodomela	Leprocaulaceae		DTOL	
4452	Leprocaulon	microscopicum	Leprocaulaceae		DTOL	
4462	Aphanomycopsis	cryptica	Leptolegniellaceae		DTOL	
4463	Nematophthora	gynophila	Leptolegniellaceae		DTOL	
4464	Leptolegniella	keratinophila	Leptolegniellaceae	DTOL	DTOL	
4470	Leptopeltis	holmorum	Leptopeltidaceae		DTOL	
4471	Leptopeltis	litigiosa	Leptopeltidaceae		DTOL	
4472	Leptopeltis	nebulosa	Leptopeltidaceae		DTOL	
4473	Leptopeltis	pteridis	Leptopeltidaceae		DTOL	
4474	Leptopeltis	filicina	Leptopeltidaceae	DTOL	DTOL	
4475	Leptoplana	mertensi	Leptoplanidae	DTOL	DTOL	
4477	Leptopus	marmoratus	Leptopodidae	DTOL	DTOL	
4480	Leptosphaeria	purpurea	Leptosphaeriaceae		DTOL	
4510	Licea	minima	Liceidae		DTOL	
4513	Licea	kleistobolus	Liceidae	DTOL	DTOL	
4517	Lichenoconium	xanthoriae	Lichenoconiaceae		DTOL	
4522	Lichenothelia	renobalesiana	Lichenotheliaceae	DTOL	DTOL	
4526	Thermutis	velutina	Lichinaceae		DTOL	
4541	Limatula	subauriculata	Limidae	DTOL	DTOL	
4544	Gnophomyia	elsneri	Limoniidae	DTOL	DTOL	
4545	Limopsis	aurita	Limopsidae	DTOL	DTOL	
4547	Linum	radiola	Linaceae		DTOL	
4554	Agroeca	cuprea	Liocranidae	DTOL	DTOL	
4556	Waltomyces	lipofer	Lipomycetaceae		DTOL	
4570	Livia	juncorum	Liviidae	DTOL	DTOL	
4571	Lobaria	amplissima	Lobariaceae		DTOL	
4572	Lobaria	virens	Lobariaceae		DTOL	
4581	Lomanotus	marmoratus	Lomanotidae	DTOL	DTOL	
4589	Lophiostoma	aquaticum	Lophiostomataceae		DTOL	
4593	Sigarispora	caulium	Lophiostomataceae		DTOL	
4594	Lophiotrema	alpigenum	Lophiotremataceae		DTOL	
4595	Lophiotrema	rumicis	Lophiotremataceae		DTOL	
4596	Lophiotrema	curreyi	Lophiotremataceae	DTOL	DTOL	
4608	Heterogemma	capitata	Lophoziaceae		DTOL	
4609	Lophozia	excisa	Lophoziaceae		DTOL	
4611	Lophozia	longidens	Lophoziaceae		DTOL	
4617	Tritomaria	quinquedentata	Lophoziaceae	DTOL	DTOL	
4625	Lulworthia	floridana	Lulworthiaceae		DTOL	
4626	Lulworthia	purpurea	Lulworthiaceae		DTOL	
4627	Lulworthia	rufa	Lulworthiaceae		DTOL	
4628	Lulworthia	opaca	Lulworthiaceae	DTOL	DTOL	
4630	Hilbigneris	gracilis	Lumbrineridae	DTOL	DTOL	
4639	Favonius	quercus	Lycaenidae	DTOL	DTOL	
4642	Maculinea	arion	Lycaenidae	DTOL	DTOL	
4644	Polyommatus	bellargus	Lycaenidae	DTOL	DTOL	
4645	Polyommatus	coridon	Lycaenidae	DTOL	DTOL	
4655	Lycopodium	annotinum	Lycopodiaceae		DTOL	
4677	Dilta	hibernica	Machilidae	DTOL	DTOL	
4678	Cirkennedya	porlockensis	Macroderoididae	DTOL	DTOL	
4679	Macropus	rufogriseus	Macropodidae		DTOL	
4685	Magelona	filiformis	Magelonidae	DTOL	DTOL	
4686	Deightoniella	arundinacea	Magnaporthaceae		DTOL	
4687	Clasterosporium	caricinum	Magnaporthaceae	DTOL	DTOL	
4688	Clasterosporium	flexum	Magnaporthaceae	DTOL	DTOL	
4710	Mangelia	costata	Mangeliidae	DTOL	DTOL	
4719	Margarites	striatus	Margaritidae	DTOL	DTOL	
4731	Aglaospora	profusa	Massariaceae		DTOL	
4732	Massaria	alni	Massariaceae		DTOL	
4734	Navicella	pileata	Massariaceae		DTOL	
4736	Helminthosporium	fusisporium	Massarinaceae		DTOL	
4738	Massarina	igniaria	Massarinaceae		DTOL	
4739	Vaginatispora	fuckelii	Massarinaceae		DTOL	
4752	Megamerina	dolium	Megamerinidae	DTOL	DTOL	
4755	Aspicilia	grisea	Megasporaceae		DTOL	
4757	Aspicilia	radiosa	Megasporaceae	DTOL	DTOL	
4760	Argyrotheca	cistellula	Megathyrididae	DTOL	DTOL	
4770	Prosthecium	platanoidis	Melanconidaceae		DTOL	
4771	Prosthecium	pyriforme	Melanconidaceae		DTOL	
4772	Melanamphora	spinifera	Melanconidaceae	DTOL	DTOL	
4775	Herpotrichia	herpotrichoides	Melanommataceae		DTOL	
4777	Melanomma	fuscidulum	Melanommataceae		DTOL	
4778	Melanomma	subdispersum	Melanommataceae		DTOL	
4781	Melanotaenium	hypogaeum	Melanotaeniaceae		DTOL	
4782	Melanotaenium	jaapii	Melanotaeniaceae		DTOL	
4786	Melaspilea	granitophila	Melaspileaceae		DTOL	
4787	Melaspilea	ochrothalamia	Melaspileaceae		DTOL	
4789	Melaspilea	amota	Melaspileaceae	DTOL	DTOL	
4790	Melaspilea	lentiginosa	Melaspileaceae	DTOL	DTOL	
4791	Asteridium	juniperinum	Meliolaceae		DTOL	
4792	Meliola	abietis	Meliolaceae		DTOL	
4793	Appendiculella	calostroma	Meliolaceae	DTOL	DTOL	
4794	Meliola	ellisii	Meliolaceae	DTOL	DTOL	
4809	Mycoacia	uda	Meruliaceae		DTOL	
4816	Leptophytum	bornetii	Mesophyllumaceae	DTOL	DTOL	
4818	Mesopsocus	immunis	Mesopsocidae	DTOL	DTOL	
4821	Capnobotrys	dingleyae	Metacapnodiaceae		DTOL	
4822	Capnobotrys	splendens	Metacapnodiaceae		DTOL	
